doc_id,chap_num,sent_num
514,13,36
515,13,37
516,13,38
517,13,39
518,13,40
519,13,41
520,13,42
521,13,43
522,13,44
523,13,45
524,13,46
525,13,47
526,13,48
527,13,49
528,13,50
529,13,51
530,13,52
531,13,53
532,13,54
533,13,55
534,13,56
535,13,57
536,13,58
537,13,59
538,13,60
539,13,61
540,13,62
541,13,63
542,13,64
543,13,65
544,13,66
545,13,67
546,13,68
547,13,69
548,13,70
549,13,71
550,14,0
551,14,1
552,14,2
553,14,3
554,14,4
555,14,5
556,14,6
557,14,7
558,14,8
559,14,9
560,14,10
561,14,11
562,14,12
563,14,13
564,14,14
565,14,15
566,14,16
567,14,17
568,14,18
569,14,19
570,14,20
571,14,21
572,14,22
573,14,23
574,14,24
575,14,25
576,14,26
577,14,27
578,14,28
579,14,29
580,14,30
581,14,31
582,14,32
583,14,33
584,14,34
585,14,35
586,14,36
587,14,37
588,14,38
589,14,39
590,14,40
591,14,41
592,14,42
593,14,43
594,14,44
595,14,45
596,14,46
597,14,47
598,14,48
599,14,49
600,14,50
601,14,51
602,14,52
603,14,53
604,14,54
605,14,55
606,14,56
607,14,57
608,14,58
609,14,59
610,14,60
611,14,61
612,14,62
613,14,63
614,14,64
615,14,65
616,14,66
617,14,67
618,14,68
619,14,69
620,14,70
621,14,71
622,14,72
623,14,73
624,14,74
625,14,75
626,14,76
627,14,77
628,15,0
629,15,1
630,15,2
631,15,3
632,16,0
633,16,1
634,16,2
635,16,3
636,16,4
637,16,5
638,16,6
639,16,7
640,16,8
641,16,9
642,16,10
643,16,11
644,16,12
645,16,13
646,16,14
647,16,15
648,16,16
649,16,17
650,16,18
651,16,19
652,16,20
653,16,21
654,16,22
655,16,23
656,16,24
657,16,25
658,16,26
659,16,27
660,16,28
661,16,29
662,16,30
663,16,31
664,16,32
665,16,33
666,16,34
667,16,35
668,16,36
669,16,37
670,16,38
671,16,39
672,16,40
673,16,41
674,16,42
675,16,43
676,16,44
677,16,45
678,16,46
679,16,47
680,16,48
681,16,49
682,16,50
683,16,51
684,16,52
685,16,53
686,16,54
687,16,55
688,16,56
689,16,57
690,16,58
691,16,59
692,16,60
693,16,61
694,17,0
695,17,1
696,17,2
697,17,3
698,17,4
699,17,5
700,17,6
701,17,7
702,17,8
703,17,9
704,17,10
705,17,11
706,17,12
707,17,13
708,17,14
709,17,15
710,17,16
711,17,17
712,17,18
713,17,19
714,17,20
715,17,21
716,17,22
717,17,23
718,17,24
719,17,25
720,17,26
721,17,27
722,17,28
723,17,29
724,17,30
725,17,31
726,17,32
727,17,33
728,17,34
729,17,35
730,17,36
731,17,37
732,18,0
733,18,1
734,18,2
735,18,3
736,18,4
737,18,5
738,18,6
739,18,7
740,18,8
741,18,9
742,18,10
743,18,11
744,18,12
745,18,13
746,18,14
747,18,15
748,18,16
749,18,17
750,18,18
751,18,19
752,18,20
753,18,21
754,18,22
755,18,23
756,18,24
757,18,25
758,18,26
759,18,27
760,18,28
761,18,29
762,18,30
763,18,31
764,18,32
765,18,33
766,18,34
767,18,35
768,18,36
769,18,37
770,18,38
771,18,39
772,18,40
773,18,41
774,18,42
775,18,43
776,18,44
777,18,45
778,18,46
779,18,47
780,18,48
781,18,49
782,18,50
783,18,51
784,18,52
785,18,53
786,18,54
787,18,55
788,18,56
789,18,57
790,18,58
791,18,59
792,18,60
793,18,61
794,18,62
795,18,63
796,18,64
797,18,65
798,18,66
799,18,67
800,18,68
801,18,69
802,18,70
803,18,71
804,18,72
805,18,73
806,18,74
807,18,75
808,18,76
809,18,77
810,18,78
811,18,79
812,18,80
813,18,81
814,18,82
815,18,83
816,18,84
817,18,85
818,18,86
819,18,87
820,18,88
821,18,89
822,18,90
823,18,91
824,18,92
825,18,93
826,19,0
827,19,1
828,19,2
829,19,3
830,19,4
831,19,5
832,19,6
833,19,7
834,19,8
835,19,9
836,19,10
837,19,11
838,19,12
839,19,13
840,19,14
841,19,15
842,19,16
843,19,17
844,19,18
845,19,19
846,19,20
847,19,21
848,19,22
849,19,23
850,19,24
851,19,25
852,19,26
853,19,27
854,19,28
855,19,29
856,19,30
857,19,31
858,19,32
859,19,33
860,19,34
861,19,35
862,19,36
863,19,37
864,19,38
865,19,39
866,19,40
867,19,41
868,19,42
869,19,43
870,19,44
871,20,0
872,20,1
873,20,2
874,20,3
875,20,4
876,20,5
877,20,6
878,20,7
879,20,8
880,20,9
881,20,10
882,20,11
883,20,12
884,20,13
885,20,14
886,20,15
887,20,16
888,20,17
889,20,18
890,20,19
891,20,20
892,20,21
893,20,22
894,20,23
895,20,24
896,20,25
897,20,26
898,20,27
899,20,28
900,20,29
901,20,30
902,20,31
903,20,32
904,20,33
905,20,34
906,20,35
907,20,36
908,20,37
909,20,38
910,20,39
911,20,40
912,20,41
913,20,42
914,20,43
915,20,44
916,20,45
917,20,46
918,20,47
919,20,48
920,20,49
921,20,50
922,20,51
923,20,52
924,20,53
925,21,0
926,21,1
927,21,2
928,21,3
929,21,4
930,21,5
931,21,6
932,21,7
933,21,8
934,21,9
935,21,10
936,21,11
937,21,12
938,21,13
939,21,14
940,21,15
941,21,16
942,21,17
943,21,18
944,21,19
945,21,20
946,21,21
947,21,22
948,21,23
949,21,24
950,21,25
951,21,26
952,21,27
953,21,28
954,21,29
955,21,30
956,21,31
957,21,32
958,21,33
959,21,34
960,21,35
961,21,36
962,21,37
963,21,38
964,21,39
965,21,40
966,21,41
967,21,42
968,21,43
969,21,44
970,21,45
971,21,46
972,21,47
973,21,48
974,21,49
975,21,50
976,21,51
977,21,52
978,21,53
979,21,54
980,21,55
981,21,56
982,21,57
983,21,58
984,21,59
985,22,0
986,22,1
987,22,2
988,22,3
989,22,4
990,22,5
991,22,6
992,22,7
993,22,8
994,22,9
995,22,10
996,22,11
997,22,12
998,22,13
999,22,14
1000,22,15
1001,22,16
1002,22,17
1003,22,18
1004,22,19
1005,22,20
1006,22,21
1007,22,22
1008,22,23
1009,22,24
1010,22,25
1011,22,26
1012,22,27
1013,22,28
1014,22,29
1015,22,30
1016,22,31
1017,22,32
1018,22,33
1019,22,34
1020,22,35
1021,22,36
1022,22,37
1023,22,38
1024,22,39
1025,22,40
1026,22,41
1027,22,42
1028,22,43
1029,22,44
1030,22,45
1031,22,46
1032,22,47
1033,22,48
1034,22,49
1035,22,50
1036,22,51
1037,22,52
1038,22,53
1039,22,54
1040,22,55
1041,22,56
1042,22,57
1043,22,58
1044,22,59
1045,22,60
1046,22,61
1047,22,62
1048,22,63
1049,22,64
1050,22,65
1051,22,66
1052,22,67
1053,22,68
1054,22,69
1055,22,70
1056,22,71
1057,22,72
1058,22,73
1059,22,74
1060,22,75
1061,22,76
1062,22,77
1063,22,78
1064,22,79
1065,22,80
1066,22,81
1067,22,82
1068,22,83
1069,22,84
1070,22,85
1071,22,86
1072,22,87
1073,22,88
1074,22,89
1075,22,90
1076,22,91
1077,22,92
1078,22,93
1079,22,94
1080,22,95
1081,23,0
1082,23,1
1083,23,2
1084,23,3
1085,23,4
1086,23,5
1087,23,6
1088,23,7
1089,23,8
1090,23,9
1091,23,10
1092,23,11
1093,23,12
1094,23,13
1095,23,14
1096,23,15
1097,23,16
1098,23,17
1099,23,18
1100,23,19
1101,23,20
1102,23,21
1103,23,22
1104,23,23
1105,23,24
1106,23,25
1107,23,26
1108,23,27
1109,23,28
1110,23,29
1111,23,30
1112,23,31
1113,23,32
1114,23,33
1115,23,34
1116,23,35
1117,23,36
1118,23,37
1119,23,38
1120,23,39
1121,23,40
1122,23,41
1123,23,42
1124,23,43
1125,23,44
1126,23,45
1127,23,46
1128,23,47
1129,23,48
1130,23,49
1131,23,50
1132,23,51
1133,24,0
1134,24,1
1135,24,2
1136,24,3
1137,24,4
1138,24,5
1139,24,6
1140,24,7
1141,24,8
1142,24,9
1143,24,10
1144,24,11
1145,24,12
1146,24,13
1147,24,14
1148,24,15
1149,24,16
1150,24,17
1151,24,18
1152,24,19
1153,24,20
1154,24,21
1155,24,22
1156,24,23
1157,24,24
1158,24,25
1159,24,26
1160,24,27
1161,24,28
1162,24,29
1163,24,30
1164,24,31
1165,24,32
1166,24,33
1167,24,34
1168,24,35
1169,24,36
1170,24,37
1171,24,38
1172,24,39
1173,24,40
1174,24,41
1175,24,42
1176,24,43
1177,24,44
1178,24,45
1179,24,46
1180,24,47
1181,24,48
1182,24,49
1183,24,50
1184,24,51
1185,24,52
1186,24,53
1187,24,54
1188,24,55
1189,24,56
1190,24,57
1191,24,58
1192,24,59
1193,24,60
1194,24,61
1195,24,62
1196,24,63
1197,24,64
1198,24,65
1199,24,66
1200,24,67
1201,24,68
1202,24,69
1203,24,70
1204,24,71
1205,24,72
1206,24,73
1207,24,74
1208,24,75
1209,24,76
1210,24,77
1211,24,78
1212,24,79
1213,24,80
1214,24,81
1215,24,82
1216,24,83
1217,24,84
1218,24,85
1219,24,86
1220,24,87
1221,24,88
1222,24,89
1223,24,90
1224,24,91
1225,24,92
1226,24,93
1227,24,94
1228,24,95
1229,25,0
1230,25,1
1231,25,2
1232,25,3
1233,25,4
1234,25,5
1235,25,6
1236,25,7
1237,25,8
1238,25,9
1239,25,10
1240,25,11
1241,25,12
1242,25,13
1243,25,14
1244,25,15
1245,25,16
1246,25,17
1247,25,18
1248,25,19
1249,25,20
1250,25,21
1251,25,22
1252,25,23
1253,25,24
1254,25,25
1255,25,26
1256,25,27
1257,25,28
1258,25,29
1259,25,30
1260,25,31
1261,25,32
1262,25,33
1263,25,34
1264,25,35
1265,25,36
1266,25,37
1267,25,38
1268,25,39
1269,25,40
1270,26,0
1271,26,1
1272,26,2
1273,26,3
1274,26,4
1275,26,5
1276,26,6
1277,26,7
1278,26,8
1279,26,9
1280,26,10
1281,26,11
1282,26,12
1283,26,13
1284,26,14
1285,26,15
1286,26,16
1287,26,17
1288,26,18
1289,26,19
1290,26,20
1291,26,21
1292,26,22
1293,26,23
1294,26,24
1295,26,25
1296,26,26
1297,26,27
1298,26,28
1299,26,29
1300,26,30
1301,26,31
1302,26,32
1303,26,33
1304,26,34
1305,26,35
1306,26,36
1307,26,37
1308,26,38
1309,26,39
1310,26,40
1311,26,41
1312,26,42
1313,26,43
1314,26,44
1315,26,45
1316,26,46
1317,26,47
1318,26,48
1319,26,49
1320,26,50
1321,26,51
1322,26,52
1323,26,53
1324,26,54
1325,26,55
1326,26,56
1327,26,57
1328,26,58
1329,26,59
1330,26,60
1331,26,61
1332,26,62
1333,26,63
1334,26,64
1335,26,65
1336,26,66
1337,26,67
1338,27,0
1339,27,1
1340,27,2
1341,27,3
1342,27,4
1343,27,5
1344,27,6
1345,27,7
1346,27,8
1347,27,9
1348,27,10
1349,27,11
1350,27,12
1351,27,13
1352,27,14
1353,27,15
1354,27,16
1355,27,17
1356,27,18
1357,27,19
1358,27,20
1359,27,21
1360,27,22
1361,27,23
1362,27,24
1363,27,25
1364,27,26
1365,27,27
1366,27,28
1367,27,29
1368,27,30
1369,27,31
1370,27,32
1371,27,33
1372,27,34
1373,27,35
1374,27,36
1375,27,37
1376,27,38
1377,27,39
1378,27,40
1379,27,41
1380,27,42
1381,27,43
1382,28,0
1383,28,1
1384,28,2
1385,28,3
1386,28,4
1387,28,5
1388,28,6
1389,28,7
1390,28,8
1391,28,9
1392,28,10
1393,28,11
1394,28,12
1395,28,13
1396,28,14
1397,28,15
1398,28,16
1399,28,17
1400,28,18
1401,28,19
1402,28,20
1403,28,21
1404,28,22
1405,28,23
1406,28,24
1407,28,25
1408,28,26
1409,28,27
1410,28,28
1411,28,29
1412,28,30
1413,28,31
1414,28,32
1415,28,33
1416,28,34
1417,28,35
1418,28,36
1419,28,37
1420,28,38
1421,28,39
1422,28,40
1423,28,41
1424,28,42
1425,28,43
1426,28,44
1427,28,45
1428,28,46
1429,28,47
1430,28,48
1431,28,49
1432,28,50
1433,28,51
1434,28,52
1435,28,53
1436,28,54
1437,28,55
1438,28,56
1439,28,57
1440,28,58
1441,28,59
1442,28,60
1443,28,61
1444,28,62
1445,28,63
1446,28,64
1447,28,65
1448,28,66
1449,28,67
1450,28,68
1451,28,69
1452,28,70
1453,28,71
1454,28,72
1455,28,73
1456,28,74
1457,28,75
1458,28,76
1459,28,77
1460,28,78
1461,28,79
1462,28,80
1463,28,81
1464,28,82
1465,28,83
1466,28,84
1467,28,85
1468,28,86
1469,28,87
1470,28,88
1471,28,89
1472,28,90
1473,28,91
1474,28,92
1475,28,93
1476,28,94
1477,28,95
1478,28,96
1479,28,97
1480,28,98
1481,28,99
1482,28,100
1483,28,101
1484,28,102
1485,28,103
1486,28,104
1487,28,105
1488,28,106
1489,28,107
1490,28,108
1491,28,109
1492,28,110
1493,28,111
1494,28,112
1495,28,113
1496,28,114
1497,28,115
1498,28,116
1499,28,117
1500,28,118
1501,28,119
1502,28,120
1503,28,121
1504,28,122
1505,28,123
1506,28,124
1507,28,125
1508,28,126
1509,28,127
1510,28,128
1511,28,129
1512,28,130
1513,28,131
1514,28,132
1515,28,133
1516,28,134
1517,28,135
1518,28,136
1519,28,137
1520,28,138
1521,28,139
1522,28,140
1523,28,141
1524,28,142
1525,28,143
1526,28,144
1527,28,145
1528,28,146
1529,28,147
1530,28,148
1531,28,149
1532,28,150
1533,28,151
1534,28,152
1535,28,153
1536,28,154
1537,28,155
1538,28,156
1539,28,157
1540,28,158
1541,28,159
1542,28,160
1543,28,161
1544,28,162
1545,28,163
1546,28,164
1547,28,165
1548,28,166
1549,28,167
1550,28,168
1551,28,169
1552,28,170
1553,28,171
1554,28,172
1555,28,173
1556,28,174
1557,28,175
1558,28,176
1559,28,177
1560,28,178
1561,28,179
1562,28,180
1563,28,181
1564,28,182
1565,28,183
1566,28,184
1567,28,185
1568,28,186
1569,28,187
1570,28,188
1571,28,189
1572,28,190
1573,28,191
1574,28,192
1575,28,193
1576,28,194
1577,28,195
1578,28,196
1579,28,197
1580,28,198
1581,28,199
1582,28,200
1583,29,0
1584,29,1
1585,29,2
1586,29,3
1587,29,4
1588,29,5
1589,29,6
1590,29,7
1591,29,8
1592,29,9
1593,29,10
1594,29,11
1595,30,0
1596,30,1
1597,30,2
1598,30,3
1599,30,4
1600,30,5
1601,30,6
1602,30,7
1603,30,8
1604,30,9
1605,30,10
1606,30,11
1607,30,12
1608,31,0
1609,31,1
1610,31,2
1611,31,3
1612,31,4
1613,31,5
1614,31,6
1615,32,0
1616,32,1
1617,32,2
1618,32,3
1619,32,4
1620,32,5
1621,32,6
1622,32,7
1623,32,8
1624,32,9
1625,32,10
1626,32,11
1627,32,12
1628,32,13
1629,32,14
1630,32,15
1631,32,16
1632,32,17
1633,32,18
1634,32,19
1635,32,20
1636,32,21
1637,32,22
1638,32,23
1639,32,24
1640,32,25
1641,32,26
1642,32,27
1643,32,28
1644,32,29
1645,32,30
1646,32,31
1647,32,32
1648,32,33
1649,32,34
1650,32,35
1651,32,36
1652,32,37
1653,32,38
1654,32,39
1655,32,40
1656,32,41
1657,32,42
1658,32,43
1659,32,44
1660,32,45
1661,32,46
1662,32,47
1663,32,48
1664,32,49
1665,32,50
1666,32,51
1667,32,52
1668,32,53
1669,32,54
1670,32,55
1671,32,56
1672,32,57
1673,32,58
1674,32,59
1675,32,60
1676,33,0
1677,33,1
1678,33,2
1679,33,3
1680,33,4
1681,33,5
1682,33,6
1683,33,7
1684,33,8
1685,33,9
1686,33,10
1687,33,11
1688,33,12
1689,33,13
1690,33,14
1691,33,15
1692,33,16
1693,33,17
1694,33,18
1695,33,19
1696,33,20
1697,33,21
1698,33,22
1699,33,23
1700,33,24
1701,33,25
1702,33,26
1703,33,27
1704,33,28
1705,34,0
1706,34,1
1707,34,2
1708,34,3
1709,34,4
1710,34,5
1711,34,6
1712,34,7
1713,34,8
1714,34,9
1715,34,10
1716,34,11
1717,34,12
1718,34,13
1719,34,14
1720,34,15
1721,34,16
1722,34,17
1723,34,18
1724,34,19
1725,34,20
1726,34,21
1727,34,22
1728,34,23
1729,34,24
1730,34,25
1731,34,26
1732,34,27
1733,34,28
1734,34,29
1735,34,30
1736,34,31
1737,34,32
1738,34,33
1739,34,34
1740,34,35
1741,34,36
1742,34,37
1743,34,38
1744,34,39
1745,34,40
1746,34,41
1747,34,42
1748,34,43
1749,34,44
1750,35,0
1751,35,1
1752,35,2
1753,35,3
1754,35,4
1755,35,5
1756,35,6
1757,35,7
1758,35,8
1759,35,9
1760,35,10
1761,35,11
1762,35,12
1763,35,13
1764,36,0
1765,36,1
1766,36,2
1767,36,3
1768,36,4
1769,36,5
1770,36,6
1771,36,7
1772,36,8
1773,36,9
1774,36,10
1775,36,11
1776,36,12
1777,36,13
1778,36,14
1779,36,15
1780,36,16
1781,36,17
1782,36,18
1783,36,19
1784,37,0
1785,37,1
1786,37,2
1787,37,3
1788,37,4
1789,37,5
1790,37,6
1791,37,7
1792,37,8
1793,37,9
1794,37,10
1795,37,11
1796,37,12
1797,37,13
1798,37,14
1799,37,15
1800,37,16
1801,37,17
1802,37,18
1803,37,19
1804,37,20
1805,37,21
1806,37,22
1807,37,23
1808,37,24
1809,37,25
1810,37,26
1811,37,27
1812,37,28
1813,37,29
1814,37,30
1815,37,31
1816,37,32
1817,37,33
1818,37,34
1819,37,35
1820,37,36
1821,37,37
1822,37,38
1823,37,39
1824,37,40
1825,37,41
1826,37,42
1827,37,43
1828,37,44
1829,37,45
1830,37,46
1831,37,47
1832,37,48
1833,37,49
1834,37,50
1835,37,51
1836,37,52
1837,37,53
1838,37,54
1839,37,55
1840,37,56
1841,37,57
1842,38,0
1843,38,1
1844,38,2
1845,38,3
1846,38,4
1847,38,5
1848,38,6
1849,38,7
1850,38,8
1851,38,9
1852,38,10
1853,38,11
1854,38,12
1855,38,13
1856,38,14
1857,38,15
1858,38,16
1859,38,17
1860,38,18
1861,38,19
1862,38,20
1863,38,21
1864,38,22
1865,38,23
1866,38,24
1867,38,25
1868,38,26
1869,38,27
1870,39,0
1871,39,1
1872,39,2
1873,39,3
1874,39,4
1875,39,5
1876,39,6
1877,39,7
1878,39,8
1879,39,9
1880,39,10
1881,39,11
1882,39,12
1883,39,13
1884,39,14
1885,39,15
1886,39,16
1887,39,17
1888,39,18
1889,39,19
1890,39,20
1891,39,21
1892,39,22
1893,39,23
1894,39,24
1895,39,25
1896,39,26
1897,39,27
1898,39,28
1899,39,29
1900,39,30
1901,39,31
1902,39,32
1903,39,33
1904,39,34
1905,39,35
1906,39,36
1907,39,37
1908,39,38
1909,39,39
1910,39,40
1911,39,41
1912,39,42
1913,39,43
1914,39,44
1915,39,45
1916,39,46
1917,39,47
1918,39,48
1919,39,49
1920,39,50
1921,39,51
1922,39,52
1923,39,53
1924,39,54
1925,40,0
1926,40,1
1927,40,2
1928,40,3
1929,40,4
1930,40,5
1931,40,6
1932,40,7
1933,40,8
1934,40,9
1935,40,10
1936,40,11
1937,40,12
1938,40,13
1939,40,14
1940,40,15
1941,40,16
1942,40,17
1943,40,18
1944,40,19
1945,40,20
1946,40,21
1947,40,22
1948,41,0
1949,41,1
1950,41,2
1951,41,3
1952,41,4
1953,41,5
1954,41,6
1955,41,7
1956,41,8
1957,42,0
1958,42,1
1959,42,2
1960,42,3
1961,42,4
1962,42,5
1963,42,6
1964,42,7
1965,42,8
1966,42,9
1967,42,10
1968,42,11
1969,42,12
1970,42,13
1971,42,14
1972,42,15
1973,42,16
1974,42,17
1975,43,0
1976,43,1
1977,43,2
1978,44,0
1979,44,1
1980,44,2
1981,44,3
1982,44,4
1983,44,5
1984,44,6
1985,44,7
1986,44,8
1987,44,9
1988,44,10
1989,44,11
1990,44,12
1991,44,13
1992,44,14
1993,44,15
1994,44,16
1995,44,17
1996,44,18
1997,44,19
1998,45,0
1999,45,1
2000,45,2
2001,45,3
2002,45,4
2003,45,5
2004,45,6
2005,45,7
2006,45,8
2007,45,9
2008,45,10
2009,45,11
2010,45,12
2011,45,13
2012,45,14
2013,45,15
2014,45,16
2015,45,17
2016,45,18
2017,46,0
2018,46,1
2019,46,2
2020,46,3
2021,46,4
2022,46,5
2023,46,6
2024,46,7
2025,46,8
2026,46,9
2027,46,10
2028,46,11
2029,46,12
2030,47,0
2031,47,1
2032,47,2
2033,47,3
2034,47,4
2035,47,5
2036,47,6
2037,47,7
2038,47,8
2039,47,9
2040,47,10
2041,47,11
2042,47,12
2043,47,13
2044,47,14
2045,47,15
2046,47,16
2047,47,17
2048,47,18
2049,47,19
2050,47,20
2051,47,21
2052,47,22
2053,47,23
2054,47,24
2055,47,25
2056,47,26
2057,47,27
2058,47,28
2059,47,29
2060,47,30
2061,47,31
2062,47,32
2063,47,33
2064,47,34
2065,47,35
2066,47,36
2067,47,37
2068,47,38
2069,47,39
2070,47,40
2071,47,41
2072,47,42
2073,47,43
2074,47,44
2075,47,45
2076,47,46
2077,47,47
2078,47,48
2079,47,49
2080,47,50
2081,47,51
2082,47,52
2083,47,53
2084,47,54
2085,47,55
2086,47,56
2087,47,57
2088,47,58
2089,47,59
2090,47,60
2091,47,61
2092,47,62
2093,47,63
2094,47,64
2095,47,65
2096,47,66
2097,47,67
2098,47,68
2099,47,69
2100,47,70
2101,47,71
2102,47,72
2103,47,73
2104,47,74
2105,47,75
2106,47,76
2107,48,0
2108,48,1
2109,48,2
2110,49,0
2111,49,1
2112,49,2
2113,49,3
2114,49,4
2115,49,5
2116,49,6
2117,49,7
2118,49,8
2119,49,9
2120,49,10
2121,49,11
2122,49,12
2123,50,0
2124,50,1
2125,50,2
2126,50,3
2127,50,4
2128,50,5
2129,50,6
2130,50,7
2131,50,8
2132,50,9
2133,50,10
2134,50,11
2135,50,12
2136,50,13
2137,50,14
