doc_id,para_num,sent_num
308,14,17
309,14,18
310,14,19
311,14,20
312,14,21
313,14,22
314,14,23
315,14,24
316,14,25
317,14,26
318,14,27
319,14,28
320,14,29
321,14,30
322,14,31
323,14,32
324,14,33
325,14,34
326,14,35
327,14,36
328,14,37
329,14,38
330,14,39
331,14,40
332,14,41
333,14,42
334,14,43
335,14,44
336,14,45
337,14,46
338,14,47
339,14,48
340,14,49
341,14,50
342,14,51
343,14,52
344,14,53
345,14,54
346,14,55
347,14,56
348,14,57
349,14,58
350,14,59
351,14,60
352,14,61
353,14,62
354,14,63
355,14,64
356,14,65
357,14,66
358,14,67
359,14,68
360,14,69
361,14,70
362,14,71
363,14,72
364,14,73
365,14,74
366,14,75
367,14,76
368,14,77
369,14,78
370,14,79
371,14,80
372,14,81
373,14,82
374,14,83
375,14,84
376,14,85
377,14,86
378,15,0
379,15,1
380,15,2
381,15,3
382,15,4
383,15,5
384,15,6
385,15,7
386,15,8
387,15,9
388,15,10
389,15,11
390,15,12
391,15,13
392,15,14
393,15,15
394,15,16
395,15,17
396,15,18
397,15,19
398,15,20
399,15,21
400,15,22
401,15,23
402,15,24
403,16,0
404,16,1
405,16,2
406,16,3
407,16,4
408,16,5
409,16,6
410,16,7
411,16,8
412,16,9
413,16,10
414,16,11
415,17,0
416,17,1
417,17,2
418,17,3
419,17,4
420,17,5
421,17,6
422,17,7
423,17,8
424,17,9
425,17,10
426,17,11
427,17,12
428,17,13
429,17,14
430,17,15
431,17,16
432,17,17
433,18,0
434,18,1
435,18,2
436,18,3
437,18,4
438,18,5
439,18,6
440,18,7
441,18,8
442,18,9
443,18,10
444,19,0
445,19,1
446,19,2
447,19,3
448,19,4
449,19,5
450,19,6
451,19,7
452,19,8
453,19,9
454,19,10
455,19,11
456,19,12
457,19,13
458,19,14
459,19,15
460,19,16
461,19,17
462,19,18
463,19,19
464,19,20
465,19,21
466,19,22
467,19,23
468,19,24
469,20,0
470,20,1
471,20,2
472,20,3
473,20,4
474,20,5
475,20,6
476,20,7
477,20,8
478,20,9
479,20,10
480,20,11
481,20,12
482,20,13
483,20,14
484,20,15
485,20,16
486,20,17
487,20,18
488,20,19
489,20,20
490,20,21
491,20,22
492,20,23
493,20,24
494,20,25
495,20,26
496,20,27
497,20,28
498,20,29
499,20,30
500,20,31
501,20,32
502,20,33
503,20,34
504,20,35
505,21,0
506,21,1
507,21,2
508,21,3
509,21,4
510,21,5
511,22,0
512,22,1
513,22,2
514,22,3
515,22,4
516,22,5
517,22,6
518,22,7
519,22,8
520,22,9
521,22,10
522,22,11
523,22,12
524,22,13
525,22,14
526,22,15
527,22,16
528,22,17
529,22,18
530,22,19
531,22,20
532,22,21
533,22,22
534,22,23
535,22,24
536,22,25
537,22,26
538,22,27
539,22,28
540,22,29
541,22,30
542,22,31
543,22,32
544,22,33
545,22,34
546,22,35
547,22,36
548,22,37
549,22,38
550,22,39
551,22,40
552,22,41
553,22,42
554,22,43
555,22,44
556,22,45
557,22,46
558,22,47
559,22,48
560,22,49
561,22,50
562,22,51
563,22,52
564,22,53
565,22,54
566,22,55
567,22,56
568,22,57
569,22,58
570,23,0
571,23,1
572,23,2
573,23,3
574,23,4
575,23,5
576,23,6
577,23,7
578,23,8
579,23,9
580,23,10
581,23,11
582,23,12
583,23,13
584,23,14
585,23,15
586,23,16
587,23,17
588,23,18
589,23,19
590,23,20
591,23,21
592,23,22
593,23,23
594,23,24
595,23,25
596,23,26
597,23,27
598,23,28
599,23,29
600,23,30
601,23,31
602,23,32
603,23,33
604,23,34
605,23,35
606,23,36
607,23,37
608,23,38
609,23,39
610,23,40
611,23,41
612,23,42
613,23,43
614,23,44
615,23,45
616,23,46
617,23,47
618,23,48
619,23,49
620,23,50
621,23,51
622,23,52
623,23,53
624,23,54
625,23,55
626,23,56
627,23,57
628,23,58
629,23,59
630,23,60
631,23,61
632,23,62
633,23,63
634,23,64
635,23,65
636,23,66
637,23,67
638,24,0
639,24,1
640,24,2
641,24,3
642,24,4
643,24,5
644,24,6
645,24,7
646,24,8
647,24,9
648,24,10
649,24,11
650,25,0
651,25,1
652,25,2
653,25,3
654,25,4
655,25,5
656,25,6
657,25,7
658,25,8
659,25,9
660,25,10
661,25,11
662,25,12
663,25,13
664,25,14
665,25,15
666,25,16
667,25,17
668,25,18
669,25,19
670,25,20
671,25,21
672,25,22
673,25,23
674,25,24
675,25,25
676,25,26
677,25,27
678,25,28
679,25,29
680,25,30
681,25,31
682,25,32
683,25,33
684,25,34
685,25,35
686,25,36
687,25,37
688,25,38
689,25,39
690,25,40
691,25,41
692,25,42
693,25,43
694,25,44
695,25,45
696,25,46
697,26,0
698,26,1
699,26,2
700,26,3
701,26,4
702,26,5
703,26,6
704,26,7
705,26,8
706,26,9
707,26,10
708,26,11
709,26,12
710,26,13
711,26,14
712,26,15
713,26,16
714,26,17
715,26,18
716,26,19
717,26,20
718,26,21
719,26,22
720,26,23
721,26,24
722,26,25
723,26,26
724,26,27
725,26,28
726,26,29
727,26,30
728,26,31
729,27,0
730,27,1
731,27,2
732,27,3
733,27,4
734,27,5
735,27,6
736,27,7
737,27,8
738,27,9
739,27,10
740,27,11
741,27,12
742,27,13
743,27,14
744,27,15
745,27,16
746,27,17
747,27,18
748,27,19
749,27,20
750,27,21
751,27,22
752,27,23
753,27,24
754,27,25
755,27,26
756,27,27
757,27,28
758,27,29
759,27,30
760,27,31
761,27,32
762,27,33
763,27,34
764,27,35
765,27,36
766,27,37
767,27,38
768,27,39
769,27,40
770,27,41
771,27,42
772,27,43
773,27,44
774,27,45
775,27,46
776,27,47
777,27,48
778,27,49
779,27,50
780,27,51
781,27,52
782,27,53
783,27,54
784,27,55
785,27,56
786,27,57
787,27,58
788,27,59
789,27,60
790,27,61
791,27,62
792,27,63
793,27,64
794,27,65
795,27,66
796,27,67
797,28,0
798,28,1
799,28,2
800,28,3
801,28,4
802,28,5
803,28,6
804,28,7
805,28,8
806,28,9
807,28,10
808,28,11
809,28,12
810,28,13
811,28,14
812,28,15
813,28,16
814,28,17
815,28,18
816,28,19
817,28,20
818,28,21
819,28,22
820,28,23
821,28,24
822,28,25
823,28,26
824,28,27
825,28,28
826,28,29
827,28,30
828,28,31
829,28,32
830,28,33
831,28,34
832,28,35
833,28,36
834,28,37
835,28,38
836,28,39
837,28,40
838,28,41
839,28,42
840,28,43
841,28,44
842,28,45
843,28,46
844,28,47
845,28,48
846,28,49
847,28,50
848,28,51
849,28,52
850,28,53
851,28,54
852,28,55
853,28,56
854,28,57
855,28,58
856,28,59
857,28,60
858,28,61
859,28,62
860,28,63
861,28,64
862,28,65
863,28,66
864,28,67
865,28,68
866,28,69
867,28,70
868,28,71
869,28,72
870,28,73
871,28,74
872,28,75
873,28,76
874,28,77
875,28,78
876,28,79
877,28,80
878,28,81
879,28,82
880,28,83
881,28,84
882,28,85
883,28,86
884,28,87
885,28,88
886,28,89
887,28,90
888,28,91
889,28,92
890,28,93
891,28,94
892,28,95
893,28,96
894,28,97
895,28,98
896,29,0
897,29,1
898,29,2
899,29,3
900,29,4
901,29,5
902,29,6
903,29,7
904,29,8
905,29,9
906,29,10
907,29,11
908,29,12
909,29,13
910,29,14
911,29,15
912,29,16
913,29,17
914,29,18
915,29,19
916,29,20
917,29,21
918,29,22
919,29,23
920,29,24
921,29,25
922,29,26
923,29,27
924,29,28
925,29,29
926,29,30
927,29,31
928,29,32
929,29,33
930,29,34
931,29,35
932,29,36
933,29,37
934,29,38
935,29,39
936,29,40
937,29,41
938,29,42
939,29,43
940,29,44
941,29,45
942,29,46
943,29,47
944,29,48
945,29,49
946,29,50
947,29,51
948,29,52
949,29,53
950,29,54
951,29,55
952,29,56
953,29,57
954,29,58
955,29,59
956,29,60
957,29,61
958,29,62
959,29,63
960,29,64
961,29,65
962,29,66
963,29,67
964,29,68
965,29,69
966,29,70
967,29,71
968,29,72
969,29,73
970,29,74
971,29,75
972,29,76
973,29,77
974,29,78
975,29,79
976,29,80
977,29,81
978,29,82
979,29,83
980,29,84
981,29,85
982,29,86
983,29,87
984,29,88
985,29,89
986,29,90
987,29,91
988,29,92
989,29,93
990,29,94
991,29,95
992,29,96
993,29,97
994,29,98
995,29,99
996,29,100
997,29,101
998,29,102
999,29,103
1000,29,104
1001,29,105
1002,29,106
1003,29,107
1004,29,108
1005,29,109
1006,29,110
1007,29,111
1008,29,112
1009,30,0
1010,30,1
1011,30,2
1012,30,3
1013,30,4
1014,30,5
1015,30,6
1016,30,7
1017,30,8
1018,30,9
1019,30,10
1020,30,11
1021,30,12
1022,30,13
1023,30,14
1024,30,15
1025,30,16
1026,30,17
1027,30,18
1028,30,19
1029,30,20
1030,30,21
1031,30,22
1032,30,23
1033,30,24
1034,30,25
1035,30,26
1036,30,27
1037,30,28
1038,30,29
1039,30,30
1040,30,31
1041,30,32
1042,30,33
1043,30,34
1044,30,35
1045,30,36
1046,30,37
1047,30,38
1048,30,39
1049,30,40
1050,30,41
1051,30,42
1052,30,43
1053,30,44
1054,30,45
1055,30,46
1056,30,47
1057,30,48
1058,30,49
1059,30,50
1060,30,51
1061,30,52
1062,30,53
1063,30,54
1064,30,55
1065,30,56
1066,30,57
1067,30,58
1068,30,59
1069,30,60
1070,30,61
1071,30,62
1072,30,63
1073,30,64
1074,30,65
1075,30,66
1076,30,67
1077,30,68
1078,30,69
1079,30,70
1080,30,71
1081,30,72
1082,30,73
1083,30,74
1084,30,75
1085,30,76
1086,30,77
1087,30,78
1088,30,79
1089,30,80
1090,30,81
1091,30,82
1092,30,83
1093,30,84
1094,30,85
1095,30,86
1096,30,87
1097,31,0
1098,31,1
1099,31,2
1100,31,3
1101,31,4
1102,31,5
1103,31,6
1104,31,7
1105,31,8
1106,31,9
1107,31,10
1108,31,11
1109,31,12
1110,31,13
1111,31,14
1112,31,15
1113,31,16
1114,31,17
1115,31,18
1116,31,19
1117,31,20
1118,31,21
1119,31,22
1120,31,23
1121,31,24
1122,31,25
1123,31,26
1124,31,27
1125,31,28
1126,31,29
1127,31,30
1128,31,31
1129,31,32
1130,31,33
1131,31,34
1132,31,35
1133,31,36
1134,31,37
1135,31,38
1136,31,39
1137,31,40
1138,31,41
1139,31,42
1140,31,43
1141,31,44
1142,31,45
1143,31,46
1144,31,47
1145,31,48
1146,31,49
1147,31,50
1148,31,51
1149,31,52
1150,31,53
1151,31,54
1152,31,55
1153,31,56
1154,31,57
1155,31,58
1156,31,59
1157,31,60
1158,31,61
1159,31,62
1160,31,63
1161,31,64
1162,31,65
1163,31,66
1164,31,67
1165,31,68
1166,31,69
1167,31,70
1168,32,0
1169,32,1
1170,32,2
1171,32,3
1172,32,4
1173,32,5
1174,32,6
1175,33,0
1176,33,1
1177,33,2
1178,33,3
1179,33,4
1180,33,5
1181,33,6
1182,33,7
1183,33,8
1184,33,9
1185,33,10
1186,33,11
1187,33,12
1188,33,13
1189,33,14
1190,33,15
1191,33,16
1192,33,17
1193,33,18
1194,33,19
1195,33,20
1196,33,21
1197,33,22
1198,33,23
1199,33,24
1200,33,25
1201,33,26
1202,33,27
1203,33,28
1204,34,0
1205,34,1
1206,34,2
1207,34,3
1208,34,4
1209,34,5
1210,34,6
1211,34,7
1212,34,8
1213,34,9
1214,34,10
1215,34,11
1216,34,12
1217,34,13
1218,34,14
1219,34,15
1220,34,16
1221,34,17
1222,34,18
1223,34,19
1224,34,20
1225,34,21
1226,34,22
1227,34,23
1228,34,24
1229,34,25
1230,34,26
1231,35,0
1232,35,1
1233,35,2
1234,35,3
1235,35,4
1236,35,5
1237,35,6
1238,35,7
1239,35,8
1240,35,9
1241,35,10
1242,35,11
1243,35,12
1244,35,13
1245,35,14
1246,35,15
1247,35,16
1248,35,17
1249,35,18
1250,35,19
1251,35,20
1252,35,21
1253,35,22
1254,35,23
1255,35,24
1256,36,0
1257,36,1
1258,36,2
1259,36,3
1260,36,4
1261,36,5
1262,36,6
1263,36,7
1264,36,8
1265,37,0
1266,37,1
1267,37,2
1268,37,3
1269,37,4
1270,37,5
1271,37,6
1272,37,7
1273,37,8
1274,37,9
1275,37,10
1276,37,11
1277,37,12
1278,37,13
1279,37,14
1280,37,15
1281,37,16
1282,37,17
1283,37,18
1284,37,19
1285,37,20
1286,38,0
1287,38,1
1288,38,2
1289,38,3
1290,38,4
1291,38,5
1292,38,6
1293,39,0
1294,39,1
1295,39,2
1296,39,3
1297,39,4
1298,39,5
1299,39,6
1300,39,7
1301,39,8
1302,39,9
1303,39,10
1304,39,11
1305,39,12
1306,39,13
1307,39,14
1308,39,15
1309,39,16
1310,39,17
1311,39,18
1312,39,19
1313,39,20
1314,39,21
1315,39,22
1316,39,23
1317,39,24
1318,39,25
1319,39,26
1320,39,27
1321,39,28
1322,39,29
1323,39,30
1324,39,31
1325,39,32
1326,39,33
1327,39,34
1328,39,35
1329,39,36
1330,39,37
1331,39,38
1332,39,39
1333,39,40
1334,39,41
1335,39,42
1336,39,43
1337,39,44
1338,39,45
1339,39,46
1340,39,47
1341,39,48
1342,39,49
1343,39,50
1344,39,51
1345,39,52
1346,39,53
1347,39,54
1348,40,0
1349,40,1
1350,40,2
1351,40,3
1352,40,4
1353,40,5
1354,40,6
1355,40,7
1356,40,8
1357,40,9
1358,40,10
1359,40,11
1360,40,12
1361,40,13
1362,40,14
1363,40,15
1364,40,16
1365,40,17
1366,40,18
1367,40,19
1368,40,20
1369,40,21
1370,40,22
1371,40,23
1372,40,24
1373,40,25
1374,40,26
1375,40,27
1376,40,28
1377,40,29
1378,40,30
1379,40,31
1380,41,0
1381,41,1
1382,41,2
1383,41,3
1384,41,4
1385,41,5
1386,41,6
1387,41,7
1388,42,0
1389,42,1
1390,42,2
1391,42,3
1392,42,4
1393,42,5
1394,42,6
1395,42,7
1396,42,8
1397,42,9
1398,42,10
1399,42,11
1400,42,12
1401,42,13
1402,42,14
1403,42,15
1404,42,16
1405,42,17
1406,42,18
1407,42,19
1408,42,20
1409,42,21
1410,42,22
1411,42,23
1412,42,24
1413,42,25
1414,42,26
1415,42,27
1416,42,28
1417,42,29
1418,42,30
1419,42,31
1420,42,32
1421,42,33
1422,43,0
1423,43,1
1424,43,2
1425,43,3
1426,43,4
1427,43,5
1428,43,6
1429,43,7
1430,43,8
1431,43,9
1432,43,10
1433,43,11
1434,43,12
1435,43,13
1436,43,14
1437,43,15
1438,43,16
1439,43,17
1440,43,18
1441,43,19
1442,43,20
1443,43,21
1444,43,22
1445,43,23
1446,43,24
1447,43,25
1448,43,26
1449,43,27
1450,43,28
1451,43,29
1452,43,30
1453,43,31
1454,44,0
1455,44,1
1456,44,2
1457,44,3
1458,44,4
1459,44,5
1460,44,6
1461,44,7
1462,44,8
1463,45,0
1464,45,1
1465,45,2
1466,45,3
1467,45,4
1468,45,5
1469,45,6
1470,46,0
1471,46,1
1472,46,2
1473,46,3
1474,46,4
1475,46,5
1476,46,6
1477,46,7
1478,46,8
1479,46,9
1480,46,10
1481,46,11
1482,46,12
1483,46,13
1484,46,14
1485,46,15
1486,46,16
1487,46,17
1488,46,18
1489,46,19
1490,46,20
1491,46,21
1492,46,22
1493,46,23
1494,46,24
1495,46,25
1496,46,26
1497,46,27
1498,46,28
1499,46,29
1500,46,30
1501,46,31
1502,46,32
1503,46,33
1504,46,34
1505,46,35
1506,46,36
1507,46,37
1508,46,38
1509,46,39
1510,46,40
1511,46,41
1512,46,42
1513,46,43
1514,46,44
1515,46,45
1516,46,46
1517,46,47
1518,46,48
1519,46,49
1520,46,50
1521,46,51
1522,47,0
1523,47,1
1524,47,2
1525,47,3
1526,47,4
1527,47,5
1528,47,6
1529,47,7
1530,47,8
1531,47,9
1532,47,10
1533,47,11
1534,47,12
1535,48,0
1536,48,1
1537,48,2
1538,48,3
1539,48,4
1540,48,5
1541,48,6
1542,48,7
1543,48,8
1544,48,9
1545,48,10
1546,48,11
1547,48,12
1548,48,13
1549,48,14
1550,48,15
1551,49,0
1552,49,1
1553,49,2
1554,49,3
1555,49,4
1556,49,5
1557,49,6
1558,49,7
1559,49,8
1560,49,9
1561,49,10
1562,49,11
1563,49,12
1564,49,13
1565,49,14
1566,49,15
1567,49,16
1568,49,17
1569,49,18
1570,49,19
1571,49,20
1572,49,21
1573,49,22
1574,49,23
1575,49,24
1576,49,25
1577,49,26
1578,49,27
1579,49,28
1580,50,0
1581,50,1
1582,51,0
1583,51,1
1584,51,2
1585,51,3
1586,51,4
1587,51,5
1588,51,6
1589,51,7
1590,51,8
1591,51,9
1592,51,10
1593,51,11
1594,51,12
1595,51,13
1596,51,14
1597,51,15
1598,51,16
1599,51,17
1600,51,18
1601,51,19
1602,51,20
1603,51,21
1604,51,22
1605,51,23
1606,51,24
1607,51,25
1608,51,26
1609,51,27
1610,51,28
1611,51,29
1612,51,30
1613,51,31
1614,51,32
1615,51,33
1616,51,34
1617,51,35
1618,51,36
1619,51,37
1620,51,38
1621,51,39
1622,51,40
1623,51,41
1624,51,42
1625,51,43
1626,51,44
1627,52,0
1628,52,1
1629,52,2
1630,52,3
1631,52,4
1632,52,5
1633,52,6
1634,52,7
1635,52,8
1636,52,9
1637,52,10
1638,53,0
1639,53,1
1640,53,2
1641,53,3
1642,53,4
1643,53,5
1644,53,6
1645,53,7
1646,53,8
1647,53,9
1648,53,10
1649,53,11
1650,53,12
1651,53,13
1652,53,14
1653,53,15
1654,53,16
1655,53,17
1656,53,18
1657,53,19
1658,53,20
1659,53,21
1660,53,22
1661,53,23
1662,54,0
1663,54,1
1664,54,2
1665,54,3
1666,54,4
1667,55,0
1668,55,1
1669,55,2
1670,55,3
1671,55,4
1672,55,5
1673,55,6
1674,55,7
1675,55,8
1676,55,9
1677,55,10
1678,55,11
1679,55,12
1680,55,13
1681,55,14
1682,55,15
1683,55,16
1684,55,17
1685,55,18
1686,55,19
1687,55,20
1688,55,21
1689,55,22
1690,55,23
1691,55,24
1692,55,25
1693,55,26
1694,55,27
1695,55,28
1696,55,29
1697,55,30
1698,55,31
1699,55,32
1700,56,0
1701,56,1
1702,56,2
1703,56,3
1704,56,4
1705,56,5
1706,56,6
1707,56,7
1708,56,8
1709,56,9
1710,56,10
1711,56,11
1712,56,12
1713,56,13
1714,56,14
1715,56,15
1716,56,16
1717,56,17
1718,56,18
1719,56,19
1720,56,20
1721,56,21
1722,56,22
1723,56,23
1724,56,24
1725,56,25
1726,56,26
1727,56,27
1728,56,28
1729,56,29
1730,56,30
1731,56,31
1732,56,32
1733,56,33
1734,56,34
1735,56,35
1736,56,36
1737,56,37
1738,56,38
1739,56,39
1740,56,40
1741,56,41
1742,56,42
1743,56,43
1744,56,44
1745,56,45
1746,56,46
1747,56,47
1748,56,48
1749,56,49
1750,56,50
1751,56,51
1752,56,52
1753,56,53
1754,57,0
1755,57,1
1756,57,2
1757,57,3
1758,57,4
1759,57,5
1760,57,6
1761,57,7
1762,57,8
1763,57,9
1764,57,10
1765,57,11
1766,57,12
1767,57,13
1768,57,14
1769,57,15
1770,57,16
1771,57,17
1772,57,18
1773,57,19
1774,57,20
1775,57,21
1776,57,22
1777,57,23
1778,57,24
1779,57,25
1780,57,26
1781,57,27
1782,57,28
1783,57,29
1784,57,30
1785,57,31
1786,57,32
1787,57,33
1788,57,34
1789,57,35
1790,57,36
1791,57,37
1792,57,38
1793,57,39
1794,57,40
1795,57,41
1796,57,42
1797,57,43
1798,57,44
1799,57,45
1800,57,46
1801,57,47
1802,58,0
1803,58,1
1804,58,2
1805,58,3
1806,58,4
1807,58,5
1808,58,6
1809,58,7
1810,58,8
1811,58,9
1812,58,10
1813,58,11
1814,58,12
1815,58,13
1816,58,14
1817,58,15
1818,58,16
1819,58,17
1820,58,18
1821,58,19
1822,58,20
1823,58,21
1824,58,22
1825,58,23
1826,58,24
1827,58,25
1828,58,26
1829,58,27
1830,58,28
1831,58,29
1832,58,30
1833,58,31
1834,58,32
1835,58,33
1836,58,34
1837,58,35
1838,58,36
1839,58,37
1840,58,38
1841,58,39
1842,58,40
1843,58,41
1844,58,42
1845,58,43
1846,58,44
1847,58,45
1848,58,46
1849,58,47
1850,58,48
1851,58,49
1852,58,50
1853,58,51
1854,58,52
1855,58,53
1856,58,54
1857,58,55
1858,59,0
1859,59,1
1860,59,2
1861,59,3
1862,59,4
1863,59,5
1864,59,6
1865,59,7
1866,59,8
1867,59,9
1868,59,10
1869,59,11
1870,59,12
1871,59,13
1872,59,14
1873,59,15
1874,59,16
1875,59,17
1876,59,18
1877,59,19
1878,59,20
1879,59,21
1880,60,0
1881,60,1
1882,60,2
1883,60,3
1884,60,4
1885,60,5
1886,60,6
1887,60,7
1888,60,8
1889,60,9
1890,60,10
1891,60,11
1892,60,12
1893,60,13
1894,60,14
1895,60,15
1896,60,16
1897,60,17
1898,60,18
1899,60,19
1900,60,20
1901,60,21
1902,60,22
1903,60,23
1904,60,24
1905,60,25
1906,60,26
1907,60,27
1908,60,28
1909,60,29
1910,60,30
1911,61,0
1912,61,1
1913,61,2
1914,61,3
1915,61,4
1916,61,5
1917,61,6
1918,61,7
1919,61,8
1920,61,9
1921,61,10
1922,61,11
1923,61,12
1924,61,13
1925,61,14
1926,61,15
1927,61,16
1928,61,17
1929,61,18
1930,61,19
1931,61,20
1932,61,21
1933,61,22
1934,61,23
1935,61,24
1936,61,25
1937,61,26
1938,61,27
1939,61,28
1940,61,29
1941,61,30
1942,61,31
1943,61,32
1944,61,33
1945,62,0
1946,62,1
1947,62,2
1948,62,3
1949,62,4
1950,62,5
1951,62,6
1952,62,7
1953,62,8
1954,62,9
1955,62,10
1956,62,11
1957,62,12
1958,62,13
1959,62,14
1960,62,15
1961,62,16
1962,62,17
1963,62,18
1964,62,19
1965,62,20
1966,62,21
1967,62,22
1968,62,23
1969,62,24
1970,62,25
1971,62,26
1972,62,27
1973,62,28
1974,62,29
1975,62,30
1976,62,31
1977,62,32
1978,62,33
1979,62,34
1980,62,35
1981,62,36
1982,62,37
1983,62,38
1984,62,39
1985,62,40
1986,62,41
1987,62,42
1988,62,43
1989,62,44
1990,62,45
1991,62,46
1992,62,47
1993,62,48
1994,62,49
1995,62,50
1996,62,51
1997,62,52
1998,62,53
1999,62,54
2000,62,55
2001,62,56
2002,62,57
2003,62,58
2004,62,59
2005,62,60
2006,62,61
2007,62,62
2008,62,63
2009,62,64
2010,62,65
2011,62,66
2012,62,67
2013,62,68
2014,62,69
2015,62,70
2016,62,71
2017,62,72
2018,62,73
2019,62,74
2020,62,75
2021,62,76
2022,62,77
2023,62,78
2024,62,79
2025,62,80
2026,63,0
2027,63,1
2028,63,2
2029,63,3
2030,63,4
2031,63,5
2032,63,6
2033,63,7
2034,63,8
2035,63,9
2036,63,10
2037,63,11
2038,63,12
2039,63,13
2040,63,14
2041,63,15
2042,63,16
2043,63,17
2044,63,18
2045,63,19
2046,63,20
2047,63,21
2048,63,22
2049,63,23
2050,63,24
2051,63,25
2052,63,26
2053,63,27
2054,63,28
2055,63,29
2056,63,30
2057,63,31
2058,63,32
2059,63,33
2060,63,34
2061,63,35
2062,63,36
2063,63,37
2064,63,38
2065,63,39
2066,63,40
2067,63,41
2068,63,42
2069,63,43
2070,63,44
2071,63,45
2072,63,46
2073,63,47
2074,63,48
2075,63,49
2076,63,50
2077,63,51
2078,63,52
2079,63,53
2080,63,54
2081,63,55
2082,63,56
2083,63,57
2084,63,58
2085,64,0
2086,64,1
2087,64,2
2088,64,3
2089,64,4
2090,64,5
2091,64,6
2092,64,7
2093,64,8
2094,64,9
2095,64,10
2096,64,11
2097,64,12
2098,64,13
2099,64,14
2100,64,15
2101,64,16
2102,64,17
2103,64,18
2104,64,19
2105,64,20
2106,64,21
2107,64,22
2108,64,23
2109,64,24
2110,64,25
2111,64,26
2112,64,27
2113,64,28
2114,64,29
2115,64,30
2116,64,31
2117,64,32
2118,64,33
2119,64,34
2120,64,35
2121,64,36
2122,64,37
2123,64,38
2124,64,39
2125,64,40
2126,64,41
2127,64,42
2128,65,0
2129,65,1
2130,65,2
2131,65,3
2132,65,4
2133,65,5
2134,65,6
2135,65,7
2136,65,8
2137,65,9
