doc_id,parte,capit,sent_num
207,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",12
208,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",13
209,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",14
210,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",15
211,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",16
212,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",17
213,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",18
214,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",19
215,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",20
216,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",21
217,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",22
218,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",23
219,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",24
220,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",25
221,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",26
222,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",27
223,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",28
224,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",29
225,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",30
226,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",31
227,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",32
228,UKAB',"K'EJE K'UT XCHIQAB'IJ CHIK TA XKAMIK WUQUB' KAK'IX,",33
