para_num,term_str,n
20,va,1
20,vbi,1
20,vmeal,1
20,vtzihoxic,1
21,acanoc,1
21,achih,1
21,ahau,3
21,ahpu,3
21,ahuchan,1
21,ahvqhan,1
21,are,5
21,auiquicab,1
21,bac,7
21,cab,2
21,caban,1
21,cabixic,1
21,cacamic,1
21,cacha,1
21,cachocon,1
21,caculha,2
21,cahau,2
21,canuraih,1
21,canutao,1
21,capoh,9
21,caraih,1
21,catacan,1
21,cate,2
21,catoc,1
21,caxah,1
21,chac,1
21,chah,1
21,chaliquiba,1
21,chaue,1
21,chave,1
21,che,6
21,chi,4
21,chibec,1
21,chic,2
21,chicamic,1
21,chila,1
21,chipi,1
21,chipitz,1
21,chiquech,1
21,chire,2
21,chirech,1
21,chirib,1
21,chitzacatahic,1
21,chitzihox,1
21,chitzihoxic,1
21,chivachin,1
21,chivi,1
21,chizach,1
21,chub,2
21,chucab,1
21,chumaihah,1
21,chup,1
21,chupam,1
21,chupel,1
21,chuvach,2
21,chuxe,1
21,chuxibih,1
21,chuxoc,2
21,colocoxinac,1
21,cu,3
21,cuchumaquic,2
21,curi,1
21,cut,17
21,hiiaa,1
21,holom,1
21,hun,6
21,hunahpu,1
21,hunoc,1
21,huracan,1
21,huzu,1
21,huzuc,1
21,ic,1
21,laquita,1
21,ma,1
21,macaraih,1
21,macuhabi,1
21,mahabi,2
21,maixel,1
21,mapu,1
21,maqui,1
21,maquicam,1
21,maquizach,1
21,mavi,2
21,mi,2
21,naoh,2
21,naol,2
21,naquipa,1
21,naquipe,1
21,nimahau,1
21,nu,3
21,pa,1
21,patzih,1
21,pixab,1
21,pu,2
21,pucab,1
21,pucbal,1
21,puch,1
21,qo,1
21,quehe,5
21,qui,3
21,quia,1
21,quitzih,1
21,quivinaquiric,1
21,quz,2
21,ral,1
21,raxa,1
21,ri,17
21,rochoch,2
21,rumal,4
21,ta,14
21,tac,1
21,tacal,1
21,tah,2
21,tiquil,2
21,utzbala,1
21,v,5
21,vacaquib,1
21,vache,1
21,vae,1
21,vbaquil,1
21,vbi,3
21,vcahau,2
21,vcaxah,1
21,vchub,2
21,ve,4
21,vholom,3
21,vi,3
21,vila,1
21,vilana,1
21,vinac,1
21,vla,1
21,vleu,1
21,vloc,1
21,vmeal,1
21,vmial,1
21,vqahol,4
21,vqoheic,1
21,vtuquel,1
21,vtz,1
21,vtzalihic,1
21,vtzih,1
21,vtzihoxic,1
21,vvach,5
21,vvcub,1
21,vviquicab,1
21,xa,5
21,xachub,1
21,xapon,1
21,xaretal,1
21,xavi,2
21,xavtiohil,1
21,xbalanque,1
21,xbec,1
21,xbÿx,1
21,xchin,1
21,xichicanahic,1
21,xma,1
21,xnauachil,1
21,xnuban,1
21,xnuya,1
21,xol,1
21,xopon,1
21,xpetic,1
21,xqha,6
21,xqhari,1
21,xqhau,1
21,xqhavic,1
21,xquibano,1
21,xquic,1
21,xril,1
21,xuliquiba,1
21,xunicoh,1
21,xuqhaxic?,1
21,xuta,2
21,xvinaquir,1
21,xzacat,1
22,a,3
22,acahau,1
22,acanoc,2
22,achih,2
22,ahauab,7
22,ahchoce,1
22,al,1
22,alac,1
22,apanoc,1
22,are,5
22,at,3
22,aval,1
22,bala,3
22,ca,1
22,cabin,1
22,cac,1
22,cacahtanabec,1
22,cah,1
22,cahau,1
22,cahib,1
22,cahoc,1
22,came,7
22,canoc,2
22,capoh,8
22,catcamic,1
22,cate,5
22,caturur,1
22,cauaba,1
22,chacatah,1
22,chacoto,1
22,chah,1
22,chanim,1
22,chapam,1
22,che,5
22,chec,1
22,chi,4
22,chibe,1
22,chic,1
22,chicam,1
22,chicama,2
22,chicamic,1
22,chicat,1
22,chichih,1
22,chicoho,1
22,chicoloba,1
22,chicomah,1
22,chicu,1
22,chicul,1
22,chicut,1
22,chila,2
22,chiluu,1
22,chinaht,1
22,chinupam,1
22,chipuz,1
22,chipuzu,1
22,chique,2
22,chiquic,1
22,chiquichoh,1
22,chiquicololeh,1
22,chiquivach,2
22,chirech,1
22,chiya,1
22,chuchaxic,1
22,chuh,1
22,chupan,3
22,chuqhaxic,1
22,chutzinic,1
22,chuvach,3
22,chuvi,4
22,chuxic,2
22,chuxoc,3
22,co,1
22,coc,1
22,cochic,1
22,colo,1
22,colom,1
22,coloquic,1
22,conohel,4
22,cu,2
22,cubÿh,1
22,cucaam,1
22,cuchuma,1
22,cuchumaquic,1
22,cuq,1
22,curi,5
22,cut,20
22,e,3
22,holomax,2
22,hoxbal,1
22,hoxol,2
22,hul,1
22,hun,6
22,hunahpu,1
22,iitz,1
22,iqux,1
22,ivech,2
22,ivochoch,1
22,ix,3
22,ixahauab,2
22,ixtah,1
22,lal,1
22,locox,1
22,luhluh,2
22,macu,1
22,mahabi,2
22,mapa,1
22,mata,1
22,maui,7
22,meal?,1
22,mi,3
22,nacaya,1
22,naipu,1
22,naoh,1
22,naquila,1
22,naquipa,1
22,nu,3
22,numeal,1
22,oc,1
22,oh,1
22,pa,1
22,pazel,5
22,pucbal,1
22,puch,3
22,puz,1
22,puzbal,1
22,puzu,1
22,qha,1
22,qhacut,1
22,qo,3
22,qochi,2
22,quech,1
22,quehe,2
22,queheri,1
22,quequeta,1
22,quexel,1
22,quezeleuachin,1
22,qui,4
22,quic,8
22,quichelem,1
22,quinicamizah,1
22,quiquel,1
22,quitiquem,1
22,quitzih,2
22,quix,1
22,qux,3
22,quz,1
22,rahaual,1
22,rahpop,1
22,ral,2
22,re,1
22,rech,3
22,ri,29
22,rib,1
22,rih,3
22,ruc,1
22,rumal,6
22,ruq,1
22,ta,15
22,tama,1
22,te,1
22,tucur,3
22,tzaquic,1
22,tzaquixtah,1
22,tzih,2
22,uabai,1
22,utz,1
22,utzbala,1
22,v,8
22,va,2
22,vaal,2
22,vabanel,1
22,vacamic,1
22,vach,1
22,vachih,1
22,val,1
22,vana,1
22,varal,1
22,vcahau,1
22,vchi,1
22,vetaam,1
22,vholom,1
22,vhoxbal,1
22,vi,5
22,vila,1
22,vinac,1
22,vleu,1
22,vleuh,1
22,vloc,6
22,vmeal,1
22,vnatahic,1
22,vque,1
22,vquexel,1
22,vquexevach,1
22,vqux,5
22,vtz,3
22,vtzbala,2
22,vvaal,1
22,vvach,2
22,vvcub,2
22,vzibel,1
22,xa,5
22,xaqui,1
22,xbenumaihah,1
22,xbÿx,1
22,xcabeba,1
22,xchicacoh,1
22,xchicaya,1
22,xchiqui,1
22,xchiquihunam,1
22,xchiquitzololeh,1
22,xcop,1
22,xcul,1
22,xe,4
22,xebe,1
22,xebec,2
22,xel,1
22,xelic,2
22,xemoyvachixic,1
22,xeqha,1
22,xequiz,1
22,xere,1
22,xevqhax,1
22,xibalba,2
22,xil,1
22,xohvqhax,1
22,xopon,1
22,xoponic,1
22,xqha,7
22,xqhacut,1
22,xqhari,1
22,xqhauic,1
22,xquichaquih,1
22,xquicuch,1
22,xquina,1
22,xquinao,1
22,xu,1
22,xubinaah,1
22,xuchuieh,1
22,xuquia,1
22,xutzinic,2
22,xutzonoh,1
22,xuvon,1
22,xuxic,2
22,xvinaquiric,1
22,xzalih,1
22,yacatah,1
22,zamahel,4
22,zaquitoc,1
22,zel,3
22,εaε,6
22,εaεche,2
23,abanoh,1
23,abix,5
23,acam,1
23,acanoc,1
23,ahoxbal,1
23,ahpu,1
23,alcual,1
23,alib,1
23,alibla,1
23,anim,1
23,apa,3
23,are,3
23,at,5
23,atit,12
23,auvmal,1
23,avila,1
23,bala,2
23,batz,6
23,bi,1
23,bix,1
23,cabix,2
23,cabixic,1
23,cabÿh,1
23,cacat,1
23,caib,1
23,calah,1
23,cama,1
23,caminac,1
23,can,1
23,canoc,1
23,canubÿh,1
23,canutao,2
23,capoh,8
23,caquibano,1
23,cat,7
23,cate,3
23,catel,1
23,catpe,2
23,cauahvi,1
23,chahal,2
23,chapam,1
23,chaquih,1
23,chi,5
23,chiat,1
23,chibe,1
23,chic,2
23,chicau,1
23,chichu,2
23,chicop,1
23,chicut,5
23,chihuvi,1
23,chiloc,1
23,china,1
23,chinima,2
23,chipetic,1
23,chiquivaeh,1
23,chire,3
23,chiri,1
23,chivi,1
23,chivil,1
23,chouen,4
23,choven,2
23,chupam,1
23,chuxe,1
23,cotonic,1
23,cu,4
23,cubul,1
23,cumal,1
23,curi,2
23,cut,14
23,e,5
23,echa,5
23,enavinac,1
23,ha,2
23,hahacha,1
23,hal,3
23,hocam,1
23,hu,1
23,hun,18
23,hunahpu,3
23,huvi,2
23,ibare,1
23,in,6
23,ivila,1
23,ixoc,4
23,la,3
23,lal,3
23,ma,1
23,macol,1
23,maui,3
23,mi,5
23,na,1
23,nare,1
23,navila,1
23,nima,1
23,pa,5
23,pu,2
23,puch,7
23,qaxtoq,1
23,qazbol,1
23,qazlic,1
23,qo,7
23,qovi,1
23,que,1
23,quecha,1
23,quehe,1
23,queheri,1
23,queqha,1
23,quetal,1
23,queyaqueic,1
23,qui,2
23,quibi,2
23,quih,1
23,quila,1
23,quitzih,3
23,quiya,1
23,ral,1
23,re,2
23,rech,1
23,retal,1
23,ri,41
23,rib,1
23,rochoch,1
23,roxvi,1
23,rumal,2
23,ruq,2
23,ta,16
23,tacaloc,1
23,tul,2
23,tzihel,1
23,tziya,1
23,uvach,1
23,v,2
23,va,2
23,val,2
23,valib,5
23,valoc,1
23,vbeel,1
23,vbic,1
23,vca,1
23,vcaam,2
23,vcatbal,1
23,vchuch,2
23,vcoc,1
23,vcolibal,1
23,ve,2
23,vhat,1
23,vi,15
23,vloc,3
23,vqux,2
23,vtz,1
23,vtzbala,1
23,vvach,1
23,vvcub,1
23,vzamÿal,1
23,vziquixic,1
23,xa,8
23,xacu,1
23,xavi,2
23,xbalanque,1
23,xbe,2
23,xbec,1
23,xberila,1
23,xcacauix,1
23,xcanil,1
23,xcaxinic,1
23,xcha,1
23,xchincam,1
23,xealcalaba,1
23,xecamic,1
23,xecamvi,1
23,xecan,1
23,xere,4
23,xibalba,1
23,xinulic,1
23,xma,2
23,xoc,1
23,xopon,1
23,xoponic,1
23,xpe,2
23,xpetic,1
23,xpevi,1
23,xqha,7
23,xqhari,1
23,xqo,1
23,xqoloc,1
23,xquibano,1
23,xquic,2
23,xquiz,2
23,xril,2
23,xtoh,1
23,xuboc,1
23,xucam,1
23,xucut,1
23,xuhach,1
23,xul,4
23,xuqhax,3
23,xuqhaxic,1
23,xutaqueh,1
23,xuvachelaam,1
23,zac,1
23,zamÿ,1
23,zcaquin,1
23,zibanic,1
23,zu,1
24,ahpu,1
24,are,1
24,calaxic,1
24,chic,1
24,hun,1
24,xbalanque,1
24,xchicatzihoh,1
25,a,1
25,ah,1
25,ahau,1
25,ahbix,2
25,ahcot,1
25,ahilan,1
25,ahpu,7
25,ahzibab,1
25,ahzu,2
25,ala,1
25,apanoc,1
25,are,4
25,atit,4
25,atzaca,1
25,banoh,1
25,batz,11
25,bix,1
25,ca,2
25,cachac,1
25,cachbilan,1
25,cah,1
25,cahau,2
25,cahic,1
25,caib,1
25,calaxic,2
25,caminac,1
25,camtah,1
25,cante,1
25,capoh,1
25,caquilo,2
25,catahic,1
25,cate,6
25,catiha,1
25,catit,4
25,catz,7
25,catzih,1
25,catziquin,1
25,catzolcomih,1
25,cavach,1
25,caxcol,2
25,caxibin,1
25,cazah,2
25,chac,2
25,chacan,1
25,chach,1
25,chal,1
25,chanic,1
25,chaquic,1
25,che,12
25,che:,1
25,chi,8
25,chibe,1
25,chic,11
25,chicabano,1
25,chicah,1
25,chicalaxic,1
25,chicochoch,1
25,chicop,1
25,chicu,1
25,chicut,1
25,chihurehe,1
25,chiia,2
25,chila,1
25,chique,2
25,chiquech,3
25,chiquibano,2
25,chiquibil,1
25,chiquicuyu,1
25,chiquih,1
25,chiquiqux,1
25,chiquira,1
25,chiquiti,1
25,chire,2
25,chirech,1
25,chiri,3
25,chive,1
25,chivih,1
25,chixibalba,1
25,chixima,1
25,chouen,6
25,choven,5
25,chucab,1
25,chuch,1
25,chui,3
25,chuti,1
25,chutzin,1
25,chuvi,7
25,chuxe,2
25,chuxoc,1
25,cohbe,1
25,cohv,1
25,coy,2
25,cu,6
25,cucaam,2
25,cumal,6
25,cuq,1
25,curi,5
25,cut,29
25,e,9
25,enimac,1
25,epu,1
25,etamanel,2
25,ha,2
25,habi,1
25,he,2
25,huiub,1
25,hun,32
25,hupacha,1
25,huta,2
25,huyub,2
25,huzu,1
25,ibinic,1
25,ipam,1
25,iuvq,1
25,ivatz,2
25,ivcaam,1
25,ivex,1
25,ix,2
25,ixcachac,1
25,ixcatit,4
25,ixvi,1
25,la,1
25,libah,1
25,macu,6
25,mahabi,4
25,maihan,1
25,mal,1
25,mata,1
25,maui,6
25,mi,8
25,mipu,1
25,na,1
25,nabec,2
25,nahtic,1
25,naquila,2
25,naquipa,1
25,naual,1
25,nima,3
25,nimac,2
25,oc,2
25,oiouaric,1
25,pa,5
25,pahuiub,1
25,patac,1
25,pu,6
25,puch,6
25,qha,1
25,qiquin,7
25,qoheic,2
25,que,3
25,quebe,1
25,quecacaric,1
25,quecah,1
25,quechititic,1
25,quehe,3
25,queheri,3
25,queloεoxic,1
25,quetaam,2
25,quevaric,1
25,quevlic,1
25,quevohon,1
25,quevvlic,1
25,qui,22
25,quib,1
25,quibi,1
25,quicabi,1
25,quicabichal,1
25,quicha,1
25,quichac,3
25,quichaquimal,1
25,quichelah,1
25,quichi,1
25,quih,3
25,quila,1
25,quinaoh,1
25,quinauiquil,1
25,quitzih,1
25,quiva,1
25,quivaram,1
25,quix,2
25,quizilah,1
25,qux,2
25,quz,1
25,rail,1
25,rax,1
25,re,1
25,reri,1
25,retal,1
25,ri,22
25,rioh,1
25,ronohel,2
25,ru,1
25,rumal,5
25,ruq,2
25,ta,23
25,taam,1
25,tac,2
25,tob,1
25,toc,1
25,tocob,1
25,upam,1
25,uquexel,1
25,v,1
25,va,1
25,vach,2
25,vachibal,2
25,vachih,1
25,vae,1
25,vaim,1
25,vainac,1
25,vbi,2
25,vena,1
25,vi,9
25,vl,1
25,vloc,10
25,vpam,1
25,vquih,1
25,vtihovic,1
25,vtz,2
25,vtzam,2
25,vtzbala,2
25,vvbanic,2
25,vve,1
25,xa,12
25,xacu,1
25,xahix,1
25,xalan,1
25,xamaui,1
25,xapu,1
25,xavi,2
25,xbalan,1
25,xbalanque,7
25,xbaninac,1
25,xbizonic,1
25,xcacar,1
25,xcah,5
25,xcaminac,1
25,xchicabÿh,1
25,xchivil,1
25,xe,4
25,xeacanic,1
25,xealaxic,2
25,xebe,3
25,xebec,3
25,xecam,2
25,xecaxcobizaxic,1
25,xecha,2
25,xechacouic,1
25,xeculax,1
25,xeel,1
25,xeicou,1
25,xel,1
25,xenauinac,1
25,xenimaquir,1
25,xeoc,2
25,xeopon,1
25,xeoponic,1
25,xepoizaxic,1
25,xepu,1
25,xeqha,10
25,xequÿ,1
25,xerah,1
25,xere,2
25,xetana,1
25,xeuxic,1
25,xevinaquir,1
25,xevl,1
25,xevqhax,2
25,xevxic,1
25,xeya,2
25,xeyaque,1
25,xeyaqueic,1
25,xiban,1
25,xibanchique,1
25,xinicalaba,1
25,xinichiquiba,1
25,xnimar,1
25,xoh,1
25,xohpe,1
25,xohzachtah,1
25,xqha,2
25,xqhari,1
25,xquetaam,1
25,xquevlic,1
25,xquiban,1
25,xquibano,1
25,xquic,1
25,xquiculvachih,1
25,xquihuruba,1
25,xquil,1
25,xquitiquiba,2
25,xquivachibeh,1
25,xquizuah,1
25,xtzeenic,1
25,xu,1
25,xuric,1
25,xuxic,1
25,xzipoh,1
25,yoc,1
25,zac,1
25,zanic,2
25,zaquiric,1
25,ziquin,1
25,zu,1
25,zuanic,1
25,εaε,2
26,acan,1
26,ahbix,2
26,ahcot,1
26,ahpu,4
26,ahzib,1
26,ahzu,2
26,are,3
26,atit,6
26,batz,3
26,be,1
26,bec,1
26,bix,2
26,ca,1
26,cah,1
26,calabil,1
26,caquibano,1
26,caquitac,1
26,cate,5
26,catiha,1
26,catit,6
26,catz,1
26,caεruxruh,1
26,chac,1
26,chi,8
26,chibano,1
26,chic,14
26,chicabano,1
26,chichilita,1
26,chicop,1
26,chiih,1
26,china,1
26,chique,1
26,chiqui,1
26,chiquiho,1
26,chiquimal,1
26,chiquivach,2
26,chire,1
26,chiri,1
26,chiva,1
26,chixiriric,1
26,chouen,2
26,choven,1
26,chucah,2
26,chucatanah,1
26,chuch,1
26,chucuiuca,1
26,chutzeeh,1
26,chuxoc,1
26,chuziquih,1
26,cocchoch,1
26,cohom,1
26,coy,2
26,cu,4
26,cua,1
26,cuq,1
26,cut,8
26,e,4
26,ecoy,1
26,eiacatic,1
26,ha,1
26,huiub,1
26,hun,10
26,huzu,2
26,itze,1
26,itzel,1
26,ivÿ,1
26,ixcatit,5
26,libah,1
26,macama,1
26,machicu,1
26,macu,1
26,maixic,1
26,maui,2
26,mi,6
26,mul,3
26,mutzumac,1
26,nabe,1
26,naquipa,2
26,nim,1
26,oh,2
26,oher,2
26,oxmul,1
26,pa,6
26,pam,1
26,patac,1
26,pu,3
26,puch,5
26,qolic,1
26,quechelah,2
26,quehe,1
26,quehevi,1
26,quenabax,1
26,quevqhaxic,1
26,quexahou,1
26,quexahouic,2
26,qui,15
26,quib,1
26,quichicuyu,1
26,quichuch,1
26,quih,1
26,quinimarizah,1
26,quitzih,1
26,ququz,1
26,qux,2
26,ramaquelal,1
26,ratit,1
26,ri,19
26,roxmul,1
26,rumal,3
26,ruq,2
26,ta,14
26,tac,1
26,tzac,1
26,tze,1
26,tzeebal,1
26,ui,1
26,vach,4
26,vbi,1
26,vbic,1
26,vcamic,1
26,vchi,2
26,vinac,1
26,vl,1
26,vloc,4
26,vnicahal,1
26,vtze,3
26,vtzebal,1
26,vva,1
26,xa,4
26,xachilocoh,1
26,xacu,1
26,xavi,2
26,xax,1
26,xbalanque,3
26,xbizon,1
26,xcatih,1
26,xcatiho,1
26,xchicatiho,2
26,xcube,1
26,xe,6
26,xebe,1
26,xebec,1
26,xebinahic,1
26,xebixanic,1
26,xechicopiric,1
26,xecoheic,1
26,xecohomanic,1
26,xeoc,3
26,xeqha,3
26,xeqobic,1
26,xere,2
26,xerevi,1
26,xevl,2
26,xevlic,2
26,xevxic,2
26,xezachic,1
26,xeziquix,2
26,xezuan,2
26,xezuanic,2
26,xezuax,1
26,xil,2
26,xmucun,1
26,xpocolih,1
26,xqhari,1
26,xquecapixabah,1
26,xquecaziquih,1
26,xquibano,1
26,xquiyoc,1
26,xril,2
26,xtzeen,1
26,xtzeenic,1
26,xubinaah,1
26,xucui,1
26,ziquixic,1
26,zu,4
27,abix,2
27,abixic,4
27,abixom,1
27,acab,3
27,acanoc,2
27,ahilan,2
27,ahpu,6
27,anavi,1
27,anim,1
27,apa,2
27,apanoc,1
27,aqux,1
27,are,15
27,ate,1
27,auech,1
27,auetaam,1
27,avech,1
27,avecha,1
27,aε,2
27,bala,1
27,balam,2
27,bano,1
27,banoh,1
27,bari,1
27,bate,1
27,be,2
27,bic,1
27,bix,1
27,bÿc,1
27,ca,3
27,caam,3
27,cab,1
27,caban,1
27,cabano,1
27,cabec,1
27,cabix,2
27,cacan,1
27,cacaya,1
27,cachuch,1
27,cacou,1
27,canahoc,1
27,canoc,2
27,caquil,2
27,cat,1
27,catat,1
27,cate,10
27,cati,1
27,catit,8
27,catoh,3
27,catopon,1
27,catoquic,1
27,catz,1
27,catzotzotic,1
27,cava,1
27,cavarah,1
27,caεut,1
27,chabÿh,2
27,chacachoh,1
27,chacuxu,1
27,chap,1
27,chavil,1
27,che,9
27,cheenel,1
27,chi,9
27,chibe,1
27,chibec,2
27,chibeya,1
27,chic,10
27,chicachap,1
27,chicarico,1
27,chicatoh,1
27,chicayao,1
27,chichapo,1
27,chichapou,1
27,chicochoch,1
27,chicop,7
27,chicu,1
27,chicupuh,1
27,chicut,5
27,chiha,1
27,chilahahic,1
27,chimezcutahinac,1
27,china,1
27,chinac,1
27,chinbÿh,1
27,chipetic,1
27,chique,1
27,chiqui,1
27,chiquibano,3
27,chiquichiquiba,1
27,chiquiiuc,1
27,chiquipiz,1
27,chiquivach,1
27,chire,6
27,chiri,6
27,chirib,1
27,chirih,1
27,chitahin,1
27,chiticoh,1
27,chitzac,1
27,chive,1
27,chiya,1
27,cho,10
27,choc,1
27,chu,1
27,chubacala,1
27,chuban,1
27,chucab,1
27,chuch,2
27,chuhe,1
27,chupuquih,1
27,chuti,4
27,chutoloc,1
27,chutuquel,1
27,chutziloh,1
27,chuvach,3
27,chuvi,2
27,chuviha,1
27,cochoch,1
27,coh,2
27,cohabixic,1
27,cohmichouic,2
27,cohnohinic,1
27,cono,1
27,conohel,1
27,cu,7
27,cuban,1
27,cuchu,1
27,cuhoco,1
27,cumal,2
27,cupuh,2
27,curi,10
27,cut,31
27,cutam,1
27,cutbal,1
27,cuvvn,1
27,e,1
27,ha,1
27,habi,1
27,he,2
27,hel,1
27,huhun,1
27,hun,17
27,hunahpu,2
27,huyub,2
27,huzu,2
27,iac,1
27,iacatahinac,1
27,iaclin,2
27,iaol,1
27,ic,1
27,icah,4
27,icahau,2
27,ipatan,1
27,itzocopih,1
27,ivatit,2
27,ive,1
27,ivvmal,1
27,ivÿ,1
27,ix,1
27,ixcatit,5
27,ixim,1
27,ixqaholab,1
27,ixvÿ,1
27,la,3
27,loc,2
27,ma,1
27,macu,2
27,mahabi,1
27,mana,1
27,maquitzih,2
27,mata,1
27,maui,5
27,mavi,2
27,mi,10
27,mic,1
27,mier,1
27,mucumuxinac,1
27,na,4
27,nabe,1
27,naipu,1
27,naoh,2
27,naquila,2
27,naquirilo,1
27,nim,1
27,nima,7
27,nu,2
27,oh,4
27,pa,5
27,pacatoh,1
27,pachcab,1
27,pam,1
27,pec,1
27,petic,1
27,petoc,1
27,pu,6
27,puch,8
27,puholom,1
27,putumha,1
27,qaholab,3
27,qhabal,1
27,qhax,1
27,qiquin,2
27,qo,4
27,qolic,2
27,qovi,1
27,que,3
27,quebanou,1
27,quechelah,1
27,queh,4
27,quehe,1
27,queheri,1
27,quenebebic,1
27,queoponic,1
27,queqha,1
27,quetzabal,1
27,quevaic,1
27,quexel,1
27,qui,27
27,quib,4
27,quibio,1
27,quic,2
27,quica,1
27,quicab,1
27,quicah,1
27,quichapo,1
27,quichitahin,1
27,quih,4
27,quim,1
27,quin,1
27,quinac,1
27,quinaoh,1
27,quinvvchah,1
27,quiril,1
27,quitzih,4
27,quivach,1
27,quixic,2
27,quiz,1
27,qux,3
27,rech,1
27,recha,2
27,ri,38
27,rib,3
27,rizmal,1
27,ronohel,6
27,rumal,5
27,ruq,4
27,ruqhaxic,1
27,ta,30
27,tana,1
27,tanabala,1
27,tiquil,2
27,tum,1
27,tun,1
27,tzatz,1
27,tzih,1
27,uhe,1
27,uiri,1
27,uve,1
27,v,2
27,va,3
27,vach,1
27,vbac,1
27,vbi,2
27,vchapom,1
27,vecha,1
27,vhe,4
27,vi,10
27,vleu,3
27,vleuh,1
27,vlo,1
27,vmul,3
27,vna,1
27,vtiu,2
27,vtz,2
27,vtzbala,3
27,vtzihel,1
27,vvach,2
27,vvb,1
27,vvbanic,1
27,vvcub,1
27,vve,1
27,vvebalche,1
27,vvi,1
27,vxambe,1
27,vyaic,1
27,xa,13
27,xacu,3
27,xahu,1
27,xahuna,1
27,xaloc,2
27,xapa,1
27,xaquehe,1
27,xaui,2
27,xbalanque,6
27,xbizonic,1
27,xcam,3
27,xcaqui,1
27,xchicavarah,1
27,xcohbe,1
27,xcupucub,1
27,xe,2
27,xebanouic,1
27,xebatzonic,1
27,xebe,1
27,xebec,1
27,xecaam,1
27,xecam,1
27,xechaviheic,1
27,xeche,1
27,xecutun,1
27,xeel,1
27,xeicouic,1
27,xematzehe,1
27,xeopon,3
27,xeoponic,2
27,xepetic,3
27,xeqha,12
27,xequel,2
27,xeyopihic,1
27,xibalba,1
27,xil,1
27,xiquin,1
27,xmucur,3
27,xohcotzic,1
27,xohopon,1
27,xoquem,1
27,xpe,1
27,xpetic,1
27,xqha,4
27,xqhari,1
27,xqui,3
27,xquibano,1
27,xquicam,1
27,xquicateh,1
27,xquichapo,2
27,xquichiquiba,1
27,xquicot,1
27,xquina,7
27,xquipixab,1
27,xquipixabah,2
27,xquiporoh,1
27,xquitao,1
27,xquiteleh,1
27,xquitiquiba,2
27,xquituyuba,1
27,xquiya,2
27,xquiyoteh,1
27,xquize,1
27,xquizep,1
27,xrah,3
27,xu,1
27,xuban,1
27,xubÿh,1
27,xucam,2
27,xuqhaxic,1
27,xuya,1
27,xyopih,1
27,xzcatac,1
27,yac,1
27,yaoc,1
27,zaquil,1
27,ziz,2
27,zquin,1
27,zu,1
27,εab,1
27,εaε,2
28,a,1
28,acanoc,1
28,are,2
28,atit,1
28,bal,1
28,bate,1
28,be,1
28,ca,2
28,cacaraih,1
28,cacat,1
28,cachi,1
28,calah,1
28,canoc,1
28,catahin,1
28,cate,5
28,catit,9
28,catzapitahic,1
28,chaquih,2
28,chel,1
28,chi,5
28,chic,4
28,chicama,1
28,chicop,1
28,chicut,1
28,chicutu,1
28,chiquivach,1
28,chire,3
28,chirih,1
28,chitzapitah,1
28,chivila,1
28,chiya,3
28,cho,5
28,chuch,3
28,chupan,1
28,chutiho,1
28,chuvach,2
28,cohvtzin,1
28,colon,1
28,cu,3
28,cucaam,1
28,cuha,1
28,cuquia,1
28,curi,1
28,cut,13
28,cutum,3
28,enabe,1
28,ha,3
28,hizabah,1
28,hom,1
28,huhun,2
28,hun,4
28,hunam,1
28,ic,3
28,ix,1
28,lac,1
28,libah,2
28,macu,2
28,maui,1
28,mi,3
28,michbal,1
28,moyvachibal,1
28,na,2
28,naquipa,1
28,nu,1
28,oh,1
28,pa,2
28,pachcab,1
28,paha,1
28,paquebal,1
28,pu,1
28,puch,1
28,puvi,1
28,quebal,4
28,quehe,1
28,queheri,1
28,quenumic,1
28,queva,1
28,quevah,1
28,qui,9
28,quic,3
28,quipa,1
28,quum,1
28,qux,1
28,re,1
28,ri,11
28,ruc,1
28,rumal,1
28,ruq,1
28,ta,10
28,ti,2
28,tum,1
28,tzapi,1
28,tzih,2
28,uz,1
28,v,1
28,va,1
28,vach,1
28,vbeel,1
28,vbic,1
28,vcanaic,1
28,ve,1
28,vi,2
28,vla,2
28,vloc,1
28,vque,1
28,vvaal,1
28,vvach,3
28,vvb,1
28,xa,4
28,xan,2
28,xavi,1
28,xbe,1
28,xbec,1
28,xcah,1
28,xcoz,1
28,xcut,1
28,xebe,1
28,xeoponic,3
28,xepe,1
28,xeqha,4
28,xequel,1
28,xibano,1
28,xiquinha,1
28,xma,1
28,xoc,2
28,xohpetic,1
28,xopon,1
28,xqha,2
28,xquibano,1
28,xquil,1
28,xquilo,1
28,xquimahixtah,1
28,xquitac,2
28,xquitzahizah,1
28,xquitzapih,1
28,xquitzonoh,1
28,xtiquibax,1
28,xu,1
28,xuban,1
28,xuya,1
28,xvoro,1
28,yacal,1
28,yacalic,1
29,a,1
29,acanoc,1
29,ahauab,4
29,ahpu,3
29,apa,2
29,are,1
29,at,2
29,ataca,1
29,atit,2
29,ca,2
29,caanic,1
29,cab,1
29,cacha,1
29,cahau,1
29,came,2
29,camoc,1
29,canoc,3
29,canubico,1
29,canutaco,1
29,caqha,3
29,catanaic,1
29,catanic,1
29,catbe,2
29,cate,6
29,catit,2
29,catoho,1
29,catoponic,1
29,cavach,1
29,cavilo,2
29,chaa,1
29,chan,1
29,chanim,2
29,chauah,1
29,chauilana,1
29,chi,2
29,chibec,1
29,chic,5
29,chicochoch,2
29,chicut,3
29,chimalmat,1
29,chimalmatib,1
29,china,1
29,chinu,1
29,chinupam,1
29,chire,5
29,chirech,1
29,chiri,1
