chap_num,0,1,2,3,4
92,0.3522417675912375,-0.06754674249093551,0.21567737055250366,0.06219760158497322,0.11975660180319908
93,0.4308139785740612,-0.004519082238690314,0.05723885543362968,-0.17144629708944842,-0.09077951593397415
94,0.4561084617061753,0.0360708869354263,-0.11613744611652756,-0.2894652505919469,-0.12007081900662353
95,0.3130254810027188,0.11102259659865012,-0.1265367040555211,-0.14503828241924727,0.10424729454071721
96,0.2883364223772695,-0.05220870905520756,0.34174318136725657,-0.0847666608957852,0.05043653323798222
97,0.4421867913420663,-0.03748819626545312,-0.17065065854338224,0.06893526761770685,-0.06824986733493064
98,0.09430659021415637,0.20941431976197672,-0.23662384257365163,-0.00907260709200081,0.09923576718556446
99,0.3786728109649576,-0.0437620046598072,-0.07756623743312752,0.26526898290875534,-0.07171764680744289
100,0.42853272938587744,0.04747325494428343,0.0262222902132801,0.04192251745965886,-0.051932018967212994
101,0.3349491171240255,-0.05692951523345311,0.061866727496840336,0.23330200297385129,-0.19705628627314672
102,0.44717003871333627,-0.026815079873964264,-0.16699483683791902,0.21940276061208974,-0.15895736299409421
103,0.4601762341005254,0.1384342178575753,-0.20233227643378784,-0.1008394310850608,0.19528354463422498
104,0.36889035001227977,0.02162201240406927,0.03258778783749833,0.22670916859802118,-0.037173245618969675
105,0.33915383776187935,0.07079780669545824,-0.1121841997693601,-0.2951276205236222,0.0718801014995087
106,0.37826088897528587,0.13085460070695434,-0.31448427876178353,-0.2127754601813529,0.11477881937042804
107,0.3969712698061321,0.16353317366624787,-0.05466774259462698,-0.027897934236897976,0.5647031028138426
108,0.3501445907675186,-0.06881650290188258,0.06736973711456243,-0.3536968725809228,0.3593549124171478
109,0.43661598863928536,0.018763133889350445,-0.14908979999396438,-0.3185786881171264,-0.24207513943591963
110,0.48953165156672795,0.11975800842106664,-0.057865178780142947,-0.18161181649514396,-0.11232709379549391
111,0.40300113927042724,-0.013479521727880413,0.23509084639913366,0.002400000269212552,-0.17300405311833905
112,0.32180780030805306,0.2543122930990841,0.2976776072639753,-0.18910596259878967,-0.05686757995467761
113,0.4327107168230843,0.05825583671094243,-0.0295123735263974,-0.09700828283153365,0.07041963767900437
114,0.4162668363577421,0.1776920504744576,-0.18442357858294653,-0.22583489435390242,-0.05033233251774969
