para_id,H,I,A,F,B,E,D,G,C
137,0.0037877759717636853,0.008740218723311896,0.012367729711239134,2.2886536581248385e-39,1.2977201479661071e-14,6.6816896834588356e-21,4.5415773261027775e-26,3.9345083710437073e-38,8.678174787980865e-23
138,1.4848370865647988e-05,0.007044913677587123,0.017888592618605044,4.807098442318798e-10,4.9742125539856365e-15,0.0022020318549797403,2.9419121634043857e-14,4.010802255291374e-06,0.0003373891574228979
139,3.12740714596204e-07,0.010136461388931695,0.016358120885998653,3.1373301906177125e-13,0.005667736006362043,3.936425816105957e-15,0.0013543431689272128,4.347552373043792e-20,3.935239053308216e-18
140,6.391734254571449e-44,0.003709834282776712,0.012386334026598672,1.2119901965678104e-81,7.636141324379172e-41,8.828261111254777e-05,4.998240496500266e-67,1.1154674523466024e-56,4.420847615351684e-78
141,2.758046269490774e-66,0.0018545191483909044,0.014311563067424829,3.938461879916415e-85,1.908890910853053e-63,3.5266847813793587e-59,8.587352455663406e-68,1.9599898051145997e-77,1.5188607738422428e-71
142,2.7587492117701623e-46,6.322807874769602e-49,0.0094652219098318,5.604483090062878e-28,8.699383308708718e-43,9.641571977385327e-52,5.713822952810948e-34,1.2163856836856987e-53,3.732351373477959e-45
143,1.1085430748108177e-93,1.6023862268057085e-126,0.010381864151622127,1.0613306475624404e-125,1.6981578033045925e-127,3.8337875284946013e-79,2.9023620054973316e-92,2.1016291183779463e-98,2.665568639269732e-103
144,1.431598921804841e-47,7.866354762111278e-12,0.014418536825396237,6.040409693673482e-31,4.019236459639114e-58,1.8840374965529828e-81,1.6892488222564272e-66,2.1737736049238374e-62,7.678202057158576e-63
145,7.422928120127761e-37,8.959103512417315e-69,0.011061084367364617,2.9369887983399225e-37,1.4647826502761893e-101,6.218561233691573e-57,4.038957192896603e-70,1.6110903060682342e-73,2.7861839292256473e-84
146,7.247891347184788e-56,1.335077796840779e-53,0.012291723730956673,7.647908857595016e-43,1.3461410536176386e-76,1.0549662643313297e-57,1.9533294491259047e-93,4.0097186826248794e-119,4.5231407767503145e-112
147,2.652099715891703e-42,0.00048354557526897996,0.014958133642509818,3.4303709916305914e-32,1.8436770785164023e-65,2.202339088138362e-57,8.423381945444808e-80,3.219066353121858e-57,4.427722660250831e-68
148,5.394812967206509e-26,3.0175155457069455e-52,0.012888429832408675,2.5110011213672466e-52,3.0255637141048355e-65,1.6122380762808726e-46,2.0230841137433178e-30,5.738763077390802e-50,2.5435536547041803e-63
149,4.784867438408783e-121,9.048906880054555e-24,0.013140224139880448,1.3074487238002e-40,1.4101674163997155e-83,2.3270878397082106e-32,2.7157585362767547e-103,5.0369413808861044e-51,8.913005453403127e-136
150,6.340964988425474e-39,2.3458730296846698e-63,0.013715493227174063,8.192813182713552e-35,6.2691736881452985e-53,1.145695426105888e-75,6.628140766502729e-93,2.404474008714049e-62,2.220945341766193e-88
151,6.188940208731343e-10,3.2648050848867787e-21,0.01329670364187323,1.9450482249196555e-19,1.8720790787925965e-17,2.1730566784278435e-25,3.0337149952684778e-24,1.2949350651838017e-48,1.2863215576269589e-65
152,0.002893718741915141,4.8990467688024886e-12,0.014338259645778994,3.91812844988274e-29,1.824606420939703e-29,4.070437674549707e-22,5.3929301983986276e-58,7.886689966880965e-27,4.520942576581351e-42
