chap_num,B,C,E,D,A
28,0.020215994114993144,0.0021760771481439322,4.816281792265422e-05,3.728568637366201e-12,0.0006207902038699869
29,0.016555718096958223,0.005470501100969582,0.00015225454208437017,5.13307388314978e-09,1.5711473086288496e-09
30,0.017331447471882016,0.003289881667657557,0.0008672676585965736,6.701014819635818e-05,6.458397586734594e-09
31,0.014686177308853767,0.005022938675498885,0.0014268859487514207,0.0016040063658111412,5.772262475012129e-21
32,0.017861670730235694,4.208187389584683e-21,5.711017083246222e-09,0.0019867399948755543,4.3151207063112406e-07
33,0.0029300782613541207,0.01818347413004118,0.00010411843820181241,0.0009044428225291974,3.6577203108014234e-09
34,0.017819952157785625,0.0012849474513453977,0.00017418041521032206,0.0020164843861699804,0.000753292394187713
35,0.016739486421216098,0.004440017502835834,0.00122731101911917,0.0016236252749946916,0.0003547857085906459
36,0.016010778830155562,3.820897073424232e-06,0.0009007839141811281,0.0027534247859757146,0.0005535428157216278
37,0.017279350089668664,5.794466245984897e-05,2.645394135217953e-05,0.003388839202713612,2.5426737223162266e-06
38,0.021412208402101826,6.646671689533557e-11,5.087741532493636e-13,4.322231019282488e-06,0.0005238700992274145
39,0.015329623756632667,0.004922827014778573,0.0018881743749266174,0.00032465424958008746,0.0002776724193641819
40,0.020069273819696958,0.0033830910717986013,2.8007003927257497e-07,9.280419530671878e-07,0.00013324428495293137
41,0.01920043346192682,0.00015105622950824222,3.4968086560565736e-08,3.7479637671766733e-07,0.003971400697594246
42,0.01694936385560317,0.0043281316257981865,0.0002600849589283389,2.6557622085629193e-09,0.000530805455224447
43,0.018275686630693337,0.0015738288334672462,3.964413237191754e-05,0.0014828204910349806,5.7319250170492115e-05
44,0.014390649707411284,3.254193491664459e-15,0.0009927983766463138,0.005752601315673851,6.0839683587053074e-09
45,0.01979767933923279,0.00033007356364048824,4.261669262854489e-05,0.00010618276933135388,3.839999078179559e-09
46,0.02045362124945273,6.254982678855582e-07,7.330735268995427e-12,3.8567422508658806e-07,0.0010895095439329874
47,0.0012598756481393342,0.014673494590922025,9.048139866626721e-08,0.0021578188089722925,0.00333380587944682
48,1.2690304957321488e-06,0.019995184085042632,0.0005667800879821116,2.995673280223839e-16,0.0016363131904500003
49,2.5050058915415304e-09,0.018432290859847423,1.9658327004697865e-14,2.1488676752252592e-16,5.437499712915796e-20
50,0.01760808341990857,5.60891587956124e-21,1.3017774833121276e-10,0.0010093370499017764,6.312183826697545e-13
51,0.015044548384749017,6.550685313900796e-10,1.0715143642802082e-10,0.0029826907295881356,0.0019897769236112027
52,0.002898361862918676,7.188230569224154e-15,8.171000508637327e-18,0.014100528537964124,0.0020385574021172873
53,0.0014588948179907876,6.086235835093206e-08,0.007312570897789913,8.463682313358146e-06,0.01949779885028737
54,0.008997423722656939,7.04996551057321e-24,7.488523048659355e-07,0.000350590449942355,0.012983104476145648
55,1.2483192289426706e-11,2.5380610790375803e-16,7.796624762251927e-13,0.011029758346363744,0.000738598543112866
56,1.5621721407477207e-10,1.0575516831707538e-23,1.955604511025426e-15,0.020856303151447875,0.0008983067048452696
57,1.9655012916961484e-05,0.018709265898280168,0.003286464801936664,1.965586773046116e-05,5.518122755138717e-14
58,5.240194681521279e-09,0.01814361283572198,6.31785591386962e-08,8.036503841752579e-07,6.17264554361416e-08
59,8.485977781269382e-05,0.017798495603322497,2.978670336646982e-05,1.7788916926236493e-16,0.0013233021490229608
60,1.6180752633313113e-09,0.018196342035036162,1.1616994208827733e-16,9.076784063377374e-21,6.438560452811974e-18
61,2.4669987665043777e-09,0.01753985331612813,5.017479673101475e-19,2.7311238797393026e-34,2.6145943955017927e-28
62,3.553192008943078e-18,0.016807432775942002,5.622610887926164e-24,2.475254125766972e-24,1.2921104230933693e-34
63,1.2888373831872162e-07,0.015247401029019118,4.793244190774883e-17,2.0727573079570395e-10,1.3032539151705391e-27
64,2.0689080238461283e-10,0.01747205684970111,0.0010408438312467072,2.2249161099436e-18,1.0380658281538286e-17
65,3.4936722989416215e-09,0.018505291651337883,0.0001947851451773563,1.370370070124664e-10,5.559161310054579e-18
66,1.1150026325012185e-06,0.018769069134017005,2.2421964921108735e-06,1.6138129815331433e-14,2.621866275770737e-18
67,0.01086825736266005,5.737029137431342e-07,1.1864301137298068e-06,1.8331694691980384e-05,0.011413449749853413
68,0.011241601918868582,8.834322614047264e-11,3.2784164194312095e-08,0.005679099062311397,0.0025508996974329956
69,0.0017592626241611767,2.1994848226590506e-21,0.002116018769753673,0.017705092733663195,3.326733122478222e-05
70,3.135871769265334e-14,7.224362020513138e-19,6.134163572668521e-11,0.019147526740940564,0.002100596680569113
71,0.013834136449653115,0.0022192146239124366,0.0003188857998991844,3.0287992953135105e-09,7.232826921554555e-36
72,0.016627509883169078,1.4103747660626894e-06,1.4705623874326898e-15,1.744929642205146e-13,4.495156566039004e-11
73,0.000563004309319281,0.00395168503402749,0.01458510459798009,0.00023389971979836092,2.1715751845561363e-06
74,0.009140882932956042,1.1809073533125187e-07,0.00874189461126028,0.0024262998252178275,0.00021006960312849413
75,5.523825170036517e-19,5.0718851606227235e-33,0.018204714322889136,2.1021099437560023e-11,3.020791113992321e-18
76,0.0004041205650556789,2.769536490285856e-05,6.6218491180212335e-09,0.01899519547297634,0.0014831478994658475
77,3.507907204548079e-16,1.2644815481798608e-36,1.238377761715659e-37,0.016108093305867585,4.45460335001507e-13
78,2.138240358419551e-12,7.579267759790134e-29,1.1289539404996255e-22,0.02063894877096263,5.658074518572051e-41
79,7.749592647995166e-06,1.3739046636913205e-20,0.02065351368762778,0.00012014886574507742,6.117030185028172e-19
80,1.0982047175491796e-16,2.6503154693457e-29,0.017747525202123096,7.198377832764938e-13,1.6527441854251677e-43
81,4.112340993378362e-24,3.912735387532958e-20,9.164814339902289e-17,0.014868899844462236,2.906658410884661e-24
82,1.395172634300381e-29,2.943966637213542e-22,1.263861694885255e-07,0.013387396492676023,1.8173245021584604e-20
83,7.755774274534387e-13,1.883766617531835e-19,2.0740251531838084e-25,0.017674251688275598,3.4284336917728536e-09
84,1.7809943832608972e-06,1.06508073317613e-11,0.011997403472089321,3.141003810211299e-08,0.00723506934722423
85,2.1742294924521315e-19,0.00905887953433102,7.751130992831815e-21,1.5064995688844103e-13,0.008364913104923497
86,9.463150749190871e-27,6.2106763064884525e-47,0.013123492105036254,3.3247836850776116e-24,2.210879801530486e-64
87,1.5679433318663142e-35,2.370830952382768e-40,0.015260659886029383,2.452974270730639e-41,1.9457578837130684e-33
88,3.928896400217356e-22,1.4449099548419774e-25,3.1246467897967556e-18,0.014694998312010819,3.0574589873667526e-21
89,1.2148007210854057e-08,1.7921238796865952e-22,0.018580790638757613,3.430248135801676e-18,4.387639750647344e-14
90,3.884448998063919e-16,5.151861657725864e-34,0.014881376125350098,4.5057581234128613e-23,0.001527636551626676
91,8.090035928002923e-15,9.070006890421372e-13,0.012132092646004232,1.1913806248695162e-11,1.649059299730274e-10
92,4.1309545163470565e-32,2.6336244578802108e-49,0.014718108252407215,4.09992819770636e-35,3.216932433963585e-21
93,1.2341619295916163e-39,2.2320471150687275e-52,0.01125607721801233,3.0619076936498225e-43,9.74976761381768e-48
94,3.3562805667418084e-35,6.444744964389593e-46,0.008598586037083127,3.8394149586077693e-34,5.715301831431561e-55
95,2.0627529295500594e-43,1.5559771383567485e-38,5.83665517246445e-42,8.38126578331307e-53,0.015226501486097083
96,1.083018585215486e-22,6.273375232804577e-28,0.014634848417581172,2.5956414251002445e-29,3.83891378765794e-23
97,6.15369902500933e-42,1.405368118483172e-60,6.605544395802003e-41,0.009231220565968947,2.0571202997102773e-63
98,4.651729773097455e-22,0.013019103525317153,1.5384301219256128e-28,5.994304309936294e-31,7.32773557331549e-15
99,5.141030582484785e-34,4.215876587075594e-40,1.5841519100859416e-19,0.011229043962013048,1.1491726799073013e-38
100,1.7316956915040806e-36,5.831188847723399e-30,0.01166162350015963,9.708830266634463e-17,6.506809485487323e-12
101,1.0153735455818134e-29,7.493554613125177e-36,3.130417312704017e-08,0.009435419428732711,1.741617930431468e-50
102,1.4099197953830133e-55,1.6138061362666937e-65,1.1009608413068681e-55,0.008572535140088752,3.6805291812749535e-110
103,2.2779549475261766e-70,5.388243676134198e-74,4.607559274373605e-88,5.414624243238437e-87,0.010342406434253068
104,2.487353465023593e-28,4.7194468962521254e-29,0.010291903038129302,4.8827078770827615e-17,2.341025759113873e-27
105,1.3193648520199769e-46,1.8269987278991487e-53,5.886359148054838e-49,2.7569390886349876e-58,0.01282927480131187
106,1.2195061889318611e-62,1.0425824586086239e-57,1.7445870123391214e-81,1.4829132538815177e-79,0.009572626108733606
107,1.7453019210805805e-63,8.322408781156837e-65,1.2054294153365005e-35,6.031328427933626e-45,0.012342931121886898
108,3.071995336376664e-41,5.26111552820887e-73,1.1055083675124695e-35,7.701107899483963e-73,0.008168167611893342
109,0.0046449762879507235,7.059616936560772e-35,6.952645653445872e-26,1.7663406408811532e-46,1.4882663904611187e-17
110,4.1586365375635264e-45,6.38468296054211e-29,0.008424302593539946,1.246622369631954e-51,4.307439967804335e-36
111,1.8174486465341518e-44,3.08323109121816e-55,0.008331386266882384,1.0773526444617869e-35,2.0670948550248508e-69
112,1.9335658196938673e-23,0.00020306040962031125,0.006297370541606632,1.4194480737249176e-86,5.073553648466762e-51
113,4.227266079969282e-29,4.5256528773566596e-29,0.007698067330131314,1.418951423316809e-40,2.0631326159862176e-33
114,2.805886893041316e-18,0.005869130538085392,1.1320179895819144e-12,1.311714827983435e-46,5.142869789062057e-44
