parte,capit,sent,token,token_str,token_lemma,token_pos,token_dep,term_str
0,1,1,27,por,por,ADP,case,por
0,1,1,28,las,el,DET,det,las
0,1,1,29,tribus,tribu,NOUN,nmod,tribus
0,1,1,30,de,de,ADP,case,de
0,1,1,31,la,el,DET,det,la
0,1,1,32,nación,nación,NOUN,nmod,nacion
0,1,1,33,quiché,quiché,ADJ,amod,quiche
0,1,1,34,.,.,PUNCT,punct,
0,1,2,0,Y,y,CCONJ,advmod,y
0,1,2,1,aquí,aquí,ADV,advmod,aqui
0,1,2,2,traeremos,traer,VERB,ROOT,traeremos
0,1,2,3,la,el,DET,det,la
0,1,2,4,manifestación,manifestación,NOUN,obj,manifestacion
0,1,2,5,",",",",PUNCT,punct,
0,1,2,6,la,el,DET,det,la
0,1,2,7,publicación,publicación,NOUN,appos,publicacion
0,1,2,8,y,y,CCONJ,cc,y
0,1,2,9,la,el,DET,det,la
0,1,2,10,narración,narración,NOUN,conj,narracion
0,1,2,11,de,de,ADP,mark,de
0,1,2,12,lo,él,PRON,det,lo
0,1,2,13,que,que,PRON,nsubj,que
0,1,2,14,estaba,estar,AUX,cop,estaba
0,1,2,15,oculto,oculto,ADJ,acl,oculto
0,1,2,16,",",",",PUNCT,punct,
0,1,2,17,la,el,DET,det,la
0,1,2,18,revelación,revelación,NOUN,obj,revelacion
0,1,2,19,por,por,ADP,case,por
0,1,2,20,Tzacol,Tzacol,PROPN,nmod,tzacol
0,1,2,21,",",",",PUNCT,punct,
0,1,2,22,Bitol,Bitol,PROPN,conj,bitol
0,1,2,23,",",",",PUNCT,punct,
0,1,2,24,Alom,Alom,PROPN,conj,alom
0,1,2,25,",",",",PUNCT,punct,
0,1,2,26,Qaholom,Qaholom,PROPN,conj,qaholom
0,1,2,27,",",",",PUNCT,punct,
0,1,2,28,que,que,PRON,nsubj,que
0,1,2,29,se,él,PRON,obj,se
0,1,2,30,llaman,llamar,VERB,acl,llaman
0,1,2,31,Hunahpú-Vuch,Hunahpú-Vuch,PROPN,nsubj,hunahpuvuch
0,1,2,32,",",",",PUNCT,punct,
0,1,2,33,Hunahpú-Utiú,Hunahpú-Utiú,PROPN,flat,hunahpuutiu
0,1,2,34,",",",",PUNCT,punct,
0,1,2,35,Zaqui-Nimá-Tziís,zaqui-nimá-tziís,NUM,appos,zaquinimatziis
0,1,2,36,",",",",PUNCT,punct,
0,1,2,37,Tepeu,Tepeu,PROPN,conj,tepeu
0,1,2,38,",",",",PUNCT,punct,
0,1,2,39,Gucumatz,Gucumatz,PROPN,conj,gucumatz
0,1,2,40,",",",",PUNCT,punct,
0,1,2,41,u,u,CCONJ,cc,u
0,1,2,42,Qux,Qux,PROPN,conj,qux
0,1,2,43,Cho,Cho,PROPN,flat,cho
0,1,2,44,",",",",PUNCT,punct,
0,1,2,45,u,u,CCONJ,cc,u
0,1,2,46,Qux,Qux,PROPN,conj,qux
0,1,2,47,Palo,Palo,PROPN,flat,palo
0,1,2,48,",",",",PUNCT,punct,
0,1,2,49,Ah,Ah,PROPN,appos,ah
0,1,2,50,Raxá,Raxá,PROPN,flat,raxa
0,1,2,51,Lac,Lac,PROPN,flat,lac
0,1,2,52,",",",",PUNCT,punct,
0,1,2,53,Ah,Ah,PROPN,dep,ah
0,1,2,54,Raxá,Raxá,PROPN,flat,raxa
0,1,2,55,Tzel,Tzel,PROPN,flat,tzel
0,1,2,56,",",",",PUNCT,punct,
0,1,2,57,así,así,ADV,advmod,asi
0,1,2,58,llamados,llamado,ADJ,advcl,llamados
0,1,2,59,Y,Y,CCONJ,cc,y
0,1,2,60,(,(,PUNCT,punct,
0,1,2,61,al,al,ADP,conj,al
0,1,2,62,mismo,mismo,ADJ,fixed,mismo
0,1,2,63,tiempo,tiempo,NOUN,fixed,tiempo
0,1,2,64,),),PUNCT,punct,
0,1,2,65,la,el,DET,det,la
0,1,2,66,declaración,declaración,NOUN,obj,declaracion
0,1,2,67,",",",",PUNCT,punct,
0,1,2,68,la,el,DET,det,la
0,1,2,69,narración,narración,NOUN,nsubj,narracion
0,1,2,70,conjuntas,conjunto,ADJ,amod,conjuntas
0,1,2,71,de,de,ADP,case,de
0,1,2,72,la,el,DET,det,la
0,1,2,73,Abuela,Abuela,PROPN,nmod,abuela
0,1,2,74,y,y,CCONJ,cc,y
0,1,2,75,el,el,DET,det,el
0,1,2,76,Abuelo,Abuelo,PROPN,conj,abuelo
0,1,2,77,cuyos,cuyo,PRON,nmod,cuyos
0,1,2,78,nombres,nombre,NOUN,nsubj,nombres
0,1,2,79,son,ser,AUX,cop,son
0,1,2,80,Ixpiyacoc,Ixpiyacoc,PROPN,acl,ixpiyacoc
0,1,2,81,e,e,CCONJ,cc,e
0,1,2,82,Ixmucané,Ixmucané,PROPN,conj,ixmucane
0,1,2,83,",",",",PUNCT,punct,
0,1,2,84,amparadores,amparador,ADJ,advmod,amparadores
0,1,2,85,y,y,CCONJ,cc,y
0,1,2,86,protectores,protector,NOUN,conj,protectores
0,1,2,87,",",",",PUNCT,punct,
0,1,2,88,dos,dos,NUM,nummod,dos
0,1,2,89,veces,vez,NOUN,obl,veces
0,1,2,90,abuela,abuela,NOUN,acl,abuela
0,1,2,91,",",",",PUNCT,punct,
0,1,2,92,dos,dos,NUM,nummod,dos
0,1,2,93,veces,vez,NOUN,appos,veces
0,1,2,94,abuelo,abuelo,NOUN,appos,abuelo
0,1,2,95,",",",",PUNCT,punct,
0,1,2,96,así,así,ADV,advmod,asi
0,1,2,97,llamados,llamado,ADJ,advmod,llamados
0,1,2,98,en,en,ADP,case,en
0,1,2,99,las,el,DET,det,las
0,1,2,100,historias,historia,NOUN,obl,historias
0,1,2,101,quichés,quichés,PROPN,amod,quiches
0,1,2,102,",",",",PUNCT,punct,
0,1,2,103,cuando,cuando,SCONJ,mark,cuando
0,1,2,104,contaban,contar,VERB,advcl,contaban
0,1,2,105,todo,todo,DET,det,todo
0,1,2,106,lo,él,PRON,det,lo
0,1,2,107,que,que,PRON,obj,que
0,1,2,108,hicieron,hacer,VERB,ccomp,hicieron
0,1,2,109,en,en,ADP,case,en
0,1,2,110,el,el,DET,det,el
0,1,2,111,principio,principio,NOUN,obl,principio
0,1,2,112,de,de,ADP,case,de
0,1,2,113,la,el,DET,det,la
0,1,2,114,vida,vida,NOUN,nmod,vida
0,1,2,115,",",",",PUNCT,punct,
0,1,2,116,el,el,DET,det,el
0,1,2,117,principio,principio,NOUN,appos,principio
0,1,2,118,de,de,ADP,case,de
0,1,2,119,la,el,DET,det,la
0,1,2,120,historia,historia,NOUN,nmod,historia
0,1,2,121,.,.,PUNCT,punct,
0,1,3,0,Esto,este,PRON,iobj,esto
0,1,3,1,lo,él,PRON,obj,lo
0,1,3,2,escribiremos,escribir,VERB,ROOT,escribiremos
0,1,3,3,ya,ya,ADV,advmod,ya
0,1,3,4,dentro,dentro,ADV,advmod,dentro
0,1,3,5,de,de,ADP,case,de
0,1,3,6,la,el,DET,det,la
0,1,3,7,ley,ley,NOUN,obl,ley
0,1,3,8,de,de,ADP,case,de
0,1,3,9,Dios,Dios,PROPN,nmod,dios
0,1,3,10,en,en,ADP,case,en
0,1,3,11,el,el,DET,det,el
0,1,3,12,Cristianismo,Cristianismo,PROPN,nmod,cristianismo
0,1,3,13,;,;,PUNCT,punct,
0,1,3,14,lo,él,PRON,obj,lo
0,1,3,15,sacaremos,sacar,VERB,advcl,sacaremos
0,1,3,16,a,a,ADP,case,a
0,1,3,17,luz,luz,NOUN,obl,luz
0,1,3,18,porque,porque,SCONJ,mark,porque
0,1,3,19,ya,ya,ADV,advmod,ya
0,1,3,20,no,no,ADV,advmod,no
0,1,3,21,se,él,PRON,obj,se
0,1,3,22,ve,ver,VERB,advcl,ve
0,1,3,23,el,el,DET,det,el
0,1,3,24,Popol,Popol,PROPN,nsubj,popol
0,1,3,25,Vuh,Vuh,PROPN,flat,vuh
0,1,3,26,así,así,ADV,advmod,asi
0,1,3,27,llamado,llamado,ADJ,amod,llamado
0,1,3,28,",",",",PUNCT,punct,
0,1,3,29,donde,donde,PRON,obl,donde
0,1,3,30,se,él,PRON,obj,se
0,1,3,31,veía,ver,VERB,acl,veia
0,1,3,32,claramente,claramente,ADV,advmod,claramente
0,1,3,33,la,el,DET,det,la
0,1,3,34,venida,venida,NOUN,obj,venida
0,1,3,35,del,del,ADP,case,del
0,1,3,36,otro,otro,DET,det,otro
0,1,3,37,lado,lado,NOUN,nmod,lado
0,1,3,38,del,del,ADP,case,del
0,1,3,39,mar,mar,NOUN,nmod,mar
0,1,3,40,",",",",PUNCT,punct,
0,1,3,41,la,el,DET,det,la
0,1,3,42,narración,narración,NOUN,obl,narracion
0,1,3,43,de,de,ADP,case,de
0,1,3,44,nuestra,nuestro,DET,det,nuestra
0,1,3,45,oscuridad,oscuridad,NOUN,nmod,oscuridad
0,1,3,46,",",",",PUNCT,punct,
0,1,3,47,y,y,CCONJ,cc,y
0,1,3,48,se,él,PRON,obj,se
0,1,3,49,veía,ver,VERB,conj,veia
0,1,3,50,claramente,claramente,ADV,advmod,claramente
0,1,3,51,la,el,DET,det,la
0,1,3,52,vida,vida,NOUN,obj,vida
0,1,3,53,.,.,PUNCT,punct,
0,1,4,0,Existia,Existia,PROPN,ROOT,existia
0,1,4,1,el,el,DET,det,el
0,1,4,2,libro,libro,NOUN,obj,libro
0,1,4,3,original,original,ADJ,amod,original
0,1,4,4,",",",",PUNCT,punct,
0,1,4,5,escrito,escrito,ADJ,amod,escrito
0,1,4,6,antiguamente,antiguamente,ADV,advmod,antiguamente
0,1,4,7,pero,pero,CCONJ,cc,pero
0,1,4,8,su,su,DET,det,su
0,1,4,9,vista,vista,NOUN,nsubj,vista
0,1,4,10,está,estar,AUX,cop,esta
0,1,4,11,oculta,oculto,ADJ,conj,oculta
0,1,4,12,al,al,ADP,case,al
0,1,4,13,investigador,investigador,NOUN,obj,investigador
0,1,4,14,y,y,CCONJ,cc,y
0,1,4,15,al,al,ADP,case,al
0,1,4,16,pensador,pensador,NOUN,conj,pensador
0,1,4,17,.,.,PUNCT,punct,
0,1,5,0,Grande,grande,ADJ,nsubj,grande
0,1,5,1,era,ser,AUX,cop,era
0,1,5,2,la,el,DET,det,la
0,1,5,3,descripción,descripción,NOUN,ROOT,descripcion
0,1,5,4,y,y,CCONJ,cc,y
0,1,5,5,el,el,DET,det,el
0,1,5,6,relato,relato,NOUN,conj,relato
0,1,5,7,de,de,ADP,mark,de
0,1,5,8,cómo,cómo,PRON,obl,como
0,1,5,9,se,él,PRON,iobj,se
0,1,5,10,acabó,acabar,VERB,acl,acabo
0,1,5,11,de,de,ADP,mark,de
0,1,5,12,formar,formar,VERB,xcomp,formar
0,1,5,13,todo,todo,DET,det,todo
0,1,5,14,el,el,DET,det,el
0,1,5,15,cielo,cielo,NOUN,obj,cielo
0,1,5,16,y,y,CCONJ,cc,y
0,1,5,17,la,el,DET,det,la
0,1,5,18,tierra,tierra,NOUN,conj,tierra
0,1,5,19,",",",",PUNCT,punct,
0,1,5,20,como,como,SCONJ,mark,como
0,1,5,21,fue,ser,AUX,aux,fue
0,1,5,22,formado,formar,VERB,advcl,formado
0,1,5,23,y,y,CCONJ,cc,y
0,1,5,24,repartido,repartido,ADJ,conj,repartido
0,1,5,25,en,en,ADP,case,en
0,1,5,26,cuatro,cuatro,NUM,nummod,cuatro
0,1,5,27,partes,parte,NOUN,obl,partes
0,1,5,28,",",",",PUNCT,punct,
0,1,5,29,cómo,cómo,PRON,obl,como
0,1,5,30,fue,ser,AUX,aux,fue
0,1,5,31,señalado,señalar,VERB,acl,senalado
0,1,5,32,y,y,CCONJ,cc,y
0,1,5,33,el,el,DET,det,el
0,1,5,34,cielo,cielo,NOUN,nsubj,cielo
0,1,5,35,fue,ser,AUX,aux,fue
0,1,5,36,medido,medir,VERB,conj,medido
0,1,5,37,y,y,CCONJ,cc,y
0,1,5,38,se,él,PRON,obj,se
0,1,5,39,trajo,traer,VERB,conj,trajo
0,1,5,40,la,el,DET,det,la
0,1,5,41,cuerda,cuerda,NOUN,nsubj,cuerda
0,1,5,42,de,de,ADP,mark,de
0,1,5,43,medir,medir,VERB,acl,medir
0,1,5,44,y,y,CCONJ,cc,y
0,1,5,45,fue,ser,AUX,aux,fue
0,1,5,46,extendida,extender,VERB,conj,extendida
0,1,5,47,en,en,ADP,case,en
0,1,5,48,el,el,DET,det,el
0,1,5,49,cielo,cielo,NOUN,obl,cielo
0,1,5,50,y,y,CCONJ,cc,y
0,1,5,51,en,en,ADP,case,en
0,1,5,52,la,el,DET,det,la
0,1,5,53,tierra,tierra,NOUN,conj,tierra
0,1,5,54,",",",",PUNCT,punct,
0,1,5,55,en,en,ADP,case,en
0,1,5,56,los,el,DET,det,los
0,1,5,57,cuatro,cuatro,NUM,nummod,cuatro
0,1,5,58,ángulos,ángulo,NOUN,obl,angulos
0,1,5,59,",",",",PUNCT,punct,
0,1,5,60,en,en,ADP,case,en
0,1,5,61,los,el,DET,det,los
0,1,5,62,cuatro,cuatro,NUM,nummod,cuatro
0,1,5,63,rincones,rincón,NOUN,obl,rincones
0,1,5,64,",",",",PUNCT,punct,
0,1,5,65,como,como,SCONJ,mark,como
0,1,5,66,fue,ser,AUX,aux,fue
0,1,5,67,dicho,decir,VERB,advcl,dicho
0,1,5,68,por,por,ADP,case,por
0,1,5,69,el,el,DET,det,el
0,1,5,70,Creador,Creador,PROPN,obj,creador
0,1,5,71,y,y,CCONJ,cc,y
0,1,5,72,el,el,DET,det,el
0,1,5,73,Formador,Formador,PROPN,conj,formador
0,1,5,74,",",",",PUNCT,punct,
0,1,5,75,la,el,DET,det,la
0,1,5,76,madre,madre,NOUN,appos,madre
0,1,5,77,y,y,CCONJ,cc,y
0,1,5,78,el,el,DET,det,el
0,1,5,79,padre,padre,NOUN,conj,padre
0,1,5,80,de,de,ADP,case,de
0,1,5,81,la,el,DET,det,la
0,1,5,82,vida,vida,NOUN,nmod,vida
0,1,5,83,",",",",PUNCT,punct,
0,1,5,84,de,de,ADP,advmod,de
0,1,5,85,todo,todo,DET,fixed,todo
0,1,5,86,lo,él,PRON,det,lo
0,1,5,87,creado,creado,ADJ,obj,creado
0,1,5,88,",",",",PUNCT,punct,
0,1,5,89,el,el,DET,det,el
0,1,5,90,que,que,PRON,nsubj,que
0,1,5,91,da,dar,VERB,advcl,da
0,1,5,92,la,el,DET,det,la
0,1,5,93,respiración,respiración,NOUN,obj,respiracion
0,1,5,94,y,y,CCONJ,cc,y
0,1,5,95,el,el,DET,det,el
0,1,5,96,pensamiento,pensamiento,NOUN,conj,pensamiento
0,1,5,97,",",",",PUNCT,punct,
0,1,5,98,la,el,DET,det,la
0,1,5,99,que,que,PRON,nsubj,que
0,1,5,100,da,dar,VERB,advcl,da
0,1,5,101,a,a,ADP,case,a
0,1,5,102,luz,luz,NOUN,obl,luz
0,1,5,103,a,a,ADP,case,a
0,1,5,104,los,el,DET,det,los
0,1,5,105,hijos,hijo,NOUN,obj,hijos
0,1,5,106,el,el,DET,det,el
0,1,5,107,que,que,PRON,nsubj,que
0,1,5,108,vela,velar,VERB,acl,vela
0,1,5,109,por,por,ADP,case,por
0,1,5,110,la,el,DET,det,la
0,1,5,111,felicidad,felicidad,NOUN,obl,felicidad
0,1,5,112,de,de,ADP,case,de
0,1,5,113,los,el,DET,det,los
0,1,5,114,pueblos,pueblo,NOUN,nmod,pueblos
0,1,5,115,",",",",PUNCT,punct,
0,1,5,116,la,el,DET,det,la
0,1,5,117,felicidad,felicidad,NOUN,obj,felicidad
0,1,5,118,del,del,ADP,case,del
0,1,5,119,linaje,linaje,NOUN,nmod,linaje
0,1,5,120,humano,humano,ADJ,amod,humano
0,1,5,121,",",",",PUNCT,punct,
0,1,5,122,el,el,DET,det,el
0,1,5,123,sabio,sabio,NOUN,appos,sabio
0,1,5,124,",",",",PUNCT,punct,
0,1,5,125,el,el,DET,det,el
0,1,5,126,que,que,PRON,nsubj,que
0,1,5,127,medita,meditar,VERB,acl,medita
0,1,5,128,en,en,ADP,case,en
0,1,5,129,la,el,DET,det,la
0,1,5,130,bondad,bondad,NOUN,obl,bondad
0,1,5,131,de,de,ADP,mark,de
0,1,5,132,todo,todo,DET,det,todo
0,1,5,133,lo,él,PRON,det,lo
0,1,5,134,que,que,PRON,nsubj,que
0,1,5,135,existe,existir,VERB,acl,existe
0,1,5,136,en,en,ADP,case,en
0,1,5,137,el,el,DET,det,el
0,1,5,138,cielo,cielo,NOUN,obl,cielo
0,1,5,139,",",",",PUNCT,punct,
0,1,5,140,en,en,ADP,case,en
0,1,5,141,la,el,DET,det,la
0,1,5,142,tierra,tierra,NOUN,obl,tierra
0,1,5,143,",",",",PUNCT,punct,
0,1,5,144,en,en,ADP,case,en
0,1,5,145,los,el,DET,det,los
0,1,5,146,lagos,lago,NOUN,obl,lagos
0,1,5,147,y,y,CCONJ,cc,y
0,1,5,148,en,en,ADP,case,en
0,1,5,149,el,el,DET,det,el
0,1,5,150,mar,mar,NOUN,conj,mar
0,1,5,151,.,.,PUNCT,punct,
1,1,0,0,Esta,este,PRON,nsubj,esta
1,1,0,1,es,ser,AUX,cop,es
1,1,0,2,la,el,DET,det,la
1,1,0,3,relación,relación,NOUN,ROOT,relacion
1,1,0,4,de,de,ADP,mark,de
1,1,0,5,cómo,cómo,PRON,obl,como
1,1,0,6,todo,todo,PRON,nsubj,todo
1,1,0,7,estaba,estar,VERB,cop,estaba
1,1,0,8,en,en,ADP,case,en
1,1,0,9,suspenso,suspenso,ADJ,acl,suspenso
1,1,0,10,",",",",PUNCT,punct,
1,1,0,11,todo,todo,PRON,advmod,todo
1,1,0,12,en,en,ADP,case,en
1,1,0,13,calma,calma,NOUN,nmod,calma
1,1,0,14,",",",",PUNCT,punct,
1,1,0,15,en,en,ADP,advmod,en
1,1,0,16,silencio,silencio,NOUN,fixed,silencio
1,1,0,17,;,;,PUNCT,punct,
1,1,0,18,todo,todo,PRON,nmod,todo
1,1,0,19,inmóvil,inmóvil,ADJ,amod,inmovil
1,1,0,20,",",",",PUNCT,punct,
1,1,0,21,callado,callado,ADJ,amod,callado
1,1,0,22,y,y,CCONJ,cc,y
1,1,0,23,vacía,vacíar,VERB,conj,vacia
1,1,0,24,la,el,DET,det,la
1,1,0,25,extensión,extensión,NOUN,appos,extension
1,1,0,26,del,del,ADP,case,del
1,1,0,27,cielo,cielo,NOUN,nmod,cielo
1,1,0,28,.,.,PUNCT,punct,
1,1,1,0,Esta,este,PRON,nsubj,esta
1,1,1,1,es,ser,AUX,cop,es
1,1,1,2,la,el,DET,det,la
1,1,1,3,primera,primero,ADJ,amod,primera
1,1,1,4,relación,relación,NOUN,ROOT,relacion
1,1,1,5,",",",",PUNCT,punct,
1,1,1,6,el,el,DET,det,el
1,1,1,7,primer,primero,ADJ,amod,primer
1,1,1,8,discurso,discurso,NOUN,appos,discurso
1,1,1,9,.,.,PUNCT,punct,
1,1,2,0,No,no,ADV,advmod,no
1,1,2,1,había,haber,AUX,ROOT,habia
1,1,2,2,todavía,todavía,ADV,advmod,todavia
1,1,2,3,un,uno,DET,det,un
1,1,2,4,hombre,hombre,NOUN,obj,hombre
1,1,2,5,",",",",PUNCT,punct,
1,1,2,6,ni,ni,CCONJ,cc,ni
1,1,2,7,un,uno,DET,det,un
1,1,2,8,animal,animal,NOUN,conj,animal
1,1,2,9,",",",",PUNCT,punct,
1,1,2,10,pájaros,pájaro,NOUN,conj,pajaros
1,1,2,11,",",",",PUNCT,punct,
1,1,2,12,peces,pez,NOUN,conj,peces
1,1,2,13,",",",",PUNCT,punct,
1,1,2,14,cangrejos,cangrejo,NOUN,conj,cangrejos
1,1,2,15,",",",",PUNCT,punct,
1,1,2,16,árboles,árbol,NOUN,conj,arboles
1,1,2,17,",",",",PUNCT,punct,
1,1,2,18,piedras,piedra,NOUN,conj,piedras
1,1,2,19,",",",",PUNCT,punct,
1,1,2,20,cuevas,cueva,NOUN,conj,cuevas
1,1,2,21,",",",",PUNCT,punct,
1,1,2,22,barrancas,barranca,NOUN,conj,barrancas
1,1,2,23,",",",",PUNCT,punct,
1,1,2,24,hierbas,hierba,NOUN,conj,hierbas
1,1,2,25,",",",",PUNCT,punct,
1,1,2,26,ni,ni,CCONJ,cc,ni
1,1,2,27,bosques,bosque,NOUN,conj,bosques
1,1,2,28,:,:,PUNCT,punct,
1,1,2,29,sólo,sólo,ADV,advmod,solo
1,1,2,30,el,el,DET,det,el
1,1,2,31,cielo,cielo,NOUN,nsubj,cielo
1,1,2,32,existía,existir,VERB,advcl,existia
1,1,2,33,.,.,PUNCT,punct,
1,1,3,0,No,no,ADV,advmod,no
1,1,3,1,se,él,PRON,obj,se
1,1,3,2,manifestaba,manifestar,VERB,ROOT,manifestaba
1,1,3,3,la,el,DET,det,la
1,1,3,4,faz,faz,NOUN,nsubj,faz
1,1,3,5,de,de,ADP,case,de
1,1,3,6,la,el,DET,det,la
1,1,3,7,tierra,tierra,NOUN,nmod,tierra
1,1,3,8,.,.,PUNCT,punct,
1,1,4,0,Sólo,sólo,ADV,advmod,solo
1,1,4,1,estaban,estar,VERB,ROOT,estaban
1,1,4,2,el,el,DET,det,el
1,1,4,3,mar,mar,NOUN,nsubj,mar
1,1,4,4,en,en,ADP,case,en
1,1,4,5,calma,calma,NOUN,compound,calma
1,1,4,6,y,y,CCONJ,cc,y
1,1,4,7,el,el,DET,det,el
1,1,4,8,cielo,cielo,NOUN,conj,cielo
1,1,4,9,en,en,ADP,case,en
1,1,4,10,toda,todo,DET,det,toda
1,1,4,11,su,su,DET,det,su
1,1,4,12,extensión,extensión,NOUN,nmod,extension
1,1,4,13,.,.,PUNCT,punct,
1,1,5,0,No,no,ADV,advmod,no
1,1,5,1,había,haber,AUX,ROOT,habia
1,1,5,2,nada,nada,PRON,obj,nada
1,1,5,3,junto,junto,ADJ,obj,junto
1,1,5,4,",",",",PUNCT,punct,
1,1,5,5,que,que,SCONJ,mark,que
1,1,5,6,hiciera,hacer,VERB,advcl,hiciera
1,1,5,7,ruido,ruido,NOUN,obj,ruido
1,1,5,8,ni,ni,CCONJ,cc,ni
1,1,5,9,cosa,cosa,NOUN,conj,cosa
1,1,5,10,alguna,alguno,DET,det,alguna
1,1,5,11,que,que,PRON,nsubj,que
1,1,5,12,se,él,PRON,obj,se
1,1,5,13,moviera,mover,VERB,acl,moviera
1,1,5,14,",",",",PUNCT,punct,
1,1,5,15,ni,ni,CCONJ,cc,ni
1,1,5,16,se,él,PRON,obj,se
1,1,5,17,agitara,agitar,VERB,conj,agitara
1,1,5,18,",",",",PUNCT,punct,
1,1,5,19,ni,ni,CCONJ,cc,ni
1,1,5,20,hiciera,hacer,VERB,conj,hiciera
1,1,5,21,ruido,ruido,NOUN,obj,ruido
1,1,5,22,en,en,ADP,case,en
1,1,5,23,el,el,DET,det,el
1,1,5,24,cielo,cielo,NOUN,obl,cielo
1,1,5,25,.,.,PUNCT,punct,
1,1,6,0,No,no,ADV,advmod,no
1,1,6,1,había,haber,AUX,ROOT,habia
1,1,6,2,nada,nada,PRON,obj,nada
1,1,6,3,que,que,PRON,nsubj,que
1,1,6,4,estuviera,estar,AUX,cop,estuviera
1,1,6,5,en,en,ADP,acl,en
1,1,6,6,pie,pie,NOUN,fixed,pie
1,1,6,7,;,;,PUNCT,punct,
1,1,6,8,sólo,sólo,ADV,advmod,solo
1,1,6,9,el,el,DET,det,el
1,1,6,10,agua,agua,NOUN,obl,agua
1,1,6,11,en,en,ADP,case,en
1,1,6,12,reposo,reposo,NOUN,nmod,reposo
1,1,6,13,",",",",PUNCT,punct,
1,1,6,14,el,el,DET,det,el
1,1,6,15,mar,mar,NOUN,obl,mar
1,1,6,16,apacible,apacible,ADJ,amod,apacible
1,1,6,17,solo,solo,ADJ,amod,solo
1,1,6,18,y,y,CCONJ,cc,y
1,1,6,19,tranquilo,tranquilo,ADJ,conj,tranquilo
1,1,6,20,.,.,PUNCT,punct,
1,1,7,0,No,no,ADV,advmod,no
1,1,7,1,había,haber,AUX,ROOT,habia
1,1,7,2,nada,nada,ADV,advmod,nada
1,1,7,3,dotado,dotado,ADJ,obj,dotado
1,1,7,4,de,de,ADP,case,de
1,1,7,5,existencia,existencia,NOUN,obj,existencia
1,1,7,6,.,.,PUNCT,punct,
1,1,8,0,Solamente,solamente,ADV,advmod,solamente
1,1,8,1,había,haber,AUX,ROOT,habia
1,1,8,2,inmovilidad,inmovilidad,NOUN,obj,inmovilidad
1,1,8,3,y,y,CCONJ,cc,y
1,1,8,4,silencio,silencio,NOUN,conj,silencio
1,1,8,5,en,en,ADP,case,en
1,1,8,6,la,el,DET,det,la
1,1,8,7,oscuridad,oscuridad,NOUN,nmod,oscuridad
1,1,8,8,",",",",PUNCT,punct,
1,1,8,9,en,en,ADP,case,en
1,1,8,10,la,el,DET,det,la
1,1,8,11,noche,noche,NOUN,obl,noche
1,1,8,12,.,.,PUNCT,punct,
1,1,9,0,Sólo,sólo,ADV,advmod,solo
1,1,9,1,el,el,DET,det,el
1,1,9,2,Creador,Creador,PROPN,nsubj,creador
1,1,9,3,",",",",PUNCT,punct,
1,1,9,4,el,el,DET,det,el
1,1,9,5,Formador,Formador,PROPN,flat,formador
1,1,9,6,",",",",PUNCT,punct,
1,1,9,7,Tepeu,Tepeu,PROPN,conj,tepeu
1,1,9,8,",",",",PUNCT,punct,
1,1,9,9,Gucumatz,Gucumatz,PROPN,conj,gucumatz
1,1,9,10,",",",",PUNCT,punct,
1,1,9,11,los,el,DET,det,los
1,1,9,12,progenitores,progenitor,NOUN,appos,progenitores
1,1,9,13,",",",",PUNCT,punct,
1,1,9,14,estaban,estar,AUX,cop,estaban
1,1,9,15,en,en,ADP,case,en
