parte,capit,ent_str_norm,n
4,12,AHTZICVINACAHAU,1
4,12,BALAM,1
4,12,BALAMACAB,2
4,12,BALAMCONACHE,1
4,12,BALAMQUITZE,3
4,12,BATZA,1
4,12,BELEHEBQUEH,2
4,12,BELEHEBTZI,1
4,12,CADAUNODELOSSENORES,1
4,12,CASAGRANDE,20
4,12,CASAS,4
4,12,CAUUTEPECH,1
4,12,CAVEC,3
4,12,CAVIZIMAH,1
4,12,CHOCOH,3
4,12,COCAMEL,1
4,12,COCHAHUH,1
4,12,COMAHCUN,1
4,12,COTUHA,4
4,12,COTZIBAHA,1
4,12,COYOBACOH,1
4,12,CUATRO,1
4,12,CUHA,1
4,12,DEUNSOLTRONCO,1
4,12,DONADIU,1
4,12,DONCHRISTOVAL,1
4,12,DONJUANDEROJAS,1
4,12,DONPEDRODEROBLES,1
4,12,ESTASSONLASCASAS,1
4,12,ESTOSSON,1
4,12,GUCUMATZ,1
4,12,HACAVITZ,1
4,12,HEAQUIAHORALOSNOMBRESDELOSSENORES,1
4,12,IZTAYUL,1
4,12,JUANCORTES,1
4,12,JZTAYUB,1
4,12,LASCASAS,4
4,12,LOLMETAHAU,1
4,12,LOLMETQUEHNAY,1
4,12,MAHUCUTAH,1
4,12,NIHAIB,3
4,12,NIMACAMHA,1
4,12,NIMALOLMETYCOLRUX,1
4,12,NIMCHOCOH,2
4,12,NIMCHOCOHAHAU,1
4,12,NIMCHOCOHAHAUDELOSAHAUQUICHE,1
4,12,NIMCHOCOHCAVEC,1
4,12,NIMCHOCOHDELOSCAVEC,1
4,12,NIMCHOCOHDELOSNIHAIB,1
4,12,NIMCHOCOHNIHAIB,1
4,12,OXIBQUEH,1
4,12,POPOLVINACCHITUY,1
4,12,POPOLVINACPAHOMTZALAIZIXCUXEBA,1
4,12,POPOLVUH,1
4,12,QOACULYQOACUTEC,1
4,12,QOCAVIB,1
4,12,QUEMA,1
4,12,QUICAB,2
4,12,QUICHE,1
4,12,QUICHESDECAVEC,1
4,12,REUNANSE,1
4,12,SANTACRUZ,1
4,12,SENOR,2
4,12,SENORDELOSDENIHAIB,1
4,12,SENORDEUNACASAGRANDE,2
4,12,SENORES,6
4,12,SENORESAHPOP,1
4,12,SENORESDELQUICHE,2
4,12,TECUM,3
4,12,TEPEPUL,4
4,12,TEPEPULEIZTAYUL,1
4,12,TEPEUYAQUI,1
4,12,TZIQUINAHA,1
4,12,UCHUCHCAMHA,1
4,12,VAHXAQUICAAM,1
4,12,VUCUBAH,1
4,12,VUCUBNOH,1
4,12,YACOLATAM,1
