parte,capit,ord,ent_str,ent_str_norm
4,7,18,No había envidia ni tenían celos,NOHABIAENVIDIANITENIANCELOS
4,7,19,Izmachí,IZMACHI
4,7,20,Ilocab,ILOCAB
4,7,21,Cotuhá,COTUHA
4,7,22,Señor Iztayul,SENORIZTAYUL
4,7,23,Ilocab,ILOCAB
4,7,24,Cotuhá,COTUHA
4,7,25,Ilocab,ILOCAB
4,7,27,Primero,PRIMERO
4,7,28,Ilocab,ILOCAB
4,7,29,Cotuhá,COTUHA
4,7,30,Señores,SENORES
4,7,31,La destrucción y la ruina de la raza,LADESTRUCCIONYLARUINADELARAZA
4,7,32,Quiché,QUICHE
4,7,34,ciudad de Izmachí,CIUDADDEIZMACHI
4,7,35,Quiché,QUICHE
4,7,36,Izmachí,IZMACHI
4,7,37,Cotuhá,COTUHA
4,7,38,Nihaib,NIHAIB
4,7,39,Ahau- Quiché,AHAUQUICHE
4,7,40,Izmachí,IZMACHI
4,7,41,Casas,CASAS
4,7,42,Unámonos,UNAMONOS
4,7,43,Cavec,CAVEC
4,7,44,Nihaib,NIHAIB
4,7,45,Ahau-Quiché,AHAUQUICHE
4,7,46,Casas,CASAS
4,7,47,Izmachí,IZMACHI
4,7,48,Izmachí,IZMACHI
4,8,0,Gumarcaah,GUMARCAAH
4,8,1,Cotuhá,COTUHA
4,8,2,Gucu-matz,GUCUMATZ
4,8,3,Señores,SENORES
4,8,4,"Esta fue , pues , la causa de que",ESTAFUEPUESLACAUSADEQUE
4,8,5,veinticuatro Casas,VEINTICUATROCASAS
4,8,6,Gumarcaah,GUMARCAAH
4,8,7,Señor Obispo,SENOROBISPO
4,8,8,Señores,SENORES
4,8,9,Formáronse,FORMARONSE
4,8,10,Señores de Cavec,SENORESDECAVEC
4,8,11,Nihaib,NIHAIB
4,8,12,Señores de Ahau-Quiché,SENORESDEAHAUQUICHE
4,8,13,Zaquic,ZAQUIC
4,8,14,Volviéronse,VOLVIERONSE
4,8,15,Señores,SENORES
4,8,16,Señores,SENORES
4,8,17,Señores,SENORES
4,8,18,Señores de Cavec,SENORESDECAVEC
4,8,19,El primero de los Señores,ELPRIMERODELOSSENORES
4,8,20,Ahpop,AHPOP
4,8,21,Ahpop-Camhá,AHPOPCAMHA
4,8,22,Ah-Tohil,AHTOHIL
4,8,23,Ah-Gucumatz,AHGUCUMATZ
4,8,24,Nim-Chocoh-Cavec,NIMCHOCOHCAVEC
4,8,25,Popol-Vinac-Chituy,POPOLVINACCHITUY
4,8,26,Lol-met-Quehnay,LOLMETQUEHNAY
4,8,27,Popol-Vinac Pa Hom Tzalatz¹⁸,POPOLVINACPAHOMTZALATZ18
4,8,28,Uchuch-Camhá,UCHUCHCAMHA
4,8,29,Señores de los de Cavec,SENORESDELOSDECAVEC
4,8,30,Señores,SENORES
4,8,31,Casa grande,CASAGRANDE
4,8,32,Más,MAS
4,8,33,He aquí los Señores de los de Nihaib,HEAQUILOSSENORESDELOSDENIHAIB
4,8,34,El primero era el Ahau-Galel,ELPRIMEROERAELAHAUGALEL
4,8,35,Ahau-Ahtzic-Vinac,AHAUAHTZICVINAC
4,8,36,Galel-Camhá,GALELCAMHA
4,8,37,Nimá-Camhá,NIMACAMHA
4,8,38,Uchuch-Camhá,UCHUCHCAMHA
4,8,39,Nim-Chocoh-Nihaibab,NIMCHOCOHNIHAIBAB
4,8,40,Avilix,AVILIX
4,8,41,Yacolatam,YACOLATAM
4,8,42,Utzam-pop-Zaclatol²⁰,UTZAMPOPZACLATOL20
4,8,43,Nimá-Lolmet-Ycoltux,NIMALOLMETYCOLTUX
4,8,44,Señores de los de Nihaib,SENORESDELOSDENIHAIB
4,8,45,Ahau-Quiché,AHAUQUICHE
4,8,46,Señores,SENORES
4,8,47,Ahtzic-Vinac,AHTZICVINAC
4,8,48,Ahau-Lolmet,AHAULOLMET
4,8,49,Ahau-Nim-Chocoh-Ahau,AHAUNIMCHOCOHAHAU
4,8,50,Ahau-Hacavitz,AHAUHACAVITZ
4,8,51,Señores de los Ahau-Quiché,SENORESDELOSAHAUQUICHE
4,8,52,sus Casas,SUSCASAS
4,9,0,Señores,SENORES
4,9,1,Veinticuatro Casas,VEINTICUATROCASAS
4,9,2,Quiché,QUICHE
4,9,3,Quiché,QUICHE
4,9,4,Viniéronlos,VINIERONLOS
4,9,5,Quiché,QUICHE
4,9,6,Señores,SENORES
4,9,7,Señores,SENORES
4,9,9,Señores,SENORES
4,9,10,Señores,SENORES
4,9,11,Señores prodigiosos,SENORESPRODIGIOSOS
4,9,12,Gucumatz,GUCUMATZ
4,9,13,Cotuhá,COTUHA
4,9,15,Gucumatz,GUCUMATZ
4,9,16,Siete días subía al cielo,SIETEDIASSUBIAALCIELO
4,9,17,Xibalbá,XIBALBA
4,9,18,Otros siete días,OTROSSIETEDIAS
4,9,19,Señores,SENORES
4,9,20,Esparcióse,ESPARCIOSE
4,9,21,Señores,SENORES
4,9,22,Quiché,QUICHE
4,9,23,Gucumatz,GUCUMATZ
4,9,24,No se perdió su imagen,NOSEPERDIOSUIMAGEN
4,9,25,Gucumatz,GUCUMATZ
4,9,26,Ahpop,AHPOP
4,9,27,Tepepul,TEPEPUL
4,9,28,Iztayul,IZTAYUL
4,9,29,Señores,SENORES
4,10,0,Gag- Quícab,GAGQUICAB
4,10,1,Cavizimah,CAVIZIMAH
4,10,2,Quiché,QUICHE
4,10,3,He aquí la destrucción,HEAQUILADESTRUCCION
4,10,4,Chuvilá,CHUVILA
4,10,5,Rabí-nal,RABINAL
4,10,6,Pamacá,PAMACA
4,10,7,Caoque,CAOQUE
4,10,8,Zaccabahá,ZACCABAHA
4,10,9,Zaculeu,ZACULEU
4,10,10,Chuvi-Miquiná Xela-hú,CHUVIMIQUINAXELAHU
4,10,11,Chuvá~Tzac,CHUVATZAC
4,10,12,Tzolohcké Estos,TZOLOHCKEESTOS
4,10,13,Quicab,QUICAB
4,10,14,El les hizo la guerra,ELLESHIZOLAGUERRA
4,10,15,Zaculeu,ZACULEU
4,10,16,Quicab,QUICAB
4,10,17,Una o dos tribus no trajeron el tributo,UNAODOSTRIBUSNOTRAJERONELTRIBUTO
4,10,18,Quicab y Cavizimah,QUICABYCAVIZIMAH
4,10,19,Los hicieron esclavos,LOSHICIERONESCLAVOS
4,10,20,Semejante al rayo,SEMEJANTEALRAYO
4,10,21,Frente a Colché,FRENTEACOLCHE
4,10,22,Petatayub,PETATAYUB
4,10,23,Quicab,QUICAB
4,10,24,No pudieron matarlo ni vencerlo,NOPUDIERONMATARLONIVENCERLO
4,10,25,Y habiendo celebrado consejo todos los Señores,YHABIENDOCELEBRADOCONSEJOTODOSLOSSENORES
4,10,26,Señores,SENORES
4,10,27,Señores,SENORES
4,10,28,Y habiendo celebrado consejo todos los Señores,YHABIENDOCELEBRADOCONSEJOTODOSLOSSENORES
4,10,29,Quicab,QUICAB
4,10,30,Galel,GALEL
4,10,31,Ahtzic-Vinac Marcháronse,AHTZICVINACMARCHARONSE
4,10,32,No eran de distinto origen,NOERANDEDISTINTOORIGEN
4,10,33,Uvilá,UVILA
4,10,34,Chulimal,CHULIMAL
4,10,35,Zaquiyá,ZAQUIYA
4,10,36,Xahbaquieh,XAHBAQUIEH
4,10,37,Chi-Temah,CHITEMAH
4,10,38,Vahxal-ahuh,VAHXALAHUH
4,10,39,Cabracán,CABRACAN
4,10,40,Chabicac-Chi-Hunahpú,CHABICACCHIHUNAHPU
4,10,41,Maca,MACA
4,10,42,Xoyabah,XOYABAH
4,10,43,Zaccabahá,ZACCABAHA
4,10,44,Ziyahá,ZIYAHA
4,10,45,Miquiná,MIQUINA
4,10,46,Xelahuh,XELAHUH
4,10,47,Quicab,QUICAB
4,10,48,Cavizimah,CAVIZIMAH
4,10,49,Ahpop y el Ahpop-Camhá,AHPOPYELAHPOPCAMHA
4,10,50,Galel,GALEL
4,10,51,Ahtzic-Vinac,AHTZICVINAC
4,10,52,Señores,SENORES
4,10,53,Quicab y Cavizimah,QUICABYCAVIZIMAH
4,10,54,Casa de Cavec,CASADECAVEC
4,10,55,Queerná,QUEERNA
4,10,56,Señor de los de Nihaib,SENORDELOSDENIHAIB
4,10,57,Achac-lboy,ACHACLBOY
4,10,58,Señor de los Ahau-Quiché,SENORDELOSAHAUQUICHE
4,10,59,Señores,SENORES
4,10,60,Fuéronse,FUERONSE
4,10,61,Quicab,QUICAB
4,10,62,Cavizimah,CAVIZIMAH
4,10,63,Galel,GALEL
4,10,64,Ahtzic-Vinac,AHTZICVINAC
4,10,65,Señores,SENORES
4,10,67,Señores,SENORES
4,10,68,Ahpop,AHPOP
4,10,69,Ahpop-Camhá,AHPOPCAMHA
4,10,70,Galel,GALEL
4,10,71,Ahtzic-Vinac,AHTZICVINAC
4,10,72,Ahpop ! ¡ Yo soy el Ahpop-Camhá,AHPOPYOSOYELAHPOPCAMHA
4,10,73,Ahpop,AHPOP
4,10,74,Ahau-Gale,AHAUGALE
4,10,75,Gales,GALES
4,10,76,Lo mismo hicieron los de Tamub,LOMISMOHICIERONLOSDETAMUB
4,10,77,Ilocab,ILOCAB
4,10,78,Quiché,QUICHE
4,10,79,Tal,TAL
4,10,80,Quiché,QUICHE
4,10,81,Xebalax,XEBALAX
4,10,82,Xecamax,XECAMAX
4,10,83,Chilimal,CHILIMAL
4,10,84,Galel,GALEL
4,10,85,Ahpop,AHPOP
4,10,86,Ahpop el Ahpop-Camhá,AHPOPELAHPOPCAMHA
4,10,87,Galel,GALEL
4,10,88,Ahtzic-Vinac,AHTZICVINAC
4,10,89,Gales-Ahpop,GALESAHPOP
4,10,90,Nim-Choco,NIMCHOCO
4,10,91,Galel-Ahau,GALELAHAU
4,10,92,Gale-Zaquic,GALEZAQUIC
4,10,93,Gales-Achi,GALESACHI
4,10,94,Rahpop-Achih,RAHPOPACHIH
4,10,95,Rahtzalam-Achih,RAHTZALAMACHIH
4,10,96,Utzam-Achih,UTZAMACHIH
4,10,97,Quiché,QUICHE
4,10,98,Tamub,TAMUB
4,10,99,Ilocab,ILOCAB
4,10,100,"Este fue , pues , el origen de los Galel-Ahpop",ESTEFUEPUESELORIGENDELOSGALELAHPOP
4,10,101,Por el Ahpop y el Ahpop-Camhá,PORELAHPOPYELAHPOPCAMHA
4,10,102,Galel,GALEL
4,10,103,Ahtzic-Vinac,AHTZICVINAC
4,11,0,La casa era,LACASAERA
4,11,1,El Gran Edificio de Tohil,ELGRANEDIFICIODETOHIL
4,11,2,Cavec,CAVEC
4,11,3,AvÜíx,AVUIX
4,11,4,Avilix,AVILIX
4,11,5,Nihaib,NIHAIB
4,11,6,Hacavitz,HACAVITZ
4,11,7,Dios de los Ahau-Quiché,DIOSDELOSAHAUQUICHE
4,11,8,Tzutuhá,TZUTUHA
4,11,9,Cahbahá,CAHBAHA
4,11,10,Señores del Quiché,SENORESDELQUICHE
4,11,11,Los pueblos,LOSPUEBLOS
4,11,12,Tohíl,TOHIL
4,11,13,Ahpop,AHPOP
4,11,14,Ahpop-Camhá,AHPOPCAMHA
4,11,15,Y los reyes,YLOSREYES
4,11,16,Ahpop y el Ahpop-Camhá,AHPOPYELAHPOPCAMHA
4,11,17,Grandes Señores,GRANDESSENORES
4,11,18,Gucumatz,GUCUMATZ
4,11,19,Cotuhá,COTUHA
4,11,20,Quicab,QUICAB
4,11,21,Cavizimah,CAVIZIMAH
4,11,22,Sabían,SABIAN
4,11,23,Popol Vuh,POPOLVUH
4,11,24,Señores .,SENORES
4,11,25,Grandes,GRANDES
4,11,26,Ayunaban,AYUNABAN
4,11,27,He aquí cómo ayunaban,HEAQUICOMOAYUNABAN
4,11,28,Nueve hombres ayunaban y otros nueve harían sacrificios y quemaban incienso,NUEVEHOMBRESAYUNABANYOTROSNUEVEHARIANSACRIFICIOSYQUEMABANINCIENSO
4,11,29,Trece hombres más ayunaban,TRECEHOMBRESMASAYUNABAN
4,11,30,Tohil,TOHIL
4,11,31,Delante de su dios,DELANTEDESUDIOS
4,11,32,Ya fuesen diecisiete hombres los que hacían el sacrificio,YAFUESENDIECISIETEHOMBRESLOSQUEHACIANELSACRIFICIO
4,11,33,Cumplían,CUMPLIAN
4,11,34,Señores,SENORES
4,11,35,Así permanecían del anochecer a la madrugada,ASIPERMANECIANDELANOCHECERALAMADRUGADA
4,11,36,He aquí sus peticiones a su dios,HEAQUISUSPETICIONESASUDIOS
4,11,37,Huracán,HURACAN
4,11,38,Corazón del Cielo,CORAZONDELCIELO
4,11,39,Tierra ! ¡ Tú,TIERRATU
4,11,40,acá tu gloria,ACATUGLORIA
4,11,41,Dales,DALES
4,11,42,Que no encuentren desgracia ni infortunio,QUENOENCUENTRENDESGRACIANIINFORTUNIO
4,11,43,Que no caigan,QUENOCAIGAN
4,11,44,nosean heridos,NOSEANHERIDOS
4,11,45,Que no se caigan en la bajada,QUENOSECAIGANENLABAJADA
4,11,46,Concédeles buenos caminos,CONCEDELESBUENOSCAMINOS
4,11,47,Queno,QUENO
4,11,48,Corazón del Cielo,CORAZONDELCIELO
4,11,49,Corazón de la Tierra,CORAZONDELATIERRA
4,11,50,Envoltorio de la Majestad,ENVOLTORIODELAMAJESTAD
4,11,51,Tohil,TOHIL
4,11,52,Avilix,AVILIX
4,11,53,Hacavitz,HACAVITZ
4,11,54,oh Dios ! ”,OHDIOS
4,11,55,Señores,SENORES
4,11,56,Ayunaban,AYUNABAN
4,11,57,hadan,HADAN
4,11,58,Señores,SENORES
4,11,59,Este era el precio de la vida feliz,ESTEERAELPRECIODELAVIDAFELIZ
4,11,60,Ahpop,AHPOP
4,11,61,Ahpop- Camhá,AHPOPCAMHA
4,11,62,Galel,GALEL
4,11,63,Ahtzic-Vinac,AHTZICVINAC
4,11,64,De dos en dos entraban,DEDOSENDOSENTRABAN
4,11,65,Un solo fue el origen de su tradición,UNSOLOFUEELORIGENDESUTRADICION
4,11,66,Tamub,TAMUB
4,11,67,Ilocab,ILOCAB
4,11,68,Tziquinahá,TZIQUINAHA
4,11,69,Tuhalahá,TUHALAHA
4,11,70,Uchabahá,UCHABAHA
4,11,71,Quiché,QUICHE
4,11,72,No derrochaban los dones de los que los alimentaban y sostenían,NODERROCHABANLOSDONESDELOSQUELOSALIMENTABANYSOSTENIAN
4,11,73,Gucumatz,GUCUMATZ
4,11,74,Cotuhá,COTUHA
4,11,75,Quicab y Cavizimah,QUICABYCAVIZIMAH
4,11,76,Ahpop,AHPOP
4,11,77,Ahpop-Camhá,AHPOPCAMHA
4,11,78,Galel,GALEL
4,11,79,Ahtzic-Vinac,AHTZICVINAC
4,11,80,Muchas ramas de los pueblos,MUCHASRAMASDELOSPUEBLOS
4,11,81,Quiché,QUICHE
4,11,83,Gucumatz,GUCUMATZ
4,11,84,Quiché,QUICHE
4,11,85,Señores,SENORES
4,11,86,Señores,SENORES
4,12,0,Balam-Quitzé,BALAMQUITZE
4,12,1,Balam-Acab,BALAMACAB
4,12,2,Mahucutah,MAHUCUTAH
4,12,3,Balam,BALAM
4,12,5,Señores,SENORES
4,12,6,Señores,SENORES
4,12,7,Señor,SENOR
4,12,8,Señores,SENORES
4,12,9,Señores del Quiché,SENORESDELQUICHE
4,12,10,Balam-Quitzé,BALAMQUITZE
4,12,11,Cavec,CAVEC
4,12,12,Qocavib,QOCAVIB
4,12,13,Balam-Quitzé,BALAMQUITZE
4,12,14,Balam-Conaché,BALAMCONACHE
4,12,15,Ahpop,AHPOP
4,12,16,Cotuhá,COTUHA
4,12,17,Gucumatz,GUCUMATZ
4,12,18,Cotuhá,COTUHA
4,12,19,Tepepul e Iztayul,TEPEPULEIZTAYUL
4,12,20,Quicab,QUICAB
4,12,21,Cavízimah,CAVIZIMAH
4,12,22,Tepepul,TEPEPUL
4,12,23,Jztayub,JZTAYUB
4,12,24,Tecum,TECUM
4,12,25,Tepepul,TEPEPUL
4,12,26,Vahxaqui-Caam,VAHXAQUICAAM
4,12,27,Quicab,QUICAB
4,12,28,Vucub-Noh,VUCUBNOH
4,12,29,Cauutepech,CAUUTEPECH
4,12,30,Oxib-Queh,OXIBQUEH
4,12,31,Beleheb-Tzi,BELEHEBTZI
4,12,32,Donadiú,DONADIU
4,12,33,Tecum,TECUM
4,12,34,Tepepul,TEPEPUL
4,12,35,Don Juan de Rojas,DONJUANDEROJAS
4,12,36,Juan Cortés,JUANCORTES
4,12,37,Tecum,TECUM
4,12,38,Tepepul,TEPEPUL
4,12,39,Señores Ahpop,SENORESAHPOP
4,12,40,Ahpop- Camhá,AHPOPCAMHA
4,12,41,Quichés de Cavec,QUICHESDECAVEC
4,12,42,Estas son las Casas,ESTASSONLASCASAS
4,12,43,cadauno délos Señores,CADAUNODELOSSENORES
4,12,44,Ahpop,AHPOP
4,12,45,Ahpop-Camhá,AHPOPCAMHA
4,12,46,Cavec,CAVEC
4,12,47,Casas,CASAS
4,12,48,Señores,SENORES
4,12,49,las Casas,LASCASAS
4,12,50,Ahau-Ahpop,AHAUAHPOP
4,12,51,Casa grande,CASAGRANDE
4,12,52,Cuhá,CUHA
4,12,53,Casa grande,CASAGRANDE
4,12,54,Casa grande,CASAGRANDE
4,12,55,Tziquinahá,TZIQUINAHA
4,12,56,Nim-Chocoh-Cavec,NIMCHOCOHCAVEC
4,12,57,Casa grande,CASAGRANDE
4,12,58,Ahau-Ah-Tohil,AHAUAHTOHIL
4,12,59,Casa grande,CASAGRANDE
4,12,60,Ahau-Ah-Gucumatzr,AHAUAHGUCUMATZR
4,12,61,Casa grande,CASAGRANDE
4,12,62,Popol-Vinac Chituy,POPOLVINACCHITUY
4,12,63,Casa grande,CASAGRANDE
4,12,64,Lolmet-Quehnay,LOLMETQUEHNAY
4,12,65,Casa grande,CASAGRANDE
4,12,66,Popol-Vinac Pahom Tzalaiz Ixcuxebá,POPOLVINACPAHOMTZALAIZIXCUXEBA
4,12,67,Casa grande,CASAGRANDE
4,12,68,Tepeu-Yaqui,TEPEUYAQUI
4,12,69,Casa grande,CASAGRANDE
4,12,70,Cavec,CAVEC
4,12,71,Casas,CASAS
4,12,72,Casas,CASAS
4,12,73,Nihaib,NIHAIB
4,12,74,De un sol tronco,DEUNSOLTRONCO
4,12,75,Balam-Acab,BALAMACAB
4,12,76,Qoacul y Qoacutec,QOACULYQOACUTEC
4,12,77,Cochahuh,COCHAHUH
4,12,78,Cotzibahá,COTZIBAHA
4,12,79,Beleheb-Queh,BELEHEBQUEH
4,12,80,Cotuhá,COTUHA
4,12,81,Batzá,BATZA
4,12,82,Iztayul,IZTAYUL
4,12,83,Cotuhá,COTUHA
4,12,84,Beleheb-Queh,BELEHEBQUEH
4,12,85,Quema,QUEMA
4,12,86,Ahau-Cotuhá,AHAUCOTUHA
4,12,87,Don Christóval,DONCHRISTOVAL
4,12,88,Don Pedro de Robles,DONPEDRODEROBLES
4,12,89,Ahau-Galel,AHAUGALEL
4,12,90,Estos son,ESTOSSON
4,12,91,Ahau-Galel,AHAUGALEL
4,12,93,Señores,SENORES
4,12,94,las Casas,LASCASAS
4,12,95,Ahau-Galel,AHAUGALEL
4,12,96,Señor de los de Nihaib,SENORDELOSDENIHAIB
4,12,97,Casa grande,CASAGRANDE
4,12,98,Ahau-Ahtzic-Vinac,AHAUAHTZICVINAC
4,12,99,Casa grande,CASAGRANDE
4,12,100,Ahau-Galel Camhá,AHAUGALELCAMHA
4,12,101,Casa grande .,CASAGRANDE
4,12,102,Nimá-Camhá,NIMACAMHA
4,12,103,Casa grande,CASAGRANDE
4,12,104,Uchuch-Camhá,UCHUCHCAMHA
4,12,105,Casa grande,CASAGRANDE
4,12,106,Nim-Chocoh-Nihaib,NIMCHOCOHNIHAIB
4,12,107,Casa grande,CASAGRANDE
4,12,108,Ahau-Avilix,AHAUAVILIX
4,12,109,Casa grande,CASAGRANDE
4,12,110,Yacolatam,YACOLATAM
4,12,111,Casa grande,CASAGRANDE
4,12,112,Nimá-Lolmet-Ycolrux,NIMALOLMETYCOLRUX
4,12,113,Casa grande,CASAGRANDE
4,12,114,las Casas,LASCASAS
4,12,115,Nihaib,NIHAIB
4,12,116,Nihaib,NIHAIB
4,12,117,Señores,SENORES
4,12,118,Comahcun,COMAHCUN
4,12,119,Vucub-Ah,VUCUBAH
4,12,120,Cocamel,COCAMEL
4,12,121,Coyobacoh,COYOBACOH
4,12,122,Ahau-Quiché,AHAUQUICHE
4,12,123,He aquí ahora los nombres de los Señores,HEAQUIAHORALOSNOMBRESDELOSSENORES
4,12,124,Casas,CASAS
4,12,125,Ahtzic-Vinac-Ahau,AHTZICVINACAHAU
4,12,126,Señor,SENOR
4,12,127,Casa grande,CASAGRANDE
4,12,128,Lolmet-Ahau,LOLMETAHAU
4,12,129,Señor de una Casa grande,SENORDEUNACASAGRANDE
4,12,130,Nim-Chocoh-Ahau,NIMCHOCOHAHAU
4,12,131,Hacavitz,HACAVITZ
4,12,132,Señor de una Casa grande .,SENORDEUNACASAGRANDE
4,12,133,Cuatro,CUATRO
4,12,134,las Casas,LASCASAS
4,12,135,Ahau-Quiché,AHAUQUICHE
4,12,136,Nim-Chocoh,NIMCHOCOH
4,12,137,Señores del Quiché,SENORESDELQUICHE
4,12,138,Reúnanse,REUNANSE
4,12,139,Chocoh,CHOCOH
4,12,141,Chocoh .,CHOCOH
4,12,142,Nim-Chocoh de los Cavec,NIMCHOCOHDELOSCAVEC
4,12,143,Nim-Chocoh de los Nihaib,NIMCHOCOHDELOSNIHAIB
4,12,144,Nim-Chocoh-Ahau de los Ahau-Quiché,NIMCHOCOHAHAUDELOSAHAUQUICHE
4,12,145,Nim-Chocoh,NIMCHOCOH
4,12,146,Chocoh,CHOCOH
4,12,147,Popol Vuh,POPOLVUH
4,12,149,Quiché,QUICHE
4,12,150,Santa Cruz,SANTACRUZ
