parte,capit,ord,ent_str,ent_str_norm
2,9,46,Primero,PRIMERO
2,9,47,Xibalbá,XIBALBA
2,9,48,Hunahpú,HUNAHPU
2,9,49,Ixbalanqué,IXBALANQUE
2,9,50,Xibalbá,XIBALBA
2,9,51,De madrugada jugaremos de nuevo a la pelota,DEMADRUGADAJUGAREMOSDENUEVOALAPELOTA
2,9,52,Y en seguida entraron los muchachos en la Casa de las Navajas,YENSEGUIDAENTRARONLOSMUCHACHOSENLACASADELASNAVAJAS
2,9,53,Xibalbá,XIBALBA
2,9,54,Señores,SENORES
2,9,55,Les,LES
2,9,56,Vuestras,VUESTRAS
2,9,57,Así pasaron la noche en la Casa de las Navajas,ASIPASARONLANOCHEENLACASADELASNAVAJAS
2,9,58,Hormigas,HORMIGAS
2,9,59,Señores !,SENORES
2,9,60,Hun- Camé,HUNCAME
2,9,61,Vucub-Camé,VUCUBCAME
2,9,62,Señores,SENORES
2,9,63,Xibalbá,XIBALBA
2,9,64,Velad,VELAD
2,9,65,Puhuyúl!¡Puhuyù,PUHUYULPUHUYU
2,9,66,Puhuyù,PUHUYU
2,9,67,Dos eran los guardianes del jardín de Hun-Camé,DOSERANLOSGUARDIANESDELJARDINDEHUNCAME
2,9,68,Vucub-Camé,VUCUBCAME
2,9,69,Pronto llenaron las,PRONTOLLENARONLAS
2,9,70,Cuatro jicaras de flores,CUATROJICARASDEFLORES
2,9,71,Señor,SENOR
2,9,72,Y llevando las flores,YLLEVANDOLASFLORES
2,9,73,Señor,SENOR
2,9,74,Señores,SENORES
2,9,75,Y de esta manera,YDEESTAMANERA
2,9,76,Xibalbá,XIBALBA
2,9,77,Sólo a las hormigas,SOLOALASHORMIGAS
2,9,79,Xibalbá,XIBALBA
2,9,80,"No sentimos nada , Señor",NOSENTIMOSNADASENOR
2,9,81,Hun-Camé,HUNCAME
2,9,82,Vucub-Camé,VUCUBCAME
2,9,83,Hunahpú,HUNAHPU
2,9,84,Ixbalanqué,IXBALANQUE
2,9,85,Así dijeron los de Xibalbá,ASIDIJERONLOSDEXIBALBA
2,10,0,Casa del Frío,CASADELFRIO
2,10,1,La casa estaba llena de granizo,LACASAESTABALLENADEGRANIZO
2,10,3,Xibalbá,XIBALBA
2,10,4,Llenos,LLENOS
2,10,5,Señor,SENOR
2,10,6,Hunahpú,HUNAHPU
2,10,7,Ixbalanqué,IXBALANQUE
2,10,8,Casa de los Tigres,CASADELOSTIGRES
2,10,9,La casa estaba llena de tigres .,LACASAESTABALLENADETIGRES
2,10,10,Y éstos se precipitaron sobre los huesos .,YESTOSSEPRECIPITARONSOBRELOSHUESOS
2,10,11,Al fin,ALFIN
2,10,13,Así decían los guardas,ASIDECIANLOSGUARDAS
2,10,14,Casa de las Tigres,CASADELASTIGRES
2,10,15,Xibalbá,XIBALBA
2,10,16,Casa de Fuego,CASADEFUEGO
2,10,17,Sólo ardían las brasas y la leña,SOLOARDIANLASBRASASYLALENA
2,10,18,Xibalbá,XIBALBA
2,10,20,Xibalbá,XIBALBA
2,10,21,Pusiéronlos,PUSIERONLOS
2,10,22,Casa de los Murciélagos,CASADELOSMURCIELAGOS
2,10,24,Camazotz,CAMAZOTZ
2,10,25,Camazotz,CAMAZOTZ
2,10,26,Quilitz,QUILITZ
2,10,27,quilitz,QUILITZ
2,10,28,Dijo,DIJO
2,10,29,Ixbalanqué,IXBALANQUE
2,10,30,Hunahpú,HUNAHPU
2,10,31,Camazotz,CAMAZOTZ
2,10,32,Hunahpú,HUNAHPU
2,10,33,Ixbalanqué:—-¿No,IXBALANQUENO
2,10,34,Hunahpú,HUNAHPU
2,10,35,Hunahpú,HUNAHPU
2,10,36,Ixbalanqué,IXBALANQUE
2,10,37,Hun- Camé,HUNCAME
2,10,38,Vucub-Camé,VUCUBCAME
2,10,39,Xibalbá,XIBALBA
2,10,40,Hunahpú,HUNAHPU
2,11,0,Ixbalanqué,IXBALANQUE
2,11,1,Ixbalanqué,IXBALANQUE
2,11,2,Variadas,VARIADAS
2,11,3,Detrás de ellos,DETRASDEELLOS
2,11,4,Y llegan- do al extremo,YLLEGANDOALEXTREMO
2,11,5,Hunahpú,HUNAHPU
2,11,6,El Corazón del Cielo,ELCORAZONDELCIELO
2,11,7,Huracán,HURACAN
2,11,8,Casa de los Murciélagos,CASADELOSMURCIELAGOS
2,11,9,Oscurece,OSCURECE
2,11,10,Saldrá,SALDRA
2,11,11,Hunahpú,HUNAHPU
2,11,12,Ixbalanqué,IXBALANQUE
2,11,14,Ixbalanqué,IXBALANQUE
2,11,15,La cabeza de Hunahpú,LACABEZADEHUNAHPU
2,11,17,Hunahpú,HUNAHPU
2,11,18,Pégale,PEGALE
2,11,19,Señores de Xibalbá,SENORESDEXIBALBA
2,11,20,Ixbalanqué,IXBALANQUE
2,11,21,El conejo,ELCONEJO
2,11,22,Xibalbá,XIBALBA
2,11,23,Iban,IBAN
2,11,24,Xibalbá,XIBALBA
2,11,25,Ixbalanqué,IXBALANQUE
2,11,26,Hunahpú,HUNAHPU
2,11,27,Hunahpú,HUNAHPU
2,11,28,Xibalbá,XIBALBA
2,11,29,Aquí está la pelota,AQUIESTALAPELOTA
2,11,30,Xibalbá,XIBALBA
2,11,31,Tantos iguales,TANTOSIGUALES
2,11,32,Ixbalanqué,IXBALANQUE
2,11,33,Señores,SENORES
2,11,34,Quién de vosotras,QUIENDEVOSOTRAS
2,11,35,Xibalbá,XIBALBA
2,11,36,Señores,SENORES
2,11,37,Xibalbá,XIBALBA
2,11,38,Hunahpú,HUNAHPU
2,11,39,Ixbalanqué,IXBALANQUE
2,11,40,Grandes,GRANDES
2,12,0,Hunahpú,HUNAHPU
2,12,1,Ixbalanqué,IXBALANQUE
2,12,3,Xibalbá,XIBALBA
2,12,4,Xibalbá,XIBALBA
2,12,5,Xulú,XULU
2,12,6,Pacam,PACAM
2,12,7,Señores de Xibalbá,SENORESDEXIBALBA
2,12,8,Todos los de Xibalbá,TODOSLOSDEXIBALBA
2,12,9,He aquí,HEAQUI
2,12,10,Xulú,XULU
2,12,11,Pacam,PACAM
2,12,12,Hunahpú,HUNAHPU
2,12,13,Ixbalanqué,IXBALANQUE
2,12,14,Xibalbá,XIBALBA
2,12,15,Hun-Camé,HUNCAME
2,12,16,Vucub-Camé,VUCUBCAME
2,12,17,Señores,SENORES
2,12,18,Hun-Camé,HUNCAME
2,12,19,Todos los de Xibalbá,TODOSLOSDEXIBALBA
2,12,20,Xulú,XULU
2,12,21,Pacam,PACAM
2,12,22,Los de,LOSDE
2,12,23,Xibalbá,XIBALBA
2,13,0,Xibalbá,XIBALBA
2,13,1,Y al día siguiente,YALDIASIGUIENTE
2,13,3,Xibalbá,XIBALBA
2,13,4,Puhuy,PUHUY
2,13,5,Cux,CUX
2,13,6,Iboy,IBOY
2,13,7,Ixtzul,IXTZUL
2,13,8,Chitic,CHITIC
2,13,9,Quemaban,QUEMABAN
2,13,10,Xibalbá,XIBALBA
2,13,11,Los de,LOSDE
2,13,12,Xibalbá,XIBALBA
2,13,13,Xibalbá,XIBALBA
2,13,14,Señores Hun-Camé,SENORESHUNCAME
2,13,15,Vucub-Camé,VUCUBCAME
2,13,16,Al oírla exclamaron : — ¿,ALOIRLAEXCLAMARON
2,13,17,Quiénes,QUIENES
2,13,18,Señores,SENORES
2,13,19,Contentos,CONTENTOS
2,13,20,Esto dicen los Señores,ESTODICENLOSSENORES
2,13,21,Señores,SENORES
2,13,22,Señores ?,SENORES
2,13,23,Hunahpú,HUNAHPU
2,13,24,Ixbalanqué,IXBALANQUE
2,13,25,Con el rostro abrumado de contrariedad,CONELROSTROABRUMADODECONTRARIEDAD
2,13,26,Señores,SENORES
2,13,27,Preguntáronles,PREGUNTARONLES
2,13,28,Señor,SENOR
2,13,29,No conocemos la cara de nuestra madre,NOCONOCEMOSLACARADENUESTRAMADRE
2,13,31,Os daremos vuestra recompensa,OSDAREMOSVUESTRARECOMPENSA
2,13,32,No queremos nada,NOQUEREMOSNADA
2,13,33,Señor,SENOR
2,13,35,Bailad,BAILAD
2,13,36,os matáis,OSMATAIS
2,13,37,Nosotros os,NOSOTROSOS
2,13,38,Y para que os vayáis,YPARAQUEOSVAYAIS
2,13,39,Todos los de Xibalbá,TODOSLOSDEXIBALBA
2,13,40,Cux,CUX
2,13,41,Puhuy,PUHUY
2,13,42,Jboy,JBOY
2,13,43,Señor,SENOR
2,13,44,Despedazad,DESPEDAZAD
2,13,45,Verdaderamente lleno de alegría,VERDADERAMENTELLENODEALEGRIA
2,13,46,El Señor,ELSENOR
2,13,47,Quemad,QUEMAD
2,13,48,Al momento quemaron la casa del Señor,ALMOMENTOQUEMARONLACASADELSENOR
2,13,49,Señores,SENORES
2,13,50,Pronto,PRONTO
2,13,51,Hun-Camé,HUNCAME
2,13,52,Maravilláronse todos los Señores,MARAVILLARONSETODOSLOSSENORES
2,13,53,Señor,SENOR
2,13,54,Matad,MATAD
2,13,55,Señores,SENORES
2,13,56,Vucub-Camé,VUCUBCAME
2,13,57,Un instante después fue resucitado el hombre,UNINSTANTEDESPUESFUERESUCITADOELHOMBRE
2,13,58,Los Señores,LOSSENORES
2,13,59,Sacrificaos,SACRIFICAOS
2,13,60,Señores,SENORES
2,13,61,Señor,SENOR
2,13,62,Y a continuación,YACONTINUACION
2,13,63,Hunahpú,HUNAHPU
2,13,64,Ixbalanqué,IXBALANQUE
2,13,65,Todos los Señores,TODOSLOSSENORES
2,13,66,Xibalbá,XIBALBA
2,13,67,Ixbalanqué,IXBALANQUE
2,13,68,Levántate !,LEVANTATE
2,13,69,Alegráronse,ALEGRARONSE
2,13,70,Señores,SENORES
2,13,72,Hun-Camé,HUNCAME
2,13,73,Vucub-Camé,VUCUBCAME
2,13,74,Hunahpú,HUNAHPU
2,13,75,Ixbalanqué,IXBALANQUE
2,13,76,Hun-Caméy Vucub-Camé,HUNCAMEYVUCUBCAME
2,13,77,Haced,HACED
2,13,78,Sacrificadnos !,SACRIFICADNOS
2,13,79,Despedazadnos,DESPEDAZADNOS
2,13,80,Hun-Camé,HUNCAME
2,13,81,Vucub-Camé,VUCUBCAME
2,13,82,Hunahpú,HUNAHPU
2,13,83,Ixbalanqué,IXBALANQUE
2,13,84,resucitaréis,RESUCITAREIS
2,13,85,Señores,SENORES
2,13,86,Señores,SENORES
2,13,87,Señor,SENOR
2,13,88,Hun-Camé,HUNCAME
2,13,89,Xibalbá,XIBALBA
2,13,90,Hun-Camé,HUNCAME
2,13,91,Vucub-Camé,VUCUBCAME
2,13,92,Y no los resucitaron,YNOLOSRESUCITARON
2,13,93,Los de,LOSDE
2,13,94,Xibalbá,XIBALBA
2,13,95,Señor Principal,SENORPRINCIPAL
2,13,96,Y un Señor,YUNSENOR
2,13,97,"No lo habían descubierto , ni lo habían encontrado .",NOLOHABIANDESCUBIERTONILOHABIANENCONTRADO
2,13,98,Xibalbá,XIBALBA
2,13,100,Señores de Xibalbá,SENORESDEXIBALBA
2,13,101,Sólo por un prodigio,SOLOPORUNPRODIGIO
2,14,0,Xibalbá,XIBALBA
2,14,1,Os diremos también los nombres de nuestros padres,OSDIREMOSTAMBIENLOSNOMBRESDENUESTROSPADRES
2,14,3,Ixhunahpú,IXHUNAHPU
2,14,4,Ixbalanqué,IXBALANQUE
2,14,5,Y nuestros padres,YNUESTROSPADRES
2,14,6,Hun-Hunahpú,HUNHUNAHPU
2,14,7,Vucub-Hunahpú,VUCUBHUNAHPU
2,14,9,Por eso nosotros,PORESONOSOTROS
2,14,10,Al instante cayeron de rodillas,ALINSTANTECAYERONDERODILLAS
2,14,11,Xibalbá,XIBALBA
2,14,12,Hunahpú,HUNAHPU
2,14,13,Ixbalanqué !,IXBALANQUE
2,14,14,Pucbal-Chah,PUCBALCHAH
2,14,15,Oídla,OIDLA
2,14,16,Xibalbá,XIBALBA
2,14,17,No será para vosotros,NOSERAPARAVOSOTROS
2,14,18,Solamente os,SOLAMENTEOS
2,14,19,Sólo los hijos de las malezas y del desierto,SOLOLOSHIJOSDELASMALEZASYDELDESIERTO
2,14,20,Los hijos esclarecidos,LOSHIJOSESCLARECIDOS
2,14,21,Los pecadores,LOSPECADORES
2,14,22,Ya no os apoderaréis repentinamente de los hombres,YANOOSAPODERAREISREPENTINAMENTEDELOSHOMBRES
2,14,24,Xibalbá,XIBALBA
2,14,25,No era mucho su poder antiguamente,NOERAMUCHOSUPODERANTIGUAMENTE
2,14,26,Sólo les gustaba hacer el mal a los hombres en aquel tiempo,SOLOLESGUSTABAHACERELMALALOSHOMBRESENAQUELTIEMPO
2,14,28,"Eran los Enemigos , los Buhos",ERANLOSENEMIGOSLOSBUHOS
2,14,29,Incitaban,INCITABAN
2,14,30,Eran también falsos de corazón,ERANTAMBIENFALSOSDECORAZON
2,14,31,Hunahpú,HUNAHPU
2,14,32,Ixbalanqué,IXBALANQUE
2,14,33,Las cañas retoñaron,LASCANASRETONARON
2,14,34,Entonces la abuela encendió el fuego y quemó copal ante las cañas en memoria de sus nietos,ENTONCESLAABUELAENCENDIOELFUEGOYQUEMOCOPALANTELASCANASENMEMORIADESUSNIETOS
2,14,35,Y el corazón de su abuela,YELCORAZONDESUABUELA
2,14,36,Centro,CENTRO
2,14,37,Nicah,NICAH
2,14,38,Cañas,CANAS
2,14,39,Cazam Ah Chatam Uleu,CAZAMAHCHATAMULEU
2,14,40,Casa,CASA
2,14,41,Centro,CENTRO
2,14,42,Tierra Allanada,TIERRAALLANADA
2,14,43,Cañas Vivas,CANASVIVAS
2,14,44,Tierra Llana,TIERRALLANA
2,14,45,Y también las llamó,YTAMBIENLASLLAMO
2,14,46,Cañas Vivas,CANASVIVAS
2,14,47,Este nombre les fue dado por,ESTENOMBRELESFUEDADOPOR
2,14,48,Ixmucané,IXMUCANE
2,14,49,Hunahpú,HUNAHPU
2,14,50,Ixbalanqué,IXBALANQUE
2,14,52,Hun-Hunahpú,HUNHUNAHPU
2,14,53,Vucub-Hunahpú,VUCUBHUNAHPU
2,14,54,Xibalbá,XIBALBA
2,14,55,Xibalbá,XIBALBA
2,14,56,Honraron,HONRARON
2,14,57,Vucub-Hunahpú,VUCUBHUNAHPU
2,14,58,Sacrificadero,SACRIFICADERO
2,14,59,No pronunció su nombre el,NOPRONUNCIOSUNOMBREEL
2,14,60,Hunahpú,HUNAHPU
2,14,61,Ni pudo decirlo su boca,NIPUDODECIRLOSUBOCA
2,14,62,Sacrificadero,SACRIFICADERO
2,14,66,Xibalbá,XIBALBA
2,14,67,Al uno le tocó el sol,ALUNOLETOCOELSOL
2,14,68,Y ellos moran,YELLOSMORAN
2,14,69,Zipacná,ZIPACNA
3,1,0,Y dijeron los Progenitores,YDIJERONLOSPROGENITORES
3,1,1,Creadores,CREADORES
3,1,2,Formadores,FORMADORES
3,1,3,Tepeu,TEPEU
3,1,4,Gucumatz,GUCUMATZ
3,1,6,Poco,POCO
3,1,7,Creadores,CREADORES
3,1,8,Formadores,FORMADORES
3,1,9,De Pixil,DEPIXIL
3,1,10,Cayalá,CAYALA
3,1,11,Yac,YAC
3,1,12,Utiú,UTIU
3,1,13,Quel,QUEL
3,1,14,chocoyo,CHOCOYO
3,1,15,Hoh,HOH
3,1,16,Estos cuatro animales,ESTOSCUATROANIMALES
3,1,17,Paxil,PAXIL
3,1,18,Paxil,PAXIL
3,1,19,Progenitores,PROGENITORES
3,1,20,Abundancia,ABUNDANCIA
3,1,21,Paxil,PAXIL
3,1,22,Cayalá,CAYALA
3,1,23,Los animales enseñaron el camino,LOSANIMALESENSENARONELCAMINO
3,1,24,Ixmucané,IXMUCANE
3,1,25,Progenitores,PROGENITORES
3,1,26,Tepeu,TEPEU
3,1,27,Gucumatz,GUCUMATZ
3,1,28,A continuación entraron en pláticas acerca de la creación,ACONTINUACIONENTRARONENPLATICASACERCADELACREACION
3,1,29,De maíz amarillo,DEMAIZAMARILLO
3,2,0,Balam-Quitzé,BALAMQUITZE
3,2,1,Balam-Acab,BALAMACAB
3,2,2,Mahucutah,MAHUCUTAH
3,2,3,Iqui-Balam,IQUIBALAM
3,2,4,Se,SE
3,2,5,No nacieron de mujer,NONACIERONDEMUJER
3,2,6,Creador y el Formador,CREADORYELFORMADOR
3,2,7,Progenitores,PROGENITORES
3,2,8,Sólo por un prodigio,SOLOPORUNPRODIGIO
3,2,9,Creador,CREADOR
3,2,10,Formador,FORMADOR
3,2,11,Progenitores,PROGENITORES
3,2,12,Tepeu,TEPEU
3,2,13,Gucumatz,GUCUMATZ
3,2,14,Fueran dotados de inteligencia,FUERANDOTADOSDEINTELIGENCIA
3,2,15,Las cosas ocultas,LASCOSASOCULTAS
3,2,18,Balam-Quitzé,BALAMQUITZE
3,2,19,Balam-Acab,BALAMACAB
3,2,20,Mahucutah,MAHUCUTAH
3,2,21,Iqui-Balam,IQUIBALAM
3,2,22,Creador y el Formador : — ¿ Qué pensáis de vuestro estado ?,CREADORYELFORMADORQUEPENSAISDEVUESTROESTADO
3,2,23,No miráis ?,NOMIRAIS
3,2,24,Creador al Formador : — ¡ En verdad os,CREADORALFORMADORENVERDADOS
3,2,25,Os damos gracias,OSDAMOSGRACIAS
3,2,26,Pero el Creador y el Formador,PEROELCREADORYELFORMADOR
3,2,27,No está bien lo que dicen nuestras criaturas,NOESTABIENLOQUEDICENNUESTRASCRIATURAS
3,2,28,Progenitores,PROGENITORES
3,2,29,Refrenemos,REFRENEMOS
3,2,30,Corazón del Cielo,CORAZONDELCIELO
3,2,31,Huracán,HURACAN
3,2,32,Chi-pi-Caculhá,CHIPICACULHA
3,2,33,Raxa-Caculhá,RAXACACULHA
3,2,34,Tepeu,TEPEU
3,2,35,Gucumatz,GUCUMATZ
3,2,36,Progenitores,PROGENITORES
3,2,37,Ixpiyacoc,IXPIYACOC
3,2,38,Ixmucané,IXMUCANE
3,2,39,Creador y el Formador .,CREADORYELFORMADOR
3,2,40,Entonces el Corazón,ENTONCESELCORAZON
3,2,41,Así fue destruida su sabiduría,ASIFUEDESTRUIDASUSABIDURIA
3,2,42,Corazón del Cielo,CORAZONDELCIELO
3,3,0,Dios,DIOS
3,3,1,Balam-Quitzé,BALAMQUITZE
3,3,2,Balam-Acab,BALAMACAB
3,3,3,Mahucutah,MAHUCUTAH
3,3,4,Iqui-Balam,IQUIBALAM
3,3,5,He aquí los nombres de sus mujeres : Cahá-Paluna,HEAQUILOSNOMBRESDESUSMUJERESCAHAPALUNA
3,3,6,Balam- Quitzé,BALAMQUITZE
3,3,7,Chomihá,CHOMIHA
3,3,8,Balam-Acab,BALAMACAB
3,3,9,Tzununihá,TZUNUNIHA
3,3,10,Mahucutah,MAHUCUTAH
3,3,11,Caquixahá,CAQUIXAHA
3,3,12,Iqui-Balam,IQUIBALAM
3,3,13,Señoras,SENORAS
3,3,14,Quiché,QUICHE
3,3,15,Quiché,QUICHE
3,3,16,Oriente,ORIENTE
3,3,17,Tepeu,TEPEU
3,3,18,Olomán,OLOMAN
3,3,19,Cohah,COHAH
3,3,20,Quenech,QUENECH
3,3,21,Ahau,AHAU
3,3,22,Oriente,ORIENTE
3,3,23,Tamub,TAMUB
3,3,24,Uocab,UOCAB
3,3,25,Oriente,ORIENTE
3,3,26,Balam-Quitzé,BALAMQUITZE
3,3,27,Cavec,CAVEC
3,3,28,Nihaib,NIHAIB
3,3,29,Cahucutah,CAHUCUTAH
3,3,30,Ahau-Quiché,AHAUQUICHE
3,3,31,Tres grupos de familias,TRESGRUPOSDEFAMILIAS
3,3,32,Oriente,ORIENTE
3,3,33,Tamub,TAMUB
3,3,34,Ilocab,ILOCAB
3,3,35,Tecpán,TECPAN
3,3,36,Zacahá,ZACAHA
3,3,37,Lamaq,LAMAQ
3,3,38,Cumatz,CUMATZ
3,3,39,Tuhalhá,TUHALHA
3,3,40,Uchabahá,UCHABAHA
3,3,41,Chumil-ahá,CHUMILAHA
3,3,42,Quibahá,QUIBAHA
3,3,43,Batenabá,BATENABA
3,3,44,Acul-Vinac,ACULVINAC
3,3,45,Balamihá,BALAMIHA
3,3,46,los Canchaheles,LOSCANCHAHELES
3,3,47,Balam- Colob,BALAMCOLOB
3,3,48,Muchas otras salieron de cada grupo del pueblo,MUCHASOTRASSALIERONDECADAGRUPODELPUEBLO
3,3,49,Ellas también,ELLASTAMBIEN
3,3,50,Oriente,ORIENTE
3,3,51,No había nacido el sol ni la luz,NOHABIANACIDOELSOLNILALUZ
3,3,52,Juntos,JUNTOS
3,3,53,Oriente,ORIENTE
3,3,54,Dios,DIOS
3,3,55,Una misma era la lengua de todos,UNAMISMAERALALENGUADETODOS
3,3,56,No invocaban la madera ni la piedra,NOINVOCABANLAMADERANILAPIEDRA
3,3,57,"Creador y Formador , del Corazón del Cielo",CREADORYFORMADORDELCORAZONDELCIELO
3,3,58,Corazón de la Tierra,CORAZONDELATIERRA
3,3,59,Así hablaban y esperaban con inquietud la llegada de la aurora,ASIHABLABANYESPERABANCONINQUIETUDLALLEGADADELAAURORA
3,3,60,Y elevaban sus ruegos,YELEVABANSUSRUEGOS
3,3,61,Dios,DIOS
3,3,62,Tzacol,TZACOL
3,3,63,Bitol,BITOL
3,3,64,Míranos,MIRANOS
3,3,65,oh Dios,OHDIOS
3,3,66,Corazón del Cielo,CORAZONDELCIELO
3,3,67,Corazón de la Tierra,CORAZONDELATIERRA
3,3,68,Huracán,HURACAN
3,3,69,Chipi-Caculhá,CHIPICACULHA
3,3,70,Raxa-Caculhá,RAXACACULHA
3,3,71,Chipi-Nanauac,CHIPINANAUAC
3,3,72,Raxa-Nanauac,RAXANANAUAC
3,3,73,Voc Hunahpú Tepeu,VOCHUNAHPUTEPEU
3,3,74,Gucumatz,GUCUMATZ
3,3,75,Alom,ALOM
3,3,76,Qaholom,QAHOLOM
3,3,77,Ixpiyacoc,IXPIYACOC
3,3,78,Ixmucané,IXMUCANE
3,4,0,Balam-Quitzé,BALAMQUITZE
3,4,1,Balam-Acab,BALAMACAB
3,4,2,Mahucutah,MAHUCUTAH
3,4,3,Iqui-Balam,IQUIBALAM
3,4,4,Aguardemos,AGUARDEMOS
3,4,5,Así dijeron aquellos grandes sabios,ASIDIJERONAQUELLOSGRANDESSABIOS
3,4,7,Pues,PUES
3,4,8,Balam-Quitzé,BALAMQUITZE
3,4,9,Balam-Acab,BALAMACAB
3,4,10,Mahucutah,MAHUCUTAH
3,4,11,Iqui-Balam,IQUIBALAM
3,4,13,Balam-Quitzé,BALAMQUITZE
3,4,14,Balam-Acab,BALAMACAB
3,4,15,Mahucutah,MAHUCUTAH
3,4,16,Iqui-Balam,IQUIBALAM
3,4,17,Tamub,TAMUB
3,4,18,Tulán-Zuiva,TULANZUIVA
3,4,19,Vucub-Psc,VUCUBPSC
3,4,20,Vucub-Ziván,VUCUBZIVAN
3,4,22,Tulán,TULAN
3,4,23,No era posible contar los hombres,NOERAPOSIBLECONTARLOSHOMBRES
3,4,24,Balam-Quitzé,BALAMQUITZE
3,4,25,Balam-Acab,BALAMACAB
3,4,26,Mahucutah,MAHUCUTAH
3,4,27,Iqui-Balam,IQUIBALAM
3,4,28,Tohil,TOHIL
3,4,29,Balam-Quitzé,BALAMQUITZE
3,4,30,Avilix,AVILIX
3,4,31,Balam-Acab,BALAMACAB
3,4,32,Hacavitz,HACAVITZ
3,4,33,Mahucutah,MAHUCUTAH
3,4,34,Nicahtacah,NICAHTACAH
3,4,35,Balam,BALAM
3,4,36,Quiché,QUICHE
3,4,37,Tamub,TAMUB
3,4,38,Tohil,TOHIL
3,4,39,Tamub,TAMUB
3,4,40,Señores de Tamub,SENORESDETAMUB
3,4,41,Ilocab,ILOCAB
3,4,42,Tohil,TOHIL
3,4,43,Señores,SENORES
3,4,44,Tohil de los Quichés,TOHILDELOSQUICHES
3,4,45,Tohil de los Tamub,TOHILDELOSTAMUB
3,4,46,de los Ilocab,DELOSILOCAB
3,4,48,Tohil,TOHIL
3,4,49,Avilix,AVILIX
3,4,50,Hacavitz,HACAVITZ
3,4,51,Rabinal,RABINAL
3,4,52,Cakchiqueles,CAKCHIQUELES
3,4,53,Tziquinahá,TZIQUINAHA
3,4,54,Yaquis,YAQUIS
3,4,55,Y allí,YALLI
3,4,56,Ya no podían entenderse claramente entre sí después de haber llegado a Tulán,YANOPODIANENTENDERSECLARAMENTEENTRESIDESPUESDEHABERLLEGADOATULAN
3,4,57,Oriente,ORIENTE
3,4,59,Eran pobres,ERANPOBRES
3,4,60,Tulán-Zuiva,TULANZUIVA
3,4,61,Vucub-Pec,VUCUBPEC
3,4,62,Vucub-Ziván,VUCUBZIVAN
3,4,63,Tulán,TULAN
3,5,0,Tohil,TOHIL
3,5,1,Este era el dios de las tribus,ESTEERAELDIOSDELASTRIBUS
3,5,2,No se sabe cómo nació,NOSESABECOMONACIO
3,5,3,Balam-Quitzé y Balam-Acab,BALAMQUITZEYBALAMACAB
3,5,4,Tohil,TOHIL
3,5,5,Tohil,TOHIL
3,5,6,Dios !,DIOS
3,5,7,Y Tohil,YTOHIL
3,5,8,Dios,DIOS
3,5,9,sacrificad ores,SACRIFICADORES
3,5,10,Tohil,TOHIL
3,5,11,Gran cantidad de granizo,GRANCANTIDADDEGRANIZO
3,5,12,Balam Quitzé,BALAMQUITZE
3,5,13,Balam-Acab,BALAMACAB
3,5,14,Tohil,TOHIL
3,5,15,Tohil,TOHIL
3,5,16,Tohil,TOHIL
3,5,17,Tohil,TOHIL
3,5,18,Alegrarónse al punto Balam-Quitzé,ALEGRARONSEALPUNTOBALAMQUITZE
3,5,19,Balam Acab,BALAMACAB
3,5,20,Mahucutah,MAHUCUTAH
3,5,21,Iqui-Balam,IQUIBALAM
3,5,23,Balam-Quitzé,BALAMQUITZE
3,5,24,Balam-Acab,BALAMACAB
3,5,25,Mahucutah,MAHUCUTAH
3,5,26,Iqui-Balam,IQUIBALAM
3,5,27,Ya no podían soportar el frío ni la helada,YANOPODIANSOPORTARELFRIONILAHELADA
3,5,28,No nos causa vergüenza venir ante vosotros,NONOSCAUSAVERGUENZAVENIRANTEVOSOTROS
3,5,29,Balam-Quitzé,BALAMQUITZE
3,5,30,Balam-Acab,BALAMACAB
3,5,31,Mahucutah,MAHUCUTAH
3,5,32,Iqui-Balam,IQUIBALAM
3,5,33,Ay ! ¡,AY
3,5,34,Una sola era nuestra lengua,UNASOLAERANUESTRALENGUA
3,5,35,Tulán,TULAN
3,5,36,No está bien lo que hemos hecho,NOESTABIENLOQUEHEMOSHECHO
3,5,37,Balam-Quitzé,BALAMQUITZE
3,5,38,Balam-Acab,BALAMACAB
3,5,39,Mahucutah,MAHUCUTAH
3,5,40,Balam,BALAM
3,5,41,Dios,DIOS
3,5,42,Creador,CREADOR
3,5,43,No les deis,NOLESDEIS
3,5,44,Tohil,TOHIL
3,5,45,No es menester que os den algo a vosotros,NOESMENESTERQUEOSDENALGOAVOSOTROS
3,5,46,Preguntad a Tohil,PREGUNTADATOHIL
3,5,47,Xibalbá,XIBALBA
3,5,48,Este tenía alas,ESTETENIAALAS
3,5,49,Creador,CREADOR
3,5,50,Formador,FORMADOR
3,5,51,Xibalbá,XIBALBA
3,5,52,Llenáronse,LLENARONSE
3,5,53,Tohil,TOHIL
3,5,54,Avilix,AVILIX
3,5,55,Hacavitz,HACAVITZ
3,5,56,Xibalbá,XIBALBA
3,5,57,Hallábanse,HALLABANSE
3,5,58,Balam-Quitzé,BALAMQUITZE
3,5,59,Balam-Acab,BALAMACAB
3,5,60,Mahucutah,MAHUCUTAH
3,5,61,Balam .,BALAM
3,5,63,Balam-Quitzé,BALAMQUITZE
3,5,64,Balam-Acab,BALAMACAB
3,5,65,Mahucutah,MAHUCUTAH
3,5,66,Iqui-Balam,IQUIBALAM
3,5,67,"Pues bien , os",PUESBIENOS
