term_str,n,p,i,h,df,idf,dh
abandonment,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
abducted,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
abducting,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
abduction,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
abductions,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
able,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
abound,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
about,43,0.0010923409119776451,9.838361103072021,0.010746844339695081,25,1.2630344058337937,4.443365626644182
above,15,0.00038104915534103897,11.357735262165601,0.004327855428235336,13,2.206450877467426,3.640223928941852
abstinence,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
abused,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
abyss,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
accept,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
accepted,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
accompany,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
accomplished,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,4,3.9068905956085187,1.9219280948873623
accord,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
accordance,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
according,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
account,12,0.0003048393242728312,11.679663357052963,0.0035604206854981725,6,3.321928094887362,2.3553885422075336
accounted,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
accounting,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
accurate,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
ache,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
achieved,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,4,3.9068905956085187,2.0
acquainted,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
acrobatic,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
across,8,0.00020322621618188745,12.264625857774119,0.00249249350596197,6,3.321928094887362,2.4056390622295662
act,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
acted,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
action,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
actual,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
actually,10,0.00025403277022735933,11.942697762886757,0.00303383659669421,10,2.584962500721156,3.321928094887362
acul,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
added,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
adding,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
admiration,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
admire,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
admired,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
adolescent,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
adorned,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
advice,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,3,4.321928094887363,1.5219280948873624
advised,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
afflicted,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
affliction,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
afraid,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,4,3.9068905956085187,1.9219280948873623
after,104,0.002641940810364537,8.564186139633028,0.022626072869854817,39,0.6214883767462702,5.008252824685497
afterward,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
again,88,0.002235488378000762,8.805194239136823,0.01968390938762963,38,0.658963082164933,4.833765141069552
again',1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
against,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,3,4.321928094887363,1.4591479170272446
ago,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
agreed,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
agreement,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
agreements,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
ahau,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
ahead,9,0.0002286294932046234,12.094700856331807,0.0027652053272446656,8,2.9068905956085187,2.94770277922009
ahold,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
alas,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,5,3.584962500721156,2.2516291673878226
alighted,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
alighting,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
alike,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
alive,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,4,3.9068905956085187,1.9219280948873623
all,239,0.006071383208433888,7.363759049793371,0.044708203045868554,56,0.09953567355091437,5.572655295191267
allied,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,2,4.906890595608519,1.0
allocated,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
allow,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
alone,28,0.0007112917566366061,10.457270935716515,0.007438170613490725,14,2.0995356735509145,3.535582047970575
along,49,0.0012447605741140607,9.649916013658911,0.012011834997314534,33,0.8624964762500651,4.946242752234321
already,23,0.0005842753715229264,10.741063901717107,0.006275739101727257,17,1.8194277543581792,3.969001629875993
also,41,0.0010415343579321733,9.907073853156035,0.010318557804633493,25,1.2630344058337937,4.473048041045146
although,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,5,3.584962500721156,2.2516291673878226
always,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
am,27,0.0006858884796138702,10.50973835561065,0.007208508461869365,12,2.321928094887362,3.286314003852238
amazed,7,0.00017782293915915152,12.457270935716515,0.0022151885316909845,5,3.584962500721156,2.2359263506290326
amazement,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
amid,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
among,31,0.0007875015877048139,10.310429547387244,0.00811947963848608,21,1.5145731728297582,4.244518891032037
an,24,0.0006096786485456624,10.679663357052963,0.006511162722450682,20,1.584962500721156,4.251629167387822
ancient,15,0.00038104915534103897,11.357735262165601,0.004327855428235336,8,2.9068905956085187,2.789898095464287
and,1561,0.039654515432490794,4.6563710357962105,0.18464613709838398,60,0.0,5.839377739270843
andmake,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
andtheir,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
anger,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
angle,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
angles,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
anguish,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
animal,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
animals,29,0.000736695033659342,10.406644862646548,0.007666523587368217,16,1.9068905956085185,3.840402546702505
ankles,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
anoint,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
anonas,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
another,31,0.0007875015877048139,10.310429547387244,0.00811947963848608,18,1.7369655941662063,3.8890495359141695
answer,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
answered,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
answering,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
anthill,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
ants,12,0.0003048393242728312,11.679663357052963,0.0035604206854981725,4,3.9068905956085187,1.7841591278514217
any,14,0.00035564587831830304,11.457270935716515,0.004074731185063666,12,2.321928094887362,3.521640636343318
anyone,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
anything,7,0.00017782293915915152,12.457270935716515,0.0022151885316909845,7,3.0995356735509145,2.8073549220576037
anywhere,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
apart,9,0.0002286294932046234,12.094700856331807,0.0027652053272446656,7,3.0995356735509145,2.7254805569978675
apiece,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
apparent,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
appear,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
appearance,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,4,3.9068905956085187,1.9219280948873623
appearances,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
appeared,7,0.00017782293915915152,12.457270935716515,0.0022151885316909845,5,3.584962500721156,2.2359263506290326
approached,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
approaching,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
aquiline,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
are,232,0.005893560269274736,7.406644862646547,0.04365150789112152,54,0.15200309344505006,5.402902868859484
arecalled,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
aren't,13,0.0003302426012955671,11.564186139633028,0.0038189869126185536,12,2.321928094887362,3.5465935642949384
arise,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
arm,12,0.0003048393242728312,11.679663357052963,0.0035604206854981725,7,3.0995356735509145,2.751629167387822
armadillo,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
armadillos,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
armed,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
arms,14,0.00035564587831830304,11.457270935716515,0.004074731185063666,10,2.584962500721156,3.0930692077718893
aroma,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,2,4.906890595608519,0.8112781244591328
arose,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
around,23,0.0005842753715229264,10.741063901717107,0.006275739101727257,14,2.0995356735509145,3.6753108689123635
arranged,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
arrangement,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
arrangements,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
arrival,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
arrive,7,0.00017782293915915152,12.457270935716515,0.0022151885316909845,5,3.584962500721156,2.2359263506290326
arrived,56,0.0014225835132732122,9.457270935716515,0.013453757713708239,35,0.777607578663552,4.976474118254375
arriving,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
arrogant,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
arrow,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
arrowhead,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
arrows,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,3,4.321928094887363,1.5
artisan,26,0.0006604852025911342,10.564186139633028,0.0069774886226459725,6,3.321928094887362,2.472895604260568
as,207,0.005258478343706338,7.571138900274794,0.03981266994428762,58,0.0489096004809465,5.624340072536873
ascended,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
ascent,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
ashamed,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
aside,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
ask,10,0.00025403277022735933,11.942697762886757,0.00303383659669421,5,3.584962500721156,1.9609640474436811
asked,37,0.0009399212498412295,10.05517249214517,0.00945107029618624,24,1.3219280948873624,4.378240189894803
asking,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
asleep,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,2,4.906890595608519,0.8112781244591328
assassins,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
assembled,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
assigned,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
assignments,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
assure,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
astray,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
at,143,0.0036326686142512383,8.10475452099573,0.029441887374632016,55,0.12553088208385882,5.5354573546582495
ate,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,3,4.321928094887363,1.5
atole,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
attacks,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
attempt,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
attempted,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
attention,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
auilix,33,0.0008383081417502858,10.220231738415666,0.008567703476888532,14,2.0995356735509145,3.3809440287650867
avalanche,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
awake,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
away,46,0.001168550743045853,9.741063901717107,0.01138292746040866,29,1.0489096004809466,4.6318326080427985
away',1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
awhile,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
axe,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,3,4.321928094887363,1.5219280948873624
axes,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
back,83,0.0021084719928870822,8.889586426427195,0.018743444008470903,33,0.8624964762500651,4.5779488832014845
back',1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
backpack,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
backs,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
backward,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bad,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
baked,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
ball,60,0.0015241966213641559,9.357735262165601,0.014263028470213032,17,1.8194277543581792,3.7588233644148237
ballplayers,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bam,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bank,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,2,4.906890595608519,1.0
banner,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bare,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
barely,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
bark,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
barrier,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bastard,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,2,4.906890595608519,0.8112781244591328
bastards,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bat,8,0.00020322621618188745,12.264625857774119,0.00249249350596197,5,3.584962500721156,2.1556390622295662
bath,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bathe,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bathed,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
bathing,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
bats,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,2,4.906890595608519,0.9709505944546687
be,191,0.004852025911342563,7.68719702973837,0.037298479173886165,57,0.07400058144377678,5.492929661979219
beans,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bear,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
bearded,10,0.00025403277022735933,11.942697762886757,0.00303383659669421,3,4.321928094887363,1.295461844238322
beards,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bearer,18,0.0004572589864092468,11.094700856331807,0.005073151668080085,9,2.736965594166206,2.94770277922009
bearers,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,4,3.9068905956085187,2.0
bearerspoke,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
beasts,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
beat,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
beaten,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,5,3.584962500721156,2.321928094887362
beautiful,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
became,42,0.0010669376349549092,9.87230843499536,0.01053313741317935,27,1.15200309344505,4.624111172624227
because,62,0.0015750031754096277,9.310429547387244,0.014663956101562533,35,0.777607578663552,4.923965617146113
become,20,0.0005080655404547187,10.942697762886757,0.005559607652933701,13,2.206450877467426,3.484183719779189
becoming,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
bed,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bee,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
been,66,0.0016766162835005717,9.220231738415666,0.01545879067027649,41,0.5493385909904348,5.18046154346976
befell,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
before,75,0.001905245776705195,9.03580716727824,0.017215433444579396,36,0.7369655941662062,4.83810185684524
began,26,0.0006604852025911342,10.564186139633028,0.0069774886226459725,18,1.7369655941662063,3.9979526986606917
beget,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
begetter,14,0.00035564587831830304,11.457270935716515,0.004074731185063666,7,3.0995356735509145,2.610577243331642
begetter',1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
begetters,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
begetting,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
begin,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
beginning,12,0.0003048393242728312,11.679663357052963,0.0035604206854981725,11,2.447458976971221,3.418295834054489
begins,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
begot,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,3,4.321928094887363,1.4591479170272446
begotten,8,0.00020322621618188745,12.264625857774119,0.00249249350596197,7,3.0995356735509145,2.75
begun,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
behalf,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
behind,21,0.0005334688174774546,10.87230843499536,0.005800037524067129,17,1.8194277543581792,3.975418017913833
being,42,0.0010669376349549092,9.87230843499536,0.01053313741317935,30,1.0,4.755296291774869
beings,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
beit,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bellies,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bellowing,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
belly,11,0.00027943604725009526,11.805194239136823,0.0032987968152039895,5,3.584962500721156,2.1867043459100244
belong,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
belonged,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
belongs,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
below,7,0.00017782293915915152,12.457270935716515,0.0022151885316909845,7,3.0995356735509145,2.8073549220576037
bench,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,2,4.906890595608519,0.9182958340544893
beneath,13,0.0003302426012955671,11.564186139633028,0.0038189869126185536,11,2.447458976971221,3.3927474104487847
bent,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
bentover,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bestowed,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
better,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,4,3.9068905956085187,1.9219280948873623
between,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
beverage,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
beyond,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bid,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
big,10,0.00025403277022735933,11.942697762886757,0.00303383659669421,7,3.0995356735509145,2.6464393446710157
bird,17,0.0004318557093865109,11.17716301652378,0.0048269216634295505,12,2.321928094887362,3.381580488309163
birds,38,0.0009653245268639655,10.016698344330534,0.00966936458997994,9,2.736965594166206,2.712589025519746
birth,15,0.00038104915534103897,11.357735262165601,0.004327855428235336,11,2.447458976971221,3.2402239289418517
birthdays,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
birthright,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bishop,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
bit,8,0.00020322621618188745,12.264625857774119,0.00249249350596197,4,3.9068905956085187,1.5487949406953985
bite,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,2,4.906890595608519,0.8112781244591328
