para_num,line_id,token_num,token_str,term_str,chunk_num
2,16,2,ub'i',ub'i',0
2,17,0,matzanel,matzanel,0
2,17,1,"ch'uqunel,",ch'uqunel,0
2,18,0,kamul,kamul,0
2,18,1,iyom,iyom,0
2,18,2,kamul,kamul,0
2,18,3,mamom,mamom,0
2,18,4,chuchaxik,chuchaxik,0
2,18,5,pa,pa,0
2,18,6,K'iche',k'iche',0
2,18,7,tzij.,tzij,0
3,1,0,Ta,ta,0
3,1,1,xkitzijoj,xkitzijoj,0
3,1,2,ronojel,ronojel,0
3,2,0,ruk',ruk',0
3,2,1,xkib'an,xkib'an,0
3,2,2,chik,chik,0
3,3,0,chi,chi,0
3,3,1,saqil,saqil,0
3,3,2,k'olem,k'olem,0
3,3,3,saqil,saqil,0
3,3,4,tzij,tzij,0
3,4,0,wa'e,wa'e,0
3,4,1,xchiqatz'ib'aj,xchiqatz'ib'aj,0
3,4,2,chupan,chupan,0
3,4,3,chik,chik,0
3,4,4,uch'ab'al,uch'ab'al,0
3,4,5,dios,dios,0
3,5,0,pa,pa,0
3,5,1,kristyano'il,kristyano'il,0
3,5,2,chik,chik,0
3,6,0,xchiqelesaj,xchiqelesaj,0
3,7,0,rumal,rumal,0
3,7,1,maja,maja,0
3,7,2,b'i,b'i,0
3,7,3,chik,chik,0
3,7,4,ilb'al,ilb'al,0
3,7,5,re,re,0
3,7,6,Popo,popo,0
3,7,7,Wuj.,wuj,0
3,8,0,Ilb'al,ilb'al,0
3,8,1,saq,saq,0
3,8,2,petenaq,petenaq,0
3,8,3,ch'aqa,ch'aqa,0
3,8,4,palo.,palo,0
3,9,0,Utzijoxik,utzijoxik,0
3,9,1,qamujib'al,qamujib'al,0
3,10,0,ilb'al,ilb'al,0
3,10,1,saq,saq,0
3,10,2,k'aslem,k'aslem,0
3,10,3,chuchaxik.,chuchaxik,0
3,11,0,K'o,k'o,0
3,11,1,nab'e,nab'e,0
3,11,2,wujil,wujil,0
3,11,3,ojer,ojer,0
3,11,4,tz'ib'am,tz'ib'am,0
3,11,5,puch,puch,0
3,12,0,xa,xa,0
3,12,1,ewal,ewal,0
3,12,2,uwach,uwach,0
3,12,3,ilol,ilol,0
3,12,4,re,re,0
3,12,5,b'isol,b'isol,0
3,12,6,re,re,0
3,13,0,nim,nim,0
3,13,1,upeyoxik,upeyoxik,0
3,13,2,utzijoxik,utzijoxik,0
3,13,3,puch,puch,0
3,14,0,ta,ta,0
3,14,1,chik'istz'uk,chik'istz'uk,0
3,14,2,ronojel,ronojel,0
3,14,3,kaj,kaj,0
3,14,4,ulew,ulew,0
3,15,0,ukaj,ukaj,0
3,15,1,tz'ukuxik,tz'ukuxik,0
3,15,2,ukaj,ukaj,0
3,15,3,xukutaxik,xukutaxik,0
3,16,0,retaxik,retaxik,0
3,16,1,ukaj,ukaj,0
3,16,2,che'xik,che'xik,0
3,17,0,umej,umej,0
3,17,1,k'a'maxik,k'a'maxik,0
3,17,2,uyuq,uyuq,0
3,17,3,k'a'maxik,k'a'maxik,0
3,17,4,upa,upa,0
3,17,5,kaj,kaj,0
3,17,6,upa,upa,0
3,17,7,ulew,ulew,0
3,18,0,kajtz'uk,kajtz'uk,0
3,18,1,kajxukut,kajxukut,0
3,18,2,chucha'xik,chucha'xik,0
3,19,0,rumal,rumal,0
3,19,1,tz'aqol,tz'aqol,0
3,19,2,b'itol,b'itol,0
3,20,0,uchuch,uchuch,0
3,20,1,uqajaw,uqajaw,0
3,20,2,k'aslem,k'aslem,0
3,20,3,winaqirem,winaqirem,0
3,20,4,ab'anel,ab'anel,0
3,20,5,k'u'xlanel,k'u'xlanel,0
3,21,0,alay,alay,0
3,21,1,rech,rech,0
3,21,2,k'u'xla'y,k'u'xla'y,0
3,21,3,rech,rech,0
3,22,0,saqil,saqil,0
3,22,1,amaq'il,amaq'il,0
3,22,2,saqil,saqil,0
3,22,3,al,al,0
3,22,4,saqil,saqil,0
3,22,5,k'ajol,k'ajol,0
3,23,0,ajb'is,ajb'is,0
3,23,1,ajna'oj,ajna'oj,0
3,23,2,chi,chi,0
3,23,3,rech,rech,0
3,23,4,ronojel,ronojel,0
3,24,0,a,a,0
3,24,1,toq'ol,toq'ol,0
3,24,2,wi,wi,0
3,24,3,kaj,kaj,0
3,24,4,ulew,ulew,0
3,24,5,cho,cho,0
3,24,6,palo.,palo,0
3,25,0,Are,are,0
3,25,1,utzijoxik,utzijoxik,0
3,25,2,wa'e,wa'e,0
3,25,3,k'a,k'a,0
3,25,4,katz'ininoq,katz'ininoq,0
3,25,5,k'a,k'a,0
3,25,6,kachamamoq,kachamamoq,0
3,26,0,katz'inonik,katz'inonik,0
3,27,0,k'a,k'a,0
3,27,1,tolona,tolona,0
4,1,0,Wa'e,wa'e,0
4,1,1,k'ute,k'ute,0
4,1,2,nab'e,nab'e,0
4,1,3,tzij,tzij,0
4,1,4,nab'e,nab'e,0
4,1,5,uchan.,uchan,0
4,2,0,Majab'i'oq,majab'i'oq,0
4,3,0,jun,jun,0
4,3,1,chikop,chikop,0
4,3,2,"tz'ikin,",tz'ikin,0
4,4,0,kar,kar,0
4,4,1,"tap,",tap,0
4,5,0,che',che',0
4,5,1,"ab'aj,",ab'aj,0
4,6,0,jul,jul,0
4,6,1,"siwan,",siwan,0
4,7,0,k'im,k'im,0
4,7,1,k'iche'laj,k'iche'laj,0
4,8,0,xa,xa,0
4,8,1,utukel,utukel,0
4,8,2,kaj,kaj,0
4,8,3,k'olik.,k'olik,0
4,9,0,Ma,ma,0
4,9,1,wi,wi,0
4,9,2,q'alaj,q'alaj,0
4,9,3,uwach,uwach,0
4,9,4,ulew,ulew,0
4,10,0,xa,xa,0
4,10,1,utukel,utukel,0
4,10,2,remanik,remanik,0
4,10,3,palo,palo,0
4,10,4,upa,upa,0
4,10,5,kaj,kaj,0
4,10,6,ronojel,ronojel,0
4,11,0,maja,maja,0
4,11,1,b'i,b'i,0
4,11,2,naqi,naqi,0
4,11,3,la,la,0
4,11,4,kamolob'ik,kamolob'ik,0
4,11,5,kakotzob'ik,kakotzob'ik,0
4,12,0,jun,jun,0
4,12,1,ta,ta,0
4,12,2,kasilob'ik,kasilob'ik,0
4,13,0,kamalkab'an,kamalkab'an,0
4,14,0,Xa,xa,0
4,14,1,ma,ma,0
4,14,2,k'o,k'o,0
4,14,3,wi,wi,0
4,15,0,naqi,naqi,0
4,15,1,la,la,0
4,15,2,k'olik,k'olik,0
4,15,3,yakalik,yakalik,0
4,16,0,xa,xa,0
4,16,1,remanik,remanik,0
4,16,2,ja',ja',0
4,16,3,xa,xa,0
4,16,4,li'anik,li'anik,0
4,16,5,palo,palo,0
4,17,0,xa,xa,0
4,17,1,utukel,utukel,0
4,17,2,remanik,remanik,0
4,18,0,xma,xma,0
4,19,0,naqi,naqi,0
4,19,1,la,la,0
4,19,2,lo,lo,0
4,19,3,k'olik,k'olik,0
4,20,0,xa,xa,0
4,20,1,kachamanik,kachamanik,0
4,20,2,katz'ininik,katz'ininik,0
4,20,3,chi,chi,0
4,20,4,q'equ'm,q'equ'm,0
4,20,5,chi,chi,0
4,20,6,aq'ab',aq'ab',0
4,21,0,xa,xa,0
4,21,1,utukel,utukel,0
4,21,2,ri,ri,0
4,21,3,tz'aqol,tz'aqol,0
4,21,4,b'itol,b'itol,0
4,21,5,Tepew,tepew,0
4,21,6,Q'ukumatz,q'ukumatz,0
4,22,0,e,e,0
4,22,1,alom,alom,0
4,22,2,e,e,0
4,22,3,k'ajolom,k'ajolom,0
4,22,4,k'o,k'o,0
4,22,5,pa,pa,0
4,22,6,ja',ja',0
4,23,0,saqtetoj,saqtetoj,0
4,23,1,e,e,0
4,23,2,k'o,k'o,0
4,23,3,wi,wi,0
4,24,0,e,e,0
4,24,1,muqutal,muqutal,0
4,24,2,pa,pa,0
4,24,3,q'uq',q'uq',0
4,24,4,pa,pa,0
4,24,5,raxon,raxon,0
4,25,0,are,are,0
4,25,1,ub'inam,ub'inam,0
4,25,2,wi,wi,0
4,25,3,ri,ri,0
4,25,4,Q'ukumatz,q'ukumatz,0
4,26,0,e,e,0
4,26,1,nimaq,nimaq,0
4,27,0,keje,keje,0
4,27,1,k'ut,k'ut,0
4,27,2,xax,xax,0
4,27,3,k'o,k'o,0
4,27,4,wi,wi,0
4,27,5,ri,ri,0
4,27,6,kaj,kaj,0
4,28,0,k'o,k'o,0
4,28,1,wi,wi,0
4,28,2,nay,nay,0
4,28,3,puch,puch,0
4,28,4,uk'u'x,uk'u'x,0
4,28,5,kaj,kaj,0
4,29,0,are,are,0
4,29,1,ub'i',ub'i',0
4,29,2,ri,ri,0
4,29,3,kab'awil,kab'awil,0
4,29,4,chuchaxik.,chuchaxik,0
4,30,0,Ta,ta,0
4,30,1,xpe,xpe,0
4,30,2,k'ut,k'ut,0
4,30,3,utzij,utzij,0
4,31,0,waral,waral,0
4,31,1,xul,xul,0
4,31,2,kuk',kuk',0
4,31,3,ri,ri,0
4,31,4,Tepew,tepew,0
4,31,5,Q'ukumatz,q'ukumatz,0
4,32,0,waral,waral,0
4,32,1,chi,chi,0
4,32,2,q'equ'mal,q'equ'mal,0
4,32,3,chi,chi,0
4,32,4,aq'ab'al,aq'ab'al,0
4,33,0,xch'aw,xch'aw,0
4,33,1,ruk',ruk',0
4,33,2,ri,ri,0
4,33,3,Tepew,tepew,0
4,33,4,Q'ukumatz,q'ukumatz,0
4,34,0,xecha',xecha',0
4,34,1,k'ut,k'ut,0
4,35,0,ta,ta,0
4,35,1,xena'ojinik,xena'ojinik,0
4,35,2,ta,ta,0
4,35,3,xeb'isonik,xeb'isonik,0
4,36,0,xeriqo,xeriqo,0
4,37,0,xkikuch,xkikuch,0
4,37,1,kitzij,kitzij,0
4,37,2,kina'oj,kina'oj,0
4,38,0,ta,ta,0
4,38,1,xq'alaj,xq'alaj,0
4,39,0,xe,xe,0
4,39,1,wi,wi,0
4,40,0,ta,ta,0
4,40,1,xq'alaj,xq'alaj,0
4,40,2,puch,puch,0
4,40,3,winaq,winaq,0
4,41,0,ta,ta,0
4,41,1,xkina'ojij,xkina'ojij,0
4,41,2,utz'ukik,utz'ukik,0
4,41,3,uwinaqirik,uwinaqirik,0
4,41,4,che',che',0
4,41,5,k'a'm,k'a'm,0
4,42,0,utz'ukukik,utz'ukukik,0
4,42,1,puch,puch,0
4,42,2,k'aslem,k'aslem,0
4,42,3,winaqirem,winaqirem,0
4,43,0,chi,chi,0
4,43,1,q'equ'mal,q'equ'mal,0
4,43,2,chi,chi,0
4,43,3,aq'ab'al,aq'ab'al,0
4,44,0,rumal,rumal,0
4,44,1,ri,ri,0
4,44,2,uk'u'x,uk'u'x,0
4,44,3,kaj,kaj,0
4,44,4,Jun,jun,0
4,44,5,Raqan,raqan,0
5,1,0,Kaqulja,kaqulja,0
5,1,1,Juraqan,juraqan,0
5,1,2,nab'e,nab'e,0
5,2,0,ukab',ukab',0
5,2,1,k'ut,k'ut,0
5,2,2,Ch'ipakaqulja,ch'ipakaqulja,0
5,3,0,rox,rox,0
5,3,1,chik,chik,0
5,3,2,Raxakaqulja.,raxakaqulja,0
5,4,0,Chi,chi,0
5,4,1,e,e,0
5,4,2,k'u,k'u,0
5,4,3,oxib',oxib',0
5,4,4,ri',ri',0
5,4,5,uk'u'x,uk'u'x,0
5,4,6,kaj,kaj,0
5,5,0,ta,ta,0
5,5,1,xe'ul,xe'ul,0
5,5,2,kuk',kuk',0
5,5,3,ri,ri,0
5,5,4,Tepew,tepew,0
5,5,5,Q'ukumatz,q'ukumatz,0
5,6,0,ta,ta,0
5,6,1,xna'ojixik,xna'ojixik,0
5,6,2,saq,saq,0
5,6,3,k'aslem,k'aslem,0
5,7,0,jupacha,jupacha,0
5,7,1,ta,ta,0
5,7,2,chawaxoq,chawaxoq,0
5,7,3,ta,ta,0
5,7,4,saqiro,saqiro,0
5,8,0,apachinaq,apachinaq,0
5,8,1,tzuqul,tzuqul,0
5,8,2,q'o'l,q'o'l,0
5,9,0,ta,ta,0
5,9,1,chuxoq,chuxoq,0
5,10,0,kixno'jin,kixno'jin,0
5,10,1,taj.,taj,0
6,1,0,Are,are,0
6,1,1,ri,ri,0
6,1,2,ja',ja',0
6,1,3,chel,chel,0
6,1,4,taj,taj,1
6,1,5,chijamataj,chijamataj,1
6,2,0,chiwinaqir,chiwinaqir,1
6,2,1,wa,wa,1
6,2,2,ulew,ulew,1
6,3,0,ulaq'el,ulaq'el,1
6,4,0,ch'a,ch'a,1
6,4,1,ta,ta,1
6,4,2,k'ut,k'ut,1
6,5,0,ta,ta,1
6,5,1,chawaxoq,chawaxoq,1
6,5,2,ta,ta,1
6,5,3,saqiroq,saqiroq,1
6,5,4,kaj,kaj,1
6,5,5,ulew,ulew,1
6,6,0,ma,ma,1
6,6,1,ta,ta,1
6,6,2,k'ut,k'ut,1
6,6,3,uq'ijilab'al,uq'ijilab'al,1
6,6,4,uq'ala'ib'al,uq'ala'ib'al,1
6,6,5,ri,ri,1
6,6,6,qatz'aq,qatz'aq,1
6,6,7,qab'it,qab'it,1
6,7,0,ta,ta,1
6,7,1,winaqiroq,winaqiroq,1
6,7,2,winaq,winaq,1
6,7,3,tz'aq,tz'aq,1
6,7,4,winaq,winaq,1
6,7,5,b'it,b'it,1
6,8,0,xecha,xecha,1
6,8,1,k'ut,k'ut,1
6,9,0,ta,ta,1
6,9,1,xwinaqirik,xwinaqirik,1
6,9,2,k'u,k'u,1
6,9,3,ri,ri,1
6,9,4,ulew,ulew,1
6,9,5,kumal,kumal,1
6,10,0,xa,xa,1
6,10,1,kitzij,kitzij,1
6,10,2,xk'oje',xk'oje',1
6,10,3,wi,wi,1
6,10,4,uwinaqirik,uwinaqirik,1
6,11,0,chiwinaqir,chiwinaqir,1
6,11,1,ulew,ulew,1
6,12,0,ulew,ulew,1
6,12,1,xecha',xecha',1
7,1,0,Lib'ajchi',lib'ajchi',1
7,2,0,keje,keje,1
7,2,1,ri,ri,1
7,2,2,xa,xa,1
7,2,3,ta,ta,1
7,2,4,tzutz,tzutz,1
7,3,0,xa,xa,1
7,3,1,mayuy,mayuy,1
7,3,2,uwinaqirik,uwinaqirik,1
7,3,3,chik,chik,1
7,3,4,upupuje'ik,upupuje'ik,1
7,4,0,ta,ta,1
7,4,1,xtape,xtape,1
7,5,0,jusuk',jusuk',1
7,5,1,nima'q,nima'q,1
7,5,2,juyub',juyub',1
7,5,3,xuxik,xuxik,1
7,6,0,xa,xa,1
7,6,1,kinawal,kinawal,1
7,7,0,una'ojixik,una'ojixik,1
7,7,1,juyub',juyub',1
7,7,2,taq'aj,taq'aj,1
7,8,0,jusuk',jusuk',1
7,8,1,rachwinaqirik,rachwinaqirik,1
7,8,2,uk'isisil,uk'isisil,1
7,8,3,upachajil,upachajil,1
7,8,4,uwach.,uwach,1
8,1,0,Keje',keje',1
8,1,1,k'ut,k'ut,1
8,1,2,xki'kot,xki'kot,1
8,1,3,wi,wi,1
8,1,4,ri,ri,1
8,1,5,Q'ukumatz,q'ukumatz,1
8,2,0,utz,utz,1
8,2,1,mixatulik,mixatulik,1
8,2,2,uk'u'x,uk'u'x,1
8,2,3,kaj,kaj,1
8,2,4,at,at,1
8,2,5,Juraqan,juraqan,1
8,2,6,at,at,1
8,2,7,puch,puch,1
8,2,8,Ch'ipiKaqulja,ch'ipikaqulja,1
8,2,9,RaxaKaqulja,raxakaqulja,1
8,3,0,xchutzinik,xchutzinik,1
8,3,1,qatz'aq,qatz'aq,1
8,3,2,qab'it,qab'it,1
8,4,0,xecha',xecha',1
8,4,1,k'ut.,k'ut,1
8,5,0,Nab'e,nab'e,1
8,5,1,k'ut,k'ut,1
8,5,2,xwinaqir,xwinaqir,1
8,5,3,ulew,ulew,1
8,5,4,juyub',juyub',1
8,5,5,taq'aj,taq'aj,1
8,6,0,xch'ob'och'ox,xch'ob'och'ox,1
8,6,1,ub'e,ub'e,1
8,6,2,ja',ja',1
8,7,0,xb'inije'ik,xb'inije'ik,1
8,7,1,k'oleje',k'oleje',1
8,8,0,xa,xa,1
8,8,1,ch'ob'ol,ch'ob'ol,1
8,8,2,chik,chik,1
8,9,0,xek'oje',xek'oje',1
8,9,1,wi,wi,1
8,9,2,ja',ja',1
8,10,0,ta,ta,1
8,10,1,xk'utunije'ik,xk'utunije'ik,1
8,10,2,nima'q,nima'q,1
8,10,3,juyub',juyub',1
8,11,0,keje',keje',1
8,11,1,k'ut,k'ut,1
8,11,2,uwinaqirik,uwinaqirik,1
8,11,3,ulew,ulew,1
8,11,4,ri',ri',1
8,12,0,ta,ta,1
8,12,1,xwinaqirik,xwinaqirik,1
8,12,2,kumal,kumal,1
8,12,3,ri,ri,1
8,12,4,uk'u'x,uk'u'x,1
8,12,5,kaj,kaj,1
8,12,6,uk'u'x,uk'u'x,1
8,12,7,ulew,ulew,1
8,13,0,ke'ucha'xik,ke'ucha'xik,1
8,14,0,ri,ri,1
8,14,1,k'ute,k'ute,1
8,14,2,nab'e,nab'e,1
8,14,3,xkino'jij,xkino'jij,1
8,14,4,xk'olo,xk'olo,1
8,15,0,xk'olo,xk'olo,1
8,15,1,nay,nay,1
8,15,2,puch,puch,1
8,15,3,ulew,ulew,1
8,15,4,chupan,chupan,1
8,15,5,ja',ja',1
8,16,0,keje',keje',1
8,16,1,k'ut,k'ut,1
8,16,2,una'ojixik,una'ojixik,1
8,16,3,ri',ri',1
8,17,0,ta,ta,1
8,17,1,xkino'jij,xkino'jij,1
8,18,0,ta,ta,1
8,18,1,xkib'isoj,xkib'isoj,1
8,18,2,rutzinik,rutzinik,1
8,18,3,ub'ana,ub'ana,1
8,18,4,tajik,tajik,1
8,18,5,kumal.,kumal,1
9,1,0,Ta,ta,1
9,1,1,xkino'jij,xkino'jij,1
9,1,2,chik,chik,1
9,1,3,uchikopil,uchikopil,1
9,1,4,juyub',juyub',1
9,2,0,chajal,chajal,1
9,2,1,re,re,1
9,2,2,k'iche'laj,k'iche'laj,1
9,3,0,ronojel,ronojel,1
9,3,1,uwinaqil,uwinaqil,1
9,3,2,juyub',juyub',1
9,4,0,ri,ri,1
9,4,1,kyej,kyej,1
9,4,2,"tz'ikin,",tz'ikin,1
9,5,0,koj,koj,1
9,5,1,"b'alam,",b'alam,1
9,6,0,kumatz,kumatz,1
9,6,1,sochoj,sochoj,1
9,6,2,"k'anti',",k'anti',1
9,7,0,chajal,chajal,1
9,7,1,k'a'm,k'a'm,1
9,8,0,kacha',kacha',1
9,8,1,ri,ri,1
9,8,2,alom,alom,1
9,8,3,k'ajolom,k'ajolom,1
9,9,0,xa,xa,1
9,9,1,pa,pa,1
9,9,2,chilolinik,chilolinik,1
9,10,0,ma,ma,1
9,10,1,xa,xa,1
9,10,2,on,on,1
9,10,3,chitz'ininik,chitz'ininik,1
9,10,4,uxe',uxe',1
9,10,5,che',che',1
9,10,6,k'a'm,k'a'm,1
9,11,0,k'a,k'a,1
9,11,1,te,te,1
9,11,2,utz,utz,1
9,11,3,chik'oje',chik'oje',1
9,11,4,chajal,chajal,1
9,11,5,re,re,1
9,12,0,xecha',xecha',1
9,12,1,k'ut,k'ut,1
9,13,0,ta,ta,1
9,13,1,xkino'jij,xkino'jij,1
9,13,2,xkitzijoj,xkitzijoj,1
9,13,3,puch,puch,1
9,14,0,jusuk'u,jusuk'u,1
9,14,1,kej,kej,1
9,14,2,tz'ikin,tz'ikin,1
9,15,0,ta,ta,1
9,15,1,xkisipaj,xkisipaj,1
9,15,2,k'ut,k'ut,1
9,15,3,rochoch,rochoch,1
9,15,4,kej,kej,1
9,15,5,tz'ikin.,tz'ikin,1
10,1,0,At,at,1
10,1,1,kej,kej,1
10,2,0,pa,pa,1
10,2,1,b'e,b'e,1
10,2,2,ya',ya',1
10,2,3,pa,pa,1
10,2,4,siwan,siwan,1
10,2,5,katwar,katwar,1
10,2,6,wi,wi,1
10,3,0,waral,waral,1
10,3,1,katk'oje',katk'oje',1
10,3,2,wi,wi,1
10,4,0,pa,pa,1
10,4,1,k'im,k'im,1
10,4,2,pa,pa,1
10,4,3,saq'ul,saq'ul,1
10,5,0,pa,pa,1
10,5,1,k'echelaj,k'echelaj,1
10,5,2,kipoq'o,kipoq'o,1
10,6,0,kajkaj,kajkaj,1
10,6,1,ib'inib'al,ib'inib'al,1
10,6,2,ichakab'al,ichakab'al,1
10,6,3,chuxik,chuxik,1
10,7,0,xe'uchaxik,xe'uchaxik,1
10,8,0,ta,ta,1
10,8,1,xkich'ik,xkich'ik,1
10,8,2,k'ut,k'ut,1
10,8,3,kochoch,kochoch,1
10,8,4,ch'utitz'ikin,ch'utitz'ikin,1
10,8,5,nimatz'ikin,nimatz'ikin,1
10,9,0,"ix,",ix,1
10,9,1,ix,ix,1
10,9,2,tz'ikin,tz'ikin,1
10,10,0,chuwi',chuwi',1
10,11,0,chi,chi,1
10,11,1,ri',ri',1
10,11,2,kixpoq',kixpoq',1
10,11,3,wi,wi,1
10,11,4,kixk'iritaj,kixk'iritaj,1
10,11,5,wi,wi,1
10,12,0,chuq'ab',chuq'ab',1
10,13,0,xe'uchaxik,xe'uchaxik,1
10,13,1,kej,kej,1
10,13,2,tz'ikin,tz'ikin,1
10,14,0,ta,ta,1
10,14,1,xkib'ano,xkib'ano,1
10,14,2,kib'anoj,kib'anoj,1
10,15,0,ronojel,ronojel,1
10,15,1,xuk'amo,xuk'amo,1
10,15,2,uwarab'al,uwarab'al,1
10,15,3,uyakalib'al,uyakalib'al,1
10,16,0,keje,keje,1
10,16,1,k'ut,k'ut,1
10,16,2,kochoch,kochoch,1
10,16,3,wi,wi,1
10,16,4,chikop,chikop,1
10,17,0,ri,ri,1
10,17,1,ulew,ulew,1
10,17,2,xuya'o,xuya'o,1
10,17,3,alom,alom,1
10,17,4,k'ajolom.,k'ajolom,1
10,18,0,Xutzininaqa,xutzininaqa,1
10,18,1,chik,chik,1
10,18,2,ronojel,ronojel,1
10,18,3,ri,ri,1
10,18,4,kej,kej,1
10,18,5,tz'ikin,tz'ikin,1
10,19,0,ta,ta,1
10,19,1,xe'uchax,xe'uchax,1
10,19,2,chi,chi,1
10,19,3,k'ut,k'ut,1
10,19,4,ri,ri,1
10,19,5,kej,kej,1
10,19,6,tz'ikin,tz'ikin,1
10,20,0,rumal,rumal,1
10,20,1,tz'aqol,tz'aqol,1
10,20,2,b'itol,b'itol,1
10,20,3,alom,alom,1
10,20,4,k'ajolom,k'ajolom,1
10,21,0,kixch'awoq,kixch'awoq,1
10,21,1,kixsik'inoq,kixsik'inoq,1
10,22,0,mixyonolikinik,mixyonolikinik,1
10,23,0,kixch'awajetaj,kixch'awajetaj,1
10,23,1,chi,chi,1
10,23,2,jujunal,jujunal,1
10,24,0,chujutaq,chujutaq,1
10,25,0,xe'uchaxik,xe'uchaxik,1
10,25,1,ri,ri,1
10,25,2,kej,kej,1
10,25,3,tz'ikin,tz'ikin,1
10,26,0,koj,koj,1
10,26,1,b'alam,b'alam,1
10,27,0,kumatz,kumatz,1
10,28,0,chib'ij,chib'ij,1
10,28,1,na,na,1
10,28,2,k'ut,k'ut,1
10,28,3,ri,ri,1
10,28,4,qab'i',qab'i',1
10,29,0,kojiq'ajarisaj,kojiq'ajarisaj,1
10,30,0,oj,oj,1
10,30,1,ichuch,ichuch,1
10,30,2,oj,oj,1
10,30,3,iqajaw,iqajaw,1
10,31,0,kixcha',kixcha',1
10,31,1,b'a,b'a,1
10,31,2,na,na,1
10,31,3,k'ut,k'ut,1
10,32,0,Juraqan,juraqan,1
10,32,1,Ch'ipikaqulja,ch'ipikaqulja,1
10,32,2,Raxakaqulja,raxakaqulja,1
10,33,0,uk'u'x,uk'u'x,1
10,33,1,kaj,kaj,1
10,33,2,uk'u'x,uk'u'x,1
10,33,3,ulew,ulew,1
10,34,0,tz'aqol,tz'aqol,1
10,34,1,b'itol,b'itol,1
10,35,0,alom,alom,1
10,35,1,k'ajolom.,k'ajolom,1
11,1,0,Kixch'a'oq,kixch'a'oq,1
11,2,0,xe'ucha'xik,xe'ucha'xik,1
11,3,0,ma,ma,1
11,3,1,k'u,k'u,1
11,3,2,xutzinik,xutzinik,1
11,4,0,xech'awik,xech'awik,1
11,5,0,keje,keje,1
11,5,1,ta,ta,1
11,5,2,ri,ri,1
11,5,3,winaq,winaq,1
11,6,0,xa,xa,1
11,6,1,kewachelajik,kewachelajik,1
11,6,2,xa,xa,1
11,6,3,kek'aralajik,kek'aralajik,1
11,6,4,xa,xa,1
11,6,5,kewojonik,kewojonik,1
11,7,0,ma,ma,1
11,7,1,wi,wi,1
