seq_id|ana_id
2691|xa_q'ana_jal
2692|xa_q'ana_jal
2693|b'alam_ki'tze'
2694|kaweq
2695|kaweq
2696|kaweq
2697|k'oka'ib_kqdos
2698|k'oqawib_kqdos
2699|xa_q'ana_jal
2700|xa_q'ana_jal
2701|xa_q'ana_jal
2702|jaqawitz_juyub'
2703|xa_q'ana_jal
2704|pisom_q'aq'al
2705|pisom_q'aq'al
2706|pisom_q'aq'al
2707|xa_q'ana_jal
2708|b'alam_ki'tze'
2709|b'alam_aq'ab'
2710|majuk'utaj
2711|iq'i_b'alam
2712|palo
2713|xa_q'ana_jal
2714|xa_q'ana_jal
2715|xa_q'ana_jal
2716|xa_q'ana_jal
2717|ixoq_ajawab'
2718|ixoq_ajawab'
2719|xa_q'ana_jal
2720|k'oka'ib_kqdos
2721|k'oka'ib_kqdos
2722|b'alam_ki'tze'
2723|kaweq
2724|k'o'akutek_njdos
2725|b'alam_aq'ab'
2726|nija'ib
2727|k'o'ajaw_akdos
2728|majuk'utaj
2729|ajaw_k'iche'
2730|palo
2731|palo
2732|nakxit
2733|nakxit
2734|nakxit
2735|nakxit
2736|nakxit
2737|nakxit
2738|nakxit
2739|ajpop
2740|ajpop_k'amja
2741|ajpop
2742|ajpop_k'amja
2743|nakxit
2744|mu'j
2745|q'alib'aj
2746|sub'aq
2747|chamcham
2748|tatil
2749|q'anab'aj
2750|tzikwil_koj
2751|tzikwil_b'alam
2752|jolom
2753|pich_kej
2754|makutax
2755|t'ot_tatan
2756|k'us_b'us
2757|kaxkon
2758|chiyom
2759|astapulul
2760|palo
2761|tulán
2762|jaqawitz_juyub'
2763|tamub'
2764|ilokab'
2765|k'oka'ib_kqdos
2766|k'o'akutek_njdos
2767|k'o'ajaw_akdos
2768|rab'inaleb'
2769|kaqchikeleb'
2770|ajtz'ikina_ja
2771|jaqawitz_juyub'
2772|jaqawitz_juyub'
2773|ixoq_ajawab'
2774|b'alam_ki'tze'
2775|b'alam_aq'ab'
2776|majuk'utaj
2777|jaqawitz_juyub'
2778|xa_q'ana_jal
2779|xa_q'ana_jal
2780|jaqawitz_juyub'
2781|chi_k'ix
2782|chi_k'ix
2783|chi_chaq'
2784|jumeta_ja
2785|k'ulb'a
2786|kawinal
2787|chi_ismachi'
2788|chi_ismachi'
2789|chi_ismachi'
2790|b'alam_k'onache'_kqtres
2791|b'elejeb'_kej_njcuatro
2792|ajaw_q'alel
2793|k'otuja_kqcuatro
2794|istayul_kqcuatro
2795|ajpop
2796|ajpop_k'amja
2797|chi_ismachi'
2798|oxib_ri_nim_ja
2799|chi_ismachi'
2800|kajib'_unim_ja
2801|oxib_ri_nim_ja
2802|kaweq
2803|nija'ib
2804|ajaw_k'iche'
2805|chi_ismachi
2806|chi_ismachi
2807|ilokab'
2808|ilokab'
2809|k'otuja_kqcuatro
2810|istayul_kqcuatro
2811|istayul_kqcuatro
2812|ilokab'
2813|k'otuja_kqcuatro
2814|k'otuja_kqcuatro
2815|ilokab'
2816|tinamit_k'iche'
2817|ilokab'
2818|k'otuja_kqcuatro
2819|k'otuja_kqcuatro
2820|tinamit_k'iche'
2821|chi_ismachi
2822|kaweq
2823|chi_ismachi
2824|kik'
2825|k'otuja_kqcuatro
2826|istayul_kqcuatro
2827|nija'ib
2828|ajaw_kiche
2829|chi_ismachi
2830|oxib_ri_nim_ja
2831|kaweq
2832|nija'ib
2833|ajaw_k'iche'
2834|oxib_ri_nim_ja
2835|oxib_ri_nim_ja
2836|chi_ismachi
2837|q'umarkaj
2838|chi_ismachi
2839|q'umarkaj
2840|tinamit_k'iche'
2841|k'otuja_kqcinco
2842|q'ukumatz_kqcinco
2843|q'umarkaj
2844|q'umarkaj
2845|sor_obispo
2846|kaweq
2847|nija'ib
2848|ajaw_k'iche'
2849|saqajib'
2850|kaweq
2851|ajpop
2852|ajpop_k'amja
2853|ajtojil
2854|ajq'ukumatz
2855|nim_ch'okoj_kaweq
2856|popol_winaq_chi_t'uy
2857|lolmet_kejnay
2858|popol_winaq_pa_jom_tzalatz'
2859|uchuch_k'amja
2860|kaweq
2861|nija'ib
2862|ajaw_q'alel
2863|ajaw_ajtzik_winaq
2864|q'alel_k'amja
2865|nima_k'amja
2866|uchuch_k'amja
2867|nim_ch'okoj_nija'ib'
2868|ajaw_awilix
2869|yakolatam_utza'm_pop_saqlatol
2870|nima_lolmet_ye'oltux
2871|nija'ib
2872|ajaw_k'iche'
2873|ajtzik_winaq
2874|ajaw_lolmet
2875|ajaw_nim_ch'okoj
2876|ajaw_jaqawitz
2877|ajaw_k'iche'
2878|tz'utuja
2879|q'alel_saqik
2880|kajib'_unim_ja
2881|kajib'_unim_ja
2882|tepew
2883|tinamit_k'iche'
2884|tinamit_k'iche'
2885|tinamit_k'iche'
2886|tepew
2887|q'ukumatz_kqcinco
2888|k'otuja_kqcinco
2889|q'ukumatz_kqcinco
2890|xib'alb'a
2891|kumatz
2892|kumatz
2893|k'otal
2894|b'alam
2895|k'otal
2896|b'alam
2897|kik'
2898|kik'
2899|tinamit_k'iche'
2900|q'ukumatz_kqcinco
2901|q'ukumatz_kqcinco
2902|ajpop
2903|ajpop_k'amja
2904|tepepul_kqseis
2905|istayul_kqseis
2906|k'ikab'_kqsiete
2907|kawisimaj_kqsiete
2908|k'ikab'_kqsiete
2909|kawisimaj_kqsiete
2910|tinamit_k'iche'
2911|kaqchikeleb'
2912|wila'
2913|rab'inaleb'
2914|pa_mak'a'
2915|kawkeb'
2916|saqkabaja
2917|saqulewab'
2918|chuwi_meq'ena'
2919|xelajuj
2920|chuwa_tz'aq
2921|tz'oloj_che'
2922|k'ikab
2923|rab'inaleb'
2924|kaqchikeleb'
2925|saqulewab'
2926|k'ikab'_kqsiete
2927|k'ikab'_kqsiete
2928|kawisimaj_kqsiete
2929|q'ol_che'
2930|ikaj
2931|petatayub'
2932|k'ikab'_kqsiete
2933|k'ikab'_kqsiete
2934|q'alel
2935|ajtzik_winaq
2936|tinamit_k'iche'
2937|wila'
2938|chulimal
2939|saqi_ya
2940|xajba'kyej
2941|chitemaj
2942|wajxalajuj
2943|aj_kab'raqan
2944|ch'abi_q'aq'
2945|chi_junajpu
2946|maq'a'
2947|xayab'aj
2948|saqkabaja
2949|siyaja
2950|chuwi'_meq'ena'
2951|xelajuj
2952|k'ikab'_kqsiete
2953|kawisimaj_kqsiete
2954|ajpop
2955|ajpop_k'amja
2956|q'alel
2957|ajtzik_winaq
2958|k'ikab'_kqsiete
2959|kawisimaj_kqsiete
2960|kaweq
2961|ke'ema
2962|nija'ib
2963|achaq'_ib'oy
2964|ajaw_k'iche'
2965|k'ikab'_kqsiete
2966|kawisimaj_kqsiete
2967|q'alel
2968|ajtzik_winaq
2969|ajpop
2970|ajpop_k'amja
2971|q'alel
2972|ajtzik_winaq
2973|ajpop
2974|ajpop_k'amja
2975|ajpop
2976|ajaw_q'alel
2977|tamub'
2978|ilokab'
2979|oxib_ri_nim_ja
2980|oxib_ri_nim_ja
2981|tinamit_k'iche'
2982|xe'_b'alax
2983|xe'_k'a'maq
2984|chulimal
2985|q'alel
2986|ajpop
2987|ajpop
2988|ajpop_k'amja
2989|ajtzik_winaq
2990|q'alel
2991|ajpop
2992|nima_ch'okoj
2993|q'alel_ajaw
2994|q'alel_saqik
2995|q'alel_achij
2996|rajpop_achij
2997|rajtz'alam_achij
2998|utza'm_achij
2999|tinamit_k'iche'
3000|tinamit_k'iche'
3001|tamub'
3002|ilokab'
3003|q'alel
3004|ajpop
3005|ajpop
3006|ajpop_k'amja
3007|ajtzik_winaq
3008|nima'q_tz'aq_tojil
3009|tojil
3010|kaweq
3011|awilix
3012|awilix
3013|nija'ib
3014|jaqawitz
3015|ajaw_k'iche'
3016|tz'utu_ja
3017|k'ajb'a_ja
3018|tinamit_k'iche'
3019|tojil
3020|ajpop
3021|ajpop_k'amja
3022|ajpop
3023|ajpop_k'amja
3024|q'ukumatz_kqcinco
3025|k'otuja_kqcinco
3026|q'ukumatz_kqcinco
3027|k'otuja_kqcinco
3028|k'ikab'_kqsiete
3029|kawisimaj_kqsiete
3030|popol_wuj
3031|tojil
3032|tulul
3033|ajache'
3034|q'inom
3035|wa
3036|wa
3037|jun_raqan
3038|uk'u'x_kaj
3039|uk'u'x_ulew
3040|raxa_b'e
3041|raxa_b'e
3042|uk'u'x_kaj
3043|uk'u'x_ulew
3044|pisom_q'aq'al
3045|tojil
3046|awilix
3047|jaqawitz
3048|pam_kaj_upam_ulew
3049|ajpop
3050|ajpop_k'amja
3051|q'alel
3052|ajtzik_winaq
3053|tinamit_k'iche'
3054|tamub'
3055|ilokab'
3056|rab'inaleb'
3057|kaqchikeleb'
3058|ajtz'ikina_ja
3059|tujal_ja
3060|uch'ab'aja
3061|tinamit_k'iche'
3062|k'ool
3063|wa
3064|q'ukumatz_kqcinco
3065|k'otuja_kqcinco
3066|k'ikab'_kqsiete
3067|kawisimaj_kqsiete
3068|ajpop
3069|ajpop_k'amja
3070|q'alel
3071|ajtzik_winaq
3072|tinamit_k'iche'
3073|q'ukumatz_kqcinco
3074|tinamit_k'iche'
3075|b'alam_ki'tze'
3076|b'alam_aq'ab'
3077|majuk'utaj
3078|iq'i_b'alam
3079|xa_q'ana_jal
3080|xa_q'ana_jal
3081|tinamit_k'iche'
3082|b'alam_ki'tze'
3083|kaweq
3084|k'oqawib_kqdos
3085|b'alam_ki'tze'
3086|b'alam_k'onache'_kqtres
3087|ajpop
3088|k'otuja_kqcuatro
3089|istayul_kqcuatro
3090|q'ukumatz_kqcinco
3091|k'otuja_kqcinco
3092|tepepul_kqseis
3093|istayul_kqseis
3094|k'ikab'_kqsiete
3095|kawisimaj_kqsiete
3096|tepepul_kqocho
3097|istayul_kqocho
3098|tekum_kqnueve
3099|tepepul_kqnueve
3100|wajxaqib'_k'am_kqdiez
3101|k'ikab'_kqdiez
3102|wuqub'_no'j_kqonce
3103|kuwatepech_kqonce
3104|oxib'_kej_kqdoce
3105|b'elejeb'_t'zi'_kqdoce
3106|donadiu
3107|tekum_kqtrece
3108|tepepul_kqtrece
3109|don_juan_de_rojas_kqcatorce
3110|don_juan_cortes_kqcatorce
3111|tekum_kqtrece
3112|tepepul_kqtrece
3113|ajpop
3114|ajpop_k'amja
3115|kaweq
3116|ajpop
3117|ajpop_k'amja
3118|kaweq
3119|ajpop
3120|ajpop_k'amja
3121|nim_ch'okoj_kaweq
3122|ajtojil
3123|ajq'ukumatz
3124|popol_winaq_chi_t'uy
3125|lolmet_kejnay
3126|popol_winaq_pa_jom_tzalatz'
3127|tepew_yaki
3128|kaweq
3129|nija'ib
3130|b'alam_aq'ab'
3131|k'o'akul_njdos
3132|k'o'akutek_njdos
3133|k'ochajuj_njtres
3134|k'otz'ib'aja_njtres
3135|b'elejeb'_kej_njcuatro
3136|k'otuja_njcinco
3137|b'atz'a_njseis'
3138|istayul_njsiete
3139|k'otuja_njocho
3140|b'elejeb'_kej_nueve
3141|ke'ema_njdiez
3142|ajaw_k'otuja_njonce
3143|don_cristóbal_njonce
3144|ajaq_q'alel_njdoce
3145|ajaq_q'alel_njdoce
3146|ajaw_q'alel
3147|ajaw_q'alel
3148|nija'ib
3149|ajaw_ajtzik_winaq
3150|ajaw_q'alel_k'amja
3151|nima_k'amja
3152|uchuch_k'amja
3153|nima_k'amja
3154|nim_ch'okoj_nija'ib'
3155|ajaw_awilix
3156|yakolatam
3157|nija'ib
3158|nija'ib
3159|ajaw_k'iche'
3160|majuk'utaj
3161|k'o'ajaw_akdos
3162|q'aq'_laqam_aktres
3163|k'okosom_akcuatro
3164|komajkun_akcinco
3165|wuqub'_aj_akseis
3166|k'okamel_aksiete
3167|k'oyabakoj_akocho
3168|winaq_b'alam_aknueve
3169|ajaw_k'iche'
3170|kajib'_unim_ja
3171|ajtzik_winaq_ajaw
3172|ajaw_lolmet
3173|ajaw_nim_ch'okoj
3174|ajaw_jaqawitz
3175|kajib'_unim_ja
3176|ajaw_k'iche'
3177|nim_ch'okoj
3178|tinamit_k'iche'
3179|nim_ch'okoj
3180|nim_ch'okoj
3181|nim_ch'okoj
3182|nim_ch'okoj
3183|nim_ch'okoj
3184|nim_ch'okoj
3185|nija'ib
3186|ajaw_nim_ch'okoj
3187|ajaw_k'iche'
3188|nim_ch'okoj
3189|nim_ch'okoj
3190|tinamit_k'iche'
3191|popol_wuj
3192|tinamit_k'iche'
3193|santa_cruz
