folio,side,para_num,lb_n,found_phrase,matched_form,ana_id,score,line_text
23,1,1,28,qaho,qahol,K'AJOLOM,88.88888888888889,tecut xrah chaii ' c cumal qaho
23,1,1,28,qaho,qahol,TAMASUL,88.88888888888889,tecut xrah chaii ' c cumal qaho
23,1,1,34,xqui,xquic,IXKIK',88.88888888888889,ec xrech cumal qaholab xqui
23,1,1,38,quehe,queh,KEJ,88.88888888888889,quehe cut xchacatah vi rixpec
23,1,1,39,xqui,xquic,IXKIK',88.88888888888889,maui calah vvach recha xqui
23,2,0,9,catit,atit,SAQI_NIM_AQ_SIS,88.88888888888889,petic xeopon cut ruq catit xa
23,2,0,9,catit,atit,XMUKANE,88.88888888888889,petic xeopon cut ruq catit xa
23,2,0,10,catit,atit,SAQI_NIM_AQ_SIS,88.88888888888889,e pixabai chire catit xebec
23,2,0,10,catit,atit,XMUKANE,88.88888888888889,e pixabai chire catit xebec
23,2,0,10,xebec,xbec,TAMASUL,88.88888888888889,e pixabai chire catit xebec
23,2,1,20,quic,xquic,IXKIK',88.88888888888889,quic qo retal catzih cacanahic
23,2,1,21,xebec,xbec,TAMASUL,88.88888888888889,ivvq xeqha ta xebec hun xu
23,2,1,37,cahib,caib,JUN_B'ATZ'_JUN_CHOWEN,88.88888888888889,xeel chicu apanoc pa cahib xal
23,2,1,37,cahib,caib,K'OKA'IB_KQDOS,88.88888888888889,xeel chicu apanoc pa cahib xal
24,1,0,3,xqui,xquic,IXKIK',88.88888888888889,be culel e cautalic nabe cut xqui
24,1,0,13,roo culel,rox culel,JUN_KAME',88.88888888888889,xqha chi roo culel ahi ahi xqha
24,1,0,39,quic,xquic,IXKIK',88.88888888888889,culel ahi naqui quic xic qha
24,2,0,9,xebec,xbec,TAMASUL,88.88888888888889,lan que cate cut ta xebec ta xe
24,2,0,13,ahau,cahau,K'AJOLOM,88.88888888888889,ahau ri xa poy ahamche ri xe
24,2,0,13,ahau,cahau,XPIYAKOK,88.88888888888889,ahau ri xa poy ahamche ri xe
24,2,0,13,ahau,cahau,JUN_JUNAJPU,88.88888888888889,ahau ri xa poy ahamche ri xe
24,2,0,13,ahau,aha u,JUN_KAME',88.88888888888889,ahau ri xa poy ahamche ri xe
24,2,0,13,ahau,cahau,XA_Q'ANA_JAL,88.88888888888889,ahau ri xa poy ahamche ri xe
24,2,0,13,ahau,aha u,TOJIL,88.88888888888889,ahau ri xa poy ahamche ri xe
24,2,0,13,ahau,cahau,K'O'AJAW_AKDOS,88.88888888888889,ahau ri xa poy ahamche ri xe
24,2,0,21,quic,xquic,IXKIK',88.88888888888889,ta patan calata quic re calata
24,2,0,22,vquic,quic,KIK',88.88888888888889,vquic xic rixcac xeqha taxeopo
24,2,0,32,paha,pa ha,B'ALAM_JA,88.88888888888889,vbala xabahix paha xevchaxic
24,2,0,32,paha,pa ha,SOTZ'I_JA,88.88888888888889,vbala xabahix paha xevchaxic
24,2,0,43,chah,chaah,CHAAJ,88.88888888888889,u chul quiya chic ri chah zaca
24,2,0,45,ahau,cahau,K'AJOLOM,88.88888888888889,cacha ahau xqha zamahel ta
24,2,0,45,ahau,cahau,XPIYAKOK,88.88888888888889,cacha ahau xqha zamahel ta
24,2,0,45,ahau,cahau,JUN_JUNAJPU,88.88888888888889,cacha ahau xqha zamahel ta
24,2,0,45,ahau,aha u,RAJAWAL_XIB'ALB'A,88.88888888888889,cacha ahau xqha zamahel ta
24,2,0,45,ahau,cahau,XA_Q'ANA_JAL,88.88888888888889,cacha ahau xqha zamahel ta
24,2,0,45,ahau,aha u,TOJIL,88.88888888888889,cacha ahau xqha zamahel ta
24,2,0,45,ahau,cahau,K'O'AJAW_AKDOS,88.88888888888889,cacha ahau xqha zamahel ta
25,1,0,2,chah,chaah,CHAAJ,88.88888888888889,que heri chah xquilo varanel are
25,1,0,6,chah,chaah,CHAAJ,88.88888888888889,macuhabi xquiz ri chah xavi xe
25,1,0,26,quic,xquic,IXKIK',88.88888888888889,ba chicacoh ri va ca quic xeqha
25,1,0,34,bala,balam,B'ALAM,88.88888888888889,habi xeqha xibalba vtz bala
25,1,0,40,vleuh,vleu,UK'U'X_ULEW,88.88888888888889,nic xbe he chua tac vleuh
25,2,0,8,quic,xquic,IXKIK',88.88888888888889,cut are cu xocri qui quic ta
25,2,0,9,xqui,xquic,IXKIK',88.88888888888889,xcah cu chaah cate cut ta xqui
25,2,0,20,qui cha ah,quichaah,CHAAJ,88.88888888888889,qui cha ah hunam qui chucab tzatz
25,2,0,32,acaba,acab,B'ALAM_AQ'AB',88.88888888888889,vtzbala acaba chicut cohcha
26,1,0,3,qui chacon,qui chac,KA'IB'_K'AJOLAB',88.88888888888889,vvach cotzih qui chacon ahauab
26,1,0,20,huyu,huyub,JAQAWITZ_JUYUB',88.88888888888889,huyu puhuyu chachic ta cho
26,1,0,33,cahib,caib,JUN_B'ATZ'_JUN_CHOWEN,88.88888888888889,libah chicut xnoh cahib zel co
26,1,0,33,cahib,caib,K'OKA'IB_KQDOS,88.88888888888889,libah chicut xnoh cahib zel co
26,1,0,36,ahau,cahau,K'AJOLOM,88.88888888888889,conel que petoc caqha ahau hu
26,1,0,36,ahau,cahau,XPIYAKOK,88.88888888888889,conel que petoc caqha ahau hu
26,1,0,36,ahau,cahau,JUN_JUNAJPU,88.88888888888889,conel que petoc caqha ahau hu
26,1,0,36,ahau,aha u,JUN_KAME',88.88888888888889,conel que petoc caqha ahau hu
26,1,0,36,ahau,cahau,XA_Q'ANA_JAL,88.88888888888889,conel que petoc caqha ahau hu
26,1,0,36,ahau,aha u,TOJIL,88.88888888888889,conel que petoc caqha ahau hu
26,1,0,36,ahau,cahau,K'O'AJAW_AKDOS,88.88888888888889,conel que petoc caqha ahau hu
26,1,0,38,bala,balam,B'ALAM,88.88888888888889,xevqhax cut qaholab vtz bala
26,1,0,40,cahib,caib,JUN_B'ATZ'_JUN_CHOWEN,88.88888888888889,tzih cahib zel ta xebec ta xeo
26,1,0,40,cahib,caib,K'OKA'IB_KQDOS,88.88888888888889,tzih cahib zel ta xebec ta xeo
26,1,0,42,caam,camam,SAQI_NIM_AQ_SIS,88.88888888888889,vab cu caam cotzih quz v vach
26,1,0,42,caam,camam,XA_Q'ANA_JAL,88.88888888888889,vab cu caam cotzih quz v vach
26,1,0,44,qaho,qahol,K'AJOLOM,88.88888888888889,ba xa zanic xquitac ri qaho
26,1,0,44,qaho,qahol,TAMASUL,88.88888888888889,ba xa zanic xquitac ri qaho
26,2,0,7,ahau,cahau,K'AJOLOM,88.88888888888889,ahau minare xcuyu cahe xe
26,2,0,7,ahau,cahau,XPIYAKOK,88.88888888888889,ahau minare xcuyu cahe xe
26,2,0,7,ahau,cahau,JUN_JUNAJPU,88.88888888888889,ahau minare xcuyu cahe xe
26,2,0,7,ahau,aha u,JUN_KAME',88.88888888888889,ahau minare xcuyu cahe xe
26,2,0,7,ahau,cahau,XA_Q'ANA_JAL,88.88888888888889,ahau minare xcuyu cahe xe
26,2,0,7,ahau,aha u,TOJIL,88.88888888888889,ahau minare xcuyu cahe xe
26,2,0,7,ahau,cahau,K'O'AJAW_AKDOS,88.88888888888889,ahau minare xcuyu cahe xe
26,2,0,8,puch,xpuch,IXPUCH',88.88888888888889,qha cut cate puch xhix quichi
26,2,0,20,qaho,qahol,K'AJOLOM,88.88888888888889,vzbala xeqha qaho
26,2,0,20,qaho,qahol,TAMASUL,88.88888888888889,vzbala xeqha qaho
26,2,1,26,qaho,qahol,K'AJOLOM,88.88888888888889,ina xzach ri teu cumal qaho
26,2,1,26,qaho,qahol,TAMASUL,88.88888888888889,ina xzach ri teu cumal qaho
26,2,2,46,mix xquia,mi xquina,MIXKINA,88.88888888888889,teviri mix xquia quib are qui
27,1,2,19,quica,quic,KIK',88.88888888888889,cop que heri cha quitzam quica
27,1,2,42,cama,camam,SAQI_NIM_AQ_SIS,88.88888888888889,rumal cama zotz cupul chi
27,1,2,42,cama,camam,XA_Q'ANA_JAL,88.88888888888889,rumal cama zotz cupul chi
27,2,0,30,vbaca,vbac,B'AQ,88.88888888888889,xcotox vbaca v vac tzatz chi ahna
28,1,0,1,quehe,queh,KEJ,88.88888888888889,tila vholom quehe ri quitzih v
28,1,0,2,xqui,xquic,IXKIK',88.88888888888889,holom xuxic cate cut ta xqui
28,1,0,11,quic,xquic,IXKIK',88.88888888888889,quic avq cate catelic ca inqui
28,1,1,21,quic,xquic,IXKIK',88.88888888888889,chacaca ri holom chi quic que
28,1,1,24,quic,xquic,IXKIK',88.88888888888889,tzacou quic rahaual xibalba
28,1,1,26,quic,xquic,IXKIK',88.88888888888889,curi quic chuvach bate chita
28,1,1,28,quic,xquic,IXKIK',88.88888888888889,quic chuvi hom xahun xaca
28,1,1,42,quic,xquic,IXKIK',88.88888888888889,cut xquicamixtah chiri quic
28,1,1,44,quic,xquic,IXKIK',88.88888888888889,petoc vae quic que mix cari
28,2,1,19,xqui,xquic,IXKIK',88.88888888888889,bih chic ta xepixabah cut xqui
29,1,0,7,bala,balam,B'ALAM,88.88888888888889,vchax chic cumal are vtz bala
29,1,0,19,qui xqui,qui xoquil,IXOQ_AJAWAB',88.88888888888889,abah queheri chohibal qui xqui
29,1,0,27,xebec,xbec,TAMASUL,88.88888888888889,bala xeqha cut anim xebec
29,1,0,31,xicah,icah,IKAJ,88.88888888888889,tacmul tah chica xicah chica
29,1,0,37,xqui,xquic,IXKIK',88.88888888888889,vachih qui vach xqui rip qui
29,1,0,41,xebec,xbec,TAMASUL,88.88888888888889,huh ta xebec pa choh chiri
29,2,0,2,tixoc,ixoc,IXKIK',88.88888888888889,quil xbe tixoc chi racan a macu
29,2,0,2,tixoc,ixoc,IXOQ_AJAWAB',88.88888888888889,quil xbe tixoc chi racan a macu
29,2,1,14,quih,quieh,KEJ,88.88888888888889,pu quih atziiac cut qui cu mana
29,2,1,18,xqui,xquic,IXKIK',88.88888888888889,xahoh cux xayboy xqui xa
29,2,1,30,quech,queh,KEJ,88.88888888888889,v xenaahic chic chacbal quech
29,2,2,32,puch,xpuch,IXPUCH',88.88888888888889,cate chi puch roponic chic v
30,1,0,12,ixzamahel,inzamahel,TAMASUL,88.88888888888889,vi cacah vi ixzamahel xeq
30,1,0,12,ixzamahel,inzamahel,JUN_WINAQ,88.88888888888889,vi cacah vi ixzamahel xeq
30,1,0,15,xebec,xbec,TAMASUL,88.88888888888889,ra chuvi cax cacrail xebec
30,1,0,16,atan,patan,PATAN,88.88888888888889,maui atan xcah benam quia
30,1,0,19,ahau,cahau,K'AJOLOM,88.88888888888889,ta xebe cut ruq ahau
30,1,0,19,ahau,cahau,XPIYAKOK,88.88888888888889,ta xebe cut ruq ahau
30,1,0,19,ahau,cahau,JUN_JUNAJPU,88.88888888888889,ta xebe cut ruq ahau
30,1,0,19,ahau,aha u,RAJAWAL_XIB'ALB'A,88.88888888888889,ta xebe cut ruq ahau
30,1,0,19,ahau,cahau,XA_Q'ANA_JAL,88.88888888888889,ta xebe cut ruq ahau
30,1,0,19,ahau,aha u,TOJIL,88.88888888888889,ta xebe cut ruq ahau
30,1,0,19,ahau,cahau,K'O'AJAW_AKDOS,88.88888888888889,ta xebe cut ruq ahau
30,1,1,20,puch,xpuch,IXPUCH',88.88888888888889,xeopon puch cuq ahauab
30,1,1,22,xqui,xquic,IXKIK',88.88888888888889,qui vach xeoponic xqui que
30,1,1,27,puch,xpuch,IXPUCH',88.88888888888889,cut quihuyubal camac puch
30,1,1,29,cahau,ahau,WUQUB'_KAQIX,88.88888888888889,cahau apa quixpevi xevqha
30,1,1,29,cahau,ahau,JUN_KAME',88.88888888888889,cahau apa quixpevi xevqha
30,1,1,29,cahau,ahau,RAJAWAL_XIB'ALB'A,88.88888888888889,cahau apa quixpevi xevqha
30,1,1,29,cahau,ahau,JUN_KAME'_WUQUB'_KAME',88.88888888888889,cahau apa quixpevi xevqha
30,1,1,29,cahau,ahau,JUN_KAME'_WUQUB'_KAME,88.88888888888889,cahau apa quixpevi xevqha
30,1,1,29,cahau,ahau,AWILIX,88.88888888888889,cahau apa quixpevi xevqha
30,1,1,29,cahau,ahau,JAQAWITZ,88.88888888888889,cahau apa quixpevi xevqha
30,1,1,29,cahau,ahau,NAKXIT,88.88888888888889,cahau apa quixpevi xevqha
30,1,1,29,cahau,ahau,K'OTUJA_KQCUATRO,88.88888888888889,cahau apa quixpevi xevqha
30,1,1,30,ahau,cahau,K'AJOLOM,88.88888888888889,xic maba quetaon at ahau ma
30,1,1,30,ahau,cahau,XPIYAKOK,88.88888888888889,xic maba quetaon at ahau ma
30,1,1,30,ahau,cahau,JUN_JUNAJPU,88.88888888888889,xic maba quetaon at ahau ma
30,1,1,30,ahau,aha u,JUN_KAME',88.88888888888889,xic maba quetaon at ahau ma
30,1,1,30,ahau,aha u,RAJAWAL_XIB'ALB'A,88.88888888888889,xic maba quetaon at ahau ma
30,1,1,30,ahau,cahau,XA_Q'ANA_JAL,88.88888888888889,xic maba quetaon at ahau ma
30,1,1,30,ahau,aha u,TOJIL,88.88888888888889,xic maba quetaon at ahau ma
30,1,1,30,ahau,cahau,K'O'AJAW_AKDOS,88.88888888888889,xic maba quetaon at ahau ma
30,1,1,38,ahau,cahau,K'AJOLOM,88.88888888888889,chic chire ahau mi xibih ivib
30,1,1,38,ahau,cahau,XPIYAKOK,88.88888888888889,chic chire ahau mi xibih ivib
30,1,1,38,ahau,cahau,JUN_JUNAJPU,88.88888888888889,chic chire ahau mi xibih ivib
30,1,1,38,ahau,aha u,JUN_KAME',88.88888888888889,chic chire ahau mi xibih ivib
30,1,1,38,ahau,aha u,RAJAWAL_XIB'ALB'A,88.88888888888889,chic chire ahau mi xibih ivib
30,1,1,38,ahau,cahau,XA_Q'ANA_JAL,88.88888888888889,chic chire ahau mi xibih ivib
30,1,1,38,ahau,aha u,TOJIL,88.88888888888889,chic chire ahau mi xibih ivib
30,1,1,38,ahau,cahau,K'O'AJAW_AKDOS,88.88888888888889,chic chire ahau mi xibih ivib
30,2,0,13,ahau,aha u,RAJAWAL_XIB'ALB'A,88.88888888888889,ta xquiporoh cut rochoch ahau
30,2,0,21,ahau,cahau,K'AJOLOM,88.88888888888889,rumal ahau chicamizah na
30,2,0,21,ahau,cahau,XPIYAKOK,88.88888888888889,rumal ahau chicamizah na
30,2,0,21,ahau,cahau,JUN_JUNAJPU,88.88888888888889,rumal ahau chicamizah na
30,2,0,21,ahau,aha u,JUN_KAME',88.88888888888889,rumal ahau chicamizah na
30,2,0,21,ahau,aha u,RAJAWAL_XIB'ALB'A,88.88888888888889,rumal ahau chicamizah na
30,2,0,21,ahau,cahau,XA_Q'ANA_JAL,88.88888888888889,rumal ahau chicamizah na
30,2,0,21,ahau,aha u,TOJIL,88.88888888888889,rumal ahau chicamizah na
30,2,0,21,ahau,cahau,K'O'AJAW_AKDOS,88.88888888888889,rumal ahau chicamizah na
30,2,0,22,cuhun,cuun,PISOM_Q'AQ'AL,88.88888888888889,cuhun vinac chipuzu mata
30,2,0,24,bala,balam,B'ALAM,88.88888888888889,bala xeqha taxquichap cut
30,2,0,25,xqui,xquic,IXKIK',88.88888888888889,hun vinac cate xquipuzu xqui
30,2,0,33,ahau,cahau,K'AJOLOM,88.88888888888889,vach xquimaihah cut ahau
30,2,0,33,ahau,cahau,XPIYAKOK,88.88888888888889,vach xquimaihah cut ahau
30,2,0,33,ahau,cahau,JUN_JUNAJPU,88.88888888888889,vach xquimaihah cut ahau
30,2,0,33,ahau,aha u,JUN_KAME',88.88888888888889,vach xquimaihah cut ahau
30,2,0,33,ahau,aha u,RAJAWAL_XIB'ALB'A,88.88888888888889,vach xquimaihah cut ahau
30,2,0,33,ahau,cahau,XA_Q'ANA_JAL,88.88888888888889,vach xquimaihah cut ahau
30,2,0,33,ahau,aha u,TOJIL,88.88888888888889,vach xquimaihah cut ahau
30,2,0,33,ahau,cahau,K'O'AJAW_AKDOS,88.88888888888889,vach xquimaihah cut ahau
30,2,0,37,ahau,cahau,K'AJOLOM,88.88888888888889,ahauab vtzbala at ahau
30,2,0,37,ahau,cahau,XPIYAKOK,88.88888888888889,ahauab vtzbala at ahau
30,2,0,37,ahau,cahau,JUN_JUNAJPU,88.88888888888889,ahauab vtzbala at ahau
30,2,0,37,ahau,aha u,JUN_KAME',88.88888888888889,ahauab vtzbala at ahau
30,2,0,37,ahau,aha u,RAJAWAL_XIB'ALB'A,88.88888888888889,ahauab vtzbala at ahau
30,2,0,37,ahau,cahau,XA_Q'ANA_JAL,88.88888888888889,ahauab vtzbala at ahau
30,2,0,37,ahau,aha u,TOJIL,88.88888888888889,ahauab vtzbala at ahau
30,2,0,37,ahau,cahau,K'O'AJAW_AKDOS,88.88888888888889,ahauab vtzbala at ahau
31,1,0,3,quehe,queh,KEJ,88.88888888888889,quehe quequicot ahauab xavi
31,1,1,21,ahau,cahau,K'AJOLOM,88.88888888888889,ahau hun came vbi rahaual
31,1,1,21,ahau,cahau,XPIYAKOK,88.88888888888889,ahau hun came vbi rahaual
31,1,1,21,ahau,cahau,JUN_JUNAJPU,88.88888888888889,ahau hun came vbi rahaual
31,1,1,21,ahau,aha u,RAJAWAL_XIB'ALB'A,88.88888888888889,ahau hun came vbi rahaual
31,1,1,21,ahau,cahau,XA_Q'ANA_JAL,88.88888888888889,ahau hun came vbi rahaual
31,1,1,21,ahau,aha u,TOJIL,88.88888888888889,ahau hun came vbi rahaual
31,1,1,21,ahau,cahau,K'O'AJAW_AKDOS,88.88888888888889,ahau hun came vbi rahaual
31,1,1,23,vvcub ca,vvcub came,WUQUB'_KAME',88.88888888888889,came taxchap chic vvcub ca
31,1,1,32,ahau,cahau,K'AJOLOM,88.88888888888889,are curi hun ahau xelahna
31,1,1,32,ahau,cahau,XPIYAKOK,88.88888888888889,are curi hun ahau xelahna
31,1,1,32,ahau,cahau,JUN_JUNAJPU,88.88888888888889,are curi hun ahau xelahna
31,1,1,32,ahau,aha u,JUN_KAME',88.88888888888889,are curi hun ahau xelahna
31,1,1,32,ahau,aha u,RAJAWAL_XIB'ALB'A,88.88888888888889,are curi hun ahau xelahna
31,1,1,32,ahau,cahau,XA_Q'ANA_JAL,88.88888888888889,are curi hun ahau xelahna
31,1,1,32,ahau,aha u,TOJIL,88.88888888888889,are curi hun ahau xelahna
31,1,1,32,ahau,cahau,K'O'AJAW_AKDOS,88.88888888888889,are curi hun ahau xelahna
31,1,1,43,quehe,queh,KEJ,88.88888888888889,pa zivan quehe ri xebeyox
31,1,1,46,quehe,queh,KEJ,88.88888888888889,elahoc xeul pu ococ quehe
31,2,0,1,xqui,xquic,IXKIK',88.88888888888889,qui halvachibal quib ta xqui
31,2,1,5,cabi,cabix,AB'IX,88.88888888888889,chitaa cabi xchicabih xch
31,2,1,8,cabi,cabix,AB'IX,88.88888888888889,xbalanque cabi arecu ca ca
31,2,1,12,quehe,queh,KEJ,88.88888888888889,xcol ri cacahau quehe cut mix
31,2,1,14,quehe,queh,KEJ,88.88888888888889,xiban chique quehe cut quix
31,2,1,22,chah,chaah,CHAAJ,88.88888888888889,cute e mucul chi pucbal chah
31,2,1,29,quic,xquic,IXKIK',88.88888888888889,chi quic holomax mavi chahom
31,2,1,30,quic,xquic,IXKIK',88.88888888888889,quic ive xa xot xaacam xa
31,2,1,40,quic,xquic,IXKIK',88.88888888888889,ri quic holomax xevqhax cut
31,2,1,41,quehe,queh,KEJ,88.88888888888889,conohel xibalba quehe cut ti
32,1,0,10,ah au,ahau,WUQUB'_KAQIX,88.88888888888889,quin ri catit chuvach ri ah au
32,1,0,10,ah au,ahau,JUN_KAME',88.88888888888889,quin ri catit chuvach ri ah au
32,1,0,10,ah au,ahau,RAJAWAL_XIB'ALB'A,88.88888888888889,quin ri catit chuvach ri ah au
32,1,0,10,ah au,ahau,JUN_KAME'_WUQUB'_KAME',88.88888888888889,quin ri catit chuvach ri ah au
32,1,0,10,ah au,ahau,JUN_KAME'_WUQUB'_KAME,88.88888888888889,quin ri catit chuvach ri ah au
32,1,0,10,ah au,ahau,AWILIX,88.88888888888889,quin ri catit chuvach ri ah au
32,1,0,10,ah au,ahau,JAQAWITZ,88.88888888888889,quin ri catit chuvach ri ah au
32,1,0,10,ah au,ahau,NAKXIT,88.88888888888889,quin ri catit chuvach ri ah au
32,1,0,10,ah au,ahau,K'OTUJA_KQCUATRO,88.88888888888889,quin ri catit chuvach ri ah au
32,1,0,15,catit,atit,SAQI_NIM_AQ_SIS,88.88888888888889,xcaton ri catit xucat ri pom
32,1,0,15,catit,atit,XMUKANE,88.88888888888889,xcaton ri catit xucat ri pom
32,1,0,16,riah,ri ah,AJ,88.88888888888889,chuvach riah vnatabal quech
32,1,0,16,quech,queh,KEJ,88.88888888888889,chuvach riah vnatabal quech
32,1,0,17,catit,atit,SAQI_NIM_AQ_SIS,88.88888888888889,ri are xquicot vi vqux catit
32,1,0,17,catit,atit,XMUKANE,88.88888888888889,ri are xquicot vi vqux catit
32,1,0,19,catit,atit,SAQI_NIM_AQ_SIS,88.88888888888889,ta xcabauilax rumal catit ta
32,1,0,19,catit,atit,XMUKANE,88.88888888888889,ta xcabauilax rumal catit ta
32,1,0,20,nicah,icah,IKAJ,88.88888888888889,xubinatizah cut nicah ha ni
32,1,0,23,nicah,icah,IKAJ,88.88888888888889,binaah vi nicah ha nicah bichoc
32,1,0,27,chata,chaa,CHAAJ,88.88888888888889,cazam ah chuvi chata vleu
32,1,0,36,cahau,ahau,WUQUB'_KAQIX,88.88888888888889,xquil chicut vvachri qui cahau
32,1,0,36,cahau,ahau,JUN_KAME',88.88888888888889,xquil chicut vvachri qui cahau
32,1,0,36,cahau,ahau,RAJAWAL_XIB'ALB'A,88.88888888888889,xquil chicut vvachri qui cahau
32,1,0,36,cahau,ahau,JUN_KAME'_WUQUB'_KAME',88.88888888888889,xquil chicut vvachri qui cahau
32,1,0,36,cahau,ahau,JUN_KAME'_WUQUB'_KAME,88.88888888888889,xquil chicut vvachri qui cahau
32,1,0,36,cahau,ahau,AWILIX,88.88888888888889,xquil chicut vvachri qui cahau
32,1,0,36,cahau,ahau,JAQAWITZ,88.88888888888889,xquil chicut vvachri qui cahau
32,1,0,36,cahau,ahau,NAKXIT,88.88888888888889,xquil chicut vvachri qui cahau
32,1,0,36,cahau,ahau,K'OTUJA_KQCUATRO,88.88888888888889,xquil chicut vvachri qui cahau
32,1,0,38,cahau,ahau,WUQUB'_KAQIX,88.88888888888889,cahau chiquetax xquichac xi
32,1,0,38,cahau,ahau,JUN_KAME',88.88888888888889,cahau chiquetax xquichac xi
32,1,0,38,cahau,ahau,RAJAWAL_XIB'ALB'A,88.88888888888889,cahau chiquetax xquichac xi
32,1,0,38,cahau,ahau,JUN_KAME'_WUQUB'_KAME',88.88888888888889,cahau chiquetax xquichac xi
32,1,0,38,cahau,ahau,JUN_KAME'_WUQUB'_KAME,88.88888888888889,cahau chiquetax xquichac xi
32,1,0,38,cahau,ahau,AWILIX,88.88888888888889,cahau chiquetax xquichac xi
32,1,0,38,cahau,ahau,JAQAWITZ,88.88888888888889,cahau chiquetax xquichac xi
32,1,0,38,cahau,ahau,NAKXIT,88.88888888888889,cahau chiquetax xquichac xi
32,1,0,38,cahau,ahau,K'OTUJA_KQCUATRO,88.88888888888889,cahau chiquetax xquichac xi
32,1,1,43,chah,chaah,CHAAJ,88.88888888888889,pucbal c hah xavi xere vvach x chah written over chah not sure what was crossed out
32,1,1,43,c hah,chah,CHAAJ,88.88888888888889,pucbal c hah xavi xere vvach x chah written over chah not sure what was crossed out
32,2,0,4,cahau,ahau,WUQUB'_KAQIX,88.88888888888889,qux qui cahau xaui xcanah chi
32,2,0,4,cahau,ahau,JUN_KAME',88.88888888888889,qux qui cahau xaui xcanah chi
32,2,0,4,cahau,ahau,RAJAWAL_XIB'ALB'A,88.88888888888889,qux qui cahau xaui xcanah chi
32,2,0,4,cahau,ahau,JUN_KAME'_WUQUB'_KAME',88.88888888888889,qux qui cahau xaui xcanah chi
32,2,0,4,cahau,ahau,JUN_KAME'_WUQUB'_KAME,88.88888888888889,qux qui cahau xaui xcanah chi
32,2,0,4,cahau,ahau,AWILIX,88.88888888888889,qux qui cahau xaui xcanah chi
32,2,0,4,cahau,ahau,JAQAWITZ,88.88888888888889,qux qui cahau xaui xcanah chi
32,2,0,4,cahau,ahau,NAKXIT,88.88888888888889,qux qui cahau xaui xcanah chi
32,2,0,4,cahau,ahau,K'OTUJA_KQCUATRO,88.88888888888889,qux qui cahau xaui xcanah chi
32,2,0,9,ahol,qahol,K'AJOLOM,88.88888888888889,rumal zaquil al zaquil ahol
32,2,0,9,ahol,qahol,TAMASUL,88.88888888888889,rumal zaquil al zaquil ahol
32,2,0,9,zaquil al,zaqui hal,JAL,88.88888888888889,rumal zaquil al zaquil ahol
32,2,0,11,cahau,ahau,WUQUB'_KAQIX,88.88888888888889,qha chirech qui cahau ta xqui
32,2,0,11,cahau,ahau,JUN_KAME',88.88888888888889,qha chirech qui cahau ta xqui
32,2,0,11,cahau,ahau,RAJAWAL_XIB'ALB'A,88.88888888888889,qha chirech qui cahau ta xqui
32,2,0,11,cahau,ahau,JUN_KAME'_WUQUB'_KAME',88.88888888888889,qha chirech qui cahau ta xqui
32,2,0,11,cahau,ahau,JUN_KAME'_WUQUB'_KAME,88.88888888888889,qha chirech qui cahau ta xqui
32,2,0,11,cahau,ahau,AWILIX,88.88888888888889,qha chirech qui cahau ta xqui
32,2,0,11,cahau,ahau,JAQAWITZ,88.88888888888889,qha chirech qui cahau ta xqui
32,2,0,11,cahau,ahau,NAKXIT,88.88888888888889,qha chirech qui cahau ta xqui
32,2,0,11,cahau,ahau,K'OTUJA_KQCUATRO,88.88888888888889,qha chirech qui cahau ta xqui
32,2,0,11,xqui,xquic,IXKIK',88.88888888888889,qha chirech qui cahau ta xqui
32,2,0,18,quih,quieh,KEJ,88.88888888888889,chicah hun cu quih hun naipu
32,2,0,18,hun naipu,hun nahpu,JUNAJPU,88.88888888888889,chicah hun cu quih hun naipu
32,2,1,26,puch,xpuch,IXPUCH',88.88888888888889,vinac ta xtzucux puch ri choc vtio
32,2,1,31,zaquil al,zaqui hal,JAL,88.88888888888889,tzucul cool zaquil al zaquilqa
32,2,1,36,puch,xpuch,IXPUCH',88.88888888888889,pucuh puch xenaohinic xebizon
32,2,1,37,puch,xpuch,IXPUCH',88.88888888888889,puch varal quehecut xelvia
32,2,1,38,xqui,xquic,IXKIK',88.88888888888889,ponoc qui naoh zaquil calal xqui
32,2,1,41,quih,quieh,KEJ,88.88888888888889,ui cauachin quih ic chumil pa
33,1,0,7,quehe,queh,KEJ,88.88888888888889,quehe cut xequicot vi rumal ri
33,1,0,22,xqui,xquic,IXKIK',88.88888888888889,v eanaal vinac xuxic ta xqui
33,1,0,26,cahau,ahau,WUQUB'_KAQIX,88.88888888888889,canabe chuch cahau xaq'ana
33,1,0,26,cahau,ahau,JUN_KAME',88.88888888888889,canabe chuch cahau xaq'ana
33,1,0,26,cahau,ahau,RAJAWAL_XIB'ALB'A,88.88888888888889,canabe chuch cahau xaq'ana
33,1,0,26,cahau,ahau,JUN_KAME'_WUQUB'_KAME',88.88888888888889,canabe chuch cahau xaq'ana
33,1,0,26,cahau,ahau,JUN_KAME'_WUQUB'_KAME,88.88888888888889,canabe chuch cahau xaq'ana
33,1,0,26,cahau,ahau,AWILIX,88.88888888888889,canabe chuch cahau xaq'ana
33,1,0,26,cahau,ahau,JAQAWITZ,88.88888888888889,canabe chuch cahau xaq'ana
33,1,0,26,cahau,ahau,NAKXIT,88.88888888888889,canabe chuch cahau xaq'ana
33,1,0,26,cahau,ahau,K'OTUJA_KQCUATRO,88.88888888888889,canabe chuch cahau xaq'ana
