gloss_id,term_str,pos,term_def
1709,-etal q'eq,n,mole  skin
1710,etamabal,n,knowledge; wisdom
1711,etamanel,n,knowledgeable person; knower; sage
1712,etamatal,adj,known
1713,etamatal -wäch,adj,famous; known
1714,etanel,n,inch worm; measurer; one who measures
1715,etanik,v,to measure
1716,etz'abal,n,toy
1718,etz'abej,v,to play with
1719,etz'anel,n,player
1720,etz'anem,n,game; recreation; diversion
1721,etz'anem tzij,n,joke; kidding around
1722,etz'anik,v,to play; to have a good time
1723,etz'balil,n,adornment; decorations  house for wedding
1724,etz'bej,v,to play with something
1725,etz'bej u-wäch ri Dios,v,to blaspheme
1726,etz'bej -wäch,v,to make fun of; to treat lightly; to mock
1727,etzelaj,v,to hate; to break something  toy ; to cause damage to something
1728,etzelaj -wach,v,to hate someone
1729,etzelal,n,evil; wickedness; badness
1730,etzeltajinaq,adj,broken  machine
1731,etzeltajinaq -jolom,adj,mentally retarded; mentally abnormal
1732,ew,exp,response to farewell
1733,extan tolok,n,large mushroom  poisonous
1734,eyawarik,v,to become annoyed  Momostenango--see also oyowarik
1735,eyawarinaq,adj,annoyed; outraged
1736,eyebej,v,to wait for something
1737,eyebik,v,to wait
1738,eyej,v,to wait for someone or something
1742,i'j,n,crane fly  madre de la culebra
1743,i'mam<axel>,n,grandson
1744,i'mam<ixel>,n,granddaughter
1745,i'x,n,salamander
1746,i<w>,poss pro,your  plural
1747,-ib,reflexive pro,self
1748,iboch',n,vein; nerve; artery
1749,iboch'il -anima',n,valves of the heart
1750,iboch'il sipojinaq,n,varicose veins
1751,iboy,n,armadillo
1752,ich',adj,finicky
1753,ichäj,n,edible green leaf; salad; herb; vegetables
1754,ichäj cunabal,n,borrage  plant--Officinalis
1755,ichik',n,dream
1756,ichik' sibalaj xibibal,n,nightmare
1757,ichik'aj,v,to dream something  see also achik’aj
1758,ij,n,measles
1759,ij,n,peal  apple; orange; lime
1760,ij,v,to promise
1761,-ij -aqan,n,top of the foot
1762,-ij boq'äch,n,eyelid
1763,-ij che',n,bark
1764,-ij chij,n,drum
1765,-ij mache't,n,scabbard
1766,-ij -q'ab,n,back of the hand
1767,-ij -qul,n,nape of the neck
1768,-ij triko,n,chaff  wheat
1769,ij -wi',n,nape of the neck
1770,ij<aj>,n,back; skin; covering; measles; shell; cover  book ; spine  book
1771,ija'<l>,n,seed used for planting
1772,ija'l<il>,n,generation; descendent; race; posterity
1773,ik,n,chile
1774,ik',n,moon; month of twenty days
1775,ik'an<axel>,n,aunt; uncle
1776,ik'il,adv,monthly
1777,ik'il,n,month
1778,ik'il,n,month; menstruation; monthly pay; monthly work
1779,ik'ow,v,to pass; to pass by or over
1780,ik'ow pamaj,n,diarrhea
1781,ik'ow pomaj y xa'wem,n,cholera
1782,ik'owem,n,passing; act of passing
1783,ikaj,n,axe  also stone axe  [Momos]
1784,ikan,n,gallina ciega  animalito eats rotten tree stumps ; corn root worm
1785,ikaq',n,slingshot
1786,ikiäj,n,axe [Toto]
1787,ikiajik,n,sacrifice
1788,ikiajik,v,to sacrifice
1789,ikiaq,n,guava
1791,ikiäq',n,sling shot; sling made of fibers
1792,ikiem,n,south
1793,ikim,prep,down below
1794,ikim kajbal,n,Southern Cross constellation
1795,ikim saqil,n,sun in June  illuminates south side of cave or door
1796,ikiraj,v,"to carry on head  basket, jug"
1797,ikiram,adj,carried on the head
1798,ikox,n,mushroom
1799,il,n,"harm, injury"
1800,il,v,to see; to observe; to obey; to watch over; to try something out
1801,il -ib,v,to watch over
1802,il ja,n,ancient pyramid
1803,il -wäch jun ne',v,to give birth to a child
1804,il -wäch wuj,v,to read
1805,ila,v,to dislike
1806,ilawächij,v,to observe
1807,ilbal,n,vision; view; sight; glasses; binoculars; mirror
1808,ilbal ib,n,mirror
1809,ilij,v,to look after someone; to support someone
1810,ilitajik,v,to be seen
1811,ilokab,n,double vision
1812,ilol,n,seer; largest crystal used by ajq’ij in divination
1813,ilol -ech,n,one who looks after someone or something
1814,ilol rech tinimit,n,head of native auxiliary council  alcalde auxiliar
1815,ilom,adj,seen; watched
1816,ilonel,n,midwife; spy
1817,Imox,n,day in the sacred calendar
1818,imprämox,n,quince  Sp. membrillo--sour fruit
1819,imu't,n,yerba mora plant; mulberry herb
1820,imuch',n,darkness
1821,imul,n,rabbit; hare
1822,in,pro,"me, I"
1823,inchunik,v,to draw
1824,inkine'y,n,banana
1825,inup,n,ceiba
1826,iox,n,twin
1827,iq,n,idol
1828,Iq',n,day in the sacred calendar; fourth ranked Mam
1829,iq',n,wind
1830,iqa,n,sling shot
1831,iqim,adv,below
1832,is,n,sweet potato  patata--Solanum tuberosum
1833,is,n,wool; woolen cloth; diaper
1834,-ismal -boq'ach,n,eyebrow; eyelash
1835,-ismal chi',n,"mustache, beard"
1836,-ismal chij,n,wool
1837,-ismal q'ab,n,hair of arm
1838,-ismal rij -boq'ach,n,eyelash
1839,ismal<aj>,n,hair; fur; feathers
1840,istorak,n,incense
1841,istzal,n,dobsonfly  bad luck
1842,itz,n,devil; witchcraft
1843,itzbal,n,witchcraft
1844,itzel,adj,bad; evil
1845,itzel,n,"badness, evil, devil"
1847,itzel ak'al,n,bad boy; juvenile delinquent
1848,itzel ichik',n,nightmare
1849,itzel -il,v,to hate
1850,itzel k'ächelaj,n,jungle
1851,itzel k'uxaj,n,hatred
1852,itzel -ka'yik,v,to be ugly
1853,itzel kiaqiq',n,convulsion; epilepsy
1854,itzel kunabal,n,poison; venom
1855,itzel q'aq',n,typhoid fever
1856,itzel q'ayes,n,harmful weeds; brambles; briars
1857,itzel sik',n,howl; cry of horror
1858,itzelxik,v,curse; to hate
1859,itzibal,n,witchcraft
1860,itzij,v,to bewitch someone
1861,itzinel,n,witch
1862,itzinik,n,witchcraft; curse; evil spell
1863,itzinik,v,to do witchcraft
1864,itzul,n,pizote  squirrel-like mammal
1865,iwan,n-esp,iguana
1866,iwir,adv,yesterday
1867,Ix,n,day in the sacred calendar
1868,ix,pro,you  plural
1869,Ix Motz',n,Constellation of the Pleiades
1870,ixbut,n,hierba lechera plant  Euphorbia
1871,ixchob,n,pichacha  straining jug for nixtamal
1872,ixchu'n,n,súchele  a spice made from the zapote seed used in atole
1873,ixim,n,corn kernels  dry ; corn in general
1874,ixim ulew,n,hard earth
1875,ixjos,n-Esp,small sickle  for cutting wheat
1876,ixjut,n,maggot; worm
1877,ixk'anal,n,arbol espinosa tree
1878,ixk'iaq,n,"nail  finger , claw  bird , talon, hoof"
1879,ixk'iaqij,v,to scratch someone with nails
1880,ixk'ub,n,tenamaste  three stones that support cooking pot
1881,ixkab,n,scorpion
1882,ixkatz,n,horsefly
1883,ixkatz,n,tábano  horsefly that bites horses
1884,ixkiaq,n,shell with no living creature inside
1885,ixko'l<aj>,n,intestines
1886,ixkolob,n,intestines
1887,ixkuch,n,salamander
1888,ixkuri'l,n,footed bowl
1889,ixmukur,n,turtle-dove
1890,ixmutuk,n,shrimp
1891,ixnam,n,sister-in-law of a male
1892,ixöq,n,woman
1893,ixoq ama',n,hermaphrodite
1894,ixöq -baq'wäch,n,polygamous wife
1895,ixöq re nim ch'utin,n,prostitute
1896,ixöq ri kutzuj rib,n,prostitute
1897,ixöqil<om>,n,wife
1898,ixpa'ch,n,newt; small lizard
1899,ixpa'ch susum,n,lizard which carries bad luck
1900,ixpachek,n,padded ring used for carrying heavy containers on head
1901,ixpak'pan,n,beetle which burrows underground and eats roots  gallina ciega
1903,ixpäq,n,toad
1904,ixparpäjoq,n,insects that are found in corn silk
1905,ixparpuaq,n,a night bird
1906,ixpataq,n,raccoon
1907,ixpeq,n,toad
1908,ixpumuy,n,dove
1909,ixpusqel,n,cherry tree
1910,ixputz,n,toad
1911,ixq'anajoy,n,sweet potato
1912,ixq'änil,n,sunset  refers to the coloration of the sky at sunset
1913,ixq'ayichäj,n,fuzzy caterpillar
1914,ixq'echaj,n,woolly bear caterpillar
1915,ixq'el chäj,n,pine caterpillar
1916,ixq'os,n,willow tree; weeping willow
1917,ixtapkal,n,colored beans
1918,ixterix,n,crab that lives on land in cold areas
1919,ixtilom,n,cutete fish
1920,ixtor,n,tadpole
1921,ixtu'x,n,female indicator
1922,ixtu'x ek',n,hen
1923,ixtu'x ek',n,hen
1924,ixtutz',n,frog
1925,ixtuxutul achaq,n,dung fly
1926,ixtzol,n,centipede
1927,iya',n,"pericón  herb, used for stomach aches"
1928,iyom,n,midwife
1932,j-,v,to go and  jaloq’o-- go and buy; jawila’-- go and see
1933,ja,n,house; building
1934,ja-,v,go and  jaya’- go and give
1935,ja winaq,n,family
1936,ja',adj,tender  undried corn
1937,ja',n,water; liquor
1938,Ja' nima',n,Motagua River
1939,ja' poq',n,water blister
1940,Ja' saq ch'oq,n,Río del Arco  near Joyabaj
1941,ja' tew,adj,frozen
1942,ja' -wäch,adj,liquid; in liquid form  ja’ u wäch ri cunabal
1943,ja'<o>,tv1,to water something
1944,ja'aj,v,to give water to; to water
1945,ja'e,n,okay; fine; very well
1946,ja'i',dec,no
1947,-ja'il ki,n,maguey sap
1948,ja'j,n,top of the head; crown; soft spot on baby’s head
1949,ja'j,v,to water something
1950,ja'jat -wäch,v,to have a happy face
1951,ja'jatemal,n,laughter; joy; merriment
1952,ja'jatik,v,to laugh out loud
1953,ja'nik,v,to water
1954,ja'risaj,v,"to melt  metal, etc."
1955,ja's -qul,adj,hoarse; husky-voiced
1956,jäb,n,rain
1957,jab -chi',v,to yawn
1958,jäbalik,adj,watered; sprinkled
1959,jäbil,n,rainy season
1960,jäbinik,v,to rain
1961,jabuj,v,to scatter
1962,jabuj -ib,v,to scatter
1963,jabunik,v,to scatter
1964,jabuninaq,adj,scattered
1965,jach,v,to divide; to betray; to distribute  land to sons ; deliver
1966,jach bik pa ri be,v,to guide; to point out the way
1967,jach ch-wäch,v,to distribute among
1968,jach -ib,v,to dedicate self; to separate
1969,jach -ib pa -q'ab ri Dios,v,to put in the hand of God
1970,jach -ib -uk',v,to divorce  xujach rib ruk’ ri rixoqil
1971,jach pa -q'ab,v,to hand over
1972,jach ubik,tv1,to dismiss; to fire someone
1973,jach ubik,v,to separate; to divide; to divorce
1974,jäch',n,corn harvest
1975,jäch'<o>,tv1,"to harvest, cut  corn ; to shuck corn"
1976,jäch'anel,n,harvester; thresher
1977,jäch'anik,v,to cut  harvest  corn; to thresh
1978,jach'obal,n,husking tool
1979,jach'om,adj,husked  corn
1981,jacha',prep,"like, as"
1982,jachanel,n,traitor
1983,jachibal,n,inheritance
1984,jachike?,interrog,which?
1985,jachin,interrog,who? whoever
1986,jachin lo?,interrog,who could it be?
1987,jachin rech?,interrog,whose?
1988,jachin taq?,interrog,who all?
1989,jachinke,pro,whoever
1990,jachol taq karta,n,mail deliverer
1991,jachonel,n,distributor
1992,jachtajik,adj,handed over
1993,jaj,v,to soak
1994,jajoj,adj,jelly-like
1995,jajoj,v,to gelatinize
1996,jajotik,v,to gelatinize
1997,jakal,n,thicket; bramble
1998,jäl,n,ear of corn  dried
1999,jal -be,v,to lose one’s self; to get lost
2000,jal -ij,v,to change clothes
2001,jal k'as,n,great effort to save money for something
2002,jal<o>,tv1,to change; to renew; to exceed beyond
2003,jal<o>,tv1,to give with promise of replacement
2004,jalajoj,adj,different; distinct; reverse side
2005,jalajojil,n,variety
2006,jalan<ik>,adj,different; distinct
2007,jalatajik,v,to be substituted; replaced
2008,Jalbal,n,New Year’s Day
2009,jalbal atziaq,n,used clothes
2010,jalbem -ib,n,difference
2011,jalij,v,to uncover by force  roof by wind
2012,jalinik,adj,fallen  from drunkenness
2013,jaljiwäch,adj,squinty-eyed
2014,jalk'atij,v,to move from one place to another; to change place
2015,jalomal,n,loan  to be returned with equivalent item or amount
2016,jaltajik,v,to be changed
2017,jaluj,v,to pretend  to be sick when not
2018,jalum,adj,false; untrue; imitated
2019,jalum,n,falsehood
2020,jalwächij,v,to change; to exchange
2021,jalwächim,adj,changed; exchanged
2022,jam<o>,tv1,to empty  of things ; to clear out something
2023,jamal -wäch,adj,empty; unoccupied; on vacation
2024,jamalik,adj,"empty  house, bath ; unoccupied; free"
2025,jamarik,v,to calm; to tranquilize
2026,jamaril,n,peace; tranquility; calm
2027,jamarinaq,adj,pacified; tranquil
2028,jamarisaj,v,to placate; to pacify
2029,jaminik,v,pour out
2030,jampa?,interrog,when?
2031,jänik',phrase,who knows?
2032,janipa,adv,however many
2033,janipa mul,adv,however many times
2034,janipa?,interrog,how much? how many?
2035,jantaq,adv,at times
2037,jäpalik,adj,covering  cloud covers mountain
2038,jäq',v,"to snap, break  tree branch"
2039,jaq'aq'ik,v,to break wood
2040,jaq'ij,v,to break something wooden; to break off branch  hand; lightning
2041,jaq'owik,v,to pant  horse
2042,jaq'ubal,n,plastic used to keep off rain
2043,jaq<o>,tv1,to open; to uncap something
2044,jaqal<ik>,adj,open
2045,jaqbexik,adj,opened
2046,jaqow baq'wächaj,n,blink of an eye
2047,jaqtajik,v,to be opened
2048,jarik,v,to cost money; to become worn out
2049,järik,v,"to dissolve  salt, sugar in water ; to melt  butter in sun"
2050,jarinaq,adj,worn out  shirt; shoes
2051,jarisaj,v,to waste; to ruin something; to wear something out
2052,jarne'l,n,sifter; sieve
2053,jarne'r,n,sifter; sieve
2054,jas,pro,what; that which; something
2055,jas chemna?,interrog,why not?
2056,jas modo?,interrog,how?
2057,jas u-qul,n,asthma
2058,jas -wäch,interrog,what kind?
2059,jas?,interrog,what? which?
2060,jasäch,n,thing
2061,jasanik,n,laringitis; asthma; unable to speak
2062,jasanik,v,to breath with difficulty
2063,jasanik -qul,n,"hoarse, difficulty breathing"
2064,jasche,n,reason; motive; reason why
2065,jasche?,interrog,why?
2066,jasjatem,n,secret; whisper
2067,jasjatik,v,quack softly  duck
2068,jasjatik,v,"to whisper; ""shoot the bull""; to speak in secret"
2069,jasmächa',greeting,how are you doing?
2070,jastaq,n,things; goods
2071,jastaq -e<ch>,n,property; belongings
2072,jastaq re jiq'ol,n,tasty tidbits; delicacies
2073,jat,phrase,go away you! go!
2074,jat'ajik,adj,well bound; well tied up
2075,jat'at'ej,v,to bind something up tightly  burden on a horse
2076,jat'e'k,v,to get stuck; to become mired  bus in mud
2077,jat'ibal,n,binding; lashing
2078,jat'ij,v,to tie
2079,jat'im,adj,bound
2080,jawajatik,v,to bark
2081,jawi?,interrog,where?
2082,jawichi?,interrog,where?
2083,jawije?,interrog,where?
2084,jawux,n,haba bean
2085,jawux ichaj,n,colewort  nabo--a vegetable
2086,jawux kinaq',n,large bean  haba
2087,jay<o>,tv1,to separate corn cob from stalk
2088,jayalik,adj,uneven dress or pants
2089,jayäm,n,yawn
2090,je,adv,like
2091,je -el,v,to be like
2093,je jas,adv,"like, as, in accordance with"
2094,je k'u ri',conj,therefore
2095,je -ka'y,v,appear like
2096,je käka'y kaj,adj,blue
2097,je -petik,adv,be or appear like  ri ali käka’y je käpe ri u nan
2098,je -wächin,v,appear like; look like
2099,je',dem,yes
2100,je'<aj>,n,tail
2101,je'l -il<o>,v,to enjoy seeing something; to like something
2102,je'l -to,v,to enjoy hearing something
2103,je'l<ik>,adj,"pretty, beautiful; precious"
2104,je'lal,n,beauty
2105,je'lik kätijowik,adj,delicious
2106,jebel<ik>,adj,very pretty
2107,jech',adj,crooked  pack on horse ; bent  door ; crumpled up  paper
2108,jech' -aqan,adj,crippled
2109,jech' -baq'wäch,n,cross-eyed
2110,jech' -palaj,v,to grimace
2111,jech'<o>,tv1,to bend; to crumple up  paper
2112,jech'ba',v,"to twist, bend; to divide up unevenly  inheritance"
2113,jech'ejik,adj,crooked; bent
2114,jech'najik,v,to get twisted; crooked  pack on animal
2115,jek',v,to pull
2116,jela',adv,over there; like that
2117,jelejobik,v,to be slippery
2118,jelelaj,adj,beautiful
2119,jeq<o>,tv1,to begin to do; to start
2120,jeqbal,n,beginning; principle; fundamental; law
2121,jeqbej,v,to form principles
2122,jeqelik,adj,settled; rooted in one place; permanently located
2123,jeqenik,v,to begin
2124,jeqi'k,v,to stay in one place; to settle down
2125,jeri',adv,thus; like that
2126,jetel,adv,way over there
2127,jetowik,v,to approach  season
2128,jewa?,right?,
2129,jewa',adv,in this way; here; like this;
2130,jey -ib,v,to be loose; wobbly  leg of a chair
2131,jeyjik,adj,to be loose or about to fall  pack on a horse
2132,ji',n,niece
2133,ji' ätz,n,bridegroom; fiance  male
2134,ji'<axel>,n,son-in-law; father or mother-in-law of a man
2135,ji'<axel> achi,n,father-in-law of a man
2136,ji'<axel> chichu',n,mother-in-law of a man
2137,ji'<axel> ixöq,n,mother-in-law of a man
2138,ji'<axel> tata',n,father-in-law of a man
2139,ji's,adj,thin  rope
2140,jich'<o>,tv1,to hit with stick; to whip
2141,jich'ij,v,to break off  branch from tree
2142,jich'om,adj,whipped
2143,jik,adj,faithful; just; sure; certain  jik kinopan chweq
2144,jik,adv,assuredly
2145,jik' -ib,v,to shrink  clothing ; to back away
2146,jik' -uxlab,v,to breathe in
2147,jik'<o>,v,to pull; to pull along  little boy ; to shorten  pants
2149,jik'anel,n,masseuse
2150,jik'bal rij -wi',n,bridle of horse; bit of bridle
2151,jik'om ri pajbal,n,inexact weight; incorrect weight measurement
2152,jik<o>,tv1,to massage; rub with medicine; spread  butter ; stroke
2153,jikaba' -k'ux,v,to be true or loyal to something
2154,jikanel,n,to be firm in work; faithful
2155,jikiba' -k'ux ch-ij,v,to trust; have confidence in
2156,jikibanik,v,"to ensure, to affirm"
2157,jikilik,adj,sure; certain  jikilik käban ri k’ulanem chweq
2158,jikom,adj,straight  road
2159,jikomaj,v,to straighten; to level something; make even or smooth
2160,jilba',v,to leave something long and thick lying  tree trunk
2161,jilibal,adj,slippery
2162,jilibal,n,slippery place
2163,jilijik,adj,very fat
2164,jilijobik,v,to slip
2165,jilik,v,crash  sound of something heavy dropping
2166,jilik,v,to wallow in mud
2167,jililik,adj,straight  hair
2168,jililik,v,to be slippery  road ; to slip; to slide
2169,jilinik,adj,fallen  something large and cylindrical  log
2170,jiljatik,adj,sharp
2171,jiljik,adj,robust; vigorous
2172,jiljitik,v,to be robust
2173,jilkenik,v,"to slide; slip  person, car in mud"
2174,jilojobik,v,to slip and fall
2175,jilowem,n,groan
2176,jilowik,v,to groan  pain ; to moan; to complain  about illness
2177,jilq'apatajik,v,to skid; to slide
2178,jininem,n,noise
2179,jininik,v,to growl; to make the sound of rushing air
2180,jinjitik,v,to whinney; to neigh  horse
2181,jiq',n,glutton; lunch-mouth; person with a sweet tooth
2182,jiq',v,to drown; to choke
2183,jiq'<oj>,n,whooping cough
2184,jiq'aj -ib,v,to be startled; to be alarmed
2185,jiq'ik,v,to choke; to drown
2186,jiq'inaq ojob,n,whooping cough
2187,jiq'iq'ik,v,to be shocked with grief or fear
2188,jiq'isaj,v,to choke someone
2189,jiq'jatik,v,to wear glasses; to sob
2190,jiq'jitik,v,to have desires to eat something; to crave
2191,jiq'obal,n,tidbits
2192,jis<o>,tv1,to tear apart; to tear
2193,jisik',adj,"pointed  like a pine tree , sharp point  knife"
2194,jisisik,v,"to hiss  snake, cat"
2195,jisjobik,v,to tear  fabric on a nail
2196,jisk'aj -pa tz'am<aj>,v,to blow nose
2197,jitz'aj,v,to strangle; to execute by hanging
2198,jitz'aj -ib,v,to hang self
2199,jix,phrase,go away you all!
2200,jix,v,to tear something
2201,jixix u-wo -k'ux,v,to have heartburn
2202,jixixik,v,scream when fighting  cat
2203,jo',dem,let’s go
2205,jo'q,n,leaf of ear of corn
2206,jo'q,n,shuck; corn husk
2207,jo's,"n, adj",liar
2208,job,num,five
2209,jobichal,n,group of five; quintuplets
2210,jobisal,n,quintuplet
2211,jobjobik,v,"to crumble, sink  earth in earthquake"
2212,joch',n,strained atole drink; atole de masa
2213,joch',n,top
2214,joch'ojik,v,to cohabit; to live together
2215,joj,n,crow
2216,jok',v,"to grind  coffee, beans ; to mash  beans, chili, achiote"
2217,jok'o'm,n,pulique sauce
2218,jok'ok'ik,n,hoarseness
2219,jok'ok'ik,v,to be hoarse
2220,jok'om,adj,ground  coffee ; mashed
2221,jok<o>,v,to retrieve; to go and get something
2222,jol<o>,tv1,to take away; to take off  blanket
2223,jolij,v,"to put to one side; to lay aside  blanket, something covers"
2224,jolkiej,v,to fall off  wheel from cart
2225,-jolom -ch'ek,n,knee cap
2226,jolom chij,n,stupid person
2227,-jolom käminak,n,skull
2228,jolom kej,n,stupid person
2229,-jolom r-ib,adv,on the other hand; to the contrary
2230,jolom<aj>,n,head
2231,jom che',n,arbol rumoroso
2232,jomomik,v,sound of rushing water or wind
2233,jopibal,n,pitchfork; instrument used to winnow
2234,jopij,v,to separate wheat from chaff in wind; to winnow
2235,jopinik,n,winnowing; act of separating wheat from chaff
2236,jopinik,v,to separate wheat from chaff in wind
2237,joq',v,to break wooden object  door ; to break off  ear of corn; branches
2238,joq'oq'ik,v,to snore
2239,joq'owiq,v,to make choking sounds in the throat
2240,jorobik,v,to become cold; to cool  hot things ; to rain hard
2241,jorobinaq,adj,chilled  liquid
2242,jorobisabal,n,refreshing drink or medicine
2243,jorobisaj,v,to make cold; to chill  hot drink ; to cool; to refresh
2244,jorojobik,v,to calm; to refresh
2245,jorön,n,cold; cold water; cold drink
2246,jorona ja',n,cold water
2247,joropa mul,interrog,however many times
2248,joropa?,interrog,how many?
2249,joror<ik>,adj,fresh; cool
2250,jororem,adj,refreshing; pleasant temperament
2251,jororik,n,"freshness, coolness, something refreshing"
2252,jororik,v,to be refreshing; to be temperate  climate
2253,jos,n-Esp,"hoe, sickle"
2254,jos -ib,v,to shave self
2255,jos<o>,tv1,to carve; to cut away  peal; grass ; to scrape
2256,jos<o>,tv1,to shave; to scrape away paint  from wall ; to hoe ground
2257,josbal,n,shaver; scraper; rasp
2258,josbal che',n,carpenter’s wood plane
2259,josjotik,v,quack  duck
2261,joso'nel,n,liar; kidder
2262,joso'nik,n,lie
2263,josoj,v,to scrape
2264,josol che',n,carpenter
2265,josom,adj,scraped
2266,josom -ij,adj,erased
2267,josoq',adj,"pure, clean"
2268,josq'ij,adj,clean; pure
2269,josq'ij,v,to clean well  baby ; to care for cultivated plot
2270,josq'ij -ib,v,to shave self
2271,josq'il,n,cleanliness
2272,josq'im,adj,cleaned
2273,josq'inik,n,a thorough cleaning
2274,jostajik,v,to be scraped
2275,joxk'im,n,the preparation of the fields for planting by digging
2276,joxobal,n,scratch mark  on skin without blood
2277,joxol,adj,dishonored; disgraced
2278,joyan che',n,tree with sagging branches
2279,ju',v,to lock something
2280,ju'bal,n,lock
2281,ju'talik,adj,locked
2282,ju'um,adj,locked
2283,juba',n,mouthful; piece  of fruit
2284,jubatz'aj kotz'i'j,n,bouquet of flowers
2285,jubiq',n,a little  liquids or measured things like sugar
2286,jubotaj,n,a portion of corn dough
2287,jubuj,v,to winnow grain; scatter
2288,jubuj -ib,v,to scatter in all directions  sheep in fear
2289,jubuj -wäch,v,to scatter
2290,jubum,adj,scattered  corn grains on floor
2291,juch' -bi',v,to sign name
2292,juch'<u>,tv1,"to make lines  on paper, in the earth for planting ; doodle"
2293,juch'<unik>,n,line; drawing
2294,juch'ab,n,a piece
2295,juch'aj,n,washing stone
2296,juch'ibal q'aq',n,match
2297,juch'in,n,"a moment, a bit; a little"
2298,juch'ob,n,team; group
2299,juch'uch'ik,adj,very cold; icy
2300,juch'uj -ware',v,to grind teeth
2301,juch'um,adj,drawn upon; scribbled on
2302,juch'unel,n,"person who scrapes; person who scribbles, draws lines"
2303,juch'unik,v,to draw
2304,juch'ut,n,a drop
2305,jujek'o,n,gulp
2306,jujun,adj,some; a few
2307,jujun <taq> mul,adv,sometimes
2308,jujunal,adv,each one; each
2309,juk',v,to smash
2310,juk'alaj,n,handfull  sticks
2311,juk'olaj,n,circle; ball of something; ball
2312,juk'olaj ch'ipaq,n,ball of soap
2313,juk'ulaj,n,a pair; a couple
2314,juk'ulaj yox,n,pair of twins
2315,jukub,n,canoe; boat; feeding trough  for animals
2317,jukukik,v,to go fast  bus
2318,jukulik,adj,bent down  branch from much fruit
2319,jul,n,cave; hole; perforation; grave
2320,-jul ba,n,gopher hole
2321,jul che',n,underground jail
2322,-jul käminaq,n,tomb
2323,jula',n,horizon
2324,julajuj,n,eleven
2325,julajuj k'al,n,220; 11 children
2326,jule',n,the rest; a portion; group  persons or animals
2327,jule' chik,adj,separate; distinct; another
2328,jule' winaq,n,stranger; foreigner
2329,-julil -tza'm,n,nostril
2330,juljutik,v,to shine  metal
2331,juloch,n,a handfull of something; fistfull
2332,julq'upij,v,submerge vessel  in water to fill it
2333,juluj,v,to pretend; to fake; to light a fire
2334,juluj tzij,n,lie
2335,juluwem,n,glory; grandeur
2336,juluwik,v,"to be glorious; to shine  gold, stars ; to light up; brilliant"
2337,juluwik,v,to burn with pain
2338,juluwirisaj,v,to glorify
2339,jume't<al>,n,bark  ri jume’t; u jume’tal
2340,jumetal che',n,tree bark
2341,jumjutik,v,to walk with lightness of step; walk happily
2342,jumuch',n,"eighty  lit. ""one total"""
2343,jumuch'lajuj,num,ninety
2344,jumuj,n,noise
2345,jumul,n,one time; once
2346,jumul chik,adv,once more; once again
2347,jumulaj,n,"a great many; a group; a lot; a pile  of rocks, ears of corn"
2348,jumulaj chij,n,fold; flock of sheep
2349,jumulaj q'abaj,n,handfull
2350,jumumik,v,"sound of rain, earthquake, wind, fast-moving truck passing by"
2351,jumumik,v,to run as fast as can
2352,jumuq' q'abaj,n,handfull
2353,jumuq'<aj>,n,fistful; handfull
2354,jumutz,n,a small amount of something; a pinch  salt
2355,jun,adj,a; an
2356,jun,n,one
2357,jun chik,pro,another
2358,jun ik' kan<oq>,adv,a month ago; last month
2359,jun junab apan<oq>,adv,in one year
2360,jun junab chik,n,next year
2361,jun q'ij kan<oq>,adv,one day ago
2362,jun rumal,n,a purpose
2363,jun taq pa',adv,every once in a while  Jun taq pa’ kinbe pa ri tinimit
2364,jun toq,n,100
2365,jun -wäch,adj,unified
2366,jun wi u-cholaj,adj,rare; one in a million; unique
2367,junab,n,year
2368,junab ik',n,year of 260 days
2369,junab q'ij,n,solar year
2370,junabal,n,"shrine visited on ""one days"" of sacred calendar"
2371,junabir <kan><oq>,n,last year
2373,Junajpu,n,day in the sacred calendar
2374,junalik,adj,never-ending; eternal
2375,junam,adj,equal; identical; the same; equivalent
2376,junam,adv,together  walking
2377,junam -bek,v,to go together
2378,junam -chomanik,v,to be in agreement
2379,junam -il,v,to not favor one over another  Ri Dios junam keril ri winaq
2380,junam -ka'yik,v,to be the same in appearance
2381,junam -petik,v,to appear or be the same  identical twins
2382,junam q'ij,adv,the same day
2383,junam tä ruk',adv,as though it were
2384,junam -tzij,adj,to be in agreement
2385,junam -uk',adj,similar; identical; equivalent
2386,junam -wäch,adj,similar; identical; united; unanimous
2387,junam -wächinik,v,to be the same in appearance
2388,junamaj,v,to join things together
2389,junamtaj,tv2,to compare something
2390,junamtaj -ib,tv2,to compare selves
2391,junamtaj -uk',v,to be similar; to be equivalent
2392,junamtaj -wäch,v,to come to an agreement; to pacify
2393,junamtajik,v,to be similar
2394,junik'aj,n,a half
2395,juntir,adv,all together; all of them
2396,junumtaj,tv2,to level  land for a house
2397,jupaj,n,a cup of something; a measure of something
2398,juperaj,n,one side
2399,jupi'k,v,to lie on stomach; to incubate
2400,jupma'yik,v,to crawl on chest
2401,juponaj,adj,fat  animal ; voluminously large; thick
2402,jupuba',v,to place face down; to place upside down; to put in incubator
2403,jupul pa raqan,v,put head between legs
2404,jupul pu ch'ek,v,put head between legs
2405,jupulik,adj,"lying face down  person  drunk, unconscious , thing ; incubated"
2406,jupuq,n,litter; covey; flock; herd; fold; group; team
2407,jupur,n,mouthful
2408,juq'at,n,group; team
2409,juq<u>,tv1,to scrape  metal on stone to sharpen
