gloss_id,term_str,pos,term_def
2410,juqma'yik,v,"to drag yourself with one hand, seated"
2411,juqub,n,a sip; gulp; drink; a little  liquid
2412,juruj,v,to pull up; to drag away; to pull along
2413,juruj -ib,v,to creep; crawl; to slither  like a snake
2414,jururibal,n,snake track
2415,jururik,v,to slither  snake
2416,jusanaj,adj,"fat, big  person"
2417,jusij,v,unsheath; draw  machete
2418,jusuk',adv,directly
2419,jut,n,dried mucous
2420,jut ch'ach'al,n,string of beads
2421,jut' siwan,n,narrow canyon
2422,jut'ixik,n,a moment
2423,jut<u>,tv1,to string  beads ; to thread  needle
2424,jutij,adv,once
2425,jutjubik,v,to sink  feet in mud ; to submerge  in water
2426,jututik,v,to run fast
2427,jutz,n,"nook, corner of eye"
2429,jutz' siwan,n,narrow ravine
2430,jutz'it,n,"a little bit  salt, food"
2431,jutz'ut,n,a drop
2432,jutzayaj,n,"bunch  bananas, grapes , cluster"
2433,jutzobaj,n,handful; fistfull  food for someone or something
2434,juwi',n,"shrub; orchard  apples, oranges, etc."
2435,juwinaq,n,twenty
2436,juwinaq jun,n,twenty-one
2437,jux -ib,tv1,to mingle; to place self among others
2438,jux -wäch,tv1,to draw on something  ri ak’al kujux u-wäch ri xan
2439,jux<u>,tv1,submerge; thrust into  water
2440,juxil,n,something
2441,juxjut,n,worm
2442,juxuxik,v,to burst
2443,juy<u>,tv1,to hurt something  cargo hurts back
2444,juyub,adj,steep  road; cliff; mountain
2445,juyub,n,hill; mountain; unpopulated area
2446,juyubal,adj,wild; non-domesticated
2447,juyubal,n,territory; euphemism for body
2448,Juyubal,n,title of Dios Mundo as guardian of mountains
2449,juyubal aq,n,wild boar
2450,juyubal kab,n,honey
2451,juyukibal,n,cart
2452,juyut'aj,n,handfull
2453,juyuwik,v,to weep bitterly; to cry bitterly
2457,k-,pos pro,their
2458,k'a,adj,bitter
2459,k'ä,adv,"until, still, thus"
2460,k'a,n,gall bladder; gall; bile
2461,k'a äm,n,thread; fine cord
2462,k'a che',n,yerba mala plant
2463,k'ä ch-pam,adv,to the bottom; on the bottom
2464,k'ä maja',adv,not yet; before
2465,k'ä maja' naj,adv,recently
2466,k'ä matan,adv,late
2467,k'ä ne' ri ik',n,sliver moon
2468,k'a'm,n,cord; hammock; burlap; vine
2469,k'a'n,adj,angry; mean disposition
2470,k'a'nal,n,meanness
2471,k'a'nanik,v,to act in a mean way
2472,k'a'narik,v,to become angry
2473,k'ab,n,knot in wood
2474,k'ab -chi',tv1,to open mouth
2475,k'ababa',v,to open halfway; to open a little
2476,k'abak'ik,adj,gaping  mouth
2477,k'abal,n,opening; ritual to open a new patrilineage shrine
2478,k'abal -chi'<aj>,adj,gaping
2479,k'abal<ik>,adj,half open
2480,k'abawil,n,small stone idols
2481,k'äch,v,to chew
2482,k'achatz'am,adj,very salty
2483,k'ache'laj,n,forest; grove
2484,k'ache'laj k'aslem,n,life away from civilization; savagery
2485,k'ächukunik,v,to chew
2486,k'ail,n,bitterness
2487,k'äj,adj,pulverized
2488,k'äj,n,pinol; fine corn flour
2489,k'äj<o>,tv1,shatter
2490,k'äja,n,granary; grain bin
2491,k'ajen taq la,adv,rarely; seldom
2492,k'äjinik,v,to shatter into many pieces  like glass
2493,k'äjirik,v,to shatter into many pieces  like glass
2494,k'äjisabal,n,punishment
2495,k'äjisabal wächaj,n,punishment; judgment
2496,k'ajisaj,v,to deceive
2497,k'äjisäj,v,to punish
2498,k'äjisaj -wäch,v,to punish; to chastise
2499,k'ajk'aj ik,n,powdered chili
2500,k'ajk'aj ulew,n,dust
2501,k'ak',adj,new
2502,k'ak'al,n,youngster; young child; youth
2503,k'ak'lej,v,to maintain vigilance; to watch for thief; to await anxiously
2504,k'al<o>,tv1,to gather  firewood
2506,k'ale'n,n,bundle of firewood
2507,k'alk'ax,n,stitch; rib
2508,k'am,n,cord; string; bird trap
2509,k'äm,n,dry breast
2510,k'am,v,to receive; to accept; to bring; to thank
2511,k'am -be,v,to lead; to guide; to direct
2512,k'am -ib,v,to make love; sexual relations; to join together
2513,k'am -ij,v,to give something reluctantly or with stinginess
2514,k'am kumätz ri -aqan,v,to get cramp in leg
2515,k'am p-wi',v,to receive on your head
2516,k'am -q'ab,v,to recognize; to know  la kak’am u-q’ab ri xabano?-k’am ubik  v  to carry away
2517,k'am uloq,v,to bring
2518,k'am uloq -be,v,to lead
2519,k'am -wäch,v,to become accustomed; to find one’s self  in a new place
2520,k'amal,n,root
2521,k'amal be,n,leader; guide; marriage broker; respected elders of community
2522,-k'amal che',n,tree root
2523,-k'amal xajäb,n,shoelace
2524,k'amal<il>,n,root [Toto]
2525,k'amanik,v,to become accustomed to something
2526,k'amaninaq,n,custom
2527,k'amaninaq ch-e,adj,accustomed to something
2528,k'amaraik,v,to accept; to receive
2529,k'ambal,n,trap  for birds
2530,k'ambal be,n,example
2531,k'ambal no'j,n,example  which teaches something ; parable
2532,k'amej rij,v,to give sparingly  food to hired laborers
2533,k'amo,exp,good!
2534,k'amol be,n,guide
2535,k'amowabal,n,covenant
2536,k'amowaj,v,to thank; to receive with joy; to accept; to give thanks
2537,k'amowik,v,to receive; to obtain
2538,k'anaq,n,wide-leafed oak
2539,k'äq <u>loq -ib,v,throw self  out of bed
2540,k'äq kolob,v,to lasso
2541,k'äqät,adj,active; energetic; playful
2542,k'aqatij,v,to scratch  skin from itch or pleasure
2543,k'aqatik,n,itch
2544,k'aqatik,v,itch; to send shooting pain  back  cf. k’iaqat
2545,k'äqik,v,to throw; to shoot; to strike
2546,k'aqoj,adj,brown
2547,k'ararik,v,sound of grains scattering on surface  wheat on table
2548,k'as,n,raccoon
2549,k'as<aj>,n,debt; credit
2550,k'as<o>,tv1,to buy something on credit
2551,k'asaj,adj,borrowed
2552,k'asaj,n,karma  debt accumulated to gods when commit offenses
2553,k'asi'k,v,to live; to watch over  mother for sick child
2554,k'ask'atem,n,vigilence; watchfulness; lack of sleep
2555,k'aslem,n,act of living; life
2556,k'aslemal,n,life
2557,k'aslik,adj,alive; awake
2558,k'astajibal,n,resurrection; spring  season ; awakening
2559,k'astajik,v,to awaken; to resurrect; to revive
2561,k'astajisaj,v,to wake someone up; to bring to life
2562,k'asuj,tv2,to awaken someone
2563,k'asunel,n,one who awakens someone
2564,K'at,n,day in the sacred calendar; Secretary/Treasurer Mam
2565,k'at,n,net; cord; bag made of cords
2566,k'at chapbal kär,n,fish net
2567,k'at tuquch',adj,medium cooked
2568,k'atän,adj,hot
2569,k'atän,n,fever; hot water; hot sweat
2570,k'atän ch-ij,adj,feverish
2571,k'atänirik,v,to get hot
2572,k'äte,adv,recently  k’äte xek’uli’k--they recently married ; until
2573,k'äte na,adv,after
2574,k'äte ri',conj,then; after that; later
2575,k'äte wa',conj,until now
2576,k'äte wachanim,adv,recently
2577,k'äteq,adv,suddenly [Momos]
2578,k'ätetalik,adv,suddenly [Toto]
2579,k'atik,n,fire  destructive ; the act of burning
2580,k'atik,v,to burn
2581,k'atik -aqan,v,to commit adultery
2582,k'atinaq,adj,burned
2583,k'atinaq,n,burn
2584,K'atinaq Juyub,n,Cerro Quemado  volcano
2585,k'atisaj,v,to cause to burn
2586,k'atisaj,v,to light on fire
2587,k'atom,adj,burned
2588,k'atom,n,burned
2589,k'atonel,n,burner
2590,k'ätz',v,to creak  tree
2591,k'atzitzik,v,creaking of a tree
2592,k'awex,n,anona  fruit
2593,k'awex,n,fast; speedy
2594,k'ech'ketik,v,"to be envious  of older brother, etc."
2595,k'ej,v,to change; to exchange
2596,k'ek'etej,v,to give something stingily  food to workers
2597,k'el,adj,green color
2598,k'el,n,green parrot; wagtail
2599,k'et<o>,v,to degrain corn cob
2600,k'etenik,v,degrain corn cob
2601,k'etetej,v,to give something stingily  food to workers
2602,k'etonik,v,to pinch
2603,k'ex -ib,v,to change one’s self
2604,k'ex -ismal,v,to molt
2605,k'ex -k'u'x,v,to repent; to change mind or ways
2606,k'ex tzij,v,to translate
2607,k'ex<o>,tv1,to be changed; to change  money
2608,k'exbal,n,change  money
2609,k'exel,n,replacement; representative; substitute; namesake
2610,k'exel wächaj,n,representative; proxy
2611,k'exelon,n,midwife
2612,k'exik,v,to change one’s self
2613,k'extajik,v,"to become changed, transformed"
2614,k'exwäch,n,replacement; proxy; substitute; representative
2615,k'exwächij,v,to represent someone or something
2617,k'ey<o>,tv1,to do something with reluctance  work when cold
2618,k'eyo,n,lazy person
2619,k'i,adj,many; much
2620,k'i mul,adv,many times
2621,k'i -wäch,adj,many kinds
2622,k'i'yik,v,to grow
2623,k'ia winäq,n,many people
2624,k'iaq,n,flea
2625,k'iäq -ib,v,to hurl self; to leap
2626,k'iäq itzel tzij p-wi',v,to curse
2627,k'iäq pa itzel,v,to curse
2628,k'iäq ubik,v,to throw out
2629,k'iäq<o>,tv1,to shoot at; to throw
2630,K'iaqal kiej,n,Mazatenango
2631,k'iaqalik,adj,appropriate  words at a blessing--kiaqal kätzijonik
2632,k'iäqanel,n,hunter
2633,k'iäqanik,v,to hunt
2634,k'iaqat,adj,mischievous; playful
2635,k'iaqat,n,"itch, mange, allergy"
2636,k'iaqatij,v,to scratch  an itch ; to rub vigorously  itchy eyes
2637,k'iaqatik,v,to bite  insect ; to send sharp pain  back ; to itch
2638,k'iäqbal,n,bullet; arrow; sling stone
2639,k'iäqbal ch'ab,n,bow  for shooting arrows
2640,k'iaqik,v,to shoot; to throw; to strike
2641,k'iaqlaj -ch'awik,v,to speak badly of another person
2642,k'iaqo'j,adj,color brown
2643,k'iäqow xikin kuban che,v,to talk indirectly about person in his presence
2644,k'iäqtäj kan,oq,v  to abandon
2645,k'iar,v,to add in number
2646,k'iarik,v,to increase in number
2647,k'ije'k,v,to be in a certain place  chweq käk’ije’ ri achi cho ja
2648,k'ijij,v,"to mend, repair"
2649,k'ilibal ik,n,pan for frying chile
2650,k'ilij,v,"to fry  meat ; to toast  grains--habas, rice, corn"
2651,k'ilim ixim,n,toasted corn grains
2652,k'ilom,adj,toasted
2653,k'im,n,long grass; thatch
2654,k'ima ja,n,thatched roof house
2655,k'in,adj,diminutive  used with animals
2656,k'in kiej,n,small horse
2657,k'ip,n,maguey blanco
2658,k'ip -chi',v,to make faces indicating bashfulness  girl
2659,k'is che',n,cedar
2660,k'is -ib che oq'ej,v,to cry out in grief; lament bitterly
2661,k'is -k'ux,v,to become bored; to bore
2662,k'is<o>,tv1,to finish something; to end something
2663,k'isbal,adj,last; final
2664,k'isbal re,adj,lastly
2665,-k'isbal ri junab,n,end of the year
2666,k'isbal<il>,n,end; last; finish; conclusion
2667,k'isik,adj,last; final
2668,k'isik,n,end
2669,k'isik,v,to end; terminate; finish; to run out
2670,k'isïk',n,goat
2671,k'isinaq,adj,finished; gone  food ; consumed
2673,k'isis,n,cypress; juniper
2674,k'isk'obik,v,to smoke  a pan on the fire ; to become scarce  corn in bin
2675,k'isk'obinaq,adj,smoked  tamales; fish
2676,k'isk'obisaj,v,to smoke something  food
2677,k'istaj,v,to come to an end; to be finished
2678,k'istaj -k'ux,v,to be bored
2679,k'istajik,n,"last, end"
2680,k'ix,adj,hairy; spiny; bristly
2681,k'ix,n,"thorn, briar; güisquil; weeds; embarassment; shame; shyness"
2682,k'ix ak',n,chicken with messed up feathers
2683,k'ix che',n,tree with thorns; cactus
2684,k'ixbal,n,shame; embarassment
2685,k'ixik,v,to be embarassed; to be shy; to feel shame
2686,k'ixk'ob,n,calzontes
2687,k'ixk'obel,n,cherry
2688,k'ixoj,v,to prick  cactus spine; needle
2689,k'ixoj -ib,v,to prick one’s self
2690,-k'ixol,n,thorn
2691,k'ixtan,n,edible shoots of the chayote
2692,k'iyal,n,abundance
2693,k'iyarik,v,to grow in number
2694,k'iyibal ja',n,"spring, fountain"
2695,k'iyik,v,to grow  corn plants
2696,k'iyisaj,v,to plant; to raise children  when parents dead
2697,k'o -be wi,v,to be in a hurry  k’o kin-be wi
2698,k'o -chuq'ab,adj,strong
2699,k'o -e ch-e,v,to have importance  Man k’o taj w-e ch-e - It isn’t
2700,k'o eqlem,v,to be responsible
2701,k'o ja' ch-pam,v,to have diarrhea
2702,k'o jastaq -e,v,to be a person of means; to be wealthy in material goods
2703,k'o -kuinem,adj,powerful
2704,k'o q'aq' ch-ij,v,to have a fever; to be feverish
2705,k'o -tukiel,v,to be alone
2706,k'o'x,n,gourd cup  often used to hold water
2707,k'o'x,n,small form of copal incense
2708,k'o'x awaj,n,tortoise
2709,k'o'xal,n,shell of a dead animal
2710,k'o'xbin kab,n,hive  honeybee
2711,k'o'xmaj,v,to be preoccupied with something
2712,k'obol<ik>,adj,torn
2713,k'oj,n,mask; patch
2714,k'ojbal,n,patch
2715,k'oji' alk'ual,v,to have a child
2716,k'oji'k,v,to inhabit; to live in a place; to be in place
2717,k'ojnajik,v,sound of something hard on hard surface  ax on hard wood
2718,k'ojnojik u pa raqan,v,sound of footsteps
2719,k'ojobal,n,patch
2720,k'ojoj,v,to patch; to mend  clothing
2721,k'ojol<axel>,n,son of male
2722,k'ojolabal<axel>,n,son-in-law; god-son; nephew  of man
2723,k'ojolaj,v,to engender
2724,k'ojolaxel,n,prince
2725,k'ok',adj,fragrant; aromatic
2726,k'ok'<al>,n,"incense; fragrance  perfume, rain ; pleasant scent"
2727,k'ok'inik,v,"to smell good  food, flower, perfume"
2729,k'ok'otik,v,to be fragrant
2730,k'ok<o>,tv1,to detach something hard  boards from a house
2731,k'ol -ib,v,to shrink  shirt when washed
2732,k'ol<o>,tv1,to keep; to preserve; to save up  money
2733,k'ol<o>,tv1,to roll up  sleeves
2734,k'olaj -q'ab,n,fist
2735,k'olaj q'abaj,n,handfull
2736,k'olem,n,orientation; bearings; place; existence; habitation
2737,k'oli'k,v,to exist; to be; to have; to be present
2738,k'olibal,n,place
2739,-k'olibal -aqan,n,footprints
2740,k'olibal chulubal,n,bladder
2741,k'olibal ka'yibal,n,witch’s bag
2742,k'olibal kätz'inowik,n,desert
2743,-k'olibal loq'obal,n,pock marks  on face
2744,k'olibal meba'il,n,box of treasures
2745,k'olibal puaq,n,wallet; purse
2746,k'olibal r-e,n,place where something is kept or guarded
2747,k'olibal tiox,n,box for holding sacred image
2748,k'olik wi,v,remain
2749,k'olinaq,adj,to have been somewhere
2750,k'olisaj,v,to keep; to maintain; to preserve
2751,k'olk'äx,n,side; rib
2752,k'olo't ri -wi',adj,curly-headed  colocho
2753,k'olochij,v,to roll up
2754,k'olok'ik,adj,round; spherical
2755,k'olok'ik ulew,n,clod of dirt
2756,k'olol puaq,n,treasurer
2757,k'olotalik,adj,guarded; kept
2758,k'opibal,n,bar on door; cross bar
2759,k'opij,v,to put bar on door or window
2760,k'opij kan,v,"to leave something barred  door, window"
2761,k'oq ki,n,izote
2762,k'oq'<o>,tv1,to detach; separate something fixed  boards from wall
2763,k'oq<obal>,n,curse
2764,k'oqoj,v,to curse
2765,k'oqotaj,v,to be cursed
2766,k'ork'a',v,to knock on something
2767,k'ork'otik,v,to knock  as on a door
2768,k'orok'ot,v,to knock; to tap
2769,k'osnäjik,v,cut with dull machete
2770,k'ot -chi',v,to ask; to question; to interrogate
2771,k'ot<o>,tv1,to dig
2772,k'otbal chi'aj,n,question
2773,k'otij,v,to dig up; to dig out
2774,k'otik,v,to scrape
2775,k'otk'obik,adj,peeled; shelled
2776,k'otk'obik,v,to peel away  paint from wall ; to come unstuck
2777,k'otom,adj,dug
2778,k'otom,n,furrow; ditch
2779,k'otonel,n,digger
2780,k'ottajik,v,to detach; to peal away
2781,-k'oxil ja',n,well of water
2782,k'oxob,n,"annatto  Sp. achiote, a vegetable--Bixa orellana"
2783,k'oxomaj,v,to understand something
2785,k'oy,n,spider monkey
2786,k'u',v,to hide
2787,k'u' -ib,v,to hide self
2788,k'u'talik,adj,hidden
2789,-k'u'x kaxlan wa,n,leaven; bread dough when it is ready to be baked
2790,-k'u'x puaq,n,treasure; fortune  u-k’u’x puaq
2791,k'u'x<aj>,n,soul; being; heart; chest; womb; bottom  u-k’u’x ja’ ;intellect
2792,k'u'xilal,n,intelligence
2793,k'u<t>,conj,"pues, and, but"
2794,k'ua,n,sling shot; sling  made of rubber
2795,k'ua',n,shallow well; spring
2796,k'ua'l,n,jewel; emerald
2797,k'uch,n,vulture; buzzard
2798,k'uja,n,grain bin; granary
2799,k'ul ja,n,neighbor  are’ nu-k’ul ja --he’s my neighbor
2800,k'ul ja -ib,v,to be neighbors  ki-k’ul ja qu-ib-- they are
2801,k'ul -q'ij,v,to celebrate birthday
2802,k'ul r-e,tv1,to like something
2803,k'ul taq ja,n,neighbors
2804,k'ul<ik> -ib,v,to meet together
2805,k'ulaj,n,"pair, couple; companion; spouse"
2806,k'ulaj,v,to meet; to accept
2807,k'ulaj,v,to welcome
2808,k'ulajij -ib,v,to mix; to combine
2809,k'ulam,adj,be accustomed; used to
2810,k'uläm,n,strong and hard cord
2811,k'ulan<ik>,adj,married
2812,k'ulanem,n,marriage; wedding; fiance
2813,k'ulanik,v,to marry
2814,k'ulbal,n,border
2815,k'ulbat,n,boundary marker  usually heap of stones
2816,k'ulbatil,n,boundary; limit of piece of land; border
2817,k'ulel,n,opposite; enemy
2818,k'ulelanik,n,contradiction; argument
2819,k'ulelanik,v,to oppose
2820,k'uli'k,v,to marry
2821,k'ulibaj,v,to marry off
2822,k'ulik,n,act of meeting
2823,k'ulik,v,to encounter; to meet
2824,k'ulmaj,v,to make something happen
2825,k'ulmatäjik,v,to happen; to succeed; to follow
2826,k'uluba',v,to oppose something
2827,k'ulubaj,v,to marry someone off
2828,k'ulubaxik,v,to be married off
2829,k'ululaj,v,to despise; to rebel against
2830,k'ululanik,v,to disobey; rebel; protest
2831,k'ulum,n,vertigo; dizziness
2832,k'um,n,ayote de la costa or melocotón  warty green squash--Cucurbita pepo
2833,k'umatz,n,rheumatism; soreness
2834,k'urupup,n,barn owl
2835,k'usum,adj,awakened; resuscitated
2836,k'ut,conj,therefore; but; pues; and
2837,k'ut ch-wäch,v,to introduce to someone; to present
2838,k'ut -ib,v,to present self; to appear before
2839,k'ut<u>,tv1,to show; to demonstrate; to point out; indicate; divulge
2841,k'utbal,n,demonstration; token; example
2842,k'utunik,v,to appear
2843,k'utunik ch-e,v,to refer to
2844,k'utwächinik,n,vision
2845,k'utwächinik,v,to appear; to become manifest; to reveal; to imagine
2846,k'uwex,n,anona  fruit
2847,k'ux,n,amate  fig tree
2848,k'ux,v,to gnaw
2849,k'ux<u>,tv1,to gnaw on  rat on corn ; to chew something hard  habas
2850,k'uxanik,v,"to yield plentifully, produce  as in crop of grain"
2851,k'uxk'abel,n,cherry  cereza silvestre ; cherry tree
2852,k'uxk'atik,v,to gnaw; to always munch
2853,k'uxum,n,evil eye
2854,k'uxumk'el,n,cherry
2855,k'uxunel,n,person causing evil eye
2856,k'uyuwik,v,to weep bitterly; to cry bitterly
2857,-ka che',n,madroño tree
2858,ka',n,grinding stone; molar
2859,ka'qoj,adj,brown
2860,ka'y che,v,to look at
2861,ka'y chrij,v,to observe
2862,ka'y kan chrij,v,to look behind
2863,ka'yej,v,to see something; to look at something
2864,ka'yel,n,spectator; viewer
2865,ka'yem,n,spectacle; exhibit
2866,ka'yibal,n,looks; appearance; mirror; portrait; view; sight
2867,ka'yik,v,to observe; to see; to look like; to appear
2868,ka'yisäj,v,to make seen; to look at
2869,kab,n,panela  unrefined brown sugar ; sweets; candy; dessert
2870,kab ajaw,n,second father
2871,kab che',n,forked pole  to prop branch; symbol of man
2872,kab ichal,n,pair of persons
2873,-kab kotz'i'j,n,flower nectar
2874,Kab Q'ij,n,constellation of Sirius
2875,kab raqan,n,earthquake; tremor
2876,kab toq,num,200
2877,kab wäch,n,zenith  of sun
2878,käbaj,v,to accuse unjustly
2879,kabal,n,stall; chicken coop; little ranch; hut
2880,kabawik,v,to sweeten with honey
2881,kabij,n,day after tomorrow
2882,kabijir,n,day before yesterday
2883,kabir,adv,two years ago
2884,kablajuj,n,twelve
2885,kablajuj -aqan,adj,dozen
2886,kabraqan,n,earthquake; earth tremor
2887,kach ch'ich',n,copper
2888,käch',n,gum
