folio|side|para|lb|lb_n|lb_str|lb_str_plain
42|1|62|14|14|"chiquicat <rs ana=""PUCH_IYA"">puch yia</rs>, <rs ana=""JOLOM_OKOX"">holom ocox</rs>"|chiquicat puch yia, holom ocox
42|1|62|15|15|"xqohe qui cu <rs ana=""KEJ"">queh</rs> chiqui huhu<pc> –</pc>"|xqohe qui cu queh chiqui huhu–
42|1|62|16|16|nal chiri cul vi cumal chuvihu<pc> –</pc>|nal chiri cul vi cumal chuvihu–
42|1|62|17|17|yub maui qui lacaben ri cochoch|yub maui qui lacaben ri cochoch
42|1|62|18|18|chiquihil xapatac huyub quebi<pc> –</pc>|chiquihil xapatac huyub quebi–
42|1|62|19|19|invi arecut chiquechaah ri xa|invi arecut chiquechaah ri xa
42|1|62|20|20|"ral <rs ana=""WONON"">vorom</rs>. xa ral <rs ana=""SITA'L"">zital</rs> xa pu ral"|ral vorom. xa ral zital xa pu ral
42|1|62|21|21|"<rs ana=""AQAJ"">acah</rs>, chiquiꜩucuh mana vꜩilah"|acah, chiquitzucuh mana vtzilah
42|1|62|22|22|"<rs ana=""WA"">va</rs> vꜩilah a. tapuch maui ca<pc> –</pc>"|va vtzilah a. tapuch maui ca–
42|1|62|23|23|lah vbeel cochoch maui calah|lah vbeel cochoch maui calah
42|1|62|24|24|"qovi canoc <rs ana=""IXOQ_AJAWAB'"">quixoquila</rs>, are cut"|qovi canoc quixoquila, are cut
42|1|62|25|25|ꜩaꜩ chic riamac huhun chi zepe<pc> –</pc>|tzatz chic riamac huhun chi zepe–
42|1|62|26|26|zoh vi qui cuchun chiquib ri hu<pc> –</pc>|zoh vi qui cuchun chiquib ri hu–
42|1|62|27|27|tac chob chi amac, quebolo chic|tac chob chi amac, quebolo chic
42|1|62|28|28|patac be calah chi quibe. are cu<pc> –</pc>|patac be calah chi quibe. are cu–
42|1|62|29|29|"ri <rs ana=""B'ALAM_KI'TZE'"">balam quiꜩe</rs>, <rs ana=""B'ALAM_AQ'AB'"">balam acab</rs>, <rs ana=""MAJUK'UTAJ"">ma<pc> –</pc>"|ri balam quitze, balam acab, ma–
42|1|62|30|30|"hucutah</rs> <rs ana=""IQ'I_B'ALAM"">iqui balam</rs> xma calah"|hucutah iqui balam xma calah
42|1|62|31|31|e qo vi. are cut ta chiquil ria<pc> –</pc>|e qo vi. are cut ta chiquil ria–
42|1|62|32|32|mac chicovic pabe cate cut ta<pc> –</pc>|mac chicovic pabe cate cut ta–
42|1|62|33|33|queoc vloc ꜩam tac huyub, xaro<pc> –</pc>|queoc vloc tzam tac huyub, xaro–
42|1|62|34|34|"quibal <rs ana=""UTIW"">vtiu</rs> xapu roquibal <rs ana=""YAK"">yac</rs>."|quibal vtiu xapu roquibal yac.
42|1|62|35|35|"chico quibeh, xapuro qui bal <rs ana=""KOJ"">coh</rs>"|chico quibeh, xapuro qui bal coh
42|1|62|36|36|"<rs ana=""B'ALAM"">balam</rs> chiquibano, ta chiquil ri a<pc> –</pc>"|balam chiquibano, ta chiquil ri a–
42|1|62|37|37|"mac qui chubinic xa <rs ana=""UTIW"">vtiu</rs> ricoquic y"|mac qui chubinic xa vtiu ricoquic y
42|1|62|38|38|"xapu <rs ana=""YAK"">yac</rs> ri xa <rs ana=""KOJ"">coh</rs> xa <rs ana=""B'ALAM"">balam</rs> que"|xapu yac ri xa coh xa balam que
42|1|62|39|39|cha cut riamac queheri ma vinac|cha cut riamac queheri ma vinac
42|1|62|40|40|chuqux ri ronohel amac xa cu|chuqux ri ronohel amac xa cu
42|1|62|41|41|michbal quech amac ta chiquiba|michbal quech amac ta chiquiba
42|1|62|42|42|no qo carah qui qux ri mana qui<pc> –</pc>|no qo carah qui qux ri mana qui–
42|1|62|43|43|ꜩih ta chixibin tarib chiquiba<pc> –</pc>|tzih ta chixibin tarib chiquiba–
42|1|62|44|44|"no qo cacah chire roquibal <rs ana=""KOJ"">coh</rs>"|no qo cacah chire roquibal coh
42|1|62|45|45|"roquibal <rs ana=""B'ALAM"">balam</rs> chicoquebeh ta"|roquibal balam chicoquebeh ta
42|1|62|46|46|chi quil curi vinac xahun xaca<pc> –</pc>|chi quil curi vinac xahun xaca–
42|1|62|47|47|ib chubinic chicah quimaih chi<pc> –</pc>|ib chubinic chicah quimaih chi–
42|2|62|1|1|qaech huta quih ta quevl chicut|qaech huta quih ta quevl chicut
42|2|62|2|2|"chiri chicochoch ruq <rs ana=""IXOQ_AJAWAB'"">quixoquil</rs>"|chiri chicochoch ruq quixoquil
42|2|62|3|3|"xaviral <rs ana=""WONON"">vonon</rs> ral <rs ana=""SITA'L"">zital</rs>, xapu ral"|xaviral vonon ral zital, xapu ral
42|2|62|4|4|"<rs ana=""AQAJ"">acah</rs> cu cucaam chiquiyao chire<pc> –</pc>"|acah cu cucaam chiquiyao chire–
42|2|62|5|5|"ch <rs ana=""IXOQ_AJAWAB'"">quixoquil</rs> hu ta quih. ta xebe"|ch quixoquil hu ta quih. ta xebe
42|2|62|6|6|"chicut chuvach <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">aulix</rs> <rs ana=""JAQAWITZ"">ha<pc> –</pc>"|chicut chuvach tohil aulix ha–
42|2|62|7|7|caviꜩ</rs> xeqha cut chi qui qux. are|cavitz xeqha cut chi qui qux. are
42|2|62|8|8|"ri <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">aulix</rs> <rs ana=""JAQAWITZ"">hacaviꜩ</rs> xav<rs ana=""KIK'"">qui<pc> –</pc>"|ri tohil aulix hacavitz xavqui–
42|2|62|9|9|"quel</rs> <rs ana=""KEJ"">queh</rs> <rs ana=""TZ'IKIN""><abbr>q<hi rend=""subscript"">'</hi></abbr>iquin</rs> cacaya chire"|quel queh q'iquin cacaya chire
42|2|62|10|10|xa caziza caxiquin cachuc ca<pc> –</pc>|xa caziza caxiquin cachuc ca–
42|2|62|11|11|ꜩonoh cacouil cachihilal chire|tzonoh cacouil cachihilal chire
42|2|62|12|12|"<rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">aulix</rs> <rs ana=""JAQAWITZ"">hacaviꜩ</rs> na quitah"|tohil aulix hacavitz na quitah
42|2|62|13|13|chicuchah qui camic ri amac xa|chicuchah qui camic ri amac xa
42|2|62|14|14|tahuhunal quecacamizah xeqh<pc> –</pc>|tahuhunal quecacamizah xeqh–
42|2|62|15|15|a chiquibil quib ta xebe cut chu<pc> –</pc>|a chiquibil quib ta xebe cut chu–
42|2|62|16|16|"vach <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">aulix</rs> <rs ana=""JAQAWITZ"">hacaviꜩ</rs> ta xqui"|vach tohil aulix hacavitz ta xqui
42|2|62|17|17|ziz quixiquin qui chuc chuvach|ziz quixiquin qui chuc chuvach
42|2|62|18|18|"cabauil xquivacuh ri qui <rs ana=""KIK'"">qui<pc> –</pc>"|cabauil xquivacuh ri qui qui–
42|2|62|19|19|quel</rs> xquihic vcoc puchi ri a<pc> –</pc>|quel xquihic vcoc puchi ri a–
42|2|62|20|20|bah. macu quiꜩih ta chiabah|bah. macu quitzih ta chiabah
42|2|62|21|21|chuxic queheri e huhun chi qa<pc> –</pc>|chuxic queheri e huhun chi qa–
42|2|62|22|22|holab ta quevlic. xequi cot chic|holab ta quevlic. xequi cot chic
42|2|62|23|23|"chirech ri qui <rs ana=""KIK'"">quiquel</rs> <rs ana=""XA_Q'ANA_JAL"">ahquixb</rs>"|chirech ri qui quiquel ahquixb
42|2|62|24|24|"<rs ana=""XA_Q'ANA_JAL"">ahcahb</rs>. taxpe chicut retal qui"|ahcahb. taxpe chicut retal qui
42|2|62|25|25|banoh ri chi chaconisah quihe are|banoh ri chi chaconisah quihe are
42|2|62|26|26|"icolbal ivib. chila xpe vi chi <rs ana=""TULÁN"">tu<pc> –</pc>"|icolbal ivib. chila xpe vi chi tu–
42|2|62|27|27|lan</rs> ta xoh icam vloc xevqhax|lan ta xoh icam vloc xevqhax
42|2|62|28|28|"cut taxya vloc ri <abbr>q<hi rend=""subscript"">,</hi></abbr>um pa <rs ana=""SILISIB'"">zili<pc> –</pc>"|cut taxya vloc ri q,um pa zili–
42|2|62|29|29|"zib</rs> vbi ruq <rs ana=""KIK'"">quic</rs> choc chiquih"|zib vbi ruq quic choc chiquih
42|2|62|30|30|"qui hab rib ri<rs ana=""KIK'"">quic</rs> xuxic vyaon"|qui hab rib riquic xuxic vyaon
42|2|62|31|31|"<rs ana=""TOJIL"">tohil</rs> ruq <rs ana=""AWILIX"">aulix</rs> x <rs ana=""JAQAWITZ"">hacaviꜩ</rs>."|tohil ruq aulix x hacavitz.
42|2|63|32|32|"<hi rend=""large"">V</hi>ae vticaric chic relecaxic vi<pc> –</pc>"|Vae vticaric chic relecaxic vi–
42|2|63|33|33|"nac amac cumal <rs ana=""B'ALAM_KI'TZE'"">balam quiꜩe</rs>, <rs ana=""B'ALAM_AQ'AB'"">ba"|nac amac cumal balam quitze, ba
42|2|63|34|34|"lam acab</rs> <rs ana=""MAJUK'UTAJ"">mahucutah</rs> <rs ana=""IQ'I_B'ALAM"">iqui balam</rs>."|lam acab mahucutah iqui balam.
42|2|64|35|35|"<hi rend=""large"">C</hi>ate puch vcamizaxic amac ri"|Cate puch vcamizaxic amac ri
42|2|64|36|36|are xquicam ri xa hun chubinic|are xquicam ri xa hun chubinic
42|2|64|37|37|xa caib chubinic maui calah ta chi<pc> –</pc>|xa caib chubinic maui calah ta chi–
42|2|64|38|38|qui camo cate cut ta chibe quipu<pc> –</pc>|qui camo cate cut ta chibe quipu–
42|2|64|39|39|"zu chuvach <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">aulix</rs> cate cut"|zu chuvach tohil aulix cate cut
42|2|64|40|40|"ta chiquiya <rs ana=""KIK'"">quic</rs>pabe qolic vho<pc> –</pc>"|ta chiquiya quicpabe qolic vho–
42|2|64|41|41|lom chiquicoloba pabe queqha|lom chiquicoloba pabe queqha
42|2|64|42|42|"cut ri amac <rs ana=""B'ALAM"">balam</rs> mi xtiouic xa"|cut ri amac balam mi xtiouic xa
42|2|64|43|43|queqha rumal queheri racan|queqha rumal queheri racan
42|2|64|44|44|"<rs ana=""B'ALAM"">balam</rs> cacan ta chiquibano ma<pc> –</pc>"|balam cacan ta chiquibano ma–
42|2|64|45|45|vi chi qui cut quib. ꜩatꜩ chi amac|vi chi qui cut quib. tzattz chi amac
42|2|64|46|46|xquelecah cauna cut xuna|xquelecah cauna cut xuna
42|2|64|47|47|"virib amac vve are ri <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">au<pc> –</pc>"|virib amac vve are ri tohil au–
43|1|64|1|1|lix</rs> coc chique xa quecuꜩucuh|lix coc chique xa quecutzucuh
43|1|64|2|2|ri ahquixb ahcahb. tal a qo vi|ri ahquixb ahcahb. tal a qo vi
43|1|64|3|3|cochoch chicataqueh ri cacan|cochoch chicataqueh ri cacan
43|1|64|4|4|xeqha cut conohel amac. ta x<pc> –</pc>|xeqha cut conohel amac. ta x–
43|1|64|5|5|quicam qui naoh chi quibil quib|quicam qui naoh chi quibil quib
43|1|64|6|6|cate cut xquitiquiba vtaquexic|cate cut xquitiquiba vtaquexic
43|1|64|7|7|cacan ri ahquixb ahcahb ma<pc> –</pc>|cacan ri ahquixb ahcahb ma–
43|1|64|8|8|"cu calah xaracan <rs ana=""KEJ"">queh</rs>, xaracan"|cu calah xaracan queh, xaracan
43|1|64|9|9|"<rs ana=""B'ALAM"">balam</rs> chiquilo maui calah ca<pc> –</pc>"|balam chiquilo maui calah ca–
43|1|64|10|10|can xma qovi calah vi are na<pc> –</pc>|can xma qovi calah vi are na–
43|1|64|11|11|be cacan ri xa qui pichquehe<pc> –</pc>|be cacan ri xa qui pichquehe–
43|1|64|12|12|ri cacan xa zachbal re cumal|ri cacan xa zachbal re cumal
43|1|64|13|13|maui calah quibe. xachivina|maui calah quibe. xachivina
43|1|64|14|14|quir zuꜩ, xa chivinaquir que|quir zutz, xa chivinaquir que
43|1|64|15|15|cal hab, xapu chivinaquir xo|cal hab, xapu chivinaquir xo
43|1|64|16|16|col, xa chivinaquir muzmul|col, xa chivinaquir muzmul
43|1|64|17|17|hab chiquilo chiquivach amac|hab chiquilo chiquivach amac
43|1|64|18|18|xacu chicoz qui qux chi quiꜩu|xacu chicoz qui qux chi quitzu
43|1|64|19|19|"cuxic ta chico cotah <del instant=""false"" status=""unremarkable"">puac</del> ru"|cuxic ta chico cotah puac ru
43|1|64|20|20|"mal nim vqoheic ri <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">aulix</rs>"|mal nim vqoheic ri tohil aulix
43|1|64|21|21|"<rs ana=""JAQAWITZ"">hacaviꜩ</rs> naht cut xquiban"|hacavitz naht cut xquiban
43|1|64|22|22|chiri chuvi huyub. chu xiquin|chiri chuvi huyub. chu xiquin
43|1|64|23|23|ri amac xquicamizah are ta|ri amac xquicamizah are ta
43|1|64|24|24|xvinaquir ri elequic echalami<pc> –</pc>|xvinaquir ri elequic echalami–
43|1|64|25|25|cat ta chiquicam ri amac patac|cat ta chiquicam ri amac patac
43|1|64|26|26|"be chiquipuz chuvach ri <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">aulix</rs>"|be chiquipuz chuvach ri tohil aulix
43|1|64|27|27|"<rs ana=""JAQAWITZ"">hacaviꜩ</rs> xcolo cut qui qahol chiri"|hacavitz xcolo cut qui qahol chiri
43|1|64|28|28|"chuvi huiub. are <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">aulix</rs> <rs ana=""JAQAWITZ"">haca<pc> –</pc>"|chuvi huiub. are tohil aulix haca–
43|1|64|29|29|viꜩ</rs> vxibchi qaholab quivachibal|vitz vxibchi qaholab quivachibal
43|1|64|30|30|quebÿnic xa vnaval ri abah xqo<pc> –</pc>|quebinic xa vnaval ri abah xqo–
43|1|64|31|31|he hun haa. are queatinvi chiri|he hun haa. are queatinvi chiri
43|1|64|32|32|chuchi ha xaqui cutbal quib xu<pc> –</pc>|chuchi ha xaqui cutbal quib xu–
43|1|64|33|33|"binaah cut <rs ana=""CHI_RATINIB'AL_TOJIL"">chi ratinibal tohil</rs>"|binaah cut chi ratinibal tohil
43|1|64|34|34|vbi ha xuxic. qui a mul cut chi<pc> –</pc>|vbi ha xuxic. qui a mul cut chi–
43|1|64|35|35|quilo amac libah chi chiquiza<pc> –</pc>|quilo amac libah chi chiquiza–
43|1|64|36|36|chix tah quib ta queilic rumal|chix tah quib ta queilic rumal
43|1|64|37|37|amac taxux tah vꜩihel ri eqovi|amac taxux tah vtzihel ri eqovi
43|1|64|38|38|"ri <rs ana=""B'ALAM_KI'TZE'"">balam quiꜩe</rs> <rs ana=""B'ALAM_AQ'AB'"">balam acab</rs>, <rs ana=""MAJUK'UTAJ"">ma<pc> –</pc>"|ri balam quitze balam acab, ma–
43|1|64|39|39|"hucutah</rs> <rs ana=""IQ'I_B'ALAM"">iqui balam</rs>. arecu va<pc> –</pc>"|hucutah iqui balam. arecu va–
43|1|64|40|40|vcamic vnaoh amac chire vca<pc> –</pc>|vcamic vnaoh amac chire vca–
43|1|64|41|41|mizaxic tah.|mizaxic tah.
43|1|65|42|42|"<hi rend=""large"">N</hi>abe cut xrah qui naohih a<pc> –</pc>"|Nabe cut xrah qui naohih a–
43|1|65|43|43|"mac vchaquic <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">avlix</rs> <rs ana=""JAQAWITZ"">hacaviꜩ</rs>"|mac vchaquic tohil avlix hacavitz
43|1|65|44|44|xeqha ronohel vi ahquixb ahcahb|xeqha ronohel vi ahquixb ahcahb
43|1|65|45|45|chuvach amac xquehec quib xque<pc> –</pc>|chuvach amac xquehec quib xque–
43|1|65|46|46|toc pu quib conohel mahabi hu|toc pu quib conohel mahabi hu
43|1|65|47|47|chob cachob tachic xcanah chique|chob cachob tachic xcanah chique
43|2|65|1|1|conohel xecuchu quib xetaco|conohel xecuchu quib xetaco
43|2|65|2|2|pu quib taxcam qui naoh xeqha|pu quib taxcam qui naoh xeqha
43|2|65|3|3|cut ta xquiꜩonobeh quib na<pc> –</pc>|cut ta xquitzonobeh quib na–
43|2|65|4|4|qui pa chicuchah quichaquic ri|qui pa chicuchah quichaquic ri
43|2|65|5|5|"<rs ana=""KAWEQ"">cavec queche vinac</rs> rumal mi<pc> –</pc>"|cavec queche vinac rumal mi–
43|2|65|6|6|xquiz calcahol maui calah vza<pc> –</pc>|xquiz calcahol maui calah vza–
43|2|65|7|7|chic vinac cumal vve coh qui<pc> –</pc>|chic vinac cumal vve coh qui–
43|2|65|8|8|zic chi elecaxic ta chuxoc vve|zic chi elecaxic ta chuxoc vve
43|2|65|9|9|"are nim vꜫaꜫal ri <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">aulix</rs>"|are nim vq'aq'al ri tohil aulix
43|2|65|10|10|"<rs ana=""JAQAWITZ"">hacaviꜩ</rs> areta cut ca cabauil"|hacavitz areta cut ca cabauil
43|2|65|11|11|"ri<rs ana=""TOJIL"">tohil</rs> chuxic chi canabih ta h"|ritohil chuxic chi canabih ta h
43|2|65|12|12|maui chuꜩinic cohquichaco ma<pc> –</pc>|maui chutzinic cohquichaco ma–
43|2|65|13|13|pa oh quia vinac chica coheic a|pa oh quia vinac chica coheic a
43|2|65|14|14|"re curi <rs ana=""KAWEQ"">ca vec</rs> mauiharub chiqui"|re curi ca vec mauiharub chiqui
43|2|65|15|15|qoheic xeqhacut taxeponic cono<pc> –</pc>|qoheic xeqhacut taxeponic cono–
43|2|65|16|16|hel xqha chic chahcar chiquech|hel xqha chic chahcar chiquech
43|2|65|17|17|ri amac ta xeqhauic apachina|ri amac ta xeqhauic apachina
43|2|65|18|18|"rilo queatin <rs ana=""CHI_RATINIB'AL_TOJIL"">chuchi ya</rs> huta quih"|rilo queatin chuchi ya huta quih
43|2|65|19|19|"vve are <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">aulix</rs> <rs ana=""JAQAWITZ"">hacauiꜩ</rs> are"|vve are tohil aulix hacauitz are
43|2|65|20|20|ta quecachac na nabe chiri ta cut|ta quecachac na nabe chiri ta cut
43|2|65|21|21|chiticar vi qui chacatahic ri e ah|chiticar vi qui chacatahic ri e ah
43|2|65|22|22|quixb e ahcahb xeqha chicut|quixb e ahcahb xeqha chicut
43|2|65|23|23|chahcar chic taxe qhauic. na qui<pc> –</pc>|chahcar chic taxe qhauic. na qui–
43|2|65|24|24|la cut chica chacbeh quech xe|la cut chica chacbeh quech xe
43|2|65|25|25|qha chicut. areta ca chacbal|qha chicut. areta ca chacbal
43|2|65|26|26|quech chuxic rumal ri e qalolab|quech chuxic rumal ri e qalolab
43|2|65|27|27|quevachinic ta cai litah chia que<pc> –</pc>|quevachinic ta cai litah chia que–
43|2|65|28|28|"beta cut e <rs ana=""IXTAJ_IXPUCH'"">caib capohib</rs> are ta"|beta cut e caib capohib are ta
43|2|65|29|29|ri quiꜩih chi e chaom eta zac<pc> –</pc>|ri quitzih chi e chaom eta zac–
43|2|65|30|30|"locoh <rs ana=""IXTAJ_IXPUCH'"">chi capohib</rs> chibe ta cut"|locoh chi capohib chibe ta cut
43|2|65|31|31|quiraibal chire xeqha cut. vꜩ|quiraibal chire xeqha cut. vtz
43|2|65|32|32|bala xaba quecaꜩucuh eta|bala xaba quecatzucuh eta
43|2|65|33|33|"caib chivtxilah <rs ana=""IXTAJ_IXPUCH'"">tac capohib</rs> xe"|caib chivtxilah tac capohib xe
43|2|65|34|34|qha cut ta xquiꜩucuh cut qui<pc> –</pc>|qha cut ta xquitzucuh cut qui–
43|2|65|35|35|"<rs ana=""IXTAJ_IXPUCH'"">meal</rs>. are ri qui ꜩih e zaquilah"|meal. are ri qui tzih e zaquilah
43|2|65|36|36|"tac <rs ana=""IXTAJ_IXPUCH'"">capohib</rs> ta xquipixabah cut"|tac capohib ta xquipixabah cut
43|2|65|37|37|"ri <rs ana=""IXTAJ_IXPUCH'"">capohib</rs> quix bec <rs ana=""IXTAJ_IXPUCH'"">ixcamial</rs> oh"|ri capohib quix bec ixcamial oh
43|2|65|38|38|ichaha ri cul chi ya. vve cut taque|ichaha ri cul chi ya. vve cut taque
43|2|65|39|39|yvil ri eoxibqaholab chizono ba|yvil ri eoxibqaholab chizono ba
43|2|65|40|40|cu yvib chiquivach, vvecut chi<pc> –</pc>|cu yvib chiquivach, vvecut chi–
43|2|65|41|41|"rain qui qux chive quix <del instant=""false"" status=""unremarkable""><unclear instant=""false"" </del> ch<del instant=""false"" status=""unremarkable"">o</del><pc> –</pc>"|rain qui qux chive quix  cho–
43|2|65|42|42|co, cohopon ta chivih ta queqha|co, cohopon ta chivih ta queqha
43|2|65|43|43|chivech. vve quixqha cut ta quix<pc> –</pc>|chivech. vve quixqha cut ta quix–
43|2|65|44|44|ꜩonox cut apa quixpevi apa|tzonox cut apa quixpevi apa
43|2|65|45|45|"ahchoc <rs ana=""IXTAJ_IXPUCH'"">mial</rs> ta que cha oh qui<pc> –</pc>"|ahchoc mial ta que cha oh qui–
43|2|65|46|46|"<rs ana=""IXTAJ_IXPUCH'"">mial ahauab</rs> quixqha cu chi<pc> –</pc>"|mial ahauab quixqha cu chi–
43|2|65|47|47|que chipe cu retal ivvmal ta|que chipe cu retal ivvmal ta
44|1|65|1|1|naquila chiquiya chive tazec chi<pc> –</pc>|naquila chiquiya chive tazec chi–
44|1|65|2|2|qui raih ivach qui ꜩih chiya ivib|qui raih ivach qui tzih chiya ivib
44|1|65|3|3|chi quech. vve cut ta maui chiya|chi quech. vve cut ta maui chiya
44|1|65|4|4|ivib quixcacacmizah cut. cate vꜩ|ivib quixcacacmizah cut. cate vtz
44|1|65|5|5|ca qux ta qo retal chicam vloc.|ca qux ta qo retal chicam vloc.
44|1|65|6|6|are cut retal chica qux taque|are cut retal chica qux taque
44|1|65|7|7|"apon chivih xeqha curi <rs ana=""XA_Q'ANA_JAL"">ahauab</rs>"|apon chivih xeqha curi ahauab
44|1|65|8|8|"ta xepixabax ri <rs ana=""IXTAJ_IXPUCH'"">capohib</rs> e caib"|ta xepixabax ri capohib e caib
44|1|65|9|9|"are qui bi va <rs ana=""IXTAJ"">xtah</rs> vbi hun ca<pc> –</pc>"|are qui bi va xtah vbi hun ca–
44|1|65|10|10|"poh. <rs ana=""IXPUCH'"">xpuch</rs> chicut vbi hun chic"|poh. xpuch chicut vbi hun chic
44|1|65|11|11|"epu caib <rs ana=""IXTAJ"">xtah</rs> <rs ana=""IXPUCH'"">xpuch</rs> qui bi"|epu caib xtah xpuch qui bi
44|1|65|12|12|"xetac vbic chiya <rs ana=""CHI_RATINIB'AL_TOJIL"">chi ratinibal"|xetac vbic chiya chi ratinibal
44|1|65|13|13|"tohil</rs> <rs ana=""AWILIX"">aulix</rs> <rs ana=""JAQAWITZ"">hacaviꜩ</rs>. are qui"|tohil aulix hacavitz. are qui
44|1|65|14|14|naoh ronohel amac rÿ.|naoh ronohel amac ri.
44|1|66|15|15|Cate puch xebec xecauuxic qui<pc> –</pc>|Cate puch xebec xecauuxic qui–
44|1|66|16|16|"bec chila <rs ana=""CHI_RATINIB'AL_TOJIL"">chatin vi tohil</rs> quicari<pc> –</pc>"|bec chila chatin vi tohil quicari–
44|1|66|17|17|loon curi qui chahon ta xebec. que|loon curi qui chahon ta xebec. que
44|1|66|18|18|"quicot chicuri <rs ana=""XA_Q'ANA_JAL"">ahauab</rs> cumal ri"|quicot chicuri ahauab cumal ri
44|1|66|19|19|"<rs ana=""IXTAJ_IXPUCH'"">e caib qui mial</rs> xquitac vbic. ta"|e caib qui mial xquitac vbic. ta
44|1|66|20|20|xeopon cut chiya cate xquiti<pc> –</pc>|xeopon cut chiya cate xquiti–
44|1|66|21|21|quiba chahonic xquiꜩonoba quib|quiba chahonic xquitzonoba quib
44|1|66|22|22|qui cabichal e chacachaxinac|qui cabichal e chacachaxinac
44|1|66|23|23|chuvach tac abah, ta xe culun|chuvach tac abah, ta xe culun
44|1|66|24|24|"curi <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">aulix</rs> <rs ana=""JAQAWITZ"">hacaviꜩ</rs>. xeopon"|curi tohil aulix hacavitz. xeopon
44|1|66|25|25|chila chuchi ya, xa cu zcaquin|chila chuchi ya, xa cu zcaquin
44|1|66|26|26|"xrocoibeh qui vach ri <rs ana=""IXTAJ_IXPUCH'"">e caib ca<pc> –</pc>"|xrocoibeh qui vach ri e caib ca–
44|1|66|27|27|pohib</rs> quechahonic nare curi|pohib quechahonic nare curi
44|1|66|28|28|"<rs ana=""IXTAJ_IXPUCH'"">capohib</rs> xa huzu xequixbic"|capohib xa huzu xequixbic
44|1|66|29|29|"ta xeopon ri <rs ana=""TOJIL"">tohil</rs> macuhabi"|ta xeopon ri tohil macuhabi
44|1|66|30|30|"xbe qui raibal ri <rs ana=""TOJIL"">tohil</rs> chirech"|xbe qui raibal ri tohil chirech
44|1|66|31|31|"ri <rs ana=""IXTAJ_IXPUCH'"">e caib capohib</rs> ta xeꜩonox"|ri e caib capohib ta xetzonox
44|1|66|32|32|cut apa quixpe vi. xevqhaxic|cut apa quixpe vi. xevqhaxic
44|1|66|33|33|"chirech, ri <rs ana=""IXTAJ_IXPUCH'"">e caib capohib</rs> xev<pc> –</pc>"|chirech, ri e caib capohib xev–
44|1|66|34|34|qhaxic naquipa quivah quixul|qhaxic naquipa quivah quixul
44|1|66|35|35|varal chu chi vi ca a xevqhax|varal chu chi vi ca a xevqhax
44|1|66|36|36|cut ohba tacon vloc cumal|cut ohba tacon vloc cumal
44|1|66|37|37|"<rs ana=""XA_Q'ANA_JAL"">ahauab</rs> ta xohpetic chibe ivila"|ahauab ta xohpetic chibe ivila
44|1|66|38|38|"cuivach ri <rs ana=""TOJIL"">tohil</rs> quixqhau cuq"|cuivach ri tohil quixqhau cuq
44|1|66|39|39|"xeqha <rs ana=""XA_Q'ANA_JAL"">ahauab</rs> chique quehe"|xeqha ahauab chique quehe
44|1|66|40|40|cut chipe vi retal quiꜩih vve|cut chipe vi retal quitzih vve
44|1|66|41|41|chivil qui vach xohohvqhaxic|chivil qui vach xohohvqhaxic
44|1|66|42|42|"xeqha curi <rs ana=""IXTAJ_IXPUCH'"">e caib capohib</rs> ta xqui<pc> –</pc>"|xeqha curi e caib capohib ta xqui–
44|1|66|43|43|zucuba qui taquiquil areta cu|zucuba qui taquiquil areta cu
44|1|66|44|44|"xcah ri amac xehox ta ri <rs ana=""IXTAJ_IXPUCH'"">capo<pc> –</pc>"|xcah ri amac xehox ta ri capo–
44|1|66|45|45|"hib</rs> rumal qui naual <rs ana=""TOJIL"">tohil</rs> xe"|hib rumal qui naual tohil xe
44|1|66|46|46|"qha curi <rs ana=""TOJIL"">tohil</rs> <rs ana=""AWILIX"">aulix</rs> <rs ana=""JAQAWITZ"">hacaviꜩ</rs>"|qha curi tohil aulix hacavitz
44|2|66|1|1|"ta xeqhau chic chiquech ri <rs ana=""IXTAJ"">xtah</rs>"|ta xeqhau chic chiquech ri xtah
44|2|66|2|2|"<rs ana=""IXPUCH'"">xpuch</rs> quibi re <rs ana=""IXTAJ_IXPUCH'"">e caib capohib</rs>"|xpuch quibi re e caib capohib
44|2|66|3|3|vꜩ chibec retal caꜩihivvq chi<pc> –</pc>|vtz chibec retal catzihivvq chi–
44|2|66|4|4|uoyobeh na chiya apanoc chi<pc> –</pc>|uoyobeh na chiya apanoc chi–
44|2|66|5|5|quech ahauab xevqhax cut ca<pc> –</pc>|quech ahauab xevqhax cut ca–
44|2|66|6|6|"te puch qui naohinic chic ri <rs ana=""XA_Q'ANA_JAL"">ah"|te puch qui naohinic chic ri ah
