entity_id,label,type,lang,form
DON_PEDRO_DE_ROBLES_NJTRECE,Don Pedro de Robles (gen. 13),persona,spa,DON PO. DE ROBLES. ES EL Q'REYN AGORA
DONADIU,Donadiu,persona,quc,DONADIU
DONADIU,Donadiu,persona,eng,DONADIU (TONATIU)
DONADIU,Donadiu,persona,spa,ALUARADO
ECHAVE,Echave,persona,quc,ECHAVE
ESPIRITU_SANTO,Espíritu Santo,deidad,quc,ESPÍRITU SANTO
ESPIRITU_SANTO,Espíritu Santo,deidad,quc,ESPIRITU SANTO
ESPIRITU_SANTO,Espíritu Santo,deidad,spa,EL ESPÍRÍTU STO.
EWAB'AL_SIWAN,Ewab'al Siwan,topónimo,quc,EWAB'AL SIWAN
EWAB'AL_SIWAN,Ewab'al Siwan,topónimo,eng,HIDDEN CANYON
EWAB'AL_SIWAN,Ewab'al Siwan,topónimo,spa,BARRANCA DE EL ESCONDÍDÍZO
NORENA,Fray Alonso de Noreña,persona,quc,FRAY ALONSO DE NOREÑA
NORENA,Fray Alonso de Noreña,persona,quc,NORENA
NORENA,Fray Alonso de Noreña,persona,spa,N. PE. NOREÑA
DOMINGO_DE_VICO,Fray Domingo de Vico,persona,quc,FRAY DOMINGO DE VICO
DOMINGO_DE_VICO,Fray Domingo de Vico,persona,quc,DOMINGO DE VICO
DOMINGO_DE_VICO,Fray Domingo de Vico,persona,eng,FR. DOMINGO DE VICO
DOMINGO_DE_VICO,Fray Domingo de Vico,persona,spa,"FR. DOMÍNGO DE VÍCO, NE PE FR. DOMÍNGO DE VÍCO"
FRAY_JUAN_DE_SAN_JOSE,Fray Juan de San José,persona,quc,FRAY JUAN DE SAN JOSÉ
FRAY_JUAN_DE_SAN_JOSE,Fray Juan de San José,persona,quc,FRAY JUAN DE SAN JOSE
FRAY_JUAN_DE_SAN_JOSE,Fray Juan de San José,persona,spa,R. PE. FR. JUO. DE S. JOSEPH
IB'OY,Ib'oy,danza,quc,IB'OY
IB'OY,Ib'oy,danza,eng,ARMADILLO
IB'OY,Ib'oy,danza,spa,EL ARMADO
IK,Ik,objeto,quc,IK
IK,Ik,objeto,eng,CHILI PEPPERS
IK,Ik,objeto,spa,EL CHÍLE
IK'OQ'IJ,Ik'oq'ij,topónimo,quc,IK'OQ'IJ
IK'OQ'IJ,Ik'oq'ij,topónimo,eng,MORNING STAR
IK'OQ'IJ,Ik'oq'ij,topónimo,spa,LUZERO
ILOKAB',Ilokab',linaje,quc,ILOKAB'
ILOKAB',Ilokab',linaje,eng,ILOCAB
ILOKAB',Ilokab',linaje,spa,ÍLOCAB
IQ'I_B'ALAM,Iq'i B'alam,persona,quc,IQ'I B'ALAM
IQ'I_B'ALAM,Iq'i B'alam,persona,eng,BLACK
IQ'I_B'ALAM,Iq'i B'alam,persona,eng,DARK JAGUAR
IQ'I_B'ALAM,Iq'i B'alam,persona,eng,WIND JAGUAR
IQ'I_B'ALAM,Iq'i B'alam,persona,eng,WIND MIGHTY
IQ'I_B'ALAM,Iq'i B'alam,persona,spa,IQUIBALAM
ISTAYUL,Istayul,persona,quc,ISTAYUL
ISTAYUL,Istayul,persona,eng,WHITE HEART
ISTAYUL,Istayul,persona,spa,ZTAYUL
ISTAYUL_KQCUATRO,Istayul (gen. 4),persona,quc,ISTAYUL (GEN. 4)
ISTAYUL_KQCUATRO,Istayul (gen. 4),persona,quc,ISTAYUL KQCUATRO
ISTAYUL_KQCUATRO,Istayul (gen. 4),persona,eng,WHITE HEART
ISTAYUL_KQCUATRO,Istayul (gen. 4),persona,spa,"ÍZTAYUL, ZTAYUL, ZTAYUB"
ISTAYUL_KQSEIS,Istayul (gen. 6),persona,quc,ISTAYUL (GEN. 6)
ISTAYUL_KQSEIS,Istayul (gen. 6),persona,quc,ISTAYUL KQSEIS
ISTAYUL_KQSEIS,Istayul (gen. 6),persona,eng,WHITE HEART
ISTAYUL_KQSEIS,Istayul (gen. 6),persona,spa,ZTAYUL
ISTAYUL_NJSIETE,Istayul (gen. 7),persona,quc,ISTAYUL (GEN. 7)
ISTAYUL_NJSIETE,Istayul (gen. 7),persona,quc,ISTAYUL NJSIETE
ISTAYUL_NJSIETE,Istayul (gen. 7),persona,eng,WHITE HEART
ISTAYUL_NJSIETE,Istayul (gen. 7),persona,spa,ZTAYUL
ISTAYUL_KQOCHO,Istayul (gen. 8),persona,quc,ISTAYUL (GEN. 8)
ISTAYUL_KQOCHO,Istayul (gen. 8),persona,quc,ISTAYUL KQOCHO
ISTAYUL_KQOCHO,Istayul (gen. 8),persona,eng,WHITE HEART
ISTAYUL_KQOCHO,Istayul (gen. 8),persona,spa,XTAYUB
IXB'AQIYALO,Ixb'aqiyalo,deidad,quc,IXB'AQIYALO
IXB'AQIYALO,Ixb'aqiyalo,deidad,eng,LADY BONE WATER
IXB'AQIYALO,Ixb'aqiyalo,deidad,spa,XBAQUÍYALO
IXIM,Ixim,objeto,quc,IXIM
IXIM,Ixim,objeto,eng,MAIZE
IXIM,Ixim,objeto,spa,EL MAÍS
IXKAKAW,Ixkakaw,deidad,quc,IXKAKAW
IXKAKAW,Ixkakaw,deidad,eng,LADY CACAO
IXKAKAW,Ixkakaw,deidad,spa,XCACAUIX
IXKIK',Ixkik',deidad,quc,IXKIK'
IXKIK',Ixkik',deidad,eng,LADY BLOOD
IXKIK',Ixkik',deidad,spa,XQUIC
IXMUKANE,Ixmukane,deidad,quc,IXMUKANE
IXMUKANE,Ixmukane,deidad,eng,MIDWIFE
IXMUKANE,Ixmukane,deidad,eng,SHE WHO BURIES
IXMUKANE,Ixmukane,deidad,eng,SHE WHO PLANTS
IXMUKANE,Ixmukane,deidad,spa,XMUCANE
IXOQ_AJAWAB',Ixoq ajawab',linaje,quc,IXOQ AJAWAB'
IXOQ_AJAWAB',Ixoq ajawab',linaje,eng,WIVES
IXOQ_AJAWAB',Ixoq ajawab',linaje,spa,SEÑORAS
IXPUCH',Ixpuch',deidad,quc,IXPUCH'
IXPUCH',Ixpuch',deidad,eng,LADY WEEPING
IXPUCH',Ixpuch',deidad,spa,XPUCH
IXQ'ANIL,Ixq'anil,deidad,quc,IXQ'ANIL
IXQ'ANIL,Ixq'anil,deidad,eng,LADY OF THE DAY CANIL
IXQ'ANIL,Ixq'anil,deidad,spa,XCANIL
IXTAJ,Ixtaj,deidad,quc,IXTAJ
IXTAJ,Ixtaj,deidad,eng,LADY LUST
IXTAJ,Ixtaj,deidad,spa,XTAH
IXTAJ_IXPUCH',Ixtaj Ixpuch',grupo de deidades,quc,IXTAJ IXPUCH'
IXTAJ_IXPUCH',Ixtaj Ixpuch',grupo de deidades,eng,LADY LUST AND LADY WEEPING
IXTAJ_IXPUCH',Ixtaj Ixpuch',grupo de deidades,spa,"XTAH, XPUCH"
IXTOJ,Ixtoj,deidad,quc,IXTOJ
IXTOJ,Ixtoj,deidad,eng,LADY OF THE DAY TOH
IXTOJ,Ixtoj,deidad,spa,XTOH
IXTZIYA',Ixtziya',deidad,quc,IXTZIYA'
IXTZIYA',Ixtziya',deidad,eng,LADY OF THE DAY TZI
IXTZIYA',Ixtziya',deidad,eng,LADY ALSO DAY TZ'I'A
IXTZIYA',Ixtziya',deidad,spa,TU Q'ERES GUARDA DE NUESTRO SUSTENTO
JA_CHI_Q'AQ',Ja chi q'aq',lugar,quc,JA CHI Q'AQ'
JA_CHI_Q'AQ',Ja chi q'aq',lugar,eng,HOUSE OF FIRE
JA_CHI_Q'AQ',Ja chi q'aq',lugar,spa,CASA DE FUEGO
JA'_SIMAJ,Ja' Simaj,topónimo,quc,JA' SIMAJ
JA'_SIMAJ,Ja' Simaj,topónimo,eng,RIVER SCORPION
JA'_SIMAJ,Ja' Simaj,topónimo,spa,PALOS PUNTÍAGUDOS
JAL,Jal,objeto,quc,JAL
JAL,Jal,objeto,eng,MAIZE
JAL,Jal,objeto,spa,MAZORCA
JAQAWITZ,Jaqawitz,deidad,quc,JAQAWITZ
JAQAWITZ,Jaqawitz,deidad,eng,HACAVITZ
JAQAWITZ,Jaqawitz,deidad,eng,JAKAWITZ (FIRE MOUNTAIN
JAQAWITZ,Jaqawitz,deidad,eng,LYING DOWN
JAQAWITZ,Jaqawitz,deidad,eng,RECUMBENT MOUNTAIN)
JAQAWITZ,Jaqawitz,deidad,spa,HACAUÍTZ
JAQAWITZ_JUYUB,Jaqawitz Juyub',topónimo,quc,JAQAWITZ JUYUB'
JAQAWITZ_JUYUB,Jaqawitz Juyub',topónimo,quc,JAQAWITZ JUYUB
JAQAWITZ_JUYUB,Jaqawitz Juyub',topónimo,eng,FIRST
JAQAWITZ_JUYUB,Jaqawitz Juyub',topónimo,eng,BEGINNING MOUNTAIN
JAQAWITZ_JUYUB,Jaqawitz Juyub',topónimo,spa,ZERO HACAUÍTZ
JESUCRISTO,Jesucristo,deidad,quc,JESUCRISTO
JESUCRISTO,Jesucristo,deidad,spa,XPTO.
JOJ,Joj,animal,quc,JOJ
JOJ,Joj,animal,eng,RAVEN
JOJ,Joj,animal,spa,EL CUERUO
JOLOM,Jolom,objeto,quc,JOLOM
JOLOM,Jolom,objeto,eng,HEAD
JOLOM,Jolom,objeto,spa,"HOLOM, CABEZA"
JOLOM_OKOX,Jolom Okox,objeto,quc,JOLOM OKOX
JOLOM_OKOX,Jolom Okox,objeto,eng,HEAD MUSHROOM
JOLOM_OKOX,Jolom Okox,objeto,spa,HOLOMCOX
JOLOM_TUKUR,Jolom Tukur,deidad,quc,JOLOM TUKUR
JOLOM_TUKUR,Jolom Tukur,deidad,eng,SKULL OWL
JOLOM_TUKUR,Jolom Tukur,deidad,spa,TECOLOTE CABEZA
JOM,Jom,lugar,quc,JOM
JOM,Jom,lugar,eng,BALLCOURT
JOM,Jom,lugar,spa,"EL ATRÍO, EL CEMENTERÍO"
SEPULVEDA,Juan Ginés de Sepúlveda,persona,quc,JUAN GINÉS DE SEPÚLVEDA
SEPULVEDA,Juan Ginés de Sepúlveda,persona,quc,SEPULVEDA
SEPULVEDA,Juan Ginés de Sepúlveda,persona,spa,EL DOCTOR SEPULUEDA
JULISNAB',Julisnab',topónimo,quc,JULISNAB'
JULISNAB',Julisnab',topónimo,eng,HULIZNAB
JULISNAB',Julisnab',topónimo,spa,HULIZNAB
JUMETA_JA,Jumeta Ja,topónimo,quc,JUMETA JA
JUMETA_JA,Jumeta Ja,topónimo,eng,BARK HOUSE
JUMETA_JA,Jumeta Ja,topónimo,spa,HUMETABS
JUN_B'ATZ',Jun B'atz',deidad,quc,JUN B'ATZ'
JUN_B'ATZ',Jun B'atz',deidad,eng,ONE (SPIDER) MONKEY
JUN_B'ATZ',Jun B'atz',deidad,spa,HUN BATZ
JUN_B'ATZ'_JUN_CHOWEN,Jun B'atz' Jun Chowen,grupo de deidades,quc,JUN B'ATZ' JUN CHOWEN
JUN_B'ATZ'_JUN_CHOWEN,Jun B'atz' Jun Chowen,grupo de deidades,eng,ONE BATZ AND ONE CHOUEN
JUN_B'ATZ'_JUN_CHOWEN,Jun B'atz' Jun Chowen,grupo de deidades,spa,HUN BATZ Y HUN CHOUEN
JUN_CHOWEN,Jun Chowen,deidad,quc,JUN CHOWEN
JUN_CHOWEN,Jun Chowen,deidad,eng,ONE CHOUEN
JUN_CHOWEN,Jun Chowen,deidad,spa,HUN CHOUEN
JUN_JUNAJPU,Jun Junajpu,deidad,quc,JUN JUNAJPU
JUN_JUNAJPU,Jun Junajpu,deidad,eng,ONE HUNAHPU
JUN_JUNAJPU,Jun Junajpu,deidad,spa,HUNHUNAHPU
JUN_KAME',Jun Kame',deidad,quc,JUN KAME'
JUN_KAME',Jun Kame',deidad,eng,ONE DEATH
JUN_KAME',Jun Kame',deidad,spa,HUNCAME
JUN_KAME'_WUQUB'_KAME',Jun Kame' Wuqub' Kame',grupo de deidades,quc,JUN KAME' WUQUB' KAME'
JUN_KAME'_WUQUB'_KAME',Jun Kame' Wuqub' Kame',grupo de deidades,eng,ONE DEATH AND SEVEN DEATH
JUN_KAME'_WUQUB'_KAME',Jun Kame' Wuqub' Kame',grupo de deidades,spa,"HUN CAME, VVQUB KAME"
JUN_RAQAN,Jun Raqan,deidad,quc,JUN RAQAN
JUN_RAQAN,Jun Raqan,deidad,eng,HURACAN (ONE LEG)
JUN_RAQAN,Jun Raqan,deidad,spa,HURACAN
JUN_TIJAX,Jun Tijax,deidad,quc,JUN TIJAX
JUN_TIJAX,Jun Tijax,deidad,spa,HUNTÍHAX
JUN_TOJ,Jun Toj,deidad,quc,JUN TOJ
JUN_TOJ,Jun Toj,deidad,eng,ONE TOH
JUN_TOJ,Jun Toj,deidad,spa,TOH
JUN_WINAQ,jun winaq,persona,quc,JUN WINAQ
JUN_WINAQ,jun winaq,persona,eng,A PERSON
JUN_WINAQ,jun winaq,persona,spa,VN HOMBRE (DEMONÍO Q'LES HABLABA)
JUNAJPU,Junajpu,deidad,quc,JUNAJPU
JUNAJPU,Junajpu,deidad,eng,ONE HUNTER
JUNAJPU,Junajpu,deidad,spa,HUN AHPU
JUNAJPU_JUYUB',Junajpu Juyub',topónimo,quc,JUNAJPU JUYUB'
JUNAJPU_JUYUB',Junajpu Juyub',topónimo,eng,HUNAHPU
JUNAJPU_JUYUB',Junajpu Juyub',topónimo,spa,HUNAHPU
JUNAJPU_K'OY,Junajpu K'oy,canto,quc,JUNAJPU K'OY
JUNAJPU_K'OY,Junajpu K'oy,canto,eng,HUNAHPU SPIDER MONKEY
JUNAJPU_K'OY,Junajpu K'oy,canto,spa,HUN AHPU COY
JUNAJPU_UTIW,Junajpu Utiw,deidad,quc,JUNAJPU UTIW
JUNAJPU_UTIW,Junajpu Utiw,deidad,eng,HUNAHPU COYOTE
JUNAJPU_UTIW,Junajpu Utiw,deidad,spa,HUN AHPU VTIU
JUNAJPU_WUCH,Junajpu Wuch',deidad,quc,JUNAJPU WUCH'
JUNAJPU_WUCH,Junajpu Wuch',deidad,quc,JUNAJPU WUCH
JUNAJPU_WUCH,Junajpu Wuch',deidad,eng,HUNAHPU POSSUM
JUNAJPU_WUCH,Junajpu Wuch',deidad,spa,HUN AHPU VUCH
JURAQAN_TUKUR,Juraqan Tukur,deidad,quc,JURAQAN TUKUR
JURAQAN_TUKUR,Juraqan Tukur,deidad,eng,ONE LEG OWL
JURAQAN_TUKUR,Juraqan Tukur,deidad,spa,TECOLOTE DE VNA PIERNA
K'AJB'A_JA,K'ajb'a Ja,lugar,quc,K'AJB'A JA
K'AJB'A_JA,K'ajb'a Ja,lugar,eng,SACRIFICE HOUSE
K'AJB'A_JA,K'ajb'a Ja,lugar,spa,CAHBAHA
K'AJIM_JAL,K'ajim Jal,objeto,quc,K'AJIM JAL
K'AJIM_JAL,K'ajim Jal,objeto,eng,MAIZE FLOUR
K'AJIM_JAL,K'ajim Jal,objeto,spa,HARINA
K'AJOLOM,K'ajolom,deidad,quc,K'AJOLOM
K'AJOLOM,K'ajolom,deidad,eng,HE WHO HAS BEGOTTEN SONS
K'AJOLOM,K'ajolom,deidad,spa,QAHOLOM
K'ANTI',K'anti',animal,quc,K'ANTI'
K'ANTI',K'anti',animal,eng,PIT VIPER
K'ANTI',K'anti',animal,spa,CANTÍ
K'ASAM_AJ,K'asam Aj,lugar,quc,K'ASAM AJ
K'ASAM_AJ,K'asam Aj,lugar,eng,REVITALIZED UNRIPE MAIZE EARS
K'ASAM_AJ,K'asam Aj,lugar,spa,"CAZAM AH, CAÑAS PUESTAS"
K'AWEX,K'awex,objeto,quc,K'AWEX
K'AWEX,K'awex,objeto,eng,ANONAS
K'AWEX,K'awex,objeto,spa,ANONAS
K'AYALA',K'ayala',topónimo,quc,K'AYALA'
K'AYALA',K'ayala',topónimo,eng,BITTER OR STAGNANT WATER
K'AYALA',K'ayala',topónimo,spa,CAYALA
K'EL,K'el,animal,quc,K'EL
K'EL,K'el,animal,eng,PARAKEET
K'EL,K'el,animal,spa,EL CHOCOY
K'ELETZU,K'eletzu,animal,quc,K'ELETZU
K'ELETZU,K'eletzu,animal,eng,PARROT
K'ELETZU,K'eletzu,animal,spa,QUELEꜨU
K'ENECH_AJAW,K'enech Ajaw,linaje,quc,K'ENECH AJAW
K'ENECH_AJAW,K'enech Ajaw,linaje,eng,SUN-EYED
K'ENECH_AJAW,K'enech Ajaw,linaje,eng,FACED LORD
K'ENECH_AJAW,K'enech Ajaw,linaje,spa,"QUENECH, AHAU"
K'IM,K'im,objeto,quc,K'IM
K'IM,K'im,objeto,eng,GRASSES
K'IM,K'im,objeto,spa,LA PAJA
K'O'AJAW_AKDOS,K'o'ajaw (gen. 2),persona,quc,K'O'AJAW (GEN. 2)
K'O'AJAW_AKDOS,K'o'ajaw (gen. 2),persona,quc,K'O'AJAW AKDOS
K'O'AJAW_AKDOS,K'o'ajaw (gen. 2),persona,eng,LORD
K'O'AJAW_AKDOS,K'o'ajaw (gen. 2),persona,eng,SIR LORD
K'O'AJAW_AKDOS,K'o'ajaw (gen. 2),persona,spa,QOAHAU
K'O'AKUL,K'o'akul,linaje,quc,K'O'AKUL
K'O'AKUL,K'o'akul,linaje,eng,CO ACUL
K'O'AKUL,K'o'akul,linaje,spa,COACUL
K'O'AKUL_NJDOS,K'o'akul (gen. 2),persona,quc,K'O'AKUL (GEN. 2)
K'O'AKUL_NJDOS,K'o'akul (gen. 2),persona,quc,K'O'AKUL NJDOS
K'O'AKUL_NJDOS,K'o'akul (gen. 2),persona,eng,CO ACUL
K'O'AKUL_NJDOS,K'o'akul (gen. 2),persona,spa,COACUL
K'O'AKUTEK_NJDOS,K'o'akutek (gen. 2),persona,quc,K'O'AKUTEK (GEN. 2)
K'O'AKUTEK_NJDOS,K'o'akutek (gen. 2),persona,quc,K'O'AKUTEK NJDOS
K'O'AKUTEK_NJDOS,K'o'akutek (gen. 2),persona,eng,CO ACUTEC
K'O'AKUTEK_NJDOS,K'o'akutek (gen. 2),persona,spa,QOACUTEC
K'OCHAJUJ,K'ochajuj,linaje,quc,K'OCHAJUJ
K'OCHAJUJ,K'ochajuj,linaje,eng,LORD GUARDIAN
K'OCHAJUJ,K'ochajuj,linaje,spa,COCHAHUH
K'OCHAJUJ_NJTRES,K'ochajuj (gen. 3),persona,quc,K'OCHAJUJ (GEN. 3)
K'OCHAJUJ_NJTRES,K'ochajuj (gen. 3),persona,quc,K'OCHAJUJ NJTRES
K'OCHAJUJ_NJTRES,K'ochajuj (gen. 3),persona,eng,LORD GUARDIAN
K'OCHAJUJ_NJTRES,K'ochajuj (gen. 3),persona,spa,COCHAHUH
K'OJAJ,K'ojaj,linaje,quc,K'OJAJ
K'OJAJ,K'ojaj,linaje,eng,MASKER
K'OJAJ,K'ojaj,linaje,spa,COHAH
K'OKA'IB_KQDOS,K'oka'ib (gen. 2),persona,quc,K'OKA'IB (GEN. 2)
K'OKA'IB_KQDOS,K'oka'ib (gen. 2),persona,quc,K'OKA'IB KQDOS
K'OKA'IB_KQDOS,K'oka'ib (gen. 2),persona,eng,LORD TWO
K'OKA'IB_KQDOS,K'oka'ib (gen. 2),persona,spa,QOCAÍB
K'OKAMEL_AKSIETE,K'okamel (gen. 7),persona,quc,K'OKAMEL (GEN. 7)
K'OKAMEL_AKSIETE,K'okamel (gen. 7),persona,quc,K'OKAMEL AKSIETE
K'OKAMEL_AKSIETE,K'okamel (gen. 7),persona,eng,LORD HUMBLE
K'OKAMEL_AKSIETE,K'okamel (gen. 7),persona,spa,COCAMEL
K'OKOSOM_AKCUATRO,K'okosom (gen. 4),persona,quc,K'OKOSOM (GEN. 4)
K'OKOSOM_AKCUATRO,K'okosom (gen. 4),persona,quc,K'OKOSOM AKCUATRO
K'OKOSOM_AKCUATRO,K'okosom (gen. 4),persona,eng,LORD THICKET
K'OKOSOM_AKCUATRO,K'okosom (gen. 4),persona,eng,BRAMBLE
K'OKOSOM_AKCUATRO,K'okosom (gen. 4),persona,eng,CHAFF
K'OKOSOM_AKCUATRO,K'okosom (gen. 4),persona,spa,COCOZOM
K'OOL,K'ool,lugar,quc,K'OOL
K'OOL,K'ool,lugar,eng,MAY IT BE SOWN
K'OOL,K'ool,lugar,spa,SE SEMBRARA
K'OQAWIB_KQDOS,K'oqawib (gen. 2),persona,quc,K'OQAWIB (GEN. 2)
K'OQAWIB_KQDOS,K'oqawib (gen. 2),persona,quc,K'OQAWIB KQDOS
K'OQAWIB_KQDOS,K'oqawib (gen. 2),persona,eng,LORD ADORNMENT
K'OQAWIB_KQDOS,K'oqawib (gen. 2),persona,spa,"QOCAUÍB, COCAUÍB"
K'OTAL,K'otal,animal,quc,K'OTAL
K'OTAL,K'otal,animal,eng,EAGLE
K'OTAL,K'otal,animal,spa,AGUÍLA
K'OTK'OWACH,K'otk'owach,animal,quc,K'OTK'OWACH
K'OTK'OWACH,K'otk'owach,animal,eng,CHISELERS OF FACES
K'OTK'OWACH,K'otk'owach,animal,spa,COTCOVACH
K'OTUJA_KQCUATRO,K'otuja (gen. 4),persona,quc,K'OTUJA (GEN. 4)
K'OTUJA_KQCUATRO,K'otuja (gen. 4),persona,quc,K'OTUJA KQCUATRO
K'OTUJA_KQCUATRO,K'otuja (gen. 4),persona,eng,LORD SWEATBATH
K'OTUJA_KQCUATRO,K'otuja (gen. 4),persona,spa,COTUHA
K'OTUJA_KQCINCO,K'otuja (gen. 5),persona,quc,K'OTUJA (GEN. 5)
K'OTUJA_KQCINCO,K'otuja (gen. 5),persona,quc,K'OTUJA KQCINCO
K'OTUJA_KQCINCO,K'otuja (gen. 5),persona,eng,LORD SWEATBATH
K'OTUJA_KQCINCO,K'otuja (gen. 5),persona,spa,COTUHA
K'OTUJA_NJCINCO,K'otuja (gen. 5),persona,quc,K'OTUJA (GEN. 5)
K'OTUJA_NJCINCO,K'otuja (gen. 5),persona,quc,K'OTUJA NJCINCO
K'OTUJA_NJCINCO,K'otuja (gen. 5),persona,eng,LORD SWEATBATH
K'OTUJA_NJCINCO,K'otuja (gen. 5),persona,spa,COTUHA
K'OTUJA_NJOCHO,K'otuja (gen. 8),persona,quc,K'OTUJA (GEN. 8)
K'OTUJA_NJOCHO,K'otuja (gen. 8),persona,quc,K'OTUJA NJOCHO
K'OTUJA_NJOCHO,K'otuja (gen. 8),persona,eng,LORD SWEATBATH
K'OTUJA_NJOCHO,K'otuja (gen. 8),persona,spa,COTUHA
K'OTZ'IB'AJA_NJTRES,K'otz'ib'aja (gen. 3),persona,quc,K'OTZ'IB'AJA (GEN. 3)
K'OTZ'IB'AJA_NJTRES,K'otz'ib'aja (gen. 3),persona,quc,K'OTZ'IB'AJA NJTRES
K'OTZ'IB'AJA_NJTRES,K'otz'ib'aja (gen. 3),persona,eng,LORD WRITING
K'OTZ'IB'AJA_NJTRES,K'otz'ib'aja (gen. 3),persona,eng,PAINTING HOUSE
K'OTZ'IB'AJA_NJTRES,K'otz'ib'aja (gen. 3),persona,spa,COꜨÍBAHA
K'OY,K'oy,animal,quc,K'OY
K'OY,K'oy,animal,eng,MONKEY
K'OY,K'oy,animal,spa,"MÍCO, MONO"
K'OYABAKOJ_AKOCHO,K'oyabakoj (gen. 8),persona,quc,K'OYABAKOJ (GEN. 8)
K'OYABAKOJ_AKOCHO,K'oyabakoj (gen. 8),persona,quc,K'OYABAKOJ AKOCHO
K'OYABAKOJ_AKOCHO,K'oyabakoj (gen. 8),persona,eng,LORD SICK PUMA
K'OYABAKOJ_AKOCHO,K'oyabakoj (gen. 8),persona,spa,COYABACOH
K'ULB'A,K'ulb'a,topónimo,quc,K'ULB'A
K'ULB'A,K'ulb'a,topónimo,eng,LANDMARK
K'ULB'A,K'ulb'a,topónimo,spa,CULBA
K'ULKU_SIWAN,K'ulku Siwan,topónimo,quc,K'ULKU SIWAN
K'ULKU_SIWAN,K'ulku Siwan,topónimo,eng,MURMURING CANYON
K'ULKU_SIWAN,K'ulku Siwan,topónimo,spa,FUERTE VARRANCA
K'US_B'US,K'us B'us,objeto,quc,K'US B'US
K'US_B'US,K'us B'us,objeto,eng,TOBACCO GOURD
K'US_B'US,K'us B'us,objeto,spa,"QUZ, BUZ"
KA',Ka',objeto,quc,KA'
KA',Ka',objeto,eng,GRINDING STONES
KA',Ka',objeto,spa,LAS PIEDRAS DE MOLER
KA'IB_K'AJOLAB',Ka'ib' K'ajolab',grupo de deidades,quc,KA'IB' K'AJOLAB'
KA'IB_K'AJOLAB',Ka'ib' K'ajolab',grupo de deidades,quc,KA'IB K'AJOLAB'
KA'IB_K'AJOLAB',Ka'ib' K'ajolab',grupo de deidades,eng,TWO BOYS
KA'IB_K'AJOLAB',Ka'ib' K'ajolab',grupo de deidades,eng,HERO TWINS
KA'IB_K'AJOLAB',Ka'ib' K'ajolab',grupo de deidades,spa,DOS MUCHACHOS
KA'MUL_ALOM,Ka'mul Alom,deidad,quc,KA'MUL ALOM
KA'MUL_ALOM,Ka'mul Alom,deidad,eng,GREAT SHE WHO HAS BORNE CHILDREN
KA'MUL_ALOM,Ka'mul Alom,deidad,spa,DOS VEZES MADRE
KA'MUL_K'AJOLOM,Ka'mul K'ajolom,deidad,quc,KA'MUL K'AJOLOM
KA'MUL_K'AJOLOM,Ka'mul K'ajolom,deidad,eng,GREAT HE WHO HAS BEGOTTEN SONS
KA'MUL_K'AJOLOM,Ka'mul K'ajolom,deidad,spa,DOS VEZES PADRE
KAB',Kab',objeto,quc,KAB'
KAB',Kab',objeto,eng,HONEY
KAB',Kab',objeto,spa,MÍEL
KAB'AWIL_POM,Kab'awil Pom,objeto,quc,KAB'AWIL POM
KAB'AWIL_POM,Kab'awil Pom,objeto,eng,DIVINE COPAL INCENSE
KAB'AWIL_POM,Kab'awil Pom,objeto,spa,CABAUÍL POM
KAB'RAQAN,Kab'raqan,deidad,quc,KAB'RAQAN
KAB'RAQAN,Kab'raqan,deidad,eng,HIS TWO LEGS
KAB'RAQAN,Kab'raqan,deidad,eng,EARTHQUAKE
KAB'RAQAN,Kab'raqan,deidad,spa,CABRACAN
KAJ,Kaj,objeto,quc,KAJ
KAJ,Kaj,objeto,eng,AXE
KAJ,Kaj,objeto,spa,LA HACHA
KAJIB'_UNIM_JA,Kajib' unim ja,linaje,quc,KAJIB' UNIM JA
KAJIB'_UNIM_JA,Kajib' unim ja,linaje,eng,FOUR GREAT HOUSES
KAJIB'_UNIM_JA,Kajib' unim ja,linaje,spa,QUATRO CASAS GRANDES
KAK'IXA_JA',Kak'ixa Ja',persona,quc,KAK'IXA JA'
KAK'IXA_JA',Kak'ixa Ja',persona,eng,MACAW HOUSE
KAK'IXA_JA',Kak'ixa Ja',persona,spa,"CAQÚÍXA HA, CAQUÍXHA"
KAKAW,Kakaw,objeto,quc,KAKAW
KAKAW,Kakaw,objeto,eng,CHOCOLATE
KAKAW,Kakaw,objeto,spa,CACAO
KAMALOTZ',Kamalotz',animal,quc,KAMALOTZ'
KAMALOTZ',Kamalotz',animal,eng,DEATH KNIVES
KAMALOTZ',Kamalotz',animal,spa,CAMALOTZ
KANCHAJELEB',Kanchajeleb',linaje,quc,KANCHAJELEB'
KANCHAJELEB',Kanchajeleb',linaje,eng,WAR CAPTIVE GUARDIANS
KANCHAJELEB',Kanchajeleb',linaje,spa,CAN CHAHELEB
KAQ,Kaq,deidad,quc,KAQ
KAQ,Kaq,deidad,eng,RED
KAQ,Kaq,deidad,spa,COLORADO
KAQA_B'E,Kaqa b'e (camino rojo),lugar,quc,KAQA B'E (CAMINO ROJO)
KAQA_B'E,Kaqa b'e (camino rojo),lugar,quc,KAQA B'E
KAQA_B'E,Kaqa b'e (camino rojo),lugar,eng,RED WAY
KAQA_B'E,Kaqa b'e (camino rojo),lugar,spa,COLORADO
KAQA_PALO_JA',Kaqa palo ja',persona,quc,KAQA PALO JA'
KAQA_PALO_JA',Kaqa palo ja',persona,eng,SKY SEA HORSE
