entity_id,label,type,edition,mention_count,locations
ISTAYUL_KQCUATRO,Istayul (gen. 4),persona,ximenez,10,"[""19"", ""20"", ""24"", ""40"", ""73"", ""80"", ""81"", ""87""]"
ISTAYUL_KQOCHO,Istayul (gen. 8),persona,ajtzibab,1,"[""6151""]"
ISTAYUL_KQOCHO,Istayul (gen. 8),persona,christenson_ximenez,1,"[""89""]"
ISTAYUL_KQOCHO,Istayul (gen. 8),persona,tedlock,1,"[""5.339""]"
ISTAYUL_KQOCHO,Istayul (gen. 8),persona,ximenez,1,"[""87""]"
ISTAYUL_KQSEIS,Istayul (gen. 6),persona,christenson_ximenez,4,"[""74"", ""81"", ""89"", ""92""]"
ISTAYUL_KQSEIS,Istayul (gen. 6),persona,ximenez,4,"[""73"", ""80"", ""87"", ""90""]"
ISTAYUL_NJSIETE,Istayul (gen. 7),persona,recinos,1,"[""4.7.3""]"
IXB'ALAMQ'E,IXB'ALAMQ'E,,christenson_english_prose,72,"[""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""20"", ""22"", ""23"", ""24"", ""25"", ""27"", ""29"", ""30"", ""33"", ""34"", ""35"", ""37"", ""38"", ""39"", ""40""]"
IXB'ALAMQ'E,IXB'ALAMQ'E,,christenson_ximenez,68,"[""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""21"", ""23"", ""24"", ""25"", ""26"", ""27"", ""29"", ""31"", ""32"", ""35"", ""36"", ""37"", ""39"", ""40"", ""41"", ""42""]"
IXB'ALAMQ'E,IXB'ALAMQ'E,,tedlock,73,"[""2.0"", ""2.185"", ""2.186"", ""2.189"", ""2.202"", ""2.208"", ""2.214"", ""2.244"", ""2.25"", ""2.250"", ""2.251"", ""2.266"", ""2.278"", ""2.283"", ""2.297"", ""2.313"", ""2.315"", ""2.41"", ""2.90"", ""3.0"", ""3.1"", ""3.1023"", ""3.1027"", ""3.1032"", ""3.1035"", ""3.1055"", ""3.1062"", ""3.1082"", ""3.1093"", ""3.191"", ""3.251"", ""3.293"", ""3.297"", ""3.314"", ""3.317"", ""3.319"", ""3.321"", ""3.322"", ""3.342"", ""3.348"", ""3.353"", ""3.371"", ""3.378"", ""3.391"", ""3.400"", ""3.411"", ""3.447"", ""3.453"", ""3.472"", ""3.481"", ""3.51"", ""3.554"", ""3.604"", ""3.675"", ""3.676"", ""3.696"", ""3.741"", ""3.764"", ""3.800"", ""3.813"", ""3.843"", ""3.849"", ""3.853"", ""3.854"", ""3.875"", ""3.877"", ""3.887"", ""3.890"", ""3.900"", ""3.904"", ""3.906"", ""3.923"", ""3.974""]"
IXB'ALAMQ'E,IXB'ALAMQ'E,,ximenez,66,"[""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""20"", ""22"", ""23"", ""24"", ""25"", ""26"", ""28"", ""30"", ""31"", ""34"", ""35"", ""36"", ""38"", ""39"", ""40"", ""41""]"
IXB'AQIYALO,Ixb'aqiyalo,deidad,christenson_ximenez,3,"[""26"", ""27"", ""48""]"
IXB'AQIYALO,Ixb'aqiyalo,deidad,ximenez,3,"[""25"", ""26"", ""47""]"
IXIM,Ixim,objeto,ajtzibab,6,"[""2346"", ""315"", ""319"", ""332"", ""335"", ""698""]"
IXIM,Ixim,objeto,christenson,9,"[""1145"", ""1148"", ""1149"", ""3238"", ""572"", ""584"", ""5851"", ""613"", ""619""]"
IXIM,Ixim,objeto,christenson_ximenez,8,"[""12"", ""27"", ""8""]"
IXIM,Ixim,objeto,colop,9,"[""18"", ""28"", ""4"", ""7""]"
IXIM,Ixim,objeto,ximenez,8,"[""11"", ""26"", ""7""]"
IXKAKAW,Ixkakaw,deidad,christenson_english_prose,1,"[""22""]"
IXKAKAW,Ixkakaw,deidad,ximenez,1,"[""22""]"
IXKIK',Ixkik',deidad,christenson,2,"[""2380"", ""2394""]"
IXKIK',Ixkik',deidad,christenson_english_prose,3,"[""20"", ""22"", ""23""]"
IXKIK',Ixkik',deidad,christenson_ximenez,67,"[""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""25"", ""26"", ""31"", ""40"", ""48"", ""5"", ""51"", ""57"", ""65"", ""67"", ""71"", ""74"", ""83"", ""86"", ""87"", ""9""]"
IXKIK',Ixkik',deidad,ximenez,67,"[""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""24"", ""25"", ""30"", ""39"", ""4"", ""47"", ""50"", ""56"", ""64"", ""66"", ""70"", ""73"", ""8"", ""85"", ""86""]"
IXMUKANE,Ixmukane,deidad,ajtzibab,38,"[""1809"", ""1810"", ""1811"", ""1814"", ""1816"", ""1824"", ""1834"", ""1839"", ""1840"", ""1847"", ""1891"", ""1893"", ""1899"", ""1904"", ""1915"", ""1925"", ""1982"", ""2074"", ""2096"", ""2097"", ""2099"", ""2120"", ""2135"", ""2137"", ""2173"", ""23"", ""2401"", ""2470"", ""2473"", ""25"", ""26"", ""298"", ""320"", ""322"", ""617"", ""618"", ""621"", ""717""]"
IXMUKANE,Ixmukane,deidad,christenson,43,"[""1050"", ""1051"", ""1055"", ""1058"", ""1080"", ""1090"", ""1103"", ""1174"", ""2525"", ""2527"", ""2529"", ""2532"", ""2534"", ""2546"", ""2562"", ""2569"", ""2570"", ""2578"", ""2642"", ""2643"", ""2648"", ""2653"", ""2673"", ""2684"", ""2771"", ""2884"", ""2915"", ""2916"", ""2918"", ""2951"", ""2969"", ""2972"", ""3021"", ""31"", ""3303"", ""3379"", ""3382"", ""3388"", ""35"", ""37"", ""535"", ""588"", ""593""]"
IXMUKANE,Ixmukane,deidad,christenson_english_prose,16,"[""1"", ""16"", ""17"", ""27"", ""40"", ""42"", ""46"", ""47"", ""6"", ""7""]"
IXMUKANE,Ixmukane,deidad,christenson_ximenez,121,"[""12"", ""17"", ""18"", ""2"", ""23"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""42"", ""46"", ""49"", ""50"", ""51"", ""7"", ""8""]"
IXMUKANE,Ixmukane,deidad,colop,38,"[""0"", ""16"", ""17"", ""18"", ""20"", ""4"", ""7""]"
IXMUKANE,Ixmukane,deidad,tedlock,17,"[""1.101"", ""1.108"", ""1.2"", ""1.96"", ""1.97"", ""1.99"", ""3.1092"", ""3.5"", ""3.522"", ""3.6"", ""3.76"", ""4.115"", ""4.17"", ""4.59""]"
IXMUKANE,Ixmukane,deidad,ximenez,117,"[""1"", ""11"", ""16"", ""17"", ""22"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""41"", ""45"", ""48"", ""49"", ""50"", ""6"", ""7""]"
IXOQ_AJAWAB',Ixoq ajawab',linaje,christenson_english_prose,14,"[""47"", ""57"", ""63"", ""64"", ""65"", ""67""]"
IXOQ_AJAWAB',Ixoq ajawab',linaje,christenson_ximenez,33,"[""12"", ""13"", ""27"", ""42"", ""5"", ""51"", ""58"", ""61"", ""62"", ""68"", ""69"", ""70"", ""71"", ""73"", ""74""]"
IXOQ_AJAWAB',Ixoq ajawab',linaje,colop,1,"[""26""]"
IXOQ_AJAWAB',Ixoq ajawab',linaje,recinos,1,"[""3.3.4""]"
IXOQ_AJAWAB',Ixoq ajawab',linaje,tedlock,16,"[""4.442"", ""4.455"", ""4.667"", ""4.67"", ""4.671"", ""4.684"", ""4.71"", ""4.719"", ""4.736"", ""4.76"", ""5.3"", ""5.306"", ""5.41""]"
IXOQ_AJAWAB',Ixoq ajawab',linaje,ximenez,34,"[""11"", ""12"", ""26"", ""4"", ""41"", ""50"", ""57"", ""60"", ""61"", ""67"", ""68"", ""69"", ""70"", ""72"", ""73""]"
IXPUCH',Ixpuch',deidad,ajtzibab,7,"[""4906"", ""4908"", ""4952"", ""4978"", ""4997"", ""5028"", ""5036""]"
IXPUCH',Ixpuch',deidad,christenson,7,"[""6698"", ""6701"", ""6762"", ""6801"", ""6825"", ""6869"", ""6881""]"
IXPUCH',Ixpuch',deidad,christenson_english_prose,7,"[""59"", ""60"", ""61""]"
IXPUCH',Ixpuch',deidad,christenson_ximenez,7,"[""65"", ""66"", ""67""]"
IXPUCH',Ixpuch',deidad,colop,7,"[""32"", ""33""]"
IXPUCH',Ixpuch',deidad,recinos,7,"[""4.2.49"", ""4.2.50"", ""4.2.63"", ""4.2.71"", ""4.2.76"", ""4.2.90"", ""4.2.93""]"
IXPUCH',Ixpuch',deidad,tedlock,7,"[""4.530"", ""4.531"", ""4.551"", ""4.565"", ""4.570"", ""4.586"", ""4.591""]"
IXPUCH',Ixpuch',deidad,ximenez,7,"[""64"", ""65"", ""66""]"
IXQ'ANIL,Ixq'anil,deidad,christenson_ximenez,1,"[""23""]"
IXQ'ANIL,Ixq'anil,deidad,ximenez,1,"[""22""]"
IXTAJ,Ixtaj,deidad,christenson,1,"[""4993""]"
IXTAJ,Ixtaj,deidad,christenson_english_prose,7,"[""59"", ""60"", ""61""]"
IXTAJ,Ixtaj,deidad,christenson_ximenez,9,"[""36"", ""65"", ""66"", ""67""]"
IXTAJ,Ixtaj,deidad,tedlock,7,"[""4.530"", ""4.531"", ""4.551"", ""4.565"", ""4.570"", ""4.586"", ""4.591""]"
IXTAJ,Ixtaj,deidad,ximenez,7,"[""64"", ""65"", ""66""]"
IXTAJ_IXPUCH,IXTAJ_IXPUCH,,christenson_ximenez,9,"[""65"", ""66"", ""67""]"
IXTAJ_IXPUCH,IXTAJ_IXPUCH,,ximenez,9,"[""64"", ""65"", ""66""]"
IXTAJ_IXPUCH',Ixtaj Ixpuch',grupo de deidades,ajtzibab,2,"[""5589"", ""6038""]"
IXTAJ_IXPUCH',Ixtaj Ixpuch',grupo de deidades,christenson,17,"[""2269"", ""2273"", ""2345"", ""2391"", ""5282"", ""6667"", ""6670"", ""6681"", ""6717"", ""7525"", ""7529"", ""7681"", ""7689"", ""7748"", ""7762"", ""8341"", ""8362""]"
IXTAJ_IXPUCH',Ixtaj Ixpuch',grupo de deidades,christenson_ximenez,22,"[""51"", ""65"", ""66"", ""67"", ""73"", ""74"", ""75"", ""87""]"
IXTAJ_IXPUCH',Ixtaj Ixpuch',grupo de deidades,colop,4,"[""32"", ""37"", ""43""]"
IXTAJ_IXPUCH',Ixtaj Ixpuch',grupo de deidades,tedlock,4,"[""2.26"", ""2.297"", ""2.4"", ""3.483""]"
IXTAJ_IXPUCH',Ixtaj Ixpuch',grupo de deidades,ximenez,20,"[""50"", ""64"", ""65"", ""66"", ""72"", ""73"", ""74"", ""86""]"
IXTOJ,Ixtoj,deidad,christenson_ximenez,1,"[""23""]"
IXTOJ,Ixtoj,deidad,ximenez,1,"[""22""]"
IXTZIYA',Ixtziya',deidad,colop,1,"[""16""]"
IXTZIYA',Ixtziya',deidad,ximenez,1,"[""22""]"
JA'_SIMAJ,Ja' Simaj,topónimo,ajtzibab,1,"[""1398""]"
JA'_SIMAJ,Ja' Simaj,topónimo,christenson,1,"[""2045""]"
JA'_SIMAJ,Ja' Simaj,topónimo,christenson_ximenez,1,"[""19""]"
JA'_SIMAJ,Ja' Simaj,topónimo,colop,1,"[""13""]"
JA'_SIMAJ,Ja' Simaj,topónimo,ximenez,1,"[""18""]"
JAL,Jal,objeto,ajtzibab,5,"[""1881"", ""1883"", ""1884"", ""3735"", ""6150""]"
JAL,Jal,objeto,christenson,17,"[""2039"", ""2044"", ""2629"", ""2631"", ""2632"", ""3586"", ""4863"", ""4864"", ""4873"", ""4874"", ""4888"", ""4893"", ""4894"", ""4916"", ""4932"", ""8541""]"
JAL,Jal,objeto,christenson_english_prose,44,"[""11"", ""22"", ""25"", ""40"", ""42"", ""54"", ""7"", ""78"", ""8""]"
JAL,Jal,objeto,christenson_ximenez,15,"[""23"", ""31"", ""37"", ""45"", ""46"", ""89""]"
JAL,Jal,objeto,colop,16,"[""13"", ""16"", ""21"", ""25"", ""44""]"
JAL,Jal,objeto,ximenez,15,"[""22"", ""30"", ""36"", ""44"", ""45"", ""87""]"
JAQAWITZ,Jaqawitz,deidad,ajtzibab,43,"[""4043"", ""4061"", ""4378"", ""4391"", ""4415"", ""4417"", ""4419"", ""4422"", ""4423"", ""4436"", ""4474"", ""4485"", ""4545"", ""4559"", ""4598"", ""4631"", ""4684"", ""4738"", ""4740"", ""4742"", ""4746"", ""4762"", ""4803"", ""4809"", ""4811"", ""4827"", ""4842"", ""4854"", ""4910"", ""4923"", ""4950"", ""5060"", ""5177"", ""5250"", ""5254"", ""5335"", ""5352"", ""5439"", ""5450"", ""5468"", ""5971"", ""6062"", ""6255""]"
JAQAWITZ,Jaqawitz,deidad,christenson,44,"[""5403"", ""5435"", ""5586"", ""5858"", ""5883"", ""5914"", ""5915"", ""5918"", ""5922"", ""5923"", ""5945"", ""6014"", ""6043"", ""6149"", ""6183"", ""6242"", ""6296"", ""6373"", ""6465"", ""6470"", ""6479"", ""6486"", ""6512"", ""6568"", ""6579"", ""6584"", ""6611"", ""6635"", ""6650"", ""6707"", ""6725"", ""6760"", ""6915"", ""7082"", ""7191"", ""7197"", ""7309"", ""7337"", ""7461"", ""7483"", ""7512"", ""8249"", ""8397"", ""8701""]"
JAQAWITZ,Jaqawitz,deidad,christenson_english_prose,43,"[""49"", ""50"", ""51"", ""54"", ""55"", ""56"", ""57"", ""58"", ""59"", ""60"", ""61"", ""62"", ""63"", ""64"", ""67"", ""78"", ""79"", ""86""]"
JAQAWITZ,Jaqawitz,deidad,christenson_ximenez,40,"[""104"", ""53"", ""54"", ""55"", ""58"", ""59"", ""61"", ""62"", ""64"", ""65"", ""66"", ""67"", ""69"", ""73"", ""74"", ""86"", ""87""]"
JAQAWITZ,Jaqawitz,deidad,recinos,41,"[""3.10.1"", ""3.10.19"", ""3.4.15"", ""3.4.21"", ""3.5.34"", ""3.7.17"", ""3.8.1"", ""3.8.11"", ""3.8.12"", ""3.8.14"", ""3.8.18"", ""3.8.31"", ""3.9.23"", ""3.9.28"", ""3.9.40"", ""4.1.11"", ""4.1.12"", ""4.1.15"", ""4.1.9"", ""4.11.3"", ""4.11.31"", ""4.12.71"", ""4.2.17"", ""4.2.18"", ""4.2.19"", ""4.2.23"", ""4.2.28"", ""4.2.33"", ""4.2.50"", ""4.2.55"", ""4.2.63"", ""4.3.8"", ""4.4.20"", ""4.5.21"", ""4.5.26"", ""4.6.14"", ""4.6.18"", ""4.6.24""]"
JAQAWITZ,Jaqawitz,deidad,tedlock,46,"[""4.132"", ""4.139"", ""4.197"", ""4.284"", ""4.291"", ""4.302"", ""4.303"", ""4.304"", ""4.306"", ""4.307"", ""4.314"", ""4.334"", ""4.339"", ""4.371"", ""4.376"", ""4.396"", ""4.410"", ""4.431"", ""4.456"", ""4.460"", ""4.465"", ""4.488"", ""4.490"", ""4.492"", ""4.498"", ""4.506"", ""4.512"", ""4.531"", ""4.539"", ""4.551"", ""4.602"", ""4.663"", ""4.696"", ""4.698"", ""4.735"", ""4.743"", ""4.746"", ""5.167"", ""5.275"", ""5.304"", ""5.31"", ""5.37"", ""5.409"", ""5.45""]"
JAQAWITZ,Jaqawitz,deidad,ximenez,39,"[""52"", ""53"", ""54"", ""57"", ""58"", ""60"", ""61"", ""63"", ""64"", ""65"", ""66"", ""68"", ""69"", ""72"", ""73"", ""85"", ""94""]"
JAQAWITZ_JUYUB,Jaqawitz Juyub',topónimo,christenson_english_prose,102,"[""10"", ""11"", ""12"", ""13"", ""14"", ""19"", ""2"", ""21"", ""23"", ""24"", ""25"", ""28"", ""29"", ""3"", ""34"", ""38"", ""39"", ""40"", ""42"", ""43"", ""46"", ""47"", ""49"", ""50"", ""51"", ""52"", ""54"", ""55"", ""56"", ""57"", ""59"", ""6"", ""61"", ""63"", ""64"", ""65"", ""67"", ""68"", ""7"", ""70"", ""71"", ""75"", ""76"", ""77"", ""78"", ""8"", ""80"", ""83"", ""84"", ""85"", ""86"", ""87""]"
JAQAWITZ_JUYUB,Jaqawitz Juyub',topónimo,tedlock,91,"[""1.121"", ""1.128"", ""1.148"", ""1.26"", ""1.38"", ""1.41"", ""1.80"", ""1.88"", ""1.9"", ""2.0"", ""2.159"", ""2.19"", ""2.238"", ""2.245"", ""2.315"", ""2.33"", ""2.8"", ""2.99"", ""3.1041"", ""3.1094"", ""3.1102"", ""3.120"", ""3.129"", ""3.305"", ""3.386"", ""3.398"", ""3.442"", ""3.564"", ""3.613"", ""3.614"", ""3.615"", ""3.702"", ""3.703"", ""3.761"", ""3.93"", ""3.936"", ""3.94"", ""3.954"", ""3.997"", ""4.118"", ""4.128"", ""4.130"", ""4.151"", ""4.153"", ""4.19"", ""4.21"", ""4.215"", ""4.22"", ""4.239"", ""4.26"", ""4.301"", ""4.334"", ""4.344"", ""4.356"", ""4.498"", ""4.560"", ""4.577"", ""4.66"", ""4.686"", ""4.695"", ""4.697"", ""4.710"", ""4.742"", ""4.750"", ""5.139"", ""5.142"", ""5.153"", ""5.254"", ""5.261"", ""5.264"", ""5.269"", ""5.270"", ""5.279"", ""5.326"", ""5.369"", ""5.370"", ""5.385"", ""5.394"", ""5.396"", ""5.406"", ""5.414"", ""5.45"", ""5.86"", ""5.88""]"
JAQAWITZ_JUYUB',JAQAWITZ_JUYUB',,christenson_english_prose,1,"[""55""]"
JAQAWITZ_JUYUB',JAQAWITZ_JUYUB',,christenson_ximenez,88,"[""11"", ""13"", ""14"", ""15"", ""25"", ""27"", ""29"", ""31"", ""37"", ""46"", ""48"", ""49"", ""5"", ""51"", ""52"", ""57"", ""58"", ""59"", ""6"", ""61"", ""62"", ""64"", ""67"", ""68"", ""69"", ""70"", ""73"", ""74"", ""82"", ""83"", ""84"", ""85""]"
JAQAWITZ_JUYUB',JAQAWITZ_JUYUB',,recinos,1,"[""3.8.36""]"
JAQAWITZ_JUYUB',JAQAWITZ_JUYUB',,ximenez,82,"[""10"", ""12"", ""13"", ""14"", ""24"", ""26"", ""30"", ""36"", ""4"", ""45"", ""47"", ""48"", ""5"", ""50"", ""51"", ""56"", ""57"", ""58"", ""60"", ""61"", ""63"", ""66"", ""67"", ""68"", ""69"", ""72"", ""81"", ""82"", ""83"", ""84""]"
JA_CHI_Q'AQ',Ja chi q'aq',lugar,ajtzibab,1,"[""3071""]"
JA_CHI_Q'AQ',Ja chi q'aq',lugar,christenson,1,"[""4038""]"
JA_CHI_Q'AQ',Ja chi q'aq',lugar,christenson_english_prose,1,"[""32""]"
JA_CHI_Q'AQ',Ja chi q'aq',lugar,colop,1,"[""22""]"
JA_CHI_Q'AQ',Ja chi q'aq',lugar,recinos,1,"[""2.10.22""]"
JA_CHI_Q'AQ',Ja chi q'aq',lugar,tedlock,1,"[""3.824""]"
JA_CHI_Q'AQ'',JA_CHI_Q'AQ'',,ximenez,1,"[""33""]"
JOJ,Joj,animal,ajtzibab,1,"[""3726""]"
JOJ,Joj,animal,christenson,1,"[""4870""]"
JOJ,Joj,animal,christenson_english_prose,1,"[""42""]"
JOJ,Joj,animal,christenson_ximenez,1,"[""46""]"
JOJ,Joj,animal,colop,1,"[""25""]"
JOJ,Joj,animal,recinos,1,"[""3.1.7""]"
JOJ,Joj,animal,ximenez,1,"[""45""]"
JOLOM,Jolom,objeto,ajtzibab,5,"[""1251"", ""2870"", ""3207"", ""3228"", ""5428""]"
JOLOM,Jolom,objeto,christenson,36,"[""1853"", ""1955"", ""2228"", ""2231"", ""2235"", ""2240"", ""2246"", ""2254"", ""2261"", ""2301"", ""2323"", ""2325"", ""2353"", ""2414"", ""3091"", ""3810"", ""4087"", ""4097"", ""4102"", ""4128"", ""4155"", ""4156"", ""4178"", ""4185"", ""4205"", ""4209"", ""4210"", ""4555"", ""4596"", ""469"", ""6528"", ""712"", ""7446"", ""7756"", ""7932"", ""805""]"
JOLOM,Jolom,objeto,christenson_english_prose,31,"[""12"", ""19"", ""20"", ""21"", ""25"", ""33"", ""34"", ""38"", ""39"", ""6"", ""66"", ""74""]"
JOLOM,Jolom,objeto,christenson_ximenez,5,"[""17"", ""31"", ""36"", ""72""]"
JOLOM,Jolom,objeto,colop,12,"[""11"", ""12"", ""18"", ""21"", ""22"", ""36""]"
JOLOM,Jolom,objeto,tedlock,40,"[""1.85"", ""2.176"", ""2.214"", ""3.1025"", ""3.140"", ""3.141"", ""3.142"", ""3.143"", ""3.144"", ""3.146"", ""3.148"", ""3.151"", ""3.168"", ""3.178"", ""3.179"", ""3.188"", ""3.212"", ""3.352"", ""3.417"", ""3.451"", ""3.62"", ""3.841"", ""3.852"", ""3.861"", ""3.873"", ""3.880"", ""3.885"", ""3.889"", ""3.891"", ""3.936"", ""5.139"", ""5.197"", ""5.23"", ""5.385"", ""5.393"", ""5.405"", ""5.410""]"
JOLOM,Jolom,objeto,ximenez,5,"[""16"", ""30"", ""35"", ""71""]"
JOLOM_OKOX,Jolom Okox,objeto,ajtzibab,1,"[""4699""]"
JOLOM_OKOX,Jolom Okox,objeto,christenson,1,"[""6406""]"
JOLOM_OKOX,Jolom Okox,objeto,christenson_ximenez,1,"[""62""]"
JOLOM_OKOX,Jolom Okox,objeto,colop,1,"[""30""]"
JOLOM_OKOX,Jolom Okox,objeto,ximenez,1,"[""61""]"
JOLOM_TUKUR,Jolom Tukur,deidad,ajtzibab,2,"[""1316"", ""1327""]"
JOLOM_TUKUR,Jolom Tukur,deidad,christenson,2,"[""1942"", ""1954""]"
JOLOM_TUKUR,Jolom Tukur,deidad,christenson_english_prose,1,"[""17""]"
JOLOM_TUKUR,Jolom Tukur,deidad,christenson_ximenez,2,"[""18""]"
JOLOM_TUKUR,Jolom Tukur,deidad,colop,2,"[""12""]"
JOLOM_TUKUR,Jolom Tukur,deidad,tedlock,2,"[""3.58"", ""3.62""]"
JOLOM_TUKUR,Jolom Tukur,deidad,ximenez,2,"[""17""]"
JOM,Jom,lugar,ajtzibab,18,"[""1208"", ""1335"", ""1337"", ""1339"", ""2413"", ""2431"", ""2433"", ""2487"", ""2539"", ""2543"", ""3128"", ""3189"", ""3201"", ""3216"", ""3227"", ""3245"", ""5664"", ""6191""]"
JOM,Jom,lugar,christenson,18,"[""1784"", ""1964"", ""1968"", ""1973"", ""3320"", ""3339"", ""3341"", ""3400"", ""3454"", ""3458"", ""4098"", ""4165"", ""4178"", ""4194"", ""4208"", ""4228"", ""7806"", ""8595""]"
JOM,Jom,lugar,christenson_english_prose,18,"[""16"", ""17"", ""26"", ""27"", ""29"", ""33"", ""34"", ""70"", ""82""]"
JOM,Jom,lugar,christenson_ximenez,13,"[""17"", ""18"", ""28"", ""29"", ""35"", ""36""]"
JOM,Jom,lugar,colop,16,"[""11"", ""12"", ""19"", ""20"", ""22"", ""38"", ""46""]"
JOM,Jom,lugar,recinos,2,"[""4.12.29"", ""4.8.14""]"
JOM,Jom,lugar,ximenez,13,"[""16"", ""17"", ""27"", ""28"", ""34"", ""35"", ""88""]"
JULISNAB',Julisnab',topónimo,ajtzibab,1,"[""543""]"
JULISNAB',Julisnab',topónimo,christenson,1,"[""955""]"
JULISNAB',Julisnab',topónimo,christenson_english_prose,1,"[""10""]"
JULISNAB',Julisnab',topónimo,christenson_ximenez,1,"[""11""]"
JULISNAB',Julisnab',topónimo,colop,1,"[""7""]"
JULISNAB',Julisnab',topónimo,recinos,1,"[""1.5.7""]"
JULISNAB',Julisnab',topónimo,tedlock,1,"[""2.10""]"
JULISNAB',Julisnab',topónimo,ximenez,1,"[""10""]"
JUMETA_JA,Jumeta Ja,topónimo,christenson,1,"[""7536""]"
JUMETA_JA,Jumeta Ja,topónimo,colop,1,"[""37""]"
JUMETA_JA,Jumeta Ja,topónimo,tedlock,1,"[""5.55""]"
JUNAJPU,Junajpu,deidad,ajtzibab,1,"[""901""]"
JUNAJPU,Junajpu,deidad,christenson,79,"[""1007"", ""1012"", ""1015"", ""1018"", ""1022"", ""1041"", ""1043"", ""1162"", ""1165"", ""1383"", ""1389"", ""1401"", ""1429"", ""1439"", ""1452"", ""1512"", ""1528"", ""1534"", ""1580"", ""1602"", ""1612"", ""1660"", ""1706"", ""1712"", ""1722"", ""1728"", ""1916"", ""2301"", ""2368"", ""2521"", ""2665"", ""2677"", ""2737"", ""2761"", ""2767"", ""2775"", ""2843"", ""2863"", ""2885"", ""2931"", ""2955"", ""2996"", ""3035"", ""3073"", ""3185"", ""3203"", ""3250"", ""3268"", ""3460"", ""3573"", ""3707"", ""3711"", ""3747"", ""3812"", ""3814"", ""3819"", ""3870"", ""3981"", ""4015"", ""4082"", ""4088"", ""4090"", ""4091"", ""4102"", ""4128"", ""4153"", ""4178"", ""4184"", ""4205"", ""4210"", ""4235"", ""4242"", ""4436"", ""4663"", ""4758"", ""5314"", ""911"", ""951"", ""996""]"
JUNAJPU,Junajpu,deidad,christenson_ximenez,173,"[""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""29"", ""31"", ""32"", ""35"", ""36"", ""37"", ""39"", ""40"", ""41"", ""42"", ""43"", ""51"", ""59"", ""64"", ""7"", ""70"", ""71"", ""73"", ""75"", ""81"", ""9""]"
JUNAJPU,Junajpu,deidad,colop,79,"[""10"", ""11"", ""12"", ""15"", ""16"", ""17"", ""18"", ""20"", ""21"", ""22"", ""23"", ""24"", ""27"", ""7"", ""8"", ""9""]"
JUNAJPU,Junajpu,deidad,ximenez,166,"[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""28"", ""30"", ""31"", ""34"", ""35"", ""36"", ""38"", ""39"", ""40"", ""41"", ""42"", ""50"", ""6"", ""63"", ""69"", ""70"", ""72"", ""74"", ""8"", ""80""]"
JUNAJPU_JUYUB',Junajpu Juyub',topónimo,christenson_english_prose,87,"[""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""20"", ""22"", ""23"", ""24"", ""25"", ""27"", ""29"", ""30"", ""33"", ""34"", ""35"", ""37"", ""38"", ""39"", ""40"", ""47"", ""76""]"
JUNAJPU_JUYUB',Junajpu Juyub',topónimo,tedlock,90,"[""2.0"", ""2.10"", ""2.185"", ""2.186"", ""2.189"", ""2.202"", ""2.208"", ""2.214"", ""2.244"", ""2.25"", ""2.250"", ""2.251"", ""2.26"", ""2.266"", ""2.278"", ""2.283"", ""2.29"", ""2.297"", ""2.30"", ""2.313"", ""2.315"", ""2.32"", ""2.34"", ""2.40"", ""2.41"", ""2.90"", ""2.91"", ""3.0"", ""3.1"", ""3.1023"", ""3.1029"", ""3.1032"", ""3.1035"", ""3.1055"", ""3.1062"", ""3.1082"", ""3.1093"", ""3.191"", ""3.251"", ""3.293"", ""3.297"", ""3.314"", ""3.317"", ""3.319"", ""3.321"", ""3.322"", ""3.342"", ""3.348"", ""3.353"", ""3.360"", ""3.363"", ""3.371"", ""3.378"", ""3.391"", ""3.400"", ""3.411"", ""3.447"", ""3.453"", ""3.463"", ""3.472"", ""3.481"", ""3.51"", ""3.554"", ""3.604"", ""3.673"", ""3.675"", ""3.676"", ""3.696"", ""3.737"", ""3.738"", ""3.741"", ""3.764"", ""3.800"", ""3.813"", ""3.837"", ""3.841"", ""3.844"", ""3.846"", ""3.852"", ""3.861"", ""3.871"", ""3.880"", ""3.885"", ""3.889"", ""3.891"", ""3.904"", ""3.906"", ""3.923"", ""3.974"", ""4.115""]"
JUNAJPU_K'OY,Junajpu K'oy,canto,christenson,2,"[""2898"", ""2909""]"
JUNAJPU_K'OY,Junajpu K'oy,canto,christenson_english_prose,2,"[""23"", ""24""]"
JUNAJPU_K'OY,Junajpu K'oy,canto,christenson_ximenez,2,"[""25"", ""26""]"
JUNAJPU_K'OY,Junajpu K'oy,canto,colop,2,"[""18""]"
JUNAJPU_K'OY,Junajpu K'oy,canto,ximenez,2,"[""24"", ""25""]"
