entity_id,label,type,edition,mention_count,locations
AKUL_WINAQ,Akul Winaq,linaje,christenson_ximenez,1,"[""51""]"
AKUL_WINAQ,Akul Winaq,linaje,colop,1,"[""27""]"
AKUL_WINAQ,Akul Winaq,linaje,tedlock,1,"[""4.92""]"
AKUL_WINAQ,Akul Winaq,linaje,ximenez,1,"[""50""]"
ALOM,Alom,deidad,ajtzibab,23,"[""153"", ""17"", ""177"", ""180"", ""190"", ""195"", ""210"", ""242"", ""3606"", ""3701"", ""3735"", ""3752"", ""3755"", ""3767"", ""3774"", ""3776"", ""3842"", ""3865"", ""3994"", ""4011"", ""5248"", ""565"", ""75""]"
ALOM,Alom,deidad,christenson,56,"[""1066"", ""1222"", ""140"", ""17"", ""1746"", ""1799"", ""1912"", ""1999"", ""2001"", ""2003"", ""2024"", ""2509"", ""2516"", ""286"", ""2872"", ""2987"", ""3022"", ""3026"", ""3030"", ""3144"", ""3287"", ""3310"", ""3325"", ""334"", ""343"", ""3570"", ""360"", ""370"", ""392"", ""437"", ""4458"", ""4464"", ""4683"", ""4823"", ""4886"", ""4923"", ""4929"", ""4945"", ""4949"", ""4956"", ""4964"", ""5074"", ""5106"", ""5167"", ""5317"", ""5349"", ""7188"", ""723"", ""7505"", ""77"", ""7807"", ""7818"", ""8655"", ""8711"", ""945"", ""980""]"
ALOM,Alom,deidad,christenson_ximenez,25,"[""2"", ""23"", ""4"", ""42"", ""44"", ""46"", ""48"", ""50"", ""51"", ""6"", ""69"", ""7"", ""76"", ""8"", ""98""]"
ALOM,Alom,deidad,colop,23,"[""0"", ""1"", ""2"", ""24"", ""25"", ""26"", ""27"", ""3"", ""34"", ""7""]"
ALOM,Alom,deidad,recinos,2,"[""0.1.2"", ""3.3.26""]"
ALOM,Alom,deidad,ximenez,24,"[""1"", ""22"", ""3"", ""41"", ""43"", ""45"", ""47"", ""49"", ""5"", ""50"", ""6"", ""68"", ""7"", ""91""]"
AMAQ'_TAM,Amaq' Tam,linaje,christenson_english_prose,2,"[""55"", ""56""]"
AMAQ'_TAM,Amaq' Tam,linaje,christenson_ximenez,1,"[""61""]"
AMAQ'_TAM,Amaq' Tam,linaje,ximenez,1,"[""60""]"
AQ,Aq,animal,ajtzibab,5,"[""19"", ""2249"", ""2298"", ""3132"", ""620""]"
AQ,Aq,animal,christenson,3,"[""3121"", ""3181"", ""4106""]"
AQ,Aq,animal,christenson_english_prose,3,"[""25"", ""33""]"
AQ,Aq,animal,colop,4,"[""0"", ""18"", ""22""]"
AQ,Aq,animal,tedlock,3,"[""3.425"", ""3.446"", ""3.853""]"
AQ,Aq,animal,ximenez,3,"[""26"", ""34""]"
AQAJ,Aqaj,animal,ajtzibab,2,"[""4706"", ""4736""]"
AQAJ,Aqaj,animal,christenson,2,"[""6418"", ""6460""]"
AQAJ,Aqaj,animal,christenson_english_prose,2,"[""57""]"
AQAJ,Aqaj,animal,christenson_ximenez,2,"[""62""]"
AQAJ,Aqaj,animal,colop,2,"[""30""]"
AQAJ,Aqaj,animal,tedlock,1,"[""4.455""]"
AQAJ,Aqaj,animal,ximenez,2,"[""61""]"
ASTAPULUL,Astapulul,objeto,ajtzibab,1,"[""5431""]"
ASTAPULUL,Astapulul,objeto,christenson,1,"[""7453""]"
ASTAPULUL,Astapulul,objeto,christenson_english_prose,1,"[""66""]"
ASTAPULUL,Astapulul,objeto,christenson_ximenez,1,"[""72""]"
ASTAPULUL,Astapulul,objeto,colop,1,"[""36""]"
ASTAPULUL,Astapulul,objeto,ximenez,1,"[""71""]"
AWILIX,Awilix,deidad,ajtzibab,10,"[""4041"", ""4061"", ""4175"", ""4378"", ""4391"", ""4474"", ""4545"", ""4631"", ""5677"", ""5970""]"
AWILIX,Awilix,deidad,christenson,33,"[""5400"", ""5434"", ""5585"", ""5857"", ""5882"", ""5906"", ""5909"", ""6013"", ""6148"", ""6295"", ""6302"", ""6372"", ""6393"", ""6464"", ""6469"", ""6478"", ""6485"", ""6511"", ""6526"", ""6538"", ""6567"", ""6578"", ""6583"", ""6610"", ""6634"", ""6649"", ""6706"", ""6724"", ""6759"", ""7820"", ""8247"", ""8248"", ""8396""]"
AWILIX,Awilix,deidad,christenson_english_prose,39,"[""49"", ""50"", ""51"", ""54"", ""55"", ""56"", ""57"", ""58"", ""59"", ""60"", ""64"", ""65"", ""67"", ""69"", ""71"", ""78"", ""79"", ""85""]"
AWILIX,Awilix,deidad,christenson_ximenez,94,"[""100"", ""101"", ""102"", ""103"", ""104"", ""108"", ""12"", ""17"", ""18"", ""19"", ""31"", ""37"", ""39"", ""40"", ""41"", ""53"", ""54"", ""55"", ""58"", ""59"", ""65"", ""67"", ""71"", ""72"", ""74"", ""75"", ""76"", ""78"", ""79"", ""81"", ""82"", ""83"", ""85"", ""86"", ""89"", ""92"", ""95"", ""97"", ""98""]"
AWILIX,Awilix,deidad,colop,32,"[""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""39"", ""43""]"
AWILIX,Awilix,deidad,recinos,31,"[""3.10.1"", ""3.10.2"", ""3.10.22"", ""3.4.14"", ""3.4.21"", ""3.5.34"", ""3.7.17"", ""3.8.1"", ""3.8.31"", ""3.8.8"", ""3.9.23"", ""4.1.11"", ""4.1.12"", ""4.1.15"", ""4.1.9"", ""4.11.3"", ""4.11.31"", ""4.2.17"", ""4.2.18"", ""4.2.19"", ""4.2.2"", ""4.2.23"", ""4.2.28"", ""4.2.33"", ""4.2.50"", ""4.2.55"", ""4.2.63"", ""4.2.7"", ""4.7.25"", ""4.8.19""]"
AWILIX,Awilix,deidad,tedlock,31,"[""4.131"", ""4.139"", ""4.197"", ""4.284"", ""4.291"", ""4.299"", ""4.334"", ""4.371"", ""4.410"", ""4.412"", ""4.431"", ""4.434"", ""4.456"", ""4.460"", ""4.465"", ""4.469"", ""4.475"", ""4.488"", ""4.490"", ""4.492"", ""4.498"", ""4.506"", ""4.512"", ""4.531"", ""4.539"", ""4.551"", ""5.274"", ""5.304""]"
AWILIX,Awilix,deidad,ximenez,81,"[""11"", ""16"", ""17"", ""18"", ""30"", ""36"", ""38"", ""39"", ""40"", ""41"", ""52"", ""54"", ""57"", ""58"", ""64"", ""66"", ""71"", ""73"", ""75"", ""77"", ""78"", ""80"", ""81"", ""82"", ""85"", ""87"", ""88"", ""90"", ""91"", ""93"", ""94""]"
B'ALAM,B'alam,animal,ajtzibab,26,"[""150"", ""1511"", ""1515"", ""186"", ""2249"", ""2290"", ""3051"", ""3052"", ""3055"", ""388"", ""390"", ""4431"", ""4518"", ""4546"", ""4551"", ""4720"", ""4724"", ""4729"", ""4774"", ""4776"", ""4789"", ""4968"", ""5004"", ""5010"", ""5737"", ""6143""]"
B'ALAM,B'alam,animal,christenson,68,"[""2177"", ""2182"", ""281"", ""3116"", ""3168"", ""356"", ""4018"", ""4020"", ""4944"", ""5009"", ""5143"", ""5155"", ""5340"", ""5367"", ""5375"", ""5393"", ""5408"", ""5513"", ""5522"", ""5542"", ""5561"", ""5606"", ""5616"", ""5646"", ""5666"", ""5706"", ""5752"", ""5871"", ""5885"", ""5887"", ""5931"", ""5942"", ""5978"", ""6029"", ""6061"", ""6103"", ""6152"", ""6166"", ""6175"", ""6177"", ""6193"", ""6292"", ""6433"", ""6441"", ""6447"", ""6453"", ""6518"", ""6529"", ""6531"", ""6550"", ""6604"", ""6774"", ""6787"", ""6832"", ""6840"", ""6913"", ""7007"", ""7011"", ""7045"", ""7089"", ""713"", ""715"", ""7215"", ""7240"", ""7361"", ""7902"", ""8507"", ""8529""]"
B'ALAM,B'alam,animal,christenson_english_prose,16,"[""25"", ""4"", ""47"", ""56"", ""57"", ""58"", ""61"", ""74""]"
B'ALAM,B'alam,animal,christenson_ximenez,24,"[""19"", ""27"", ""33"", ""56"", ""59"", ""6"", ""61"", ""62"", ""64"", ""67"", ""7"", ""72"", ""81"", ""89""]"
B'ALAM,B'alam,animal,colop,64,"[""14"", ""18"", ""2"", ""22"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""33"", ""34"", ""35"", ""41"", ""44""]"
B'ALAM,B'alam,animal,recinos,11,"[""2.6.26"", ""2.6.38"", ""3.3.3"", ""3.5.13"", ""3.5.50"", ""3.9.11"", ""3.9.23"", ""3.9.26"", ""4.2.4"", ""4.2.71"", ""4.2.81""]"
B'ALAM,B'alam,animal,tedlock,126,"[""1.137"", ""1.138"", ""1.59"", ""3.425"", ""3.442"", ""3.814"", ""4.117"", ""4.123"", ""4.126"", ""4.128"", ""4.130"", ""4.133"", ""4.153"", ""4.169"", ""4.173"", ""4.175"", ""4.184"", ""4.192"", ""4.203"", ""4.205"", ""4.211"", ""4.217"", ""4.22"", ""4.223"", ""4.235"", ""4.248"", ""4.25"", ""4.285"", ""4.287"", ""4.291"", ""4.308"", ""4.310"", ""4.313"", ""4.322"", ""4.337"", ""4.343"", ""4.347"", ""4.356"", ""4.371"", ""4.373"", ""4.374"", ""4.379"", ""4.409"", ""4.41"", ""4.445"", ""4.447"", ""4.450"", ""4.453"", ""4.466"", ""4.472"", ""4.478"", ""4.497"", ""4.555"", ""4.558"", ""4.560"", ""4.565"", ""4.574"", ""4.577"", ""4.592"", ""4.601"", ""4.612"", ""4.618"", ""4.638"", ""4.639"", ""4.655"", ""4.663"", ""4.666"", ""4.684"", ""4.69"", ""4.690"", ""4.704"", ""4.707"", ""4.708"", ""4.712"", ""4.72"", ""4.728"", ""4.741"", ""4.75"", ""4.750"", ""4.84"", ""4.92"", ""5.189"", ""5.22"", ""5.326"", ""5.332"", ""5.333"", ""5.334"", ""5.41"", ""5.5""]"
B'ALAM,B'alam,animal,ximenez,24,"[""18"", ""26"", ""32"", ""5"", ""52"", ""58"", ""6"", ""60"", ""61"", ""63"", ""66"", ""71"", ""80"", ""87""]"
B'ALAM_AQ'AB',B'alam Aq'ab',persona,ajtzibab,60,"[""3764"", ""3804"", ""3889"", ""3896"", ""3920"", ""4005"", ""4022"", ""4026"", ""4034"", ""4042"", ""4087"", ""4118"", ""4125"", ""4130"", ""4144"", ""4157"", ""4186"", ""4190"", ""4207"", ""4218"", ""4233"", ""4263"", ""4296"", ""4381"", ""4392"", ""4413"", ""4434"", ""4452"", ""4479"", ""4490"", ""4501"", ""4555"", ""4565"", ""4630"", ""4715"", ""4764"", ""4824"", ""4958"", ""4965"", ""4970"", ""4979"", ""5040"", ""5058"", ""5082"", ""5092"", ""5126"", ""5127"", ""5150"", ""5175"", ""5180"", ""5224"", ""5239"", ""5265"", ""5278"", ""5281"", ""5370"", ""5393"", ""5455"", ""6126"", ""6201""]"
B'ALAM_AQ'AB',B'alam Aq'ab',persona,christenson,58,"[""4942"", ""5007"", ""5141"", ""5151"", ""5190"", ""5338"", ""5365"", ""5373"", ""5391"", ""5402"", ""5471"", ""5502"", ""5511"", ""5520"", ""5540"", ""5559"", ""5604"", ""5614"", ""5634"", ""5644"", ""5664"", ""5704"", ""5750"", ""5863"", ""5911"", ""5940"", ""5976"", ""6027"", ""6059"", ""6077"", ""6191"", ""6290"", ""6431"", ""6516"", ""6602"", ""6772"", ""6783"", ""6789"", ""6804"", ""6888"", ""6911"", ""6945"", ""6961"", ""7005"", ""7009"", ""7043"", ""7079"", ""7087"", ""7157"", ""7176"", ""7213"", ""7231"", ""7235"", ""7359"", ""7392"", ""7493"", ""8505"", ""8613""]"
B'ALAM_AQ'AB',B'alam Aq'ab',persona,christenson_english_prose,59,"[""43"", ""44"", ""47"", ""48"", ""49"", ""50"", ""51"", ""52"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""63"", ""64"", ""65"", ""67"", ""80"", ""83""]"
B'ALAM_AQ'AB',B'alam Aq'ab',persona,christenson_ximenez,64,"[""27"", ""31"", ""35"", ""47"", ""48"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""58"", ""59"", ""61"", ""62"", ""63"", ""64"", ""66"", ""67"", ""68"", ""69"", ""70"", ""71"", ""73"", ""88"", ""91""]"
B'ALAM_AQ'AB',B'alam Aq'ab',persona,colop,60,"[""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""33"", ""34"", ""35"", ""36"", ""44"", ""47""]"
B'ALAM_AQ'AB',B'alam Aq'ab',persona,recinos,7,"[""0.1.6"", ""1.7.57"", ""1.9.47"", ""3.5.15"", ""4.2.65"", ""4.3.15"", ""4.6.12""]"
B'ALAM_AQ'AB',B'alam Aq'ab',persona,tedlock,60,"[""4.117"", ""4.123"", ""4.126"", ""4.128"", ""4.131"", ""4.153"", ""4.169"", ""4.173"", ""4.175"", ""4.184"", ""4.192"", ""4.203"", ""4.205"", ""4.211"", ""4.217"", ""4.223"", ""4.23"", ""4.235"", ""4.248"", ""4.286"", ""4.291"", ""4.301"", ""4.313"", ""4.322"", ""4.337"", ""4.343"", ""4.348"", ""4.374"", ""4.379"", ""4.409"", ""4.41"", ""4.445"", ""4.466"", ""4.497"", ""4.555"", ""4.558"", ""4.562"", ""4.565"", ""4.592"", ""4.601"", ""4.612"", ""4.618"", ""4.638"", ""4.639"", ""4.655"", ""4.663"", ""4.666"", ""4.684"", ""4.69"", ""4.690"", ""4.704"", ""4.709"", ""4.710"", ""4.73"", ""4.750"", ""4.85"", ""5.326"", ""5.370"", ""5.41"", ""5.6""]"
B'ALAM_AQ'AB',B'alam Aq'ab',persona,ximenez,63,"[""26"", ""30"", ""34"", ""46"", ""47"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""57"", ""58"", ""60"", ""61"", ""62"", ""63"", ""65"", ""66"", ""67"", ""68"", ""69"", ""70"", ""72"", ""87"", ""90""]"
B'ALAM_JA,B'ALAM_JA,,christenson,1,"[""4018""]"
B'ALAM_JA,B'ALAM_JA,,christenson_ximenez,12,"[""19"", ""25"", ""33"", ""35"", ""4"", ""40"", ""5"", ""51""]"
B'ALAM_JA,B'ALAM_JA,,colop,1,"[""22""]"
B'ALAM_JA,B'ALAM_JA,,ximenez,12,"[""18"", ""24"", ""3"", ""32"", ""34"", ""39"", ""4"", ""50""]"
B'ALAM_JA',B'alam Ja',linaje,ajtzibab,1,"[""1510""]"
B'ALAM_JA',B'alam Ja',linaje,christenson_english_prose,3,"[""19"", ""31""]"
B'ALAM_JA',B'alam Ja',linaje,colop,1,"[""14""]"
B'ALAM_JA',B'alam Ja',linaje,tedlock,4,"[""3.123"", ""3.814"", ""3.821"", ""4.92""]"
B'ALAM_K'ONACHE'_KQTRES,B'alam K'onache' (gen. 3),persona,christenson_english_prose,1,"[""81""]"
B'ALAM_K'ONACHE'_KQTRES,B'alam K'onache' (gen. 3),persona,christenson_ximenez,2,"[""74"", ""89""]"
B'ALAM_K'ONACHE'_KQTRES,B'alam K'onache' (gen. 3),persona,tedlock,2,"[""5.334"", ""5.66""]"
B'ALAM_K'ONACHE'_KQTRES,B'alam K'onache' (gen. 3),persona,ximenez,2,"[""73"", ""87""]"
B'ALAM_KI'TZE',B'alam Ki'tze',persona,ajtzibab,64,"[""3763"", ""3803"", ""3888"", ""3895"", ""3918"", ""4005"", ""4022"", ""4026"", ""4034"", ""4040"", ""4087"", ""4118"", ""4125"", ""4130"", ""4144"", ""4157"", ""4186"", ""4190"", ""4207"", ""4218"", ""4233"", ""4263"", ""4296"", ""4379"", ""4392"", ""4424"", ""4426"", ""4434"", ""4452"", ""4479"", ""4490"", ""4500"", ""4555"", ""4565"", ""4630"", ""4715"", ""4764"", ""4824"", ""4958"", ""4965"", ""4967"", ""4979"", ""5040"", ""5058"", ""5082"", ""5092"", ""5126"", ""5127"", ""5150"", ""5175"", ""5180"", ""5224"", ""5239"", ""5265"", ""5273"", ""5276"", ""5319"", ""5344"", ""5370"", ""5391"", ""5455"", ""6126"", ""6141"", ""6142""]"
B'ALAM_KI'TZE',B'alam Ki'tze',persona,christenson,64,"[""4941"", ""5006"", ""5140"", ""5149"", ""5186"", ""5337"", ""5364"", ""5372"", ""5390"", ""5399"", ""5470"", ""5501"", ""5510"", ""5519"", ""5539"", ""5558"", ""5603"", ""5613"", ""5633"", ""5643"", ""5663"", ""5703"", ""5749"", ""5859"", ""5884"", ""5924"", ""5926"", ""5939"", ""5975"", ""6026"", ""6058"", ""6074"", ""6174"", ""6190"", ""6289"", ""6430"", ""6515"", ""6601"", ""6771"", ""6782"", ""6786"", ""6803"", ""6887"", ""6910"", ""6944"", ""6960"", ""7004"", ""7008"", ""7042"", ""7078"", ""7086"", ""7156"", ""7175"", ""7212"", ""7224"", ""7228"", ""7288"", ""7323"", ""7358"", ""7388"", ""7492"", ""8504"", ""8525"", ""8528""]"
B'ALAM_KI'TZE',B'alam Ki'tze',persona,christenson_english_prose,61,"[""43"", ""44"", ""47"", ""48"", ""49"", ""50"", ""51"", ""52"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""63"", ""64"", ""65"", ""67"", ""80"", ""81""]"
B'ALAM_KI'TZE',B'alam Ki'tze',persona,christenson_ximenez,71,"[""100"", ""47"", ""48"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""58"", ""59"", ""61"", ""62"", ""63"", ""64"", ""66"", ""67"", ""68"", ""69"", ""70"", ""71"", ""73"", ""83"", ""88"", ""89""]"
B'ALAM_KI'TZE',B'alam Ki'tze',persona,colop,64,"[""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""33"", ""34"", ""35"", ""36"", ""44""]"
B'ALAM_KI'TZE',B'alam Ki'tze',persona,ximenez,69,"[""46"", ""47"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""57"", ""58"", ""60"", ""61"", ""62"", ""63"", ""65"", ""66"", ""67"", ""68"", ""69"", ""72"", ""80"", ""87"", ""93""]"
B'ALAM_KOLOB',B'alam Kolob',linaje,ajtzibab,1,"[""3936""]"
B'ALAM_KOLOB',B'alam Kolob',linaje,christenson,1,"[""5226""]"
B'ALAM_KOLOB',B'alam Kolob',linaje,colop,1,"[""27""]"
B'ALAM_KOLOB',B'alam Kolob',linaje,recinos,1,"[""3.3.11""]"
B'AQ,B'aq,objeto,ajtzibab,16,"[""1249"", ""1251"", ""1475"", ""1606"", ""1608"", ""1618"", ""1620"", ""1621"", ""1626"", ""1631"", ""3056"", ""3057"", ""5632"", ""667"", ""690"", ""691""]"
B'AQ,B'aq,objeto,christenson,37,"[""1007"", ""1116"", ""1117"", ""1125"", ""1141"", ""1143"", ""1144"", ""1154"", ""1155"", ""1629"", ""1849"", ""1852"", ""1854"", ""2133"", ""2297"", ""2308"", ""2312"", ""2314"", ""2319"", ""2324"", ""3201"", ""3470"", ""3478"", ""4021"", ""4022"", ""4129"", ""4427"", ""4780"", ""5116"", ""5119"", ""710"", ""7140"", ""7440"", ""7755"", ""784"", ""861""]"
B'AQ,B'aq,objeto,christenson_english_prose,1,"[""14""]"
B'AQ,B'aq,objeto,christenson_ximenez,35,"[""10"", ""12"", ""15"", ""17"", ""19"", ""21"", ""27"", ""30"", ""33"", ""35"", ""39"", ""43"", ""51"", ""55"", ""69"", ""75"", ""9""]"
B'AQ,B'aq,objeto,colop,23,"[""11"", ""12"", ""14"", ""15"", ""21"", ""22"", ""37"", ""7""]"
B'AQ,B'aq,objeto,ximenez,28,"[""11"", ""14"", ""16"", ""18"", ""20"", ""26"", ""38"", ""42"", ""50"", ""54"", ""68"", ""74"", ""8"", ""9""]"
B'AQ_HUESO,B'aq Hueso,objeto,christenson_english_prose,8,"[""11"", ""16"", ""17"", ""29""]"
B'AQ_HUESO,B'aq Hueso,objeto,recinos,7,"[""1.6.46"", ""1.6.47"", ""2.1.30"", ""2.11.21"", ""2.2.58"", ""2.7.58"", ""4.6.12""]"
B'AQ_HUESO,B'aq Hueso,objeto,tedlock,18,"[""2.73"", ""2.78"", ""2.79"", ""3.111"", ""3.168"", ""3.172"", ""3.174"", ""3.175"", ""3.176"", ""3.178"", ""3.34"", ""3.36"", ""3.649"", ""3.65"", ""3.653"", ""3.687"", ""3.873""]"
B'ATE,B'ate,objeto,ajtzibab,4,"[""1443"", ""2410"", ""2615"", ""3213""]"
B'ATE,B'ate,objeto,christenson,9,"[""1899"", ""1932"", ""2096"", ""3226"", ""3315"", ""3536"", ""3814"", ""4191"", ""6124""]"
B'ATE,B'ate,objeto,christenson_english_prose,2,"[""29"", ""34""]"
B'ATE,B'ate,objeto,christenson_ximenez,8,"[""17"", ""18"", ""19"", ""27"", ""28"", ""30"", ""31"", ""36""]"
B'ATE,B'ate,objeto,colop,4,"[""13"", ""19"", ""20"", ""22""]"
B'ATE,B'ate,objeto,tedlock,3,"[""3.738"", ""3.887"", ""4.361""]"
B'ATE,B'ate,objeto,ximenez,8,"[""16"", ""17"", ""18"", ""26"", ""27"", ""29"", ""30"", ""35""]"
B'ELEJEB'_KEJ,B'elejeb' Kej,persona,ajtzibab,1,"[""5505""]"
B'ELEJEB'_KEJ,B'elejeb' Kej,persona,christenson,3,"[""7567"", ""8621"", ""8631""]"
B'ELEJEB'_KEJ,B'elejeb' Kej,persona,colop,3,"[""37"", ""47""]"
B'ELEJEB'_KEJ_NJNUEVE,B'elejeb' Kej (gen. 9),persona,tedlock,3,"[""5.373"", ""5.378"", ""5.66""]"
B'ELEJEB'_T'ZI'_KQDOCE,B'ELEJEB'_T'ZI'_KQDOCE,,christenson_english_prose,1,"[""81""]"
B'ELEJEB'_T'ZI'_KQDOCE,B'ELEJEB'_T'ZI'_KQDOCE,,christenson_ximenez,1,"[""89""]"
B'ELEJEB'_TZI_KQDOCE,Belejeb Tz'i' (gen. 12),persona,tedlock,1,"[""5.343""]"
B'ITOL,B'itol,deidad,ajtzibab,20,"[""16"", ""180"", ""194"", ""204"", ""241"", ""289"", ""365"", ""3702"", ""3722"", ""375"", ""377"", ""3776"", ""3817"", ""3867"", ""3970"", ""3979"", ""4161"", ""4172"", ""45"", ""74""]"
B'ITOL,B'itol,deidad,christenson,20,"[""137"", ""16"", ""342"", ""369"", ""383"", ""436"", ""4826"", ""4860"", ""4963"", ""5027"", ""5111"", ""514"", ""5268"", ""5285"", ""5569"", ""5581"", ""674"", ""692"", ""698"", ""76""]"
B'ITOL,B'itol,deidad,christenson_english_prose,31,"[""1"", ""2"", ""41"", ""44"", ""45"", ""46"", ""47"", ""5"", ""51"", ""6"", ""7"", ""8"", ""9""]"
B'ITOL,B'itol,deidad,christenson_ximenez,30,"[""10"", ""15"", ""2"", ""4"", ""44"", ""48"", ""49"", ""50"", ""51"", ""55"", ""7"", ""8"", ""9""]"
B'ITOL,B'itol,deidad,colop,20,"[""0"", ""1"", ""2"", ""25"", ""26"", ""27"", ""28"", ""3"", ""4"", ""5""]"
B'ITOL,B'itol,deidad,recinos,2,"[""0.1.2"", ""3.3.26""]"
B'ITOL,B'itol,deidad,ximenez,30,"[""1"", ""14"", ""3"", ""43"", ""47"", ""48"", ""49"", ""50"", ""54"", ""6"", ""7"", ""8"", ""9""]"
B'IX,B'ix,lugar,ajtzibab,4,"[""1836"", ""1979"", ""2089"", ""2105""]"
B'IX,B'ix,lugar,christenson,16,"[""1768"", ""2566"", ""2702"", ""2712"", ""2764"", ""2908"", ""2928"", ""3000"", ""3018"", ""3916"", ""4365"", ""4490"", ""5761"", ""6205"", ""6210"", ""7251""]"
B'IX,B'ix,lugar,christenson_english_prose,9,"[""22"", ""25""]"
B'IX,B'ix,lugar,christenson_ximenez,7,"[""23"", ""25"", ""26"", ""40"", ""56"", ""61""]"
B'IX,B'ix,lugar,colop,4,"[""16"", ""17"", ""18""]"
B'IX,B'ix,lugar,recinos,8,"[""2.4.19"", ""2.4.20"", ""2.4.28"", ""2.4.29"", ""2.6.1"", ""2.6.2"", ""2.6.29"", ""2.6.46""]"
B'IX,B'ix,lugar,ximenez,7,"[""22"", ""24"", ""25"", ""26"", ""55"", ""60""]"
B'OJ,B'oj,objeto,christenson,3,"[""738"", ""790"", ""798""]"
B'OJ,B'oj,objeto,christenson_english_prose,4,"[""40"", ""8""]"
B'OJ,B'oj,objeto,tedlock,3,"[""1.144"", ""1.158"", ""1.163""]"
B'OQOTAJINAQ_SANAYEB',B'oqotajinaq Sanayeb',lugar,ajtzibab,1,"[""4368""]"
B'OQOTAJINAQ_SANAYEB',B'oqotajinaq Sanayeb',lugar,christenson,1,"[""5842""]"
B'OQOTAJINAQ_SANAYEB',B'oqotajinaq Sanayeb',lugar,christenson_english_prose,1,"[""54""]"
B'OQOTAJINAQ_SANAYEB',B'oqotajinaq Sanayeb',lugar,christenson_ximenez,1,"[""58""]"
B'OQOTAJINAQ_SANAYEB',B'oqotajinaq Sanayeb',lugar,colop,1,"[""28""]"
B'OQOTAJINAQ_SANAYEB',B'oqotajinaq Sanayeb',lugar,ximenez,1,"[""57""]"
CH'AB'I_TUKUR,Ch'ab'i Tukur,deidad,christenson,2,"[""1939"", ""1945""]"
CH'AB'I_TUKUR,Ch'ab'i Tukur,deidad,christenson_english_prose,1,"[""17""]"
CH'AB'I_TUKUR,Ch'ab'i Tukur,deidad,colop,2,"[""12""]"
CH'ABI'_TUKUR,CH'ABI'_TUKUR,,christenson_ximenez,2,"[""18""]"
CH'ABI'_TUKUR,CH'ABI'_TUKUR,,ximenez,2,"[""17""]"
CH'ABI_Q'AQ',Ch'ab'iq'aq',topónimo,ajtzibab,1,"[""5866""]"
CH'ABI_Q'AQ',Ch'ab'iq'aq',topónimo,christenson,1,"[""8097""]"
CH'ABI_Q'AQ',Ch'ab'iq'aq',topónimo,colop,1,"[""42""]"
CH'AMIYA_B'AQ,Ch'amiya B'aq,deidad,ajtzibab,2,"[""2723"", ""2729""]"
CH'AMIYA_B'AQ,Ch'amiya B'aq,deidad,christenson,6,"[""1846"", ""1856"", ""1980"", ""3665"", ""3672"", ""3729""]"
CH'AMIYA_BAQ,CH'AMIYA_BAQ,,christenson_ximenez,5,"[""17"", ""18"", ""31""]"
CH'AMIYA_BAQ,CH'AMIYA_BAQ,,ximenez,7,"[""16"", ""17"", ""30""]"
CH'AMIYA_JOLOM,Ch'amiya Jolom,deidad,ajtzibab,2,"[""2728"", ""2734""]"
CH'AMIYA_JOLOM,Ch'amiya Jolom,deidad,christenson,6,"[""1847"", ""1857"", ""1981"", ""3671"", ""3678"", ""3730""]"
CH'AMIYA_JOLOM,Ch'amiya Jolom,deidad,christenson_english_prose,6,"[""16"", ""17"", ""29""]"
CH'AMIYA_JOLOM,Ch'amiya Jolom,deidad,christenson_ximenez,6,"[""17"", ""18"", ""31""]"
CH'AMIYA_JOLOM,Ch'amiya Jolom,deidad,recinos,3,"[""2.8.31"", ""2.8.33"", ""2.8.48""]"
CH'AMIYA_JOLOM,Ch'amiya Jolom,deidad,ximenez,7,"[""16"", ""17"", ""30""]"
CH'ATAM_ULEW,Ch'atam Ulew,lugar,ajtzibab,2,"[""3646"", ""3650""]"
CH'ATAM_ULEW,Ch'atam Ulew,lugar,christenson,2,"[""4744"", ""4750""]"
CH'ATAM_ULEW,Ch'atam Ulew,lugar,christenson_english_prose,2,"[""40""]"
CH'ATAM_ULEW,Ch'atam Ulew,lugar,colop,2,"[""24""]"
CH'IPI_KAQULJA,Ch'ipi Kaqulja,deidad,christenson,8,"[""1532"", ""1789"", ""185"", ""2358"", ""248"", ""364"", ""5102"", ""5309""]"
CH'IPI_KAQULJA,Ch'ipi Kaqulja,deidad,christenson_english_prose,8,"[""14"", ""16"", ""20"", ""3"", ""46"", ""47"", ""5""]"
CH'IPI_KAQULJA,Ch'ipi Kaqulja,deidad,christenson_ximenez,8,"[""15"", ""17"", ""21"", ""5"", ""50"", ""51"", ""7""]"
CH'IPI_KAQULJA,Ch'ipi Kaqulja,deidad,colop,8,"[""1"", ""10"", ""11"", ""15"", ""2"", ""26"", ""27""]"
