chap_num,line_num,eng_str,quc_str
57,6444,Much would be said:,K'i chub'ixik:
57,6445,"“Only coyote the their cry,","“Xa utiw ri koq'ik,"
57,6446,"Only as well fox this,","Xa pu yak ri',"
57,6447,"Only puma,","Xa koj,"
57,6448,"Only jaguar,” say therefore the nations.","Xa b'alam,” kecha' k'ut ri amaq'."
57,6449,"Like the not person in their hearts the all nations,","Keje' ri' mawinaq chu k'u'x ri ronojel amaq',"
57,6450,Only therefore deception theirs nations.,Xa k'u mich'b'al kech amaq'.
57,6451,"When they would do it, it is desire their hearts",Ta chikib'ano k'o karaj ki k'u'x
57,6452,This not surely true then they would be frightened to do it. Ri ma na qitzij ta chixib'in ta rib' chikib'ano.,nan
57,6453,"This they desire to it its cry puma,","K'o kakaj chire roq'ib'al koj,"
57,6454,Its cry jaguar they would cry out.,Roq'ib'al b'alam chikoq'eb'ej.
57,6455,"Then they would see therefore the people only one,","Ta chikil k'u ri winaq xa jun,"
57,6456,"Only two would go, they would desire to destroy them.",Xa kaib' chub'inik chikaj ki ma'ij chikech.
57,6457,Each day then they arrive then therefore there,Ju ta q'ij ta ke'ul chi k'ut chiri'
57,6458,At their homes with their wives.,Chi kochoch ruk' kixoqil.
57,6459,"Merely its child hornet,","Xawi ral wonon,"
57,6460,"Its child wasp,","Ral sita'l,"
57,6461,"Merely as well its child bee therefore,","Xa pu ral aqaj k'u,"
57,6462,They carried to give to their wives.,Kuk'a'am chikiya'o chirech kixoqil.
57,6463,Each day then they went then therefore,Ju ta q'ij ta xeb'e chi k'ut
57,6464,"Before his face Tohil,","Chuwach Tojil,"
57,6465,"Auilix,","Awilix,"
57,6466,Hacavitz.,Jaq'awitz.
57,6467,They said therefore,Xecha' k'ut
57,6468,"In their hearts,","Chi ki k'u'x,"
57,6469,"“This the Tohil,","“Are' ri Tojil,"
57,6470,"Auilix,","Awilix,"
57,6471,"Hacavitz,","Jaq'awitz,"
57,6472,"Only its blood deer,","Xa u kik'el kej,"
57,6473,Birds we give to them.,Tz'ikin kaqaya' chire.
57,6474,"Only we have pricked our ears,","Xa qasisa qa xikin,"
57,6475,Our elbows.,Qa ch'uk.
57,6476,"We have pled for our strength,","Qa tz'onoj qa kowil,"
57,6477,"Our endurance,",Qa ch'ijilal
57,6478,"To Tohil,","Chire Tojil,"
57,6479,"Auilix,","Awilix,"
57,6480,Hacavitz.,Jaq'awitz.
57,6481,Who may take care of their death the nations?,Naqi taj chikuch'aj ki kamik ri amaq'?
57,6482,Only then each one we kill them?”,Xa ta jujunal keqakamisaj?”
57,6483,They said to each other,Xecha' chi kib'il kib'
57,6484,When they went therefore before their faces,Ta xeb'e k'ut chuwach
57,6485,"Tohil,","Tojil,"
57,6486,"Auilix,","Awilix,"
57,6487,Hacavitz.,Jaq'awitz.
57,6488,"Then they pricked their ears,","Ta xkisis ki xikin,"
57,6489,Their elbows before their faces gods.,Ki chu'k chuwach k'ab'awil.
57,6490,"They scooped up the their blood,","Xkiwakuj ri ki kik'el,"
57,6491,They rubbed it inside in their mouths the stones.,Xkijik' koq pu chi' ri ab'aj.
57,6492,Not therefore true that stones they come to be.,Ma k'u kitzij ta chi ab'aj chuxik.
57,6493,Like the each boys,Keje' ri' e jujun chi k'ajolab'
57,6494,When they arrive.,Ta ke'ulik.
57,6495,They rejoiced then,Xeki'kot chik
57,6496,"To the their blood bloodletters,","Chirech ri ki kik'el aj k'ixb',"
57,6497,Sacrificers.,Aj k'ajb'.
57,6498,Then it came then therefore its sign,Ta xpe chi k'ut retal
57,6499,Their deeds this:,Ki b'anoj ri':
57,6500,“Conquer many lands.,“Chich'ako'nisaj k'i je'.
57,6501,This your liberation self.,Are' i kolb'al iwib'.
57,6502,There it came from Tulan,Chila' xpe wi chi Tulan
57,6503,"When you brought us hither,”","Ta xojik'am uloq,”"
57,6504,They were told therefore.,Xe'uchax k'ut.
57,6505,Then was given hither,Ta xya' uloq
57,6506,The breast,Ri tz'um
57,6507,At Staggering its name.,Pa Silisib' u b'i'.
57,6508,"With blood would enter behind it,","Ruk' kik' chok chikij,"
57,6509,"To rain self the blood,","Ki jab' rib' ri kik',"
57,6510,Came to be his giving,Xuxik u ya'on
57,6511,"Tohil,","Tojil,"
57,6512,"With Auilix,","Ruk' Awilix,"
57,6513,Hacavitz.,Jaq'awitz.
58,6514,"THIS its beginning now their being abducted people,","WA'E u tikarik chik releq'axik winaq,"
58,6515,"Nations,","Amaq',"
58,6516,"By Balam Quitze,","Kumal B'alam Kitze,"
58,6517,"Balam Acab,","B'alam Aq'ab',"
58,6518,"Mahucutah,","Majukutaj,"
58,6519,Iqui Balam.,Ik'i B'alam.
58,6520,THEN as well their being killed nations these.,K'ATE puch u kamisaxik amaq' ri'.
58,6521,They took them thus:,Are' xkik'am ri':
58,6522,"Only one would go walking,","Xa jun chub'inik,"
58,6523,Only two would go walking.,Xa kaib' chub'inik.
58,6524,Not clear then they would take them.,Mawi q'alaj ta chkik'amo.
58,6525,Thus then they would go to sacrifice them,K'ate k'ut ta chib'e ki pusu'
58,6526,"Before their faces Tohil,","Chuwach Tojil,"
58,6527,Auilix.,Awilix.
58,6528,"Then therefore they would give blood on road,","K'ate k'ut ta chikiya' kik' pa b'e,"
58,6529,There is their skulls they would place on road.,K'olik u jolom chikik'olob'a' pa b'e.
58,6530,"They say therefore the nations, “Jaguar ate them,”","Kecha' k'ut ri amaq', “B'alam mi xti'owik,” "
58,6531,Only they say.,Xa kecha'.
58,6532,Because like the paws jaguar,Rumal keje' ri raqan b'alam
58,6533,Their feet then they would make.,Kaqan ta chikib'ano.
58,6534,Not would they reveal themselves.,Mawi chikik'ut kib'.
58,6535,Crowded with nations they abducted.,Tzatz chi amaq' xkeleq'aj.
58,6536,Until its long time therefore,K'a u najt k'ut
58,6537,They felt themselves nations.,Xuna' wi rib' amaq'.
58,6538,"“Perhaps these the Tohil,","“We are' ri Tojil,"
58,6539,Auilix enter to us.,Awilix kok chiqe.
58,6540,"Only we seek them the bloodletters,","Xa keqatzukuj ri aj k'ixb',"
58,6541,"Sacrificers,","Aj k'ajb',"
58,6542,When it they are at their homes.,Ta la k'o wi kochoch.
58,6543,"Let us follow their feet,”","Chiqataqej ri kaqan,”"
58,6544,They said therefore all nations,Xecha' k'ut konojel amaq'
58,6545,When they gathered their thoughts among themselves.,Ta xkik'am ki na'oj chi kib'il kib'.
58,6546,Then therefore they began,K'ate k'ut xkitikib'a'
58,6547,Its following their feet,U taqexik kaqan
58,6548,"The bloodletters,","Ri aj k'ixb',"
58,6549,Sacrificers.,Aj k'ajb'.
58,6550,"Not therefore clear, only feet deer,","Ma k'u q'alaj, xa raqan kej,"
58,6551,Only feet jaguars they would see.,Xa raqan b'alam chikilo.
58,6552,Not clear their feet.,Mawi q'alaj kaqan.
58,6553,Nowhere there was clear,Xma k'o wi q'alaj wi
58,6554,"Where first their feet the only their paws,","Are nab'e kaqan ri xa ki pich,"
58,6555,Like this their feet only confusion its,Keje' ri' kaqan xa sachb'al re
58,6556,By them.,Kumal.
58,6557,Not clear their path.,Mawi q'alaj ki b'e.
58,6558,"Only would be created clouds,","Xa chiwinaqir sutz',"
58,6559,"Only would be created dark rain,","Xa chiwinaqir q'eqal jab',"
58,6560,"Only as well would be created mud,","Xa pu chiwinaqir xoq'ol,"
58,6561,Only would be created drizzling rain.,Xa chiwinaqir musmul jab'.
58,6562,They would see it,Chikilo
58,6563,Before their faces nations.,Chikiwach amaq'.
58,6564,"Only therefore they would weary their hearts seeking them, Xa k'u chikos ki k'u'x chikitzukuxik,",nan
58,6565,Then they would mourn as well.,Ta chikoq'otaj puch.
58,6566,Because great their essence,Rumal nim u k'oje'ik
58,6567,"The Tohil,","Ri Tojil,"
58,6568,"Auilix,","Awilix,"
58,6569,Hacavitz.,Jaq'awitz.
58,6570,"Long time therefore they did it there on its top mountain,","Najt k'ut xkib'an chiri' chuwi' juyub',"
58,6571,On its edges the nations.,Chuxikin ri amaq'.
58,6572,They killed.,Xkikamisaj.
58,6573,"This then was created the abduction,","Are' ta xwinaqir ri eleq'ik,"
58,6574,"Murderous assaults,","E ch'alami q'at,"
58,6575,When they would take the nations on roads.,Ta chikik'am ri amaq' pa taq b'e.
58,6576,They would sacrifice them,Chikipus
58,6577,Before their faces,Chuwach
58,6578,"The Tohil,","Ri Tojil,"
58,6579,"Auilix,","Awilix,"
58,6580,Hacavitz.,Jaq'awitz.
58,6581,Saved therefore their sons there,Xkolo k'ut ki k'ajol chiri'
58,6582,On its top mountain.,Chuwi' juyub'.
58,6583,"Where were Tohil,","Are Tojil,"
58,6584,"Auilix,","Awilix,"
58,6585,Hacavitz.,Jaq'awitz.
58,6586,"Three boys their appearance they would walk,",Oxib' chi k'ajolab' ki wachib'al keb'inik;
58,6587,Only their spirit essence the stones.,Xa u nawal ri ab'aj.
58,6588,"There was a river,","Xk'oje' jun ja',"
58,6589,Where they bathe,Are ke'atin wi
58,6590,There,Chiri'
58,6591,At its mouth river.,Chuchi' ja'.
58,6592,Only their self manifestation.,Xa ki k'utb'al kib'.
58,6593,It gave its name therefore:,Xub'i'naj k'ut:
58,6594,"At His Bath Tohil,","Chi Ratinib'al Tojil,"
58,6595,Its name river came to be.,U b'i' ja' xuxik.
58,6596,Many times therefore they would see them nations.,K'iya mul k'ut chikilo amaq'.
58,6597,Suddenly then they would be lost themselves.,Lib'aj chi chikisachix taj kib'.
58,6598,When they were seen,Ta ke'ilik
58,6599,By nations.,Rumal amaq'.
58,6600,Then would come to be its report,Ta xux taj u tzijel
58,6601,Where they are,Ri e k'o wi
58,6602,"The Balam Quitze,","Ri B'alam Kitze,"
58,6603,"Balam Acab,","B'alam Aq'ab',"
58,6604,"Mahucutah,","Majukutaj,"
58,6605,Iqui Balam.,Ik'i B'alam.
58,6606,This therefore this its gathering their thoughts nations,Are' k'u wa' u k'amik u na'oj amaq'
58,6607,So that they may be killed.,Chire u kamisaxik taj.
59,6608,FIRST therefore they desired,NAB'E k'ut xraj
59,6609,To plan nations their defeat,Ki na'ojij amaq' u ch'akik
59,6610,"Tohil,","Tojil,"
59,6611,"Auilix,","Awilix,"
59,6612,Hacavitz.,Jaq'awitz.
59,6613,"They spoke all the bloodletters,","Xecha' ronojel ri aj k'ixb',"
59,6614,Sacrificers before their faces nations.,Aj k'ajb' chuwach amaq'.
59,6615,"They assembled themselves,","Xkejek kib',"
59,6616,They summoned as well each other all of them.,Xketaq pu kib' konojel.
59,6617,"There was not one group,","Maja b'i ju ch'ob',"
59,6618,Two groups then now left behind of them.,Ka ch'ob' ta chik xkanaj chike.
59,6619,"All of them gathered themselves,","Konojel xekuchu kib',"
59,6620,They summoned as well each other.,Xetaqo pu kib'.
59,6621,"Then were gathered their thoughts,","Ta xk'am ki na'oj,"
59,6622,"They spoke therefore,","Xecha' k'ut,"
59,6623,They asked themselves:,Ta xkitz'onob'ej kib':
59,6624,“What would ensure their defeat,Naqi pa chi kuchaj ki ch'akik
59,6625,The Cavec Quiché people?,Ri Kaweq K'eche' winaq?
59,6626,"Because ended our children of mothers,","Rumal mi xk'is qal,"
59,6627,Sons of men.,K'ajol.
59,6628,Not clear,Mawi q'alaj
59,6629,Its loss people by them.,U sachik winaq kumal.
59,6630,"If we are finished by abduction,","We kojk'isik chi eleq'axik,"
59,6631,Then it shall come to be,Ta chuxoq
59,6632,If this great,We are' nim
59,6633,His glory,U q'aq'al
59,6634,"The Tohil,","Ri Tojil,"
59,6635,"Auilix,","Awilix,"
59,6636,"Hacavitz,","Jaq'awitz,"
59,6637,This then therefore our god,Are' ta k'ut qa k'ab'awil
59,6638,The Tohil shall come to be.,Ri Tojil chuxik.
59,6639,May we be preeminent.,Chiqanab'ij taj.
59,6640,Not will be successful they defeat us.,Mawi chutzinik kojkich'ako.
59,6641,Not then we many people we are?,Ma pa oj k'iya winaq chiqak'oje'ik?
59,6642,These therefore the Cavec not how many are they?”,Are' k'u ri Kaweq mawi jarub' chikik'oje'ik?”
59,6643,They said therefore,Xecha' k'ut
59,6644,When they arrived all of them.,Ta xeponik konojel.
59,6645,Said then part of them,Xcha' chik chajkar
59,6646,To them the nations when they spoke:,Chikech ri amaq' ta xech'awik:
59,6647,“Who are these perhaps they bathe,“Apachina ri' lo ke'atin
59,6648,At its mouth river every day?,Chuchi' ya' ju taq q'ij?
59,6649,"If these Tohil,","We are' Tojil,"
59,6650,"Auilix,","Awilix,"
59,6651,"Hacavitz,","Jaq'awitz,"
59,6652,These we defeat surely first.,Are' taq keqach'ak na nab'e.
59,6653,There then therefore shall begin their defeat,Chiri' ta k'ut chitikar wi ki ch'akatajik
59,6654,"The bloodletters,","Ri e aj k'ixb',"
59,6655,"Sacrificers,”","E ah k'ajb',”"
59,6656,They said therefore part of them again,Xecha' chi k'ut chajkar chik
59,6657,Then they spoke:,Ta xech'awik:
59,6658,“How therefore will we defeat them?” they said then therefore.,“Naqi la' k'ut chiqach'akb'ej kech?” xecha' chi k'ut.
59,6659,“This then our means of defeating them will come to be:,“Are' ta qa ch'akob'al kech chuxik:
59,6660,Because the boys they appear,Rumal ri e k'ajolab' kewachinik
59,6661,"When they are seen at river,","Ta ka'ilitaj chi a',"
59,6662,They go then therefore two maidens.,Keb'e ta k'ut e kaib' q'apojib'.
59,6663,"These then the truly then chosen,","Are' ta ri qitzij chi e cha'om,"
59,6664,They then fairest of maidens.,E ta saqloq'oj chi q'apojib'.
59,6665,"May they therefore be objects of desire to them,” they said therefore.","Chib'e ta k'ut ki rayb'al chire,” xecha' k'ut."
59,6666,"“Good then that, only then we search for then two","“Utz b'a la', xa b'a keqatzukuj e ta kaib'"
59,6667,"Of the best maidens,” they said therefore.","Chi utzilaj taq q'apojib',” xecha' k'ut."
59,6668,Then they sought therefore their daughters.,Ta xkitzukuj k'ut ki me'al.
59,6669,These the truly fairest maidens.,Are' ri qitzij e saqilaj taq q'apojib'.
59,6670,Then they were instructed therefore the maidens:,Ta xkipixab'aj k'ut ri q'apojib':
59,6671,“Go you our daughters to wash the clothes at river.,“Kixb'ek ix qa mi'al ojich'aja' ri k'ul chi ya'.
59,6672,"If therefore then you see them the three boys,","We k'ut ta ke'iwil ri e oxib' k'ajolab',"
59,6673,Undress therefore yourselves before their faces.,Chisonob'a' k'u iwib' chikiwach.
59,6674,"If therefore will desire their hearts to you,","We k'ut chirayin ki k'u'x chiwe,"
59,6675,You offer yourselves.,Kixchoko.
59,6676,"‘We come then after you,’","‘Kojopon ta chiwij,’"
59,6677,"When they say to you,","Ta kecha' chiwech,"
59,6678,"‘Yes,’ you say therefore,","‘We',’ kixcha' k'ut,"
59,6679,When you are petitioned therefore.,Ta kixtz'onox k'ut.
59,6680,"‘Where from you come,","‘Apa kixpe wi,"
59,6681,Where are they by whom daughters?’,Apa aj choq' mi'al?’
59,6682,"Then you say, ‘we their daughters lords,’","Ta kecha', ‘Oj ki mi'al ajawab',’"
59,6683,You say therefore to them.,Kixcha' k'u chike.
59,6684,‘Come therefore their sign by you.’,‘Chipe k'u retal iwumal.’
59,6685,Then something they will give to you.,Ta naqi la' chikiya' chiwe.
59,6686,"If they will desire your faces,","Taseq chikirayij i wach,"
59,6687,Truly you will give yourselves to them.,Qitzij chiya' iwib' chikech.
59,6688,"If therefore then not you will give yourselves,","We k'ut ta mawi chiya' iwib',"
59,6689,We kill you therefore.,Kixqakamisaj k'ut.
59,6690,Then good our hearts,K'ate utz qa k'u'x
59,6691,When there is their sign you will bring hither.,Ta k'o retal chik'am uloq.
59,6692,This therefore their sign to our hearts,Are' k'u retal chi qa k'u'x
59,6693,"When they come after you,”","Ta ke'apon chiwij,”"
59,6694,"Said therefore the lords,","Xecha' k'u ri ajawab',"
59,6695,When they were instructed the maidens.,Ta xepixab'ax ri q'apojib'.
59,6696,"The two,","E kaib',"
59,6697,This their names these:,Are' ki b'i wa':
59,6698,"Lady Lust her name one maiden,","Xtaj u b'i' jun q'apoj,"
59,6699,Lady Weeping then therefore her name one other.,Xpuch' chi k'ut u b'i' jun chik.
59,6700,"They as well two,","E pu kaib',"
59,6701,"Lady Lust,","Xtaj,"
59,6702,"Lady Weeping,","Xpuch',"
59,6703,Their names.,Ki b'i'.
59,6704,"They were sent thither to river,","Xetaq ub'ik chi ya',"
59,6705,To Their Bath,Chi Ratinib'al
59,6706,"Tohil,","Tojil,"
59,6707,"Auilix,","Awilix,"
59,6708,Hacavitz.,Jaq'awitz.
59,6709,This their thought all nations these.,Are' ki na'oj ronojel amaq' ri'.
60,6710,THEN as well they went.,K'ATE puch xeb'ek.
60,6711,They were adorned in finery.,Xekawuxik.
60,6712,Truly then beautiful they would appear,Qitzij wi chi jeb'elik chiwachinik
60,6713,When they went there,Ta xeb'ek chila'
60,6714,Where bathes Tohil.,Chatin wi Tojil.
60,6715,They carry on their heads therefore,Kikarilo'on k'u
60,6716,The their wash when they went.,Ri ki ch'ajo'n ta xeb'ek.
60,6717,They rejoice then therefore the lords,Keki'kot chi k'u ri ajawab'
60,6718,Because of the two their daughters they sent thither.,Kumal ri e kaib' ki mi'al xkitaq ub'ik.
60,6719,When they arrived therefore at river,Ta xe'opon k'ut chi ya'
60,6720,Then they began to wash.,K'ate xkitikib'a' ch'ajo'nik.
60,6721,"They undressed themselves each of them,","Xkitzonob'a' kib' ki kab' ichal,"
60,6722,On their hands and knees before their faces stones.,E chakachaxinaq chuwach taq ab'aj.
60,6723,Then they gathered therefore,Ta xek'ulun k'u
60,6724,"The Tohil,","Ri Tojil,"
60,6725,"Auilix,","Awilix,"
60,6726,Hacavitz.,Jaq'awitz.
60,6727,They arrived there at its mouth river.,Xe'opon chila' chuchi' ya'.
60,6728,Only therefore a little they passed by their faces,Xa k'u sqaqi'n xrok'o'ib'ej ki wach
60,6729,The two maidens they washed.,Ri e kaib' q'apojib' kech'ajo'nik.
60,6730,These therefore the maidens only straightaway they were ashamed.,Are' k'u ri q'apojib' xa ju su xek'ixb'ik.
60,6731,"When they arrived the Tohil,","Ta xe'opon ri Tojil,"
60,6732,Not therefore went their desire the Tohil,Ma k'u ja b'i xb'e ki rayib'al ri Tojil
60,6733,To the,Chirech ri
60,6734,Two maidens.,E kaib' q'apojib'.
60,6735,Then they were asked therefore:,Ta xetz'onox k'ut:
60,6736,“Where do you come from?”,“Apa kixpe wi?”
60,6737,They were asked to them,Xe'uchaxik chirech
60,6738,The two maidens.,Ri e kaib q'apojib'.
60,6739,They were asked:,Xe'uchaxik:
60,6740,“What do you want,“Naqi pa kiwaj.
60,6741,You come here,Kixul waral
60,6742,At its mouth our river?”,Chuchi' wi qa a'?”
60,6743,They were asked therefore.,Xe'uchax k'ut.
60,6744,"“We then sent hither by lords,","“Oj b'a taqon uloq kumal ajawab',"
60,6745,Then we came.,Ta xojpetik.
60,6746,‘Go to see,‘Chib'e iwila'
60,6747,"Their faces the Tohil,","Ki wach ri Tojil,"
60,6748,"Speak with them,’ they said lords to us.","Kixch'aw kuk', xecha' ajawab' chiqe."
60,6749,‘Thus may it come its sign,Keje' k'ut chipe wi retal
60,6750,"Truly if you shall see their faces,","Qitzij we chiwil ki wach,"
60,6751,"We were told,”","Xojojuchaxik,”"
60,6752,They said therefore,Xecha' k'u
60,6753,The two maidens,Ri e kaib' q'apojib'
60,6754,When they laid out straight their mission.,Ta xkisuk'ub'a' ki taqikil.
60,6755,This then therefore they desired the nations:,Are' ta k'u xkaj ri amaq':
60,6756,They were violated then the maidens,Xejox ta ri q'apojib'
60,6757,By their spirit essences Tohil.,Rumal ki nawal Tojil.
60,6758,They said therefore the,Xecha' k'u
60,6759,"The Tohil,","Ri Tojil,"
60,6760,"Auilix,","Awilix,"
60,6761,"Hacavitz,","Jaq'awitz,"
60,6762,"When they spoke then to the Lady Lust,","Ta xech'aw chik chikech ri Xtaj,"
60,6763,"Lady Weeping,","Xpuch',"
60,6764,Their names,Ki b'i'
60,6765,The two maidens:,Re e kaib' q'apojib':
60,6766,“Good you shall take its sign our word with you.,“Utz chib'ek retal qa tzij iwuk'.
60,6767,"You shall wait for it first to give it out there to lords,”","Chiwoyob'ej na chiya' apanoq chikech ajawab',”"
60,6768,They were told therefore.,Xe'uchax k'ut.
60,6769,Then as well their thinking now,K'ate puch ki na'ojinik chik
60,6770,"The bloodletters,","Ri aj k'ixb',"
60,6771,Sacrificers.,Aj k'aj'b'.
60,6772,"They were told the Balam Quitze,","Xe'uchax ri B'alam Kitze,"
60,6773,"Balam Acab,","B'alam Aq'ab',"
60,6774,"Mahucutah,","Majukutaj,"
60,6775,Iqui Balam:,Ik'i B'alam:
60,6776,"“Paint three robes,","“Kixtz'ib'anoq oxib' k'ul,"
60,6777,Write its sign your essence.,Chitz'ib'aj retal i k'oje'ik.
60,6778,"It shall arrive with nations,","Chopon kuk' amaq',"
60,6779,It shall go with the two maidens,Chib'e kuk' ri e kaib' q'apojib'
60,6780,They are washing.,Kech'ajo'nik.
60,6781,"Give thither to them,”","Chiya' ub'ik chike,”"
60,6782,They were told therefore,Xe'uchax k'ut
60,6783,"Balam Quitze,","B'alam Kitze,"
60,6784,"Balam Acab,","B'alam Aq'ab',"
60,6785,Mahucutah.,Majukutaj.
61,6786,THEN therefore they painted three of them.,K'ATE k'ut xetz'ib'anik kox ichal.
61,6787,First he painted the Balam Quitze.,Nab'e xtz'ib'an ri B'alam Kitze.
61,6788,Jaguar its image came to be,B'alam u wachib'al xuxik
61,6789,He painted on its face robe.,Xutz'ib'aj chuwach k'ul.
61,6790,This therefore the next Balam Acab.,Are' k'u ri chi B'alam Aq'ab'.
61,6791,Eagle now its image,Kot chik u wachib'al
61,6792,He painted on its face robe,Xutz'ib'aj chuwach k'ul.
61,6793,Then he painted next therefore the Mahucutah.,Ta xtz'ib'an chi k'u ri Majukutaj.
61,6794,"Everywhere hornets,","Jumaj wonon,"
61,6795,"Everywhere wasps,","Jumaj sita'l,"
61,6796,"Their images his painting,","U wachib'al u tz'ib',"
61,6797,He painted on its face robe.,Xutz'ib'aj chuwach k'ul.
61,6798,"They completed therefore their paintings three of them,","Xutzin k'ut ki tz'ib' kox ichal,"
61,6799,Three forms they painted.,Ox b'usaj xkitz'ib'aj.
61,6800,Then therefore then they went to give robes,K'ate k'ut ta xeb'e ki ya' k'ul
61,6801,"The Lady Lust,","Ri Xtaj,"
61,6802,Lady Weeping their names.,Xpuch' ki b'i'.
61,6803,They said therefore,Xecha' k'u
61,6804,"The Balam Quitze,","Ri B'alam Kitze,"
61,6805,"Balam Acab,","B'alam Aq'ab',"
61,6806,Mahucutah.,Majukutaj.
61,6807,“This its sign your word,“Wa'e retal i tzij
61,6808,You arrive before their faces lords.,Kixoponik chikiwach ajawab'.
61,6809,"‘Truly he spoke the Tohil to us,’ you say.","‘Qitzij xch'aw ri Tojil chiqech,’ kixcha'."
61,6810,"‘This therefore its sign we brought hither,’ you say to them. ‘Wa'e k'u retal xqak'am uloq,’ kixcha' chike. ",nan
61,6811,They will wear them therefore,Chikiq'u'j k'u
61,6812,"These robes you will give to them,”","Ri' k'ul chiya' chike,”"
61,6813,They were told therefore the maidens,Xe'uchax k'ut ri q'apojib'
61,6814,When they instructed them thither.,Ta xkipixab'aj ub'ik.
61,6815,"Then they went therefore,","Ta xeb'e k'ut,"
61,6816,They carried away the painted robes.,Xkuk'a'j ub'i ri tz'ib'an k'ul.
61,6817,"Then they arrived therefore,","Ta xe'opon k'ut,"
61,6818,Straightaway therefore they rejoiced the lords,Ju su k'u xeki'kot ri ajawab'
61,6819,When they saw,Ta xil
61,6820,Their faces,Ki wach
61,6821,Hanging from their arms.,Xekel u q'a.
61,6822,They were entreated the maidens:,Kitz'onoxik ri q'apojib':
61,6823,“Not you saw his face the Tohil?” they were asked.,“Ma xiwil u wach ri Tojil?” xe'uchaxik.
61,6824,"“We saw then him,” they said therefore","“Xqil b'a la',” xecha' k'u"
61,6825,"The Lady Lust,","Ri Xtaj,"
61,6826,Lady Weeping.,Xpuch'.
61,6827,"“Good then that, where its sign you brought hither?","“Utz b'a la', naqi pa retal xik'am uloq?"
61,6828,Not true?” they said the lords.,Ma qitzij?” xech'aw ri ajawab'.
61,6829,Thus then the its sign their disgrace,Keje' ri' b'a ri retal ki makunik
61,6830,They sensed the lords.,Xkina' ri ajawab'.
61,6831,Then were untied therefore,Ta xkiritaj k'u
61,6832,The painted robes by maidens.,Ri tz'ib'an k'ul kumal q'apojib'.
61,6833,"Everywhere jaguars,","Jumaj b'alam,"
61,6834,"Everywhere eagles,","Jumaj kot,"
61,6835,"Everywhere as well hornets,","Jumaj nay puch wonon,"
61,6836,"Wasps,","Sita'l,"
61,6837,Its paintings inside robes,U tz'ib'al u pam k'ul
61,6838,They would shine brightly their faces.,Chiyulinik u wach.
61,6839,Then they desired therefore their faces.,Ta xkirayij k'ut u wach.
61,6840,Then they put them on around them.,K'ate xkikoj chikij.
61,6841,"There was not therefore it did the jaguar,","Ma k'u ja b'i xub'an ri b'alam,"
61,6842,Its painting at first around lord.,U tz'ib'al nab'e'oq chirij ajaw.
61,6843,"Then he put on next therefore lord the second painted robe, Ta xukoj chi k'ut ajaw ri u kab' tz'ib'an k'ul,",nan
61,6844,Eagle its painting.,Kot u tz'ib'al.
61,6845,Only good he felt lord inside.,Xa utz xuna' ajaw chupan.
61,6846,Only he turned about before their faces.,Xawi kasolowik chikiwach.
61,6847,He disrobes his covering,Katz'onon u q'u'xik
61,6848,Before their faces all of them.,Chikiwach konojel.
61,6849,Then it entered next therefore,Ta xok chi k'ut
61,6850,Third painted robe about lord.,Rox tz'ib'am k'ul chirij ajaw.
61,6851,"This the hornets,","Are' ri wonon,"
61,6852,Wasps its interior.,Sita'l u pam.
61,6853,He put it on therefore about him.,Xukoj k'u chirij.
61,6854,Then as well now was stung his body,K'ate puch ta xti'ik u tio'jil
61,6855,"By hornets,","Rumal wonon,"
61,6856,Wasps.,Sita'l.
61,6857,Not he bore it.,Mawi xch'ijtajik.
61,6858,Not as well he endured the stinging insects.,Ma pu xkuyutaj ri ti'ob'al chikop.
61,6859,Then therefore broke open therefore his mouth lord,Ta k'u xuraquj k'ut u chi' ajaw
61,6860,Because of insects,Rumal chikop
61,6861,Only painted their images,Xa tz'ib'am ki wachib'al
61,6862,Within robes,Chupan k'ul
61,6863,"His painting Mahucutah therefore,","U tz'ib' Majukutaj k'u,"
61,6864,Third painting.,Rox tz'ib'.
61,6865,Then they were defeated.,Ta xech'akataj wi.
61,6866,Then as well their rebuking,K'ate puch ki yajik
61,6867,Maidens these,Q'apojib' ri'
61,6868,"By lords,","Rumal ajawab',"
61,6869,"The Lady Lust,","Ri Xtaj,"
61,6870,Lady Weeping their names:,Xpuch' ki b'i':
61,6871,"“What are then robes,","“Naqi pa chi k'ulal,"
61,6872,That you have brought hither?,Ri iwuk'a'm uloq?
61,6873,Where did you go to get them,Apa xb'e i k'ama' wi
61,6874,You deceivers?”,Ix k'axtok'?”
61,6875,They were asked the maidens,Xe'uchax ri q'apojib'
61,6876,When they were rebuked.,Ta xeyajik.
61,6877,They were defeated then therefore,Kich'akatajik chi k'u
61,6878,The all nations by Tohil.,Ri ronojel amaq' rumal Tojil.
61,6879,"This then they desired,","Are' ta xkaj,"
61,6880,Went then to gratification Tohil,Xb'e ta ki'ib'al wi Tojil
61,6881,"Behind Lady Lust,","Chikij Xtaj,"
61,6882,Lady Weeping.,Xpuch'.
61,6883,"They then scratchers knee they came to be,","E ta joxol ch'ek xe'uxik,"
61,6884,To its heart nations temptations then they come to be.,Chuk'u'x amaq' taqchi'b'al ta kexuxik.
61,6885,Not therefore accomplished,Ma k'u xb'anatajik
61,6886,Their defeat,Ki ch'akatajik
61,6887,Because of enchanted people,Rumal e nawal winaq
61,6888,"The Balam Quitze,","Ri B'alam Kitze,"
61,6889,"Balam Acab,","B'alam Aq'ab',"
