line_num,spa_str,quc_str,line_marker
7836,Magistrate Zaquic.,Q'alel Saqik.,
7837,Only one great house,Xa jun chi nim ja,
7838,Two lords.,E kaib' chi ajawab'.,
7839,"THUS were completed one score four lords,","KEJE' k'ut xtz'akat wi juwinaq kajib' chi ajawab',",
7840,One score four as well of great houses came to be.,Juwinaq kajib' nay puch chi nim ja xuxik. ,
7841,"Then was enlarged glory,","Ta xnimarik q'aq'al,",
7842,Sovereignty in Quiché.,Tepewal pa K'iche'.,
7843,"Then was glorified,","Ta xq'aq'arik,",
7844,Then was made sovereign,Ta xtepewarik,
7845,"Its greatness,","U nimal,",
7846,Its weightiness Quiché.,Ralal K'iche'.,
7847,"Then was whitewashed,","Ta xchunaxik,",
7848,Then lime plastered as well,Ta xsajkab'ix puch,
7849,"Canyon,","Siwan,",
7850,Citadel.,Tinamit.,7840
7851,"Came small nations,","Xul ch'uti amaq',",
7852,Great nations.,Nima amaq'.,
7853,There is therefore his title lord,K'o k'ut u b'i' ajaw,
7854,Made great Quichés.,Xnimarisan K'iche'.,
7855,"Then was created glory,","Ta xwinaqirik q'aq'al,",
7856,Sovereignty.,Tepewal.,
7857,"Then was created their homes gods,","Ta xwinaqirik rochoch k'ab'awil,",
7858,Their homes as well lords.,Kochoch nay pu ajawab'.,
7859,"Not as well they did it,","Ma nay pu are' xeb'anowik,",
7860,Not they worked.,Mawi xechakun taj.,7850
7861,"Not as well they made then their homes,","Ma pu xkib'an ta kochoch,",
7862,Not as well only then they made their homes their gods.,Ma nay pu xa ta xkib'an rochoch ki k'ab'awil.,
7863,"Only because they had become many their vassals,","Xa rumal xek'irik kal,",
7864,Their servants.,Ki k'ajol.,
7865,"Not surely only their luring,","Ma na xa ki b'ochi',",
7866,"Only then as well their abduction,","Xa ta pu keleq',",
7867,Their being carried off by force then as well.,Ki q'upun ta puch.,
7868,Truly now theirs,Qitzij wi chi kech,
7869,Lords each one of them.,Ajawab' chikijujunal.,
7870,"Crowded as well their older brothers,","Tzatz nay puch katz,",7860
7871,Their younger brothers came to be.,Ki chaq' xuxik.,
7872,"Gathered their existence,","Xmolomoxik u k'oje'ik,",
7873,Gathered as well its asking words each of lords.,Xmolomox nay puch u tab'al tzij jun chi ajawab'.,
7874,"True that beloved,","Qitzij wi chi e loq',",
7875,True as well that great their authority lords.,Qitzij puch chi nim ki qale'm ajawab'.,
7876,"Honored,",Nimatalik,
7877,Respected as well,Xowatal puch,
7878,Its day,U q'ij,
7879,Their births lords,Ralaxik ajawab',
7880,"By their vassals,","Rumal ral,",7870
7881,Their servants.,U k'ajol.,
7882,"Then they multiplied they of canyon,","Ta xk'iarik aj siwan,",
7883,Of citadel with as well.,Aj tinamit ruk' nay puch.,
7884,Not surely only then many,Ma na xa ta k'i,
7885,As came to give themselves all nations.,Keje' xul kiya' kib' ronojel amaq'.,
7886,Even when war therefore,K'a lab'al k'ut,
7887,Fell on,Xqaj wi,
7888,"Their canyon,","U siwan,",
7889,Their citadel.,U tinamit.,
7890,Still because of their spirit essence lords,K'a rumal ki nawal ajawab',7880
7891,"They were glorified,","Xeq'aq'arik,",
7892,"The lord Cucumatz,","Ri ajaw Q'ukumatz,",
7893,Lord Co Tuha.,Ajaw K'o Tuja.,
7894,True that enchanted lord,Qitzij chi nawal ajaw,
7895,The Cucumatz came to be.,Ri Q'ukumatz xuxik.,
7896,"One transformation he would rise up to sky,","Ju wuq' chaq'an chi kaj,",
7897,One transformation therefore he would go to do down to Xibalba;,Ju wuq' k'ut chib'e u b'ana qajoq chi Xib'alb'a;,
7898,"One transformation again therefore he would transform to serpent,","Ju wuq' chi k'ut chik'oje' chi kumatzil,",
7899,Truly then serpent he would come to be;,Qitzij chi kumatz chuxik;,
7900,"One transformation again as well he would do as eagle,","Ju wuq' chi nay puch chub'ano chi kotal,",7890
7901,"One transformation again as jaguar,","Ju wuq' chik chi b'alamil,",
7902,"Truly then eagle,","Qitzij wi chi kot,",
7903,Then jaguar his appearance he would come to be;,Chi b'alam u wachib'al chuxik;,
7904,"One transformation again he would pool as blood,","Ju wuq' chik chireme'ik chi kik'el,",
7905,Alone pooled blood he would come to be.,U tukel remanik kik' chuxik.,
7906,Truly then enchanted,Qitzij chi nawal,
7907,Lord his essence.,Ajaw u k'oje'ik.,
7908,They were frightened before his face by all lords.,Xib'ix ib' chuwach rumal ronojel ajawab'.,
7909,Shattered,Xpaxin rib',
7910,Its hearing,U ta'ik,7900
7911,They heard,Xuta,
7912,All lords,Ronojel ajawab',
7913,Nations,Amaq',
7914,His essence,U k'oje'ik,
7915,Enchanted lord.,Nawal ajaw.,
7916,"This therefore its beginning,","Are' k'ut u tikarik,",
7917,Its increase as well Quiché.,U nimarik puch K'iche'.,
7918,"Then he did it,","Ta xub'an,",
7919,"Lord Cucumatz,","Ajaw Q'ukumatz,",
7920,"His descendents,","Retal,",7910
7921,Greatness.,Nimal.,
7922,"Not lost their faces his grandchildren,","Xma sachel u wach u mam,",
7923,His sons in his heart.,U k'ajol chu k'u'x.,
7924,Not then it he did,Maja b'i ata la xb'an wi,
7925,That he was,Ri xk'oje',
7926,Then one lord.,Ta jun ajaw.,
7927,Enchanted then,Nawal ta,
7928,His nature.,U k'oje'ik.,
7929,Only toppling theirs all nations,Xa yoq'b'al rech ronojel amaq',
7930,Then he did it.,Ta xub'ano.,7920
7931,Only his self-revelation.,Xa u k'utb'al rib'.,
7932,"Because only one ending,","Rumal xere ju k'isik,",
7933,Its head nations he came to be.,U jolom amaq' xuxik.,
7934,"Its fourth generation lord,","Ukaj le' ajaw,",
7935,"The enchanted lord,","Ri nawal ajaw,",
7936,Cucumatz his name.,Q'ukumatz u b'i'.,
7937,Only merely,Xawi xere,
7938,"Ah Pop,","Aj Pop,",
7939,Ah Pop Reception House.,Aj Pop K'am Ja.,
7940,"Left behind now therefore their descendents,","Xkanaj chi k'ut ketal,",7930
7941,Their heritage.,Ki tzijel.,
7942,"They became glorious,","Xeq'aq'arik,",
7943,They became sovereigns as well.,Xetepewar puch.,
7944,"Then they begat sons again therefore,","Ta xek'ajolan chi k'ut,",
7945,Even their sons therefore.,K'a ki k'ajol k'ut.,
7946,Crowded now they did it.,Tzatz chik xub'ano.,
7947,Were begotten sons,Xk'ajolax,
7948,"The Tepepul,","Ri Tepepul,",
7949,Iztayul.,Istayul.,
7950,Only true lordship they did.,Xa qi ajawarem xub'ano.,7940
7951,Fifth generation lord came to be.,Ro le' ajaw xuxik.,
7952,"Only they begat sons,","Xawi xek'ajolanik,",
7953,Each generation of lords.,Jutaq le' chi ajawab'.,
7954,THESE then therefore their names now,WA' chi k'ute ki b'i' chik,
7955,Sixth generation lord.,Uwaq le' ajaw.,
7956,"Two great lords,","E kaib' chi nima'q ajawab',",
7957,They glorious.,E q'aq'.,
7958,"Quicab his name one lord,","K'iq'ab' u b'i' jun ajaw,",
7959,Cauizimah his name one other.,Kawisimaj u b'i' jun chik.,
7960,"These therefore thick now they did the Quicab,","Are' k'ut tzatz chik xub'an ri K'iq'ab',",7950
7961,Cauizimah.,Kawisimaj,
7962,These now aggrandised,Are' chi xnimarisan,
7963,Quiché.,K'iche'.,
7964,Because truly enchanted,Rumal qitzij nawal,
7965,Their essence.,U k'oje'ik.,
7966,"These broke apart,","Are' q'ajowik,",
7967,These as well shattered,Are' puch xpaxinik,
7968,"Their canyons,","U siwan,",
7969,"Their citadels,","U tinamit,",
7970,"Small nations,","Ch'uti amaq',",7960
7971,Great nations.,Nima amaq'.,
7972,Near in its midst,Naqaj taq u xo'l,
7973,Were citadels anciently.,K'o wi tinamit ojer.,
7974,"This their mountain Cakchiquels,","Are' u juyub'al Kaqchekeleb',",
7975,"The Chuvila today,","Ri Chuwi' La wakamik,",
7976,"Their mountain again as well Rabinals,","U juyub'al chi nay pu Rab'inaleb',",
7977,"The Pa Maca,","Ri Pa Mak'a',",
7978,"Their mountain therefore Caocs,","U juyub' k'u Ka'okeb',",
7979,"The Zaccabaha,","Ri Saqkab'a Ja,",
7980,"Their citadel then therefore Zaculeus,","U tinamit chi k'ut Saqulewab',",7970
7981,"Chuvi Miquina,","Chuwi' Miq'ina',",
7982,"Xelahu,","Xe' Laju,",
7983,"Chuva Tzac,","Chuwa Tz'aq,",
7984,With Tzoloh Che.,Ruk' Tz'oloj Che'.,
7985,"These paid homage to Quicab,","Are' xrixowaj K'iq'ab',",
7986,They made war.,Xub'an lab'al.,
7987,"Truly they were broken apart,","Qitzij wi xq'ajik,",
7988,They were shattered,Xpaxik,
7989,"Their canyons,","U siwan,",
7990,Their citadels,U tinamit,7980
7991,"Rabinals,","Rab'inaleb',",
7992,"Cakchiquels,","Kaqchekeleb',",
7993,Zaculeus.,Saq Ulewab'.,
7994,"They collapsed,","Xule'ik,",
7995,They were split apart all nations.,Xpaq'a'ik ronojel amaq'.,
7996,Still kept up,K'a xtok'e,
7997,To long time his killers Quicab.,Chi najt u kamisay K'iq'ab'.,
7998,"One group,","Ju ch'ob',",
7999,Two groups then now,Ka ch'ob' ta chik,
8000,Not bring their tribute,Mawi kuk'an u patan,7990
8001,To all of them.,Chirech ronojel.,
8002,"Fell their citadels,","Xqaj u tinamit,",
8003,They carried their tribute,Xuk'a'am u patan,
8004,"Before their faces Quicab,","Chuwach K'iq'ab',",
8005,Cauizimah.,Kawisimaj.,
8006,"They invaded lineages,","Xe'ok chinamit,",
8007,"They were bled,","Xelotz'ik,",
8008,They were shot at wooden post.,Xek'aqik chi che'.,
8009,"Not there was their day,","Maja b'i ki q'ij,",
8010,Not there was their descendents came to be.,Maja b'i kalaxik xuxik.,8000
8011,"Only arrows,","Xa cha',",
8012,They were instruments of shattering citadels.,Mi xk'oje' paxib'al tinamit.,
8013,Straightaway it would be split open,Ju suk' chijixitajik,
8014,Its mouth earth,U chi' ulew,
8015,"Like this it would break open thunder,","Keje' ri' chiq'osin kaqulja,",
8016,To shatter stones.,Chupaxij ab'aj.,
8017,"They would fear,","Chixib'inik,",
8018,Suddenly now they would humbly offer nations,Lib'aj chi chelaj amaq',
8019,Before its face Pine Resin Tree,Chuwach Q'ol Che',
8020,Its sign citadels.,Retal tinamit.,8010
8021,Because today,Rumal wakamik,
8022,One mountain stones.,Jun juyub' ab'aj.,
8023,Only a few now,Xsqaqi'n chik,
8024,"Not cut cleanly,",Mawi xq'atatajik,
8025,Like this it was cut,Keje' ri' xchoy,
8026,With axe by it.,Chi ikaj rumal.,
8027,"There it is in plain,","Chila' k'o wi pa taq'aj,",
8028,Petatayub its name.,Petatayub' u b'i'.,
8029,"Clear today,","Q'alaj wakamik,",
8030,"It is seen all people pass it by,","Karil ronojel winaq ke'ik'ow wi,",8020
8031,Its sign,Retal,
8032,His war prowess Quicab.,Rachijilal K'iq'ab'.,
8033,"There was not he died,","Maja b'i xkam wi,",
8034,There was not as well his being defeated.,Ma pu ja b'i xch'akataj wi.,
8035,True that warrior.,Qitzij wi chi achij.,
8036,He received therefore their tribute all nations.,Xuk'am k'ut u patan ronojel amaq'.,
8037,"Then they planned therefore lords all of them,","Ta xena'ojin k'ut ajawab' konojel,",
8038,Then went blockaders,Ta xb'ek q'atey,
8039,"Around canyons,","Rij siwan,",
8040,Around citadels.,Rij tinamit.,8030
8041,"Fallen their citadels,","Xqajinaq oq u tinamit,",
8042,All nations.,Ronojel amaq'.,
8043,"THUS then their coming out sentinels,","K'ATE k'ut ta relik waranel,",
8044,Lookouts warriors.,Ilol aj lab'al.,
8045,"Then they made therefore its watchmen lineage,","Ta xkib'an k'ut u wachinel chinamit,",
8046,Guardians mountain.,Laq'ab'ey juyub'.,
8047,"“If will come again,","“We chipe chik,",
8048,Then will arrive its guard,Ta chul u laq'ab'ej,
8049,"Their citadels,","U tinamit,",
8050,"Nations,” they said.","Amaq',” xecha'",8040
8051,"Then they gathered their thoughts all lords,","Ta xkikuch ki na'oj konojel ajawab',",
8052,Then went out their orders:,Ta xel ki wab'an:,
8053,"“Like the our stockade,","“Keje' ri' qa k'ejoj,",
8054,"Like as well our second lineage,","Keje' pu qa ka chinamit,",
8055,"Like as well our fortress,","Keje' nay pu qa tz'alam,",
8056,"Our palisade they shall become,","Qa k'oxtun chuxik,",
8057,"This now our anger,","Are' chik qoyowal,",
8058,"Our war prowess then they shall become,”","Qachijilal ta chuxoq,”",
8059,They said all lords.,Xecha' konojel ajawab'.,
8060,Then they went out their orders,Ta xe'elik u wab'an,8050
8061,"Each of lineages,","Jujun chi chinamit,",
8062,Opposers of warriors.,K'ulelay rech aj lab'al.,
8063,"Then they were instructed therefore,","Ta xepixab'ax k'ut,",
8064,"Then they went as well orders,","Ta xeb'e puch wab'an,",
8065,Guardians their mountain nations.,Laq'ab'ey u juyub'al amaq'.,
8066,"“Go, because our mountains now.","“Chib'ek, rumal qa juyub'al chik.",
8067,Do not fear if there are still warriors,Mixib'ij iwib' we k'o chik aj lab'al,
8068,That come again with you as killers to you.,Chul chik iwuk' ta kamisay iwe.,
8069,At once come to tell it.,Anim chul ib'ij,
8070,"We shall go surely to kill them,”","Chib'e na qa kamisaj,”",8060
8071,Said therefore Quicab to them,Xcha' k'ut K'iq'ab' chi kech,
8072,When they were instructed all of their faces,Ta xepixab'axik konojel wach,
8073,"With Magistrate,","Ruk' Q'alel,",
8074,Herald Person.,Aj Tzik' Winaq.,
8075,"Then they went to set the its mouth arrows,","Ta xb'e'ije'ik ri u chi' ch'a,",
8076,Its mouth bowstrings as it is said.,U chi' k'a'am chuchaxik.,
8077,"Then were split apart their grandfathers,","Ta xpaxin rib' u mam,",
8078,Their fathers,U qajaw,
8079,The all Quiché people.,Ri ronojel K'iche' winaq.,
8080,They are on each of mountains.,K'o pa jujun chi juyub'.,8070
8081,"Only guardians mountains,","Xa chajal juyub',",
8082,Only as well guardians,Xa pu chajal,
8083,"Arrows,","Ch'a,",
8084,Bowstrings.,K'a'am.,
8085,Guardians,Chajal,
8086,War as well when they went.,Lab'al puch ta xb'ek.,
8087,"Not surely one then dawn,","Ma na jun ta saqir wi,",
8088,Not as well one then their god.,Ma nay puch jun ta u k'ab'awil.,
8089,Only blockaders around citadels.,Xa q'atey rij tinamit.,
8090,They went out all of them:,Ta xelik ronojel:,8080
8091,"Ah Uuila,","Aj Wi' La,",
8092,Ah Chulimal;,Aj Chulimal;,
8093,"Zaqui Ya,","Saqi Ya',",
8094,Xahbaquieh;,Xajb'akiej;,
8095,"Chi Temah,","Chi Temaj,",
8096,Vahxalahuh;,Wajxalajuj;,
8097,"With as well Ah Cabracan,","Ruk' chik Aj Kab'raqan,",
8098,"Chabi Cac,",Ch'ab'i Q'aq',
8099,Chi Hunahpu;,Chi Junajpu;,
8100,"With Ah Maca,","Ruk' Aj Mak'a',",8090
8101,Ah Xay Abah;,Aj Xay Ab'aj;,
8102,"Ah Zaccabaha,","Aj Saqkab'a Ja,",
8103,Ah Ziyaha;,Aj Siya Ja;,
8104,"Ah Miquina,","Aj Miq'ina',",
8105,Ah Xelahuh.,Aj Xelajuj.,
8106,"Plains,","Taq'ajal,",
8107,Mountains.,Juyub'.,
8108,"These went out sentinels war,","Ri' xelik waray lab'al,",
8109,Guardians earth.,Chajal ulew.,
8110,"Then they went because of Quicab,","Ta xb'ek rumal K'iq'ab',",8100
8111,"Cavizamah,","Kawisamaj,",
8112,"Ah Pop,","Aj Pop,",
8113,"Ah Pop Reception House,","Aj Pop K'am Ja,",
8114,"Magistrate,","Q'alel,",
8115,Herald Person.,Aj Tzik' Winaq.,
8116,Four lords they sent them.,E kajib' chi ajawab' xetaqonik.,
8117,They acted as sentinels against as well warriors.,Xewaran puch aj lab'al.,
8118,"Quicab,","K'iq'ab',",
8119,Cauizimah their names.,Kawisamaj u b'i'.,
8120,"Lords before their faces Cavecs,","Ajaw chuwach Kaweqib',",8110
8121,Two.,E kaib'.,
8122,Quema his name,Kema u b'i',
8123,Lord before their faces Nihaibs.,Ajaw chuwach Nijaib'.,
8124,Achac Iboy therefore his name,Achaq Ib'oy k'ut u b'i',
8125,Lord before their faces Ahau Quichés.,Ajaw chuwach Ajaw K'iche'.,
8126,These therefore their names,Are' k'ut ki b'i',
8127,Lords these.,Ajaw ri'.,
8128,"They sent out messengers,","Xetakowik,",
8129,They sent out envoys as well,Xesamajelan puch,
8130,"When they left their vassals,","Ta xeb'ek kal,",8120
8131,Their servants,Ki k'ajol,
8132,"On mountains,","Pa juyub',",
8133,On each one of mountains.,Pa jujun chi juyub'.,
8134,"Went surely therefore first arrived surely their female captives,","Xb'e na k'u nab'e xul na kanab',",
8135,"Arrived as well male captives,","Xul na pu teleche',",
8136,"Before Quicab,","Chuwach K'iq'ab',",
8137,"Cauizimah,","Kawisimaj,",
8138,"Magistrate,","Q'alel,",
8139,Herald Person.,Aj Tzik' Winaq.,
8140,"They made now war the its mouth arrow,","Xkib'an chi wi lab'al ri u chi' ch'a,",8130
8141,Its mouth bowstring.,U chi' k'a'am.,
8142,"They took women captives now,","Xekanab' chik,",
8143,They took male captives now.,Xeteleche'n chik.,
8144,Warlike they became now,E achij xe'ux chik,
8145,The envoys,Ri e wab'an,
8146,"Were given,","Xeya'ik,",
8147,"They increased therefore,","Xek'iyar k'ut,",
8148,Many therefore their heartening by lords.,K'i chi k'ut ki k'u'xlal kumal ajawab'.,
8149,"When they would arrive to give their female captives,","Ta chul ki ya' ki kanab',",
8150,Their male captives all.,Ki teleche' ronojel.,8140
8151,Thus then gathered thoughts,K'ate k'ut ta xkuch na'oj,
8152,By lords,Kumal ajawab',
8153,"Ah Pop,","Aj Pop,",
8154,"Ah Pop Reception House,","Aj Pop K'am Ja,",
8155,"Magistrate,","Q'alel,",
8156,Herald Person.,Aj Tzik' Winaq.,
8157,Then went out,Ta xel,
8158,Therefore thoughts.,K'u na'oj.,
8159,"“Only we ennoble,","“Xa qa chapa,",
8160,Truly first of those that are,Qi nab'e chi k'oje',8150
8161,"That have carried as a burden,","Ta keqalem,",
8162,Lookout lineages shall enter.,Wachinel chinamit chok wi.,
8163,“I Ah Pop.,“In Aj Pop.,
8164,I Ah Pop Reception House.,In Aj Pop K'am Ja.,
8165,Ah Pop to adorning mine,Aj Pop chire q'alej we,
8166,Shall enter now therefore yours.,Chok chi k'u awe.,
8167,"You Lord Magistrate,","At Ajaw Q'alel,",
8168,"Magistrate the adornment shall come to be,”","Q'alel ri' q'alem xchuxik,”",
8169,They said therefore all lords,Xecha' k'ut ronojel ajawab',
8170,When they were gathered their thoughts.,Ta xk'am ki na'oj.,8160
8171,"Only therefore likewise they did it Tamub,","Xawi k'u keje' xub'ano Tamub',",
8172,Ilocab.,Ilokab'.,
8173,Same face,Junam wach,
8174,Three groups of Quichés,Ox ch'ob' chi K'iche'.,
8175,"Then they did ennobling,","Ta xb'an chaponik,",
8176,They entitled them,Xkikob'isaj,
8177,"First their vassals,","U nab'e kal,",
8178,Their servants.,Ki k'ajol.,
8179,Thus their gathering thought.,Keje' k'ut u k'amik na'oj.,
8180,Not therefore there,Ma k'u chiri',8170
8181,Were ennobled Quichés.,Xchap wi K'iche'.,
8182,There is its name mountain ennobled,K'o u b'i' juyub’ xchap wi.,
8183,"First vassals,","U nab'e al,",
8184,Servants.,K'ajol.,
8185,Then they summoned therefore all that are on each of mountains.,Ta xetaq k'ut ronojel k'o pa jujun chi juyub'.,
8186,Only one they gathered.,Xa jun xekuch wi.,
8187,UNDER Twisted Cord,XE' B'alax,
8188,"Under String its names mountain they were ennobled,","Xe' K'a'amaq' u b'i' juyub' xechap wi,",
8189,Then entered their command,Ta xok ki q'alem,
8190,There Chulimal it was done.,Chiri' Chulimal xb'an wi.,8180
8191,"THESE therefore their titles,","WA' k'ute ki kob'ik,",
8192,"Their ennobling,","Ki chapik,",
8193,Their tokens as well:,Ketaxik puch:,
8194,"One score Magistrates,","Juwinaq Q'alel,",
8195,"One score Ah Pops,","Juwinaq Aj Pop,",
8196,"Ennobled by Ah Pop,","Xchapik rumal Aj Pop,",
8197,"Ah Pop Reception House,","Aj Pop K'am Ja,",
8198,"By as well Magistrate,","Rumal puch Q'alel,",
8199,Herald Person.,Aj Tzik' Winaq.,
8200,"Entered their offices all Magistrates,",Xok keqalem ronojel Q'alel,8190
8201,"Ah Pops,","Aj Pop,",
8202,Eleven,Julajuj,
8203,"Great Stewards,","Nim Ch'okoj,",
8204,"Magistrate Lords,","Q'alel Ajaw,",
8205,"Magistrate Zaquics,","Q'alel Saqik,",
8206,"Their Magistrates Warriors,","U Q'alel Achij,",
8207,"Their Ah Pops warriors,","Raj Pop Achij,",
8208,"Their Keepmasters Warriors,","Raj Tz'alam Achij,",
8209,"Their Point Warriors,","U Tza'm Achij,",
8210,Their names warriors entered,Ki b'i' achijab' xokik,8200
8211,When entitled.,Ta xekob'ik.,
