term_str,n,df,dfidf
xtz'akat,1,1,6.442943495848728
xtz'aq,2,2,10.885886991697456
xtz'aqat,2,2,10.885886991697456
xtz'ib'an,2,1,6.442943495848728
xtz'onox,4,3,14.573942985382715
xtz'ul,1,1,6.442943495848728
xtzalij,1,1,6.442943495848728
xtzaq,2,2,10.885886991697456
xtze'n,1,1,6.442943495848728
xtze'nik,1,1,6.442943495848728
xtzukux,1,1,6.442943495848728
xu,1,1,6.442943495848728
xub'ak,1,1,6.442943495848728
xub'an,8,7,25.44912001653787
xub'anik,1,1,6.442943495848728
xub'ano,5,3,14.573942985382715
xub'axik,1,1,6.442943495848728
xub'i'naj,8,6,23.147885970765433
xub'i'natisaj,1,1,6.442943495848728
xub'ij,5,5,20.60507700480683
xub'iq'o,1,1,6.442943495848728
xub'oq,1,1,6.442943495848728
xuchap,2,2,10.885886991697456
xuchapo,1,1,6.442943495848728
xuchax,21,11,32.81863064932574
xuchaxik,8,7,25.44912001653787
xuchuyej,1,1,6.442943495848728
xujach,2,2,10.885886991697456
xujuruj,1,1,6.442943495848728
xuk'a,1,1,6.442943495848728
xuk'a'am,1,1,6.442943495848728
xuk'ajolaj,3,1,6.442943495848728
xuk'am,9,7,25.44912001653787
xuk'amo,4,2,10.885886991697456
xuk'aqat,1,1,6.442943495848728
xuk'is,1,1,6.442943495848728
xuk'ixb'ij,1,1,6.442943495848728
xuk'olela,1,1,6.442943495848728
xuk'olo,1,1,6.442943495848728
xuk'ot,1,1,6.442943495848728
xuk'oto,1,1,6.442943495848728
xuk'ul,2,2,10.885886991697456
xuk'ulu,3,3,14.573942985382715
xuk'ut,3,3,14.573942985382715
xukamib'ej,1,1,6.442943495848728
xukanaj,1,1,6.442943495848728
xukanajib'ej,1,1,6.442943495848728
xukawub'ej,1,1,6.442943495848728
xukiya,1,1,6.442943495848728
xukob'isaj,1,1,6.442943495848728
xukoj,2,2,10.885886991697456
xukut,4,4,17.77177398339491
xukutaxik,1,1,6.442943495848728
xukuxuxinaq,1,1,6.442943495848728
xukuy,1,1,6.442943495848728
xul,29,16,39.087095933579654
xule'ik,1,1,6.442943495848728
xulik,1,1,6.442943495848728
xulik'ib'a,1,1,6.442943495848728
xulix,1,1,6.442943495848728
xulk'o,1,1,6.442943495848728
xulq'ab,2,2,10.885886991697456
xulu,4,2,10.885886991697456
xuluxuj,1,1,6.442943495848728
xumayijaj,1,1,6.442943495848728
xumich,1,1,6.442943495848728
xuna,3,3,14.573942985382715
xuna'o,1,1,6.442943495848728
xunik'oj,1,1,6.442943495848728
xupan,1,1,6.442943495848728
xupixab'aj,1,1,6.442943495848728
xupunab'ej,1,1,6.442943495848728
xuq'at,1,1,6.442943495848728
xuraquj,2,2,10.885886991697456
xurayij,1,1,6.442943495848728
xuriq,2,2,10.885886991697456
xuriqo,2,2,10.885886991697456
xuruxuj,1,1,6.442943495848728
xuta,4,3,14.573942985382715
xutaq,1,1,6.442943495848728
xutaqej,1,1,6.442943495848728
xuteleb'a,1,1,6.442943495848728
xuti,3,1,6.442943495848728
xuti'o,2,2,10.885886991697456
xutij,3,2,10.885886991697456
xutik,2,1,6.442943495848728
xutikib'a,3,3,14.573942985382715
xutz'ib'aj,3,1,6.442943495848728
xutz'onoj,4,4,17.77177398339491
xutzin,4,3,14.573942985382715
xutzinik,9,6,23.147885970765433
xutzininaqa,1,1,6.442943495848728
xutzirisaxik,1,1,6.442943495848728
xutzoqopij,2,2,10.885886991697456
xuwachelam,1,1,6.442943495848728
xuwachij,1,1,6.442943495848728
xuwiq,1,1,6.442943495848728
xuwon,1,1,6.442943495848728
xux,3,3,14.573942985382715
xuxawaj,3,1,6.442943495848728
xuxekeb'a,1,1,6.442943495848728
xuxib'ij,1,1,6.442943495848728
xuxik,49,28,45.796480066151474
xuxlab'ix,1,1,6.442943495848728
xuxulim,1,1,6.442943495848728
xuya,4,4,17.77177398339491
xuya'o,3,2,10.885886991697456
xuyak,1,1,6.442943495848728
xwab'ax,1,1,6.442943495848728
xwachin,5,3,14.573942985382715
xwachinik,3,3,14.573942985382715
xwinaqir,10,9,29.45716644965774
xwinaqirije'ik,1,1,6.442943495848728
xwinaqirik,6,4,17.77177398339491
xworo,1,1,6.442943495848728
xwulijtaj,1,1,6.442943495848728
xya,7,6,23.147885970765433
xya'ik,1,1,6.442943495848728
xya'w,1,1,6.442943495848728
xyake'x,1,1,6.442943495848728
xyik,1,1,6.442943495848728
xyopij,3,3,14.573942985382715
xyopijik,1,1,6.442943495848728
xyoq'otaj,1,1,6.442943495848728
ya,27,18,40.91433289931548
ya'axel,1,1,6.442943495848728
ya'ik,1,1,6.442943495848728
ya'ix,1,1,6.442943495848728
ya'ol,5,4,17.77177398339491
ya'on,1,1,6.442943495848728
ya'oq,8,3,14.573942985382715
yab,2,2,10.885886991697456
yab'a,1,1,6.442943495848728
yach,1,1,6.442943495848728
yachwach,4,1,6.442943495848728
yajik,1,1,6.442943495848728
yak,5,3,14.573942985382715
yakal,3,3,14.573942985382715
yakalem,2,2,10.885886991697456
yakalib'al,2,2,10.885886991697456
yakalik,3,3,14.573942985382715
yakamarinaq,1,1,6.442943495848728
yakataj,1,1,6.442943495848728
yakatajinaq,1,1,6.442943495848728
yakatik,1,1,6.442943495848728
yake'ik,1,1,6.442943495848728
yaki,7,4,17.77177398339491
yaklin,2,1,6.442943495848728
yakolatam,2,2,10.885886991697456
yamanik,5,5,20.60507700480683
yan,3,3,14.573942985382715
ye'ol,1,1,6.442943495848728
yiqoxik,1,1,6.442943495848728
yitz,1,1,6.442943495848728
yitz'il,1,1,6.442943495848728
yojol,3,1,6.442943495848728
yolkwat,1,1,6.442943495848728
yoq,1,1,6.442943495848728
yoq'b'al,1,1,6.442943495848728
yoq'otaj,1,1,6.442943495848728
yoq'otajinaq,1,1,6.442943495848728
yujuj,2,1,6.442943495848728
yuq,1,1,6.442943495848728
yuyub,2,2,10.885886991697456
zuywa,1,1,6.442943495848728
