term_str,n,df,dfidf
pak'al,1,1,6.442943495848728
pak'alik,2,1,6.442943495848728
pak'e,1,1,6.442943495848728
pakatajik,1,1,6.442943495848728
pakiwi,1,1,6.442943495848728
palo,13,7,25.44912001653787
pam,27,16,39.087095933579654
pan,5,1,6.442943495848728
paq'ol,2,2,10.885886991697456
paq'ub'al,1,1,6.442943495848728
paqal,1,1,6.442943495848728
paqalik,1,1,6.442943495848728
paqam,3,1,6.442943495848728
pat,5,3,14.573942985382715
patan,23,11,32.81863064932574
paxib'al,1,1,6.442943495848728
paxil,4,1,6.442943495848728
pe,5,5,20.60507700480683
pe'oxik,1,1,6.442943495848728
pedro,1,1,6.442943495848728
pek,3,3,14.573942985382715
pekulya,1,1,6.442943495848728
peq,2,2,10.885886991697456
peta,1,1,6.442943495848728
petatayub,1,1,6.442943495848728
petenaq,3,3,14.573942985382715
petik,4,4,17.77177398339491
petoq,1,1,6.442943495848728
pich,2,2,10.885886991697456
pir,1,1,6.442943495848728
pislik,2,1,6.442943495848728
pisom,5,2,10.885886991697456
pix,2,1,6.442943495848728
pixab,8,6,23.147885970765433
pixab'aj,1,1,6.442943495848728
pixab'ay,2,2,10.885886991697456
pixab'ik,3,2,10.885886991697456
pixk,1,1,6.442943495848728
po,2,1,6.442943495848728
pokob,9,4,17.77177398339491
pokob'axik,1,1,6.442943495848728
pom,9,1,6.442943495848728
pop,42,12,34.295771941530866
popo,1,1,6.442943495848728
popob'al,1,1,6.442943495848728
popol,7,5,20.60507700480683
poq'ol,2,1,6.442943495848728
poy,16,6,23.147885970765433
pu,173,55,36.38710802782378
puch,232,62,30.302325498634897
puj,9,4,17.77177398339491
pujuy,2,2,10.885886991697456
pujuyu,3,1,6.442943495848728
puk'b'a,1,1,6.442943495848728
puk'b'al,5,5,20.60507700480683
pulew,3,1,6.442943495848728
pulinaq,1,1,6.442943495848728
pupuje'ik,1,1,6.442943495848728
purpuweq,1,1,6.442943495848728
pus,2,2,10.885886991697456
pusb'al,1,1,6.442943495848728
pusik,1,1,6.442943495848728
pusu,2,2,10.885886991697456
pusunik,1,1,6.442943495848728
puwaq,18,7,25.44912001653787
puwi,2,2,10.885886991697456
puwi'l,1,1,6.442943495848728
q,2,1,6.442943495848728
q'a,1,1,6.442943495848728
q'ab,31,17,40.04317112817261
q'ab'arinaq,1,1,6.442943495848728
q'ajowik,1,1,6.442943495848728
q'ala,15,2,10.885886991697456
q'ala'ib'al,1,1,6.442943495848728
q'ala'ixik,1,1,6.442943495848728
q'alab'il,1,1,6.442943495848728
q'alaj,27,15,38.04079350360315
q'alajob'isaxik,1,1,6.442943495848728
q'alal,1,1,6.442943495848728
q'alej,1,1,6.442943495848728
q'alel,24,8,27.543547966789827
q'alem,2,1,6.442943495848728
q'alib'aj,1,1,6.442943495848728
q'alib'al,3,2,10.885886991697456
q'an,3,3,14.573942985382715
q'ana,13,5,20.60507700480683
q'anal,3,2,10.885886991697456
q'apoj,29,6,23.147885970765433
q'apojib,19,3,14.573942985382715
q'aq,43,16,39.087095933579654
q'aq'a,1,1,6.442943495848728
q'aq'al,22,10,31.210154009613657
q'aq'wachinik,1,1,6.442943495848728
q'at,1,1,6.442943495848728
q'atajil,1,1,6.442943495848728
q'atat,3,3,14.573942985382715
q'atem,1,1,6.442943495848728
q'atey,2,2,10.885886991697456
q'atoj,4,1,6.442943495848728
q'atol,2,2,10.885886991697456
q'atowa,2,1,6.442943495848728
q'awekib,1,1,6.442943495848728
q'axiq'aj,1,1,6.442943495848728
q'eb'al,6,1,6.442943495848728
q'eqa,6,4,17.77177398339491
q'eqal,3,3,14.573942985382715
q'equ'm,4,2,10.885886991697456
q'equ'ma,5,2,10.885886991697456
q'equ'mal,8,7,25.44912001653787
q'eyoq,1,1,6.442943495848728
q'i,1,1,6.442943495848728
q'ij,113,36,45.828665798630965
q'ijil,3,3,14.573942985382715
q'ijila,1,1,6.442943495848728
q'ijilab'al,2,2,10.885886991697456
q'ijilo'x,1,1,6.442943495848728
q'ijilo'xik,1,1,6.442943495848728
q'ijilonel,1,1,6.442943495848728
q'ijilonik,1,1,6.442943495848728
q'ijiloxik,2,2,10.885886991697456
q'ijiloy,1,1,6.442943495848728
q'ijixik,1,1,6.442943495848728
q'in,1,1,6.442943495848728
q'inom,2,2,10.885886991697456
q'inomal,2,2,10.885886991697456
q'o'j,1,1,6.442943495848728
q'o'l,9,5,20.60507700480683
q'o'n,2,2,10.885886991697456
q'o'tz,1,1,6.442943495848728
q'ojom,1,1,6.442943495848728
q'ol,5,4,17.77177398339491
q'oq,5,2,10.885886991697456
q'oq'ob,4,2,10.885886991697456
q'oxom,1,1,6.442943495848728
q'u,5,3,14.573942985382715
q'u'l,1,1,6.442943495848728
q'u'n,1,1,6.442943495848728
q'u'xik,1,1,6.442943495848728
q'ukumatz,25,16,39.087095933579654
q'umar,1,1,6.442943495848728
q'umarkaj,2,1,6.442943495848728
q'upuj,2,1,6.442943495848728
q'upun,1,1,6.442943495848728
q'uq,2,2,10.885886991697456
q'us,2,2,10.885886991697456
q'usq'us,1,1,6.442943495848728
q'utum,3,1,6.442943495848728
qa,195,47,41.75266827604127
qab'e,1,1,6.442943495848728
qab'ij,1,1,6.442943495848728
qab'in,1,1,6.442943495848728
qab'ix,2,2,10.885886991697456
qach,1,1,6.442943495848728
qach'opij,1,1,6.442943495848728
qachb'ilan,1,1,6.442943495848728
qachijilal,1,1,6.442943495848728
qaj,2,2,10.885886991697456
qaja,1,1,6.442943495848728
qajaw,65,31,46.15116274931745
qajawab,1,1,6.442943495848728
qajawal,1,1,6.442943495848728
qajawixel,3,3,14.573942985382715
qajik,2,2,10.885886991697456
qajinaq,1,1,6.442943495848728
qajoq,12,5,20.60507700480683
qaka'y,1,1,6.442943495848728
qal,1,1,6.442943495848728
qalaxik,1,1,6.442943495848728
qale'm,1,1,6.442943495848728
qamaq,1,1,6.442943495848728
qan,1,1,6.442943495848728
qasaj,2,1,6.442943495848728
qasisa,1,1,6.442943495848728
qatarij,1,1,6.442943495848728
qati't,22,7,25.44912001653787
qatija,2,2,10.885886991697456
qatz,6,4,17.77177398339491
qatz'onoj,1,1,6.442943495848728
qatzukuj,1,1,6.442943495848728
qawab'a,1,1,6.442943495848728
qawikib,1,1,6.442943495848728
qayojo,1,1,6.442943495848728
qe,13,9,29.45716644965774
qech,6,5,20.60507700480683
qeta'm,2,2,10.885886991697456
qeta'on,1,1,6.442943495848728
qetal,2,2,10.885886991697456
qetz'ab'al,1,1,6.442943495848728
qi,35,25,44.977182651850086
qib,9,9,29.45716644965774
qib'a,1,1,6.442943495848728
qila,1,1,6.442943495848728
qitzij,94,41,44.501051140456426
qixoqil,1,1,6.442943495848728
qochoch,4,3,14.573942985382715
qoyowal,1,1,6.442943495848728
quk,6,5,20.60507700480683
quk'aj,1,1,6.442943495848728
quk'ia,1,1,6.442943495848728
qul,4,2,10.885886991697456
qulel,1,1,6.442943495848728
qumal,1,1,6.442943495848728
qupul,1,1,6.442943495848728
quz,1,1,6.442943495848728
ra,1,1,6.442943495848728
ra'il,6,6,23.147885970765433
rab'inaleb,11,8,27.543547966789827
rach,4,3,14.573942985382715
rachaq,5,4,17.77177398339491
rachijilal,1,1,6.442943495848728
rachoch,1,1,6.442943495848728
raj,11,5,20.60507700480683
rajawal,18,14,36.89824003307574
rajawarem,7,4,17.77177398339491
rajil,6,4,17.77177398339491
rajk'ixb,1,1,6.442943495848728
rajsik,1,1,6.442943495848728
ral,21,9,29.45716644965774
ralal,1,1,6.442943495848728
ralaxik,3,3,14.573942985382715
ramaq,1,1,6.442943495848728
ramaq'elal,1,1,6.442943495848728
raq'ab'al,1,1,6.442943495848728
raqan,20,12,34.295771941530866
rati't,7,4,17.77177398339491
ratinib'al,2,2,10.885886991697456
rawaxik,2,2,10.885886991697456
rax,7,7,25.44912001653787
raxa,18,13,35.652549110199274
raxal,4,2,10.885886991697456
raxon,2,2,10.885886991697456
rayb'al,1,1,6.442943495848728
rayib'al,1,1,6.442943495848728
rayinik,1,1,6.442943495848728
re,39,22,43.63726129865148
rech,36,21,43.06314753446933
recha,9,6,23.147885970765433
recha'b'al,1,1,6.442943495848728
recha'xik,2,2,10.885886991697456
rekem,1,1,6.442943495848728
releb'al,26,9,29.45716644965774
releq'axik,1,1,6.442943495848728
relik,6,6,23.147885970765433
remanik,4,2,10.885886991697456
reqalem,1,1,6.442943495848728
reqalixik,1,1,6.442943495848728
reqan,1,1,6.442943495848728
reta'm,1,1,6.442943495848728
retal,36,19,41.70530366569771
retaxik,1,1,6.442943495848728
ri,1151,81,8.350572930092401
ri'j,1,1,6.442943495848728
ri'jitaq,1,1,6.442943495848728
rib,37,27,45.577511829502015
rij,10,7,25.44912001653787
rik'il,1,1,6.442943495848728
rikaxik,1,1,6.442943495848728
ril,2,2,10.885886991697456
rila,1,1,6.442943495848728
rilik,1,1,6.442943495848728
riqitajik,1,1,6.442943495848728
rismal,5,5,20.60507700480683
rixk'aq,5,2,10.885886991697456
rixoqil,14,5,20.60507700480683
ro,6,6,23.147885970765433
robles,1,1,6.442943495848728
rochoch,19,11,32.81863064932574
rojas,1,1,6.442943495848728
rokik,2,2,10.885886991697456
ronojel,126,51,39.29642584773887
rope'nal,1,1,6.442943495848728
roponik,2,2,10.885886991697456
roq'ej,3,3,14.573942985382715
roq'ib'al,6,2,10.885886991697456
rox,18,16,39.087095933579654
roxij,1,1,6.442943495848728
roxlajuj,1,1,6.442943495848728
ruchaxik,1,1,6.442943495848728
ruk,93,38,45.410607331395425
ruk'a'am,3,1,6.442943495848728
ruk'aj,1,1,6.442943495848728
rulik,1,1,6.442943495848728
ruma,1,1,6.442943495848728
rumal,208,61,31.244575655436364
rutz,1,1,6.442943495848728
rutzil,1,1,6.442943495848728
rutzinik,1,1,6.442943495848728
ruxlab,3,1,6.442943495848728
sach,1,1,6.442943495848728
sachb'al,1,1,6.442943495848728
sachel,3,3,14.573942985382715
sachib'al,1,1,6.442943495848728
sachik,11,8,27.543547966789827
sachinaq,2,2,10.885886991697456
sajkab,2,2,10.885886991697456
sak,1,1,6.442943495848728
sakil,1,1,6.442943495848728
sakilal,1,1,6.442943495848728
saklatol,1,1,6.442943495848728
samajel,38,11,32.81863064932574
sanayeb,2,1,6.442943495848728
sanik,14,4,17.77177398339491
saq,32,20,42.42030801922731
saq'ul,1,1,6.442943495848728
saqajib,1,1,6.442943495848728
saqarik,1,1,6.442943495848728
saqb'al,1,1,6.442943495848728
saqb'och,4,1,6.442943495848728
saqb'oqom,2,2,10.885886991697456
saqb'uk,1,1,6.442943495848728
saqi,26,13,35.652549110199274
saqik,2,2,10.885886991697456
saqikib,2,2,10.885886991697456
saqil,18,6,23.147885970765433
saqilaj,1,1,6.442943495848728
saqir,1,1,6.442943495848728
saqiram,1,1,6.442943495848728
saqirib'al,2,2,10.885886991697456
saqirib'em,1,1,6.442943495848728
saqirik,24,14,36.89824003307574
saqirisay,1,1,6.442943495848728
saqiro,1,1,6.442943495848728
saqirok,2,1,6.442943495848728
saqiroq,6,5,20.60507700480683
saqkab'a,2,2,10.885886991697456
saqleloj,1,1,6.442943495848728
saqloq'oj,1,1,6.442943495848728
saqtetoj,1,1,6.442943495848728
saqulewab,1,1,6.442943495848728
sel,14,5,20.60507700480683
sib,3,2,10.885886991697456
sib'aq,1,1,6.442943495848728
sib'el,1,1,6.442943495848728
sik,11,3,14.573942985382715
sik'ib'al,2,1,6.442943495848728
sik'ixik,4,4,17.77177398339491
sik'iy,3,3,14.573942985382715
silisib,1,1,6.442943495848728
simaj,2,1,6.442943495848728
simisoj,1,1,6.442943495848728
simsojil,1,1,6.442943495848728
sipakna,32,5,20.60507700480683
sis,7,5,20.60507700480683
sita'l,11,4,17.77177398339491
siwan,31,16,39.087095933579654
siwanub,1,1,6.442943495848728
siya,1,1,6.442943495848728
siyaj,1,1,6.442943495848728
sochoj,4,3,14.573942985382715
sonol,1,1,6.442943495848728
sor,1,1,6.442943495848728
sot,1,1,6.442943495848728
sotz,10,4,17.77177398339491
sotz'i,2,2,10.885886991697456
sotz'il,1,1,6.442943495848728
sotz'ila,1,1,6.442943495848728
sotz'in,1,1,6.442943495848728
sqaqi'n,19,15,38.04079350360315
sqi'n,1,1,6.442943495848728
sta,1,1,6.442943495848728
stzaj,1,1,6.442943495848728
su,39,25,44.977182651850086
su'anik,1,1,6.442943495848728
suk,14,13,35.652549110199274
suk'u,1,1,6.442943495848728
suk'ulikil,1,1,6.442943495848728
sutz,2,2,10.885886991697456
suywa,6,4,17.77177398339491
t'an,1,1,6.442943495848728
t'isb'al,1,1,6.442943495848728
t'ot,1,1,6.442943495848728
t'ux,1,1,6.442943495848728
t'uy,2,2,10.885886991697456
ta,922,72,19.65733159726194
ta'ik,1,1,6.442943495848728
ta'o,1,1,6.442943495848728
ta'ol,1,1,6.442943495848728
tab'al,1,1,6.442943495848728
taj,59,29,45.963912520913524
tak,1,1,6.442943495848728
tak'al,4,4,17.77177398339491
tak'aloq,1,1,6.442943495848728
tak'atoj,1,1,6.442943495848728
tamasul,3,1,6.442943495848728
tamub,18,11,32.81863064932574
tan,1,1,6.442943495848728
tap,10,2,10.885886991697456
tapa'l,4,2,10.885886991697456
taq,52,29,45.963912520913524
taq'aj,6,5,20.60507700480683
taq'ajal,3,3,14.573942985382715
taqa,5,4,17.77177398339491
taqal,10,7,25.44912001653787
taqatoj,3,1,6.442943495848728
taqchi'b'al,1,1,6.442943495848728
taqchi'nel,2,2,10.885886991697456
taqexik,1,1,6.442943495848728
taqik,2,2,10.885886991697456
taqikil,2,2,10.885886991697456
taqol,4,4,17.77177398339491
taqon,1,1,6.442943495848728
taqonel,2,2,10.885886991697456
taqoq,3,3,14.573942985382715
tas,4,2,10.885886991697456
tasel,4,3,14.573942985382715
taseq,1,1,6.442943495848728
tatam,1,1,6.442943495848728
tatil,1,1,6.442943495848728
tatul,2,1,6.442943495848728
te,1,1,6.442943495848728
tekpan,1,1,6.442943495848728
tekum,3,1,6.442943495848728
teleb,1,1,6.442943495848728
teleche,3,2,10.885886991697456
telela'on,1,1,6.442943495848728
tem,9,4,17.77177398339491
temaj,1,1,6.442943495848728
tepepul,6,2,10.885886991697456
tepew,16,11,32.81863064932574
tepewal,5,4,17.77177398339491
tew,14,4,17.77177398339491
tewnik,1,1,6.442943495848728
ti,6,4,17.77177398339491
ti'ik,1,1,6.442943495848728
ti'ob'al,1,1,6.442943495848728
ti'omal,1,1,6.442943495848728
ti'onel,2,2,10.885886991697456
tija,2,1,6.442943495848728
tijob'al,9,3,14.573942985382715
tijoj,1,1,6.442943495848728
tijowik,1,1,6.442943495848728
tijox,1,1,6.442943495848728
tijtob'exik,2,2,10.885886991697456
tik'ab,4,1,6.442943495848728
tik'ela'on,1,1,6.442943495848728
tik'em,1,1,6.442943495848728
tik'il,2,1,6.442943495848728
tik'itoj,1,1,6.442943495848728
tikarib'al,2,2,10.885886991697456
tikarik,5,5,20.60507700480683
tikarinaq,2,2,10.885886991697456
tikerik,1,1,6.442943495848728
tikil,3,2,10.885886991697456
tiko'n,7,2,10.885886991697456
tikpan,1,1,6.442943495848728
tinamit,56,17,40.04317112817261
tio'jil,17,9,29.45716644965774
tiqowal,1,1,6.442943495848728
tixoq,1,1,6.442943495848728
to'q,1,1,6.442943495848728
toj,1,1,6.442943495848728
tojb'al,2,2,10.885886991697456
tojil,84,17,40.04317112817261
tokol,1,1,6.442943495848728
tolob,1,1,6.442943495848728
tolok,5,1,6.442943495848728
toltecat,1,1,6.442943495848728
tonatiu,1,1,6.442943495848728
toq,3,3,14.573942985382715
toq'exik,1,1,6.442943495848728
toq'ob,11,10,31.210154009613657
toq'ob'anik,1,1,6.442943495848728
toq'ol,1,1,6.442943495848728
torob,1,1,6.442943495848728
toxk'om,1,1,6.442943495848728
tu'nik,1,1,6.442943495848728
tu'xik,2,1,6.442943495848728
tub'ul,2,2,10.885886991697456
tuja,14,7,25.44912001653787
tujal,2,2,10.885886991697456
tujala,1,1,6.442943495848728
tukel,22,12,34.295771941530866
tukuliy,1,1,6.442943495848728
tukum,1,1,6.442943495848728
tukur,15,3,14.573942985382715
tulan,19,9,29.45716644965774
tulul,2,2,10.885886991697456
tum,3,2,10.885886991697456
tuwik,1,1,6.442943495848728
tux,5,2,10.885886991697456
tz'alam,6,5,20.60507700480683
tz'alatz,1,1,6.442943495848728
tz'alik,2,2,10.885886991697456
tz'ap,2,1,6.442943495848728
tz'api,1,1,6.442943495848728
tz'apib,1,1,6.442943495848728
tz'apim,1,1,6.442943495848728
tz'apin,1,1,6.442943495848728
tz'aq,39,15,38.04079350360315
tz'aqat,1,1,6.442943495848728
tz'aqik,6,6,23.147885970765433
tz'aqoj,1,1,6.442943495848728
tz'aqol,20,12,34.295771941530866
tz'i,8,3,14.573942985382715
tz'i'a,1,1,6.442943495848728
tz'ib,6,3,14.573942985382715
tz'ib'a,1,1,6.442943495848728
tz'ib'ab,1,1,6.442943495848728
tz'ib'al,5,2,10.885886991697456
tz'ib'am,3,2,10.885886991697456
tz'ib'an,2,1,6.442943495848728
tz'ib'anik,1,1,6.442943495848728
tz'ikin,47,11,32.81863064932574
tz'ikina,8,8,27.543547966789827
tz'ikwil,2,1,6.442943495848728
tz'ite,6,2,10.885886991697456
tz'oloj,1,1,6.442943495848728
tz'onob'al,1,1,6.442943495848728
tz'onob'exoq,1,1,6.442943495848728
tz'onoj,1,1,6.442943495848728
tz'ononik,1,1,6.442943495848728
tz'onoy,1,1,6.442943495848728
tz'uk,3,2,10.885886991697456
tz'ukib'al,1,1,6.442943495848728
tz'ukik,1,1,6.442943495848728
tz'ukuxik,2,2,10.885886991697456
tz'um,5,5,20.60507700480683
tz'umal,1,1,6.442943495848728
tz'ununi,2,2,10.885886991697456
tz'utu,1,1,6.442943495848728
tz'utuju,1,1,6.442943495848728
tza,3,2,10.885886991697456
tza'm,12,10,31.210154009613657
tza'mal,1,1,6.442943495848728
tzalam,1,1,6.442943495848728
tzalanem,1,1,6.442943495848728
tzalatz,1,1,6.442943495848728
tzalatzoxel,1,1,6.442943495848728
tzalijem,1,1,6.442943495848728
tzalijik,1,1,6.442943495848728
tzami'y,1,1,6.442943495848728
tzami'yal,1,1,6.442943495848728
tzaqa,1,1,6.442943495848728
tzaqal,1,1,6.442943495848728
tzaqon,1,1,6.442943495848728
tzarab'om,1,1,6.442943495848728
tzatz,35,24,44.59154388306173
tze,9,2,10.885886991697456
tze'b'al,2,1,6.442943495848728
tzij,61,37,45.6391348181318
tzija,1,1,6.442943495848728
tzijel,9,8,27.543547966789827
tzijol,1,1,6.442943495848728
tzijom,2,1,6.442943495848728
tzijonik,1,1,6.442943495848728
tzijoxik,12,8,27.543547966789827
tzik,12,7,25.44912001653787
tzima,3,1,6.442943495848728
tzimaj,1,1,6.442943495848728
tzixel,1,1,6.442943495848728
tzolkaqb'ej,1,1,6.442943495848728
tzolq'omij,1,1,6.442943495848728
tzotz'i,1,1,6.442943495848728
tzub'ulik,1,1,6.442943495848728
tzuk,1,1,6.442943495848728
tzuku,1,1,6.442943495848728
tzukuj,1,1,6.442943495848728
tzukum,1,1,6.442943495848728
tzukuxik,2,1,6.442943495848728
tzuqub'al,1,1,6.442943495848728
tzuquj,2,2,10.885886991697456
tzuqul,9,5,20.60507700480683
tzuqun,3,3,14.573942985382715
tzutz'il,1,1,6.442943495848728
u,1161,83,5.636037353649687
ub'i,3,3,14.573942985382715
ub'ik,17,10,31.210154009613657
ub'om,1,1,6.442943495848728
ucha'n,3,2,10.885886991697456
uk,11,3,14.573942985382715
uk'a,2,1,6.442943495848728
uk'a'am,1,1,6.442943495848728
uk'aja,2,2,10.885886991697456
ukaj,2,2,10.885886991697456
ul,1,1,6.442943495848728
ula,25,13,35.652549110199274
ulaj,1,1,6.442943495848728
uleuj,1,1,6.442943495848728
ulew,83,32,46.17419186715931
ulewab,1,1,6.442943495848728
uliy,1,1,6.442943495848728
ulo,4,4,17.77177398339491
uloq,110,41,44.501051140456426
uma,1,1,6.442943495848728
umul,8,3,14.573942985382715
us,1,1,6.442943495848728
utiw,8,6,23.147885970765433
utz,115,41,44.501051140456426
utzilaj,10,7,25.44912001653787
utzinik,2,2,10.885886991697456
uwaq,1,1,6.442943495848728
uxik,1,1,6.442943495848728
wa,80,49,40.58344893494248
wa'e,29,22,43.63726129865148
wa'im,2,2,10.885886991697456
wa'l,6,3,14.573942985382715
wab'a,2,1,6.442943495848728
wab'ab'exik,1,1,6.442943495848728
wab'an,4,1,6.442943495848728
wab'anel,1,1,6.442943495848728
wab'ay,1,1,6.442943495848728
wach,188,59,33.05772634272634
wachib'al,12,8,27.543547966789827
wachinel,5,3,14.573942985382715
wachinik,3,3,14.573942985382715
wachlab'eq,1,1,6.442943495848728
waij,3,2,10.885886991697456
wain,1,1,6.442943495848728
wainaq,1,1,6.442943495848728
wajxalajuj,1,1,6.442943495848728
wajxaq,3,3,14.573942985382715
wajxaqi,1,1,6.442943495848728
wak,12,2,10.885886991697456
wakamik,32,17,40.04317112817261
wakawoj,1,1,6.442943495848728
wako,2,1,6.442943495848728
wal,4,3,14.573942985382715
walib,5,1,6.442943495848728
waloq,1,1,6.442943495848728
wapalil,2,1,6.442943495848728
waq,2,2,10.885886991697456
waqaq,1,1,6.442943495848728
waqib,1,1,6.442943495848728
warab'al,3,3,14.573942985382715
waral,30,22,43.63726129865148
waram,5,5,20.60507700480683
waranel,4,3,14.573942985382715
waray,1,1,6.442943495848728
we,65,27,45.577511829502015
we'x,1,1,6.442943495848728
web'al,1,1,6.442943495848728
wech,2,2,10.885886991697456
wecha,2,2,10.885886991697456
weta'm,3,3,14.573942985382715
wi,567,74,17.27826963626361
wi'y,6,4,17.77177398339491
wikiq'ab,2,1,6.442943495848728
wila,4,4,17.77177398339491
winaq,156,55,36.38710802782378
winaqil,4,4,17.77177398339491
winaqirem,4,4,17.77177398339491
winaqirib'al,1,1,6.442943495848728
winaqirik,9,5,20.60507700480683
winaqirisay,1,1,6.442943495848728
winaqiroq,1,1,6.442943495848728
wiqa,1,1,6.442943495848728
wiqik,1,1,6.442943495848728
wiqitalik,1,1,6.442943495848728
wochoch,2,1,6.442943495848728
wok,3,2,10.885886991697456
wonon,11,4,17.77177398339491
wonowoj,1,1,6.442943495848728
wub,13,9,29.45716644965774
wub'anik,4,3,14.573942985382715
wub'axik,2,2,10.885886991697456
wuch,5,4,17.77177398339491
wuj,3,2,10.885886991697456
wujil,1,1,6.442943495848728
wuk'a'am,2,1,6.442943495848728
wulanik,1,1,6.442943495848728
wumal,1,1,6.442943495848728
wuq,11,6,23.147885970765433
wuqlaju,1,1,6.442943495848728
wuqlajuj,1,1,6.442943495848728
wuqub,99,27,45.577511829502015
wuqub'ix,4,2,10.885886991697456
xa,579,74,17.27826963626361
xa'n,6,2,10.885886991697456
xa'on,1,1,6.442943495848728
xab'ajir,1,1,6.442943495848728
xab'ajirik,1,1,6.442943495848728
xab'ano,1,1,6.442943495848728
xab'ik,1,1,6.442943495848728
xab'iq,1,1,6.442943495848728
xajab,1,1,6.442943495848728
xajawar,1,1,6.442943495848728
xajawarik,2,2,10.885886991697456
xajawax,3,1,6.442943495848728
xajaxik,1,1,6.442943495848728
xajb'akiej,1,1,6.442943495848728
xajoj,7,4,17.77177398339491
xajol,3,2,10.885886991697456
xajowik,1,1,6.442943495848728
xalan,1,1,6.442943495848728
xalkat,3,2,10.885886991697456
xaloq,7,4,17.77177398339491
xam,1,1,6.442943495848728
xamb'e,1,1,6.442943495848728
xaq,4,3,14.573942985382715
xaq'anik,1,1,6.442943495848728
xaqi,8,7,25.44912001653787
xaqin,1,1,6.442943495848728
xaqinik,1,1,6.442943495848728
xaraxoj,1,1,6.442943495848728
xaraxoxinaq,1,1,6.442943495848728
xare,6,2,10.885886991697456
xariqo,1,1,6.442943495848728
xatulik,1,1,6.442943495848728
xawax,1,1,6.442943495848728
xawech,1,1,6.442943495848728
xawi,44,18,40.91433289931548
xax,4,4,17.77177398339491
xay,1,1,6.442943495848728
xb'akiyalo,1,1,6.442943495848728
xb'alanke,71,22,43.63726129865148
xb'an,11,10,31.210154009613657
xb'anataj,1,1,6.442943495848728
xb'anatajik,4,4,17.77177398339491
xb'anik,5,5,20.60507700480683
xb'aninaq,1,1,6.442943495848728
xb'anomoq,1,1,6.442943495848728
xb'anowik,1,1,6.442943495848728
xb'antaj,1,1,6.442943495848728
xb'e,43,24,44.59154388306173
xb'e'ije'ik,1,1,6.442943495848728
xb'ek,15,10,31.210154009613657
xb'i'n,1,1,6.442943495848728
xb'i'naj,2,2,10.885886991697456
xb'inije'ik,1,1,6.442943495848728
xb'inik,1,1,6.442943495848728
xb'iq,2,1,6.442943495848728
xb'ix,2,2,10.885886991697456
xb'ochi,1,1,6.442943495848728
xb'utik,1,1,6.442943495848728
xch'ak,1,1,6.442943495848728
xch'akajataj,1,1,6.442943495848728
xch'akataj,5,3,14.573942985382715
xch'akatajik,1,1,6.442943495848728
xch'akatajinaqoq,1,1,6.442943495848728
xch'akow,1,1,6.442943495848728
xch'ataj,1,1,6.442943495848728
xch'aw,11,10,31.210154009613657
xch'awik,10,7,25.44912001653787
xch'eqe,1,1,6.442943495848728
xch'ijitajik,1,1,6.442943495848728
xch'ijtajik,1,1,6.442943495848728
xch'ob'och'ox,1,1,6.442943495848728
xch'olik,1,1,6.442943495848728
xcha,148,36,45.828665798630965
xcha'taj,2,1,6.442943495848728
xcha'x,1,1,6.442943495848728
xchachap,1,1,6.442943495848728
xchakachob,1,1,6.442943495848728
xchap,3,2,10.885886991697456
xchapataj,1,1,6.442943495848728
xchapik,1,1,6.442943495848728
xchaq'aj,1,1,6.442943495848728
xchaqij,2,2,10.885886991697456
xchaqijik,1,1,6.442943495848728
xchib'e,3,2,10.885886991697456
xchijunamataj,1,1,6.442943495848728
xchikanaj,1,1,6.442943495848728
xchikejb'ej,1,1,6.442943495848728
xchikijunamwachij,1,1,6.442943495848728
xchikilij,1,1,6.442943495848728
xchikitz'aqix,1,1,6.442943495848728
xchikitzololej,1,1,6.442943495848728
xchikucha'j,1,1,6.442943495848728
xchinb'ij,1,1,6.442943495848728
xchinch'up,1,1,6.442943495848728
xchink'am,1,1,6.442943495848728
xchinkanaj,1,1,6.442943495848728
xchintelej,1,1,6.442943495848728
xchinwulij,1,1,6.442943495848728
xchiqab'an,1,1,6.442943495848728
xchiqab'ano,1,1,6.442943495848728
xchiqab'i'j,3,2,10.885886991697456
xchiqab'ij,19,18,40.91433289931548
xchiqacholo,1,1,6.442943495848728
xchiqajok,1,1,6.442943495848728
xchiqak'am,1,1,6.442943495848728
xchiqakanaj,1,1,6.442943495848728
xchiqake'j,1,1,6.442943495848728
xchiqakoj,2,2,10.885886991697456
xchiqatijo,2,1,6.442943495848728
xchiqatik,2,1,6.442943495848728
xchiqatikib'a,2,2,10.885886991697456
xchiqatz'ib'aj,2,1,6.442943495848728
xchiqatzijoj,1,1,6.442943495848728
xchiqawaraj,1,1,6.442943495848728
xchiqaya,1,1,6.442943495848728
xchiqelesaj,1,1,6.442943495848728
xchiqil,1,1,6.442943495848728
xchirayin,1,1,6.442943495848728
xchitij,3,1,6.442943495848728
xchiwachin,2,1,6.442943495848728
xchiwewaj,1,1,6.442943495848728
xchiwil,2,2,10.885886991697456
xchiwuchaj,1,1,6.442943495848728
xchok,3,3,14.573942985382715
xchoy,1,1,6.442943495848728
xchoye,1,1,6.442943495848728
xchtikar,1,1,6.442943495848728
xchunaxik,1,1,6.442943495848728
xchup,1,1,6.442943495848728
xchurayij,1,1,6.442943495848728
xchutzinik,1,1,6.442943495848728
xchuweqa,1,1,6.442943495848728
xchuxik,1,1,6.442943495848728
xe,57,30,46.08158700720629
