doc_id,token_num,token_str,term_str,chunk_num
26,2,"Palo,",palo,0
27,0,Aj,aj,0
27,1,Raxa,raxa,0
27,2,"Laq,",laq,0
28,0,Aj,aj,0
28,1,Raxa,raxa,0
28,2,"Sel,",sel,0
28,3,"chuchaxik,",chuchaxik,0
29,0,Rach,rach,0
29,1,"b'i'xik,",b'i'xik,0
30,0,Rach,rach,0
30,1,tzijoxik,tzijoxik,0
30,2,ri':,ri',0
31,0,"I'yom,",i'yom,0
32,0,"Mamom,",mamom,0
33,0,"Xpiyakok,",xpiyakok,0
34,0,"Xmuqane,",xmuqane,0
34,1,u,u,0
34,2,"b'i',",b'i',0
35,0,"Matzanel,",matzanel,0
36,0,"Chuqenel,",chuqenel,0
37,0,Kamul,kamul,0
37,1,"I'yom,",i'yom,0
38,0,Kamul,kamul,0
38,1,"Mamom,",mamom,0
39,0,Chuchaxik,chuchaxik,0
40,0,Pa,pa,0
40,1,K'iche',k'iche',0
40,2,tzij.,tzij,0
41,0,Ta,ta,0
41,1,xkitzijoj,xkitzijoj,0
41,2,"ronojel,",ronojel,0
42,0,Ruk',ruk',0
42,1,xkib'an,xkib'an,0
42,2,"chik,",chik,0
43,0,Chi,chi,0
43,1,saqil,saqil,0
43,2,"k'olem,",k'olem,0
44,0,Saqil,saqil,0
44,1,tzij.,tzij,0
45,0,Wa'e,wa'e,0
45,1,xchiqatz'ib'aj,xchiqatz'ib'aj,0
46,0,Chupan,chupan,0
46,1,chik,chik,0
46,2,u,u,0
46,3,ch'ab'al,ch'ab'al,0
46,4,"Dios,",dios,0
47,0,Pa,pa,0
47,1,christianoil,christianoil,0
47,2,chik.,chik,0
48,0,"Xchiqelesaj,",xchiqelesaj,0
49,0,Rumal,rumal,0
49,1,maja,maja,0
49,2,b'i,b'i,0
49,3,chik,chik,0
50,0,Ilb'al,ilb'al,0
50,1,re,re,0
50,2,Popo,popo,0
50,3,"Wuj,",wuj,0
51,0,Ilb'al,ilb'al,0
51,1,saq,saq,0
52,0,Petenaq,petenaq,0
52,1,ch'aqa,ch'aqa,0
52,2,"palo,",palo,0
53,0,U,u,0
53,1,tzijoxik,tzijoxik,0
53,2,qa,qa,0
53,3,"mujib'al,",mujib'al,0
54,0,Ilb'al,ilb'al,0
54,1,saq,saq,0
54,2,"k'aslem,",k'aslem,0
54,3,chuchaxik.,chuchaxik,0
55,0,K'o,k'o,0
55,1,nab'e,nab'e,0
55,2,wujil,wujil,0
55,3,ojer,ojer,0
55,4,tz'ib'am,tz'ib'am,0
55,5,"puch,",puch,0
56,0,Xa,xa,0
56,1,ewal,ewal,0
56,2,u,u,0
56,3,wach,wach,0
57,0,Ilol,ilol,0
57,1,"re,",re,0
58,0,B'isol,b'isol,0
58,1,re.,re,0
59,0,Nim,nim,0
59,1,u,u,0
59,2,"pe'oxik,",pe'oxik,0
60,0,U,u,0
60,1,tzijoxik,tzijoxik,0
60,2,"puch,",puch,0
61,0,Ta,ta,0
61,1,chik'is,chik'is,0
62,0,"Tz'uk,",tz'uk,0
63,0,Ronojel,ronojel,0
63,1,"kaj,",kaj,0
64,0,Ulew.,ulew,0
65,0,U,u,0
65,1,kaj,kaj,0
65,2,"tz'ukuxik,",tz'ukuxik,0
66,0,U,u,0
66,1,kaj,kaj,0
66,2,"xukutaxik,",xukutaxik,0
67,0,"Retaxik,",retaxik,0
68,0,U,u,0
68,1,kaj,kaj,0
68,2,"che'xik,",che'xik,0
69,0,U,u,0
69,1,mej,mej,0
69,2,"k'a'amaxik,",k'a'amaxik,0
70,0,U,u,0
70,1,yuq,yuq,0
70,2,"k'a'amaxik,",k'a'amaxik,0
71,0,U,u,0
71,1,pa,pa,0
71,2,"kaj,",kaj,0
72,0,U,u,0
72,1,pa,pa,0
72,2,ulew.,ulew,0
73,0,Kaj,kaj,0
73,1,"tz'uk,",tz'uk,0
74,0,Kaj,kaj,0
74,1,"xukut,",xukut,0
74,2,"chuchaxik,",chuchaxik,0
75,0,Rumal,rumal,0
75,1,ri,ri,0
75,2,"Tz'aqol,",tz'aqol,0
76,0,"B'itol,",b'itol,0
77,0,U,u,0
77,1,"chuch,",chuch,0
78,0,U,u,0
78,1,"qajaw,",qajaw,0
79,0,"K'aslem,",k'aslem,0
80,0,"Winaqirem,",winaqirem,0
81,0,"Ab'anel,",ab'anel,0
82,0,"K'u'xlanel,",k'u'xlanel,0
83,0,Alay,alay,0
83,1,"rech,",rech,0
84,0,K'u'xlay,k'u'xlay,0
84,1,rech,rech,0
85,0,Saqil,saqil,0
85,1,"amaq'il,",amaq'il,0
86,0,Saqil,saqil,0
86,1,"al,",al,0
87,0,Saqil,saqil,0
87,1,"k'ajol,",k'ajol,0
88,0,Aj,aj,0
88,1,"b'is,",b'is,0
89,0,Aj,aj,0
89,1,na'oj,na'oj,0
90,0,Chirech,chirech,0
90,1,"ronojel,",ronojel,0
91,0,Atok'ol,atok'ol,0
91,1,wi:,wi,0
92,0,"Kaj,",kaj,0
93,0,"Ulew,",ulew,0
94,0,"Cho,",cho,0
95,0,Palo.,palo,0
96,0,ARE',are',0
96,1,U,u,0
96,2,TZIJOXIK,tzijoxik,0
97,0,Wa'e.,wa'e,0
98,0,K'a,k'a,0
98,1,"katz'ininoq,",katz'ininoq,0
99,0,K'a,k'a,0
99,1,"kachamamoq,",kachamamoq,0
100,0,"Katz'inonik,",katz'inonik,0
101,0,K'a,k'a,0
101,1,"kasilanik,",kasilanik,0
102,0,K'a,k'a,0
102,1,"kalolinik,",kalolinik,0
103,0,Katolona',katolona',0
103,1,puch,puch,0
103,2,u,u,0
103,3,pa,pa,0
103,4,kaj.,kaj,0
104,0,WA'E,wa'e,0
104,1,k'ut,k'ut,0
104,2,e,e,0
104,3,nab'e,nab'e,0
104,4,"tzij,",tzij,0
105,0,Nab'e,nab'e,0
105,1,ucha'n.,ucha'n,0
106,0,Maja,maja,0
106,1,b'i'oq,b'i'oq,0
106,2,jun,jun,0
106,3,"winaq,",winaq,0
107,0,Jun,jun,0
107,1,"chikop,",chikop,0
108,0,"Tz'ikin,",tz'ikin,0
109,0,"Kar,",kar,0
110,0,"Tap,",tap,0
111,0,"Che',",che',0
112,0,Ab'aj,ab'aj,0
113,0,"Jul,",jul,0
114,0,"Siwan,",siwan,0
115,0,"K'im,",k'im,0
116,0,K'eche'laj.,k'eche'laj,0
117,0,Xa,xa,0
117,1,u,u,0
117,2,tukel,tukel,0
117,3,kaj,kaj,0
117,4,"k'olik,",k'olik,0
118,0,Mawi,mawi,0
118,1,q'alaj,q'alaj,0
118,2,u,u,0
118,3,wach,wach,0
118,4,"ulew,",ulew,0
119,0,Xa,xa,0
119,1,u,u,0
119,2,tukel,tukel,0
119,3,remanik,remanik,0
119,4,"palo,",palo,0
120,0,U,u,0
120,1,pa,pa,0
120,2,kaj,kaj,0
120,3,ronojel.,ronojel,0
121,0,Maja,maja,0
121,1,b'i,b'i,0
121,2,naqi,naqi,0
121,3,la',la',0
122,0,"Kamolob'ik,",kamolob'ik,0
123,0,"Kakotz'ob'ik,",kakotz'ob'ik,0
124,0,Jun,jun,0
124,1,ta,ta,0
124,2,"kasilob'ik,",kasilob'ik,0
125,0,Kamal,kamal,0
125,1,"kab'antaj,",kab'antaj,0
126,0,Kakotz',kakotz',0
126,1,kab'antaj,kab'antaj,0
126,2,pa,pa,0
126,3,kaj.,kaj,0
127,0,Xma,xma,0
127,1,k'o,k'o,0
127,2,wi,wi,0
127,3,naqi,naqi,0
127,4,la',la',0
127,5,k'olik,k'olik,0
127,6,yakalik.,yakalik,0
128,0,Xa,xa,0
128,1,remanik,remanik,0
128,2,"ja',",ja',0
129,0,Xa,xa,0
129,1,li'anik,li'anik,0
129,2,"palo,",palo,0
130,0,Xa,xa,0
130,1,u,u,0
130,2,tukel,tukel,0
130,3,remanik.,remanik,0
131,0,Xma,xma,0
131,1,k'o,k'o,0
131,2,wi,wi,0
131,3,naqi,naqi,0
131,4,la',la',0
131,5,lo,lo,0
131,6,k'olik.,k'olik,0
132,0,Xa,xa,0
132,1,"kachamanik,",kachamanik,0
133,0,"Katz'ininik,",katz'ininik,0
134,0,Chi,chi,0
134,1,"q'equ'm,",q'equ'm,0
135,0,Chi,chi,0
135,1,aq'ab'.,aq'ab',0
136,0,Xa,xa,0
136,1,u,u,0
136,2,tukel,tukel,0
136,3,ri,ri,0
136,4,"Tz'aqol,",tz'aqol,0
137,0,"B'itol,",b'itol,0
138,0,"Tepew,",tepew,0
139,0,"Q'ukumatz,",q'ukumatz,0
140,0,E,e,0
140,1,"Alom,",alom,0
141,0,E,e,0
141,1,"K'ajolom,",k'ajolom,0
142,0,K'o,k'o,0
142,1,pa,pa,0
142,2,ja'.,ja',0
143,0,Saqtetoj,saqtetoj,0
143,1,e,e,0
143,2,k'o,k'o,0
143,3,wi.,wi,0
144,0,E,e,0
144,1,muqutal,muqutal,0
144,2,pa,pa,0
144,3,"q'uq',",q'uq',0
145,0,Pa,pa,0
145,1,raxon.,raxon,0
146,0,Are',are',0
146,1,u,u,0
146,2,b'i'nam,b'i'nam,0
146,3,wi,wi,0
147,0,Ri,ri,0
147,1,Q'ukumatz.,q'ukumatz,0
148,0,E,e,0
148,1,nima'q,nima'q,0
148,2,"eta'manel,",eta'manel,0
149,0,E,e,0
149,1,nima'q,nima'q,0
149,2,aj,aj,0
149,3,na'oj,na'oj,0
149,4,chi,chi,0
149,5,ki,ki,0
149,6,k'oje'ik.,k'oje'ik,0
150,0,Keje',keje',0
150,1,k'ut,k'ut,0
150,2,xax,xax,0
150,3,k'o,k'o,0
150,4,wi,wi,0
150,5,ri,ri,0
150,6,"kaj,",kaj,0
151,0,K'o,k'o,0
151,1,nay,nay,0
151,2,puch,puch,0
151,3,u,u,0
151,4,K'u'x,k'u'x,0
151,5,Kaj.,kaj,0
152,0,Are',are',0
152,1,u,u,0
152,2,b'i',b'i',0
153,0,Ri,ri,0
153,1,k'ab'awil,k'ab'awil,0
153,2,chuchaxik.,chuchaxik,0
154,0,TA,ta,0
154,1,xpe,xpe,0
154,2,k'ut,k'ut,0
154,3,u,u,0
154,4,tzij,tzij,0
154,5,"waral,",waral,0
155,0,Xul,xul,0
155,1,kuk',kuk',0
156,0,Ri,ri,0
156,1,"Tepew,",tepew,0
157,0,"Q'ukumatz,",q'ukumatz,0
158,0,Waral,waral,0
158,1,chi,chi,0
158,2,"q'equ'mal,",q'equ'mal,0
159,0,Chi,chi,0
159,1,aq'ab'al.,aq'ab'al,0
160,0,Xch'aw,xch'aw,0
160,1,ruk',ruk',0
161,0,Ri,ri,0
161,1,"Tepew,",tepew,0
162,0,"Q'ukumatz,",q'ukumatz,0
163,0,Xecha',xecha',0
163,1,"k'ut,",k'ut,0
164,0,Ta,ta,0
164,1,"xena'ojinik,",xena'ojinik,0
165,0,Ta,ta,0
165,1,"xeb'isonik,",xeb'isonik,0
166,0,Xeriqo,xeriqo,0
166,1,"kib',",kib',0
167,0,Xkikuch,xkikuch,0
168,0,Ki,ki,0
168,1,"tzij,",tzij,0
169,0,Ki,ki,0
169,1,na'oj.,na'oj,0
170,0,Ta,ta,0
170,1,"xkalaj,",xkalaj,0
171,0,Ta,ta,0
171,1,xkik'u'xlaj,xkik'u'xlaj,0
171,2,kib'.,kib',0
172,0,Xe',xe',0
172,1,wi,wi,0
172,2,saq,saq,0
172,3,"ta,",ta,0
173,0,Xkalaj,xkalaj,0
173,1,puch,puch,0
173,2,winaq.,winaq,0
174,0,Ta,ta,0
174,1,xkina'ojij,xkina'ojij,0
174,2,u,u,0
174,3,"tz'ukik,",tz'ukik,0
175,0,U,u,0
175,1,winaqirik,winaqirik,0
176,0,"Che',",che',0
177,0,"K'a'am,",k'a'am,0
178,0,U,u,0
178,1,tz'ukuxik,tz'ukuxik,0
178,2,puch,puch,0
178,3,"k'aslem,",k'aslem,0
179,0,"Winaqirem,",winaqirem,0
180,0,Chi,chi,0
180,1,"q'equ'mal,",q'equ'mal,0
181,0,Chi,chi,0
181,1,"aq'ab'al,",aq'ab'al,0
182,0,Rumal,rumal,0
182,1,"ri',",ri',0
182,2,u,u,0
182,3,K'u'x,k'u'x,0
182,4,"Kaj,",kaj,0
183,0,Juraqan,juraqan,0
183,1,u,u,0
183,2,b'i'.,b'i',0
184,0,Kaqulja,kaqulja,0
184,1,Juraqan,juraqan,0
184,2,"nab'e,",nab'e,0
185,0,U,u,0
185,1,kab',kab',0
185,2,k'ut,k'ut,0
185,3,Ch'i'pi,ch'i'pi,0
185,4,"Kaqulja,",kaqulja,0
186,0,Rox,rox,0
186,1,chik,chik,0
186,2,Raxa,raxa,0
186,3,Kaqulja.,kaqulja,0
187,0,Chi,chi,0
187,1,e,e,0
187,2,k'u,k'u,0
187,3,oxib',oxib',0
187,4,"ri',",ri',0
188,0,U,u,0
188,1,K'u'x,k'u'x,0
188,2,Kaj.,kaj,0
189,0,Ta,ta,0
189,1,xe'ul,xe'ul,0
189,2,kuk',kuk',0
190,0,Ri,ri,0
190,1,"Tepew,",tepew,0
191,0,"Q'ukumatz,",q'ukumatz,0
192,0,Ta,ta,0
192,1,xna'ojixik,xna'ojixik,0
193,0,"Saq,",saq,0
194,0,"K'aslem,",k'aslem,0
195,0,“Jupacha,jupacha,0
195,1,ta,ta,0
195,2,chawaxoq?,chawaxoq,0
196,0,Ta,ta,0
196,1,saqiro,saqiro,0
196,2,puch,puch,0
196,3,apachinaq?,apachinaq,0
197,0,Tzuqul?,tzuqul,0
198,0,Q'o'l?,q'o'l,0
199,0,Ta,ta,0
199,1,chuxoq.,chuxoq,0
200,0,"Kixno'jintaj,",kixno'jintaj,0
201,0,Are',are',0
201,1,ri,ri,0
201,2,ja',ja',0
201,3,"cheltaj,",cheltaj,0
202,0,"Chijamataj,",chijamataj,0
203,0,"Chiwinaqir,",chiwinaqir,0
204,0,Wa',wa',0
204,1,"ulew,",ulew,0
205,0,U,u,0
205,1,"laqel,",laqel,0
206,0,Ta,ta,0
206,1,k'u',k'u',0
206,2,"rib',",rib',0
207,0,Ch'ata,ch'ata,0
207,1,k'ut.,k'ut,0
208,0,Ta,ta,0
208,1,"chawaxoq,",chawaxoq,0
209,0,Ta,ta,0
209,1,"saqiroq,",saqiroq,0
210,0,"Kaj,",kaj,0
211,0,Ulew.,ulew,0
212,0,Ma,ma,0
212,1,ta,ta,0
212,2,k'ut,k'ut,0
212,3,u,u,0
212,4,"q'ijilab'al,",q'ijilab'al,0
213,0,U,u,0
213,1,q'ala'ib'al,q'ala'ib'al,0
213,2,ri',ri',0
214,0,Qa,qa,0
214,1,"tz'aq,",tz'aq,0
215,0,Qa,qa,0
215,1,"b'it,",b'it,0
216,0,Ta,ta,0
216,1,winaqiroq,winaqiroq,0
216,2,winaq,winaq,0
216,3,"tz'aq,",tz'aq,0
217,0,Winaq,winaq,0
217,1,"b'it,”",b'it,0
217,2,xecha',xecha',0
217,3,k'ut.,k'ut,0
218,0,Ta,ta,0
218,1,xwinaqir,xwinaqir,0
218,2,k'u,k'u,0
219,0,Ri,ri,0
219,1,ulew,ulew,0
220,0,Kumal.,kumal,0
221,0,Xa,xa,0
221,1,ki,ki,0
221,2,tzij,tzij,0
222,0,Xk'oje',xk'oje',0
222,1,wi,wi,0
223,0,U,u,0
223,1,winaqirik.,winaqirik,0
224,0,Chiwinaqir,chiwinaqir,0
225,0,"Ulew,",ulew,0
226,0,"“Uleuj,”",uleuj,0
226,1,xecha'.,xecha',0
227,0,Lib'aj,lib'aj,0
227,1,chi,chi,0
227,2,xwinaqirik.,xwinaqirik,0
228,0,Keje',keje',0
228,1,ri,ri,0
228,2,xa,xa,0
228,3,"sutz',",sutz',0
229,0,Xa,xa,0
229,1,may,may,0
229,2,"wi,",wi,0
230,0,U,u,0
230,1,winaqirik,winaqirik,0
230,2,"chik,",chik,0
231,0,U,u,0
231,1,pupuje'ik.,pupuje'ik,0
232,0,Ta,ta,0
232,1,xta',xta',0
232,2,pe,pe,0
232,3,pa,pa,0
232,4,ja',ja',0
233,0,Ri,ri,0
233,1,juyub'.,juyub',0
234,0,Ju,ju,0
234,1,suk',suk',0
234,2,nima'q,nima'q,0
234,3,juyub',juyub',0
235,0,Xuxik.,xuxik,0
236,0,Xa,xa,0
236,1,ki,ki,0
236,2,"nawal,",nawal,0
237,0,Xa,xa,0
237,1,ki,ki,0
237,2,"pus,",pus,0
238,0,Xb'antaj,xb'antaj,0
238,1,wi,wi,0
238,2,u,u,0
238,3,na'ojixik,na'ojixik,0
239,0,"Juyub',",juyub',0
240,0,Taq'aj.,taq'aj,0
241,0,Ju,ju,0
241,1,suk',suk',0
241,2,rach,rach,0
241,3,winaqirik,winaqirik,0
242,0,U,u,0
242,1,"k'isisil,",k'isisil,0
243,0,U,u,0
243,1,pachajil,pachajil,0
243,2,u,u,0
243,3,wach.,wach,0
244,0,Keje',keje',0
244,1,k'ut,k'ut,0
244,2,xki'kot,xki'kot,0
244,3,wi,wi,0
244,4,ri,ri,0
244,5,Q'ukumatz:,q'ukumatz,0
245,0,“Utz,utz,0
245,1,mi,mi,0
245,2,"xatulik,",xatulik,0
246,0,At,at,0
246,1,u,u,0
246,2,K'u'x,k'u'x,0
246,3,Kaj:,kaj,0
247,0,At,at,0
247,1,"Juraqan,",juraqan,0
248,0,At,at,0
248,1,pu,pu,0
248,2,Ch'i'pi,ch'i'pi,0
248,3,"Kaqulja,",kaqulja,0
249,0,Raxa,raxa,0
249,1,Kaqulja.,kaqulja,0
250,0,Xchutzinik,xchutzinik,0
250,1,qa,qa,0
250,2,"tz'aq,",tz'aq,0
251,0,Qa,qa,0
251,1,"b'it,”",b'it,0
251,2,xecha',xecha',0
251,3,k'ut.,k'ut,0
252,0,Nab'e,nab'e,0
252,1,k'ut,k'ut,0
252,2,xwinaqir,xwinaqir,0
253,0,"Ulew,",ulew,0
254,0,"Juyub',",juyub',0
254,1,"taq'aj,",taq'aj,0
255,0,Xch'ob'och'ox,xch'ob'och'ox,0
255,1,u,u,0
255,2,b'e,b'e,0
255,3,"ja',",ja',0
256,0,Xb'inije'ik,xb'inije'ik,0
256,1,k'oleje',k'oleje',0
256,2,raqan,raqan,0
257,0,Xo'l,xo'l,0
257,1,taq,taq,0
257,2,juyub'.,juyub',0
258,0,Xa,xa,0
258,1,ch'ob'ol,ch'ob'ol,0
258,2,chik,chik,0
258,3,xek'oje',xek'oje',0
258,4,wi,wi,0
258,5,"ja',",ja',0
259,0,Ta,ta,0
259,1,xk'utunije'ik,xk'utunije'ik,0
259,2,nima'q,nima'q,0
259,3,juyub'.,juyub',0
260,0,Keje',keje',0
260,1,k'ut,k'ut,0
260,2,u,u,0
260,3,winaqirik,winaqirik,0
260,4,ulew,ulew,0
260,5,"ri',",ri',0
261,0,Ta,ta,0
261,1,xwinaqirik,xwinaqirik,0
261,2,kumal,kumal,0
262,0,Ri,ri,0
262,1,u,u,0
262,2,K'u'x,k'u'x,0
262,3,"Kaj,",kaj,0
263,0,U,u,0
263,1,K'u'x,k'u'x,0
263,2,"Ulew,",ulew,0
263,3,ke'uchaxik.,ke'uchaxik,0
264,0,Ri',ri',0
264,1,"k'ut,",k'ut,0
265,0,E,e,0
265,1,nab'e,nab'e,0
266,0,Xkino'jij.,xkino'jij,0
267,0,Xk'olo,xk'olo,0
267,1,wi,wi,0
267,2,ri,ri,0
267,3,"kaj,",kaj,0
268,0,Xk'olo,xk'olo,0
268,1,nay,nay,0
268,2,puch,puch,0
268,3,ulew,ulew,0
268,4,chupan,chupan,0
268,5,"ja',",ja',0
269,0,Keje',keje',0
269,1,k'ut,k'ut,0
269,2,u,u,0
269,3,no'jixik,no'jixik,0
269,4,"ri',",ri',0
270,0,Ta,ta,0
270,1,"xkino'jij,",xkino'jij,0
271,0,Ta,ta,0
271,1,xkib'isoj,xkib'isoj,0
272,0,"Rutzinik,",rutzinik,0
273,0,U,u,0
273,1,b'anatajik,b'anatajik,0
273,2,kumal.,kumal,0
274,0,TA,ta,0
274,1,xkino'jij,xkino'jij,0
274,2,chik,chik,0
275,0,U,u,0
275,1,chikopil,chikopil,0
275,2,"juyub',",juyub',0
276,0,Chajal,chajal,0
276,1,re,re,0
276,2,"k'eche'laj,",k'eche'laj,0
277,0,Ronojel,ronojel,0
277,1,u,u,0
277,2,winaqil,winaqil,0
277,3,juyub':,juyub',0
278,0,Ri,ri,0
278,1,"kiej,",kiej,0
279,0,"Tz'ikin,",tz'ikin,0
280,0,"Koj,",koj,0
281,0,"B'alam,",b'alam,0
282,0,"Kumatz,",kumatz,0
283,0,"Sochoj,",sochoj,0
284,0,K'an,k'an,0
284,1,"Ti',",ti',0
285,0,Chajal,chajal,0
285,1,k'a'am.,k'a'am,0
286,0,Kacha',kacha',0
286,1,ri,ri,0
286,2,"Alom,",alom,0
287,0,K'ajolom:,k'ajolom,0
288,0,“Xa,xa,0
288,1,pa,pa,0
288,2,chilolinik?,chilolinik,0
289,0,Ma,ma,0
289,1,xa'on,xa'on,0
289,2,chitz'ininik,chitz'ininik,0
290,0,U,u,0
290,1,xe',xe',0
290,2,"che',",che',0
291,0,K'a'am?,k'a'am,0
292,0,K'ate,k'ate,0
292,1,utz,utz,0
292,2,chik'oje',chik'oje',0
293,0,Chajal,chajal,0
293,1,"re,”",re,0
293,2,xecha',xecha',0
293,3,k'ut.,k'ut,0
294,0,Ta,ta,0
294,1,"xkino'jij,",xkino'jij,0
295,0,Xkitzijoj,xkitzijoj,0
295,1,"puch,",puch,0
296,0,Ju,ju,0
296,1,suk'u,suk'u,0
296,2,xwinaqir,xwinaqir,0
297,0,"Kiej,",kiej,0
298,0,Tz'ikin.,tz'ikin,0
299,0,Ta,ta,0
299,1,xkisipaj,xkisipaj,0
299,2,k'ut,k'ut,0
299,3,rochoch,rochoch,0
300,0,"Kiej,",kiej,0
301,0,Tz'ikin.,tz'ikin,0
302,0,“At,at,0
302,1,"kiej,",kiej,0
303,0,Pa,pa,0
303,1,b'e,b'e,0
303,2,"ya',",ya',0
304,0,Pa,pa,0
304,1,siwan,siwan,0
305,0,Katwar,katwar,0
305,1,wi.,wi,0
306,0,Waral,waral,0
306,1,katk'oje',katk'oje',0
306,2,wi,wi,0
307,0,Pa,pa,0
307,1,"k'im,",k'im,0
308,0,Pa,pa,0
308,1,"saq'ul,",saq'ul,0
309,0,Pa,pa,0
309,1,k'eche'laj,k'eche'laj,0
310,0,Kipoq'o',kipoq'o',0
310,1,wi,wi,0
310,2,iwib'.,iwib',0
311,0,Kajkaj,kajkaj,0
311,1,i,i,0
311,2,"b'inib'al,",b'inib'al,0
312,0,I,i,0
312,1,chakab'al,chakab'al,0
312,2,"chuxik,”",chuxik,0
312,3,xe'uchaxik.,xe'uchaxik,0
313,0,Ta,ta,0
313,1,xkich'ik,xkich'ik,0
313,2,k'ut,k'ut,0
314,0,Kochoch,kochoch,0
315,0,Ch'uti,ch'uti,0
315,1,"tz'ikin,",tz'ikin,0
316,0,Nima,nima,0
316,1,tz'ikin.,tz'ikin,0
317,0,"“Ix,",ix,0
317,1,ix,ix,0
317,2,"tz'ikin,",tz'ikin,0
317,3,chuwi',chuwi',0
317,4,"che',",che',0
318,0,Chuwi',chuwi',0
318,1,k'a'am,k'a'am,0
319,0,Kixochochin,kixochochin,0
319,1,"wi,",wi,0
320,0,Kixjain,kixjain,0
320,1,wi.,wi,0
321,0,Chiri',chiri',0
321,1,kixpoq',kixpoq',0
321,2,"wi,",wi,0
322,0,Kixk'iritaj,kixk'iritaj,0
322,1,wi,wi,0
323,0,Chuq'ab',chuq'ab',0
323,1,"che',",che',0
324,0,Chuq'ab',chuq'ab',0
324,1,"k'a'am,”",k'a'am,0
325,0,Xe'uchaxik,xe'uchaxik,0
325,1,"kiej,",kiej,0
326,0,Tz'ikin.,tz'ikin,0
327,0,Ta,ta,0
327,1,xkib'ano,xkib'ano,0
328,0,Ki,ki,0
328,1,"b'anoj,",b'anoj,0
329,0,Ronojel,ronojel,0
329,1,xuk'amo,xuk'amo,0
329,2,u,u,0
329,3,"warab'al,",warab'al,0
330,0,U,u,0
330,1,yakalib'al.,yakalib'al,0
331,0,Keje',keje',0
331,1,k'ut,k'ut,0
331,2,kochoch,kochoch,0
331,3,wi,wi,0
332,0,Chikop,chikop,0
332,1,ri,ri,0
332,2,ulew.,ulew,0
333,0,"Xuya'o,",xuya'o,0
334,0,"Alom,",alom,0
335,0,K'ajolom.,k'ajolom,0
336,0,Xutzininaqa,xutzininaqa,0
336,1,chik,chik,0
336,2,ronojel,ronojel,0
337,0,Ri,ri,0
337,1,"kiej,",kiej,0
338,0,Tz'ikin.,tz'ikin,0
339,0,TA,ta,0
339,1,xe'uchax,xe'uchax,0
339,2,chi,chi,0
339,3,k'ut,k'ut,0
339,4,ri,ri,0
339,5,"kiej,",kiej,0
340,0,Tz'ikin,tz'ikin,0
341,0,Rumal,rumal,0
341,1,"Tz'aqol,",tz'aqol,0
342,0,"B'itol,",b'itol,0
343,0,"Alom,",alom,0
344,0,"K'ajolom,",k'ajolom,0
345,0,“Kixch'awoq!,kixch'awoq,0
346,0,Kixsik'inoq!,kixsik'inoq,0
347,0,"Mixyonolikinik,",mixyonolikinik,0
348,0,Mixsik'inik.,mixsik'inik,0
349,0,Kixch'awajetaj,kixch'awajetaj,0
350,0,Chi,chi,0
350,1,"jujunal,",jujunal,0
351,0,Chi,chi,0
351,1,ju,ju,0
351,2,taq,taq,0
351,3,"ch'ob'il,",ch'ob'il,0
352,0,Chi,chi,0
352,1,ju,ju,0
352,2,taq,taq,0
352,3,"molajil,”",molajil,0
353,0,Xe'uchaxik,xe'uchaxik,0
353,1,ri,ri,0
353,2,"kiej,",kiej,0
