term_str,n,p,i,h,df,idf
admire,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
admired,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
adolescent,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
adorned,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
advice,5,0.00012457023269719466,12.970753016410766,0.0016157697215121287,3,3.4594316186372973
advised,3,7.474213961831681e-05,13.707718610576972,0.0010245442182403438,2,4.044394119358453
afflicted,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
affliction,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
afraid,5,0.00012457023269719466,12.970753016410766,0.0016157697215121287,4,3.0443941193584534
after,104,0.0025910608401016493,8.592241393157035,0.022263020202509635,28,0.23703919730084938
afterward,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
again,89,0.0022173501420100655,8.81694768033173,0.01955026019107888,24,0.45943161863729726
against,6,0.00014948427923663362,12.707718610576972,0.001899604157244054,3,3.4594316186372973
ago,3,7.474213961831681e-05,13.707718610576972,0.0010245442182403438,3,3.4594316186372973
agreed,2,4.982809307887787e-05,14.292681111298128,0.0007121770447604827,2,4.044394119358453
agreement,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
agreements,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
ahau,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
ahead,9,0.00022422641885495043,12.122756109855816,0.00271824218916494,8,2.0443941193584534
ahold,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
alas,6,0.00014948427923663362,12.707718610576972,0.001899604157244054,5,2.722466024471091
alighted,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
alighting,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
alike,2,4.982809307887787e-05,14.292681111298128,0.0007121770447604827,2,4.044394119358453
alive,5,0.00012457023269719466,12.970753016410766,0.0016157697215121287,4,3.0443941193584534
